"","YUM.Open","YUM.High","YUM.Low","YUM.Close","YUM.Volume","YUM.Adjusted"
"2005-04-28",16.984184,17.16391,16.872753,16.926672,5475500,11.500696
"2005-04-29",16.721783,16.908699,16.58519,16.879942,4758800,11.468943
"2005-05-02",16.879942,17.095615,16.82243,16.955427,3962900,11.520228
"2005-05-03",16.984184,17.336449,16.984184,17.253775,4586600,11.722939
"2005-05-04",17.289721,17.526958,17.286125,17.516176,3979600,11.901229
"2005-05-05",17.516176,17.534147,17.275341,17.293314,3326400,11.749804
"2005-05-06",17.332853,17.541338,17.260963,17.325665,2357400,11.771785
"2005-05-09",17.343637,17.573689,17.235802,17.451473,3371500,11.857267
"2005-05-10",17.397556,17.469446,17.286125,17.365206,1827700,11.798648
"2005-05-11",17.372395,17.44788,17.207045,17.408339,2439500,11.82796
"2005-05-12",17.393961,17.508986,17.271748,17.393961,2321300,11.818191
"2005-05-13",17.426311,17.473042,17.088425,17.196262,2823700,11.683867
"2005-05-16",17.214235,17.44788,17.192667,17.235802,2665100,11.710727
"2005-05-17",17.181883,17.340044,17.099209,17.304098,4033000,11.757132
"2005-05-18",17.606039,18.544212,17.544931,18.497484,9728900,12.56797
"2005-05-19",18.271029,18.36808,17.965492,18.120058,7875800,12.311529
"2005-05-20",18.163193,18.206326,18.069735,18.184759,3791300,12.355489
"2005-05-23",18.173975,18.364487,18.080517,18.267433,2494000,12.411664
"2005-05-24",18.260244,18.260244,18.044573,18.105679,2833700,12.301753
"2005-05-25",18.044573,18.148813,17.893602,18.112869,2405800,12.306644
"2005-05-26",18.202732,18.687994,18.188354,18.60532,5483000,12.641236
"2005-05-27",18.601725,18.691589,18.526239,18.684401,3160300,12.694967
"2005-05-31",18.529835,18.601725,18.432781,18.436377,4256400,12.526451
"2005-06-01",18.436377,18.648455,18.36808,18.508268,4205800,12.575296
"2005-06-02",18.60532,18.91445,18.540619,18.907261,4834000,12.846387
"2005-06-03",18.824587,19.051043,18.637671,18.705967,3279900,12.709621
"2005-06-06",18.745506,18.774263,18.623293,18.691589,2237800,12.699854
"2005-06-07",18.738317,18.903666,18.691589,18.749102,3434100,12.738926
"2005-06-08",18.781452,18.835371,18.601725,18.626886,2317900,12.65589
"2005-06-09",18.630482,18.87491,18.475916,18.860533,1915600,12.814634
"2005-06-10",18.860533,19.133717,18.777857,19.083393,3061800,12.96606
"2005-06-13",18.997124,19.040258,18.820992,18.896477,2400500,12.839062
"2005-06-14",18.896477,18.96118,18.749102,18.932423,2327600,12.863485
"2005-06-15",18.99353,19.03307,18.709562,18.84256,2622000,12.802428
"2005-06-16",18.84256,19.069016,18.817398,19.029474,2599500,12.929425
"2005-06-17",19.158878,19.335011,19.122932,19.166067,4255300,13.02223
"2005-06-20",19.040258,19.094177,18.900072,19.090582,12781800,12.970941
"2005-06-21",19.03307,19.237959,18.943207,19.140905,4558800,13.005135
"2005-06-22",19.122932,19.133717,18.903666,19.06542,4683400,12.95385
"2005-06-23",19.03307,19.104961,18.831776,18.831776,2775800,12.795104
"2005-06-24",18.799425,19.047447,18.4867,18.4867,4011000,12.560638
"2005-06-27",18.511862,18.619698,18.393242,18.425592,2622000,12.519127
"2005-06-28",18.439972,18.72394,18.439972,18.705967,2883800,12.709621
"2005-06-29",18.738317,18.738317,18.554996,18.662832,1431600,12.680312
"2005-06-30",18.648455,18.892883,18.637671,18.720345,2842600,12.719388
"2005-07-01",18.720345,18.745506,18.468727,18.504673,2868700,12.572856
"2005-07-05",18.447161,18.558592,18.371675,18.432781,2978900,12.52401
"2005-07-06",18.436377,18.501078,18.242271,18.378864,2474000,12.487373
"2005-07-07",18.170382,18.483107,18.008627,18.483107,2392700,12.558198
"2005-07-08",18.447161,18.691589,18.342918,18.644859,3016200,12.668098
"2005-07-11",18.781452,18.788641,18.594536,18.691589,2214400,12.699854
"2005-07-12",18.713156,18.871315,18.713156,18.82818,2108400,12.79266
"2005-07-13",18.788641,18.788641,18.547808,18.587347,3292400,12.706639
"2005-07-14",18.278217,18.317757,17.469446,17.918764,17065000,12.249584
"2005-07-15",17.918764,18.504673,17.882818,18.483107,5609000,12.635374
"2005-07-18",18.493889,18.687994,18.483107,18.608915,3445700,12.72138
"2005-07-19",18.655643,18.889288,18.511862,18.864126,3885000,12.895849
"2005-07-20",18.770668,19.212797,18.763479,19.155285,4813400,13.09489
"2005-07-21",19.216391,19.216391,18.925234,18.997124,3129700,12.98677
"2005-07-22",19.043854,19.043854,18.781452,18.968369,2170500,12.967105
"2005-07-25",18.968369,19.051043,18.889288,18.979151,1725900,12.974476
"2005-07-26",19.025881,19.03307,18.889288,18.907261,2361000,12.925334
"2005-07-27",18.910856,18.91445,18.526239,18.558592,3323900,12.686978
"2005-07-28",18.562185,18.734724,18.547808,18.655643,2386300,12.753325
"2005-07-29",18.691589,18.871315,18.652048,18.817398,2941100,12.863905
"2005-08-01",18.745506,18.79583,18.601725,18.634077,2383800,12.73858
"2005-08-02",18.634077,18.759886,18.612509,18.713156,1734500,12.792645
"2005-08-03",18.623293,18.630482,18.342918,18.450754,3187300,12.613257
"2005-08-04",18.439972,18.447161,18.328541,18.411215,1520300,12.586229
"2005-08-05",18.411215,18.411215,17.929546,18.0266,3223700,12.323302
"2005-08-08",18.116463,18.24946,18.023005,18.062546,2336800,12.347869
"2005-08-09",18.076923,18.191948,18.0266,18.173975,1645200,12.424047
"2005-08-10",18.173975,18.439972,18.173975,18.227894,1717000,12.460906
"2005-08-11",18.332134,18.738317,18.299784,18.687994,2930000,12.775442
"2005-08-12",18.687994,18.691589,18.382458,18.439972,2331500,12.605884
"2005-08-15",18.436377,18.727533,18.353703,18.713156,1884200,12.792645
"2005-08-16",18.684401,18.684401,18.515457,18.554996,3233200,12.684524
"2005-08-17",18.526239,18.637671,18.501078,18.562185,2187200,12.689434
"2005-08-18",18.562185,18.562185,18.371675,18.425592,1726700,12.596061
"2005-08-19",18.447161,18.493889,18.289001,18.292595,1817700,12.505139
"2005-08-22",18.267433,18.353703,18.030193,18.109274,3667700,12.37982
"2005-08-23",18.0266,18.127247,17.886414,18.105679,3989600,12.377356
"2005-08-24",18.008627,18.062546,17.559309,17.613228,4384400,12.040707
"2005-08-25",17.613228,17.703091,17.59885,17.659956,3711700,12.072656
"2005-08-26",17.695902,17.695902,17.44788,17.544931,2997300,11.99402
"2005-08-29",17.4335,17.580877,17.354422,17.537743,2295900,11.989109
"2005-08-30",17.4335,17.4335,16.840403,16.980589,7734500,11.608229
"2005-08-31",16.937454,17.034508,16.757729,17.030912,6725200,11.642629
"2005-09-01",16.9734,17.030912,16.797268,16.879942,6254200,11.539423
"2005-09-02",16.966211,17.002157,16.82243,16.843998,4885100,11.514852
"2005-09-06",16.876348,17.289721,16.876348,17.16391,5766500,11.733547
"2005-09-07",17.792955,18.242271,17.731848,18.209921,8135600,12.448623
"2005-09-08",18.080517,18.242271,17.929546,18.181164,4372700,12.428967
"2005-09-09",18.184759,18.332134,18.159597,18.332134,1765400,12.532167
"2005-09-12",18.332134,18.332134,18.13084,18.213516,1752600,12.451081
"2005-09-13",18.206326,18.209921,17.929546,17.965492,3649900,12.281528
"2005-09-14",18.008627,18.152409,17.764198,17.782171,3801600,12.156205
"2005-09-15",17.810926,18.005032,17.810926,17.969088,2133700,12.283987
"2005-09-16",18.019411,18.224298,17.940331,18.181164,4081400,12.428967
"2005-09-19",18.0266,18.030193,17.882818,17.925953,3942000,12.254494
"2005-09-20",17.954708,18.037384,17.792955,17.792955,3745600,12.163573
"2005-09-21",17.706686,17.710279,17.221424,17.365206,5569000,11.871157
"2005-09-22",17.271748,17.588066,17.214235,17.505392,6065300,11.966992
"2005-09-23",17.627605,17.728252,17.512581,17.591661,2832300,12.025967
"2005-09-26",17.624012,17.900791,17.386772,17.494608,3000100,11.95962
"2005-09-27",17.462257,17.462257,17.153128,17.293314,5298500,11.822013
"2005-09-28",17.4335,17.440691,17.099209,17.099209,4220200,11.68932
"2005-09-29",17.135155,17.21064,16.531273,17.153128,6792500,11.726178
"2005-09-30",17.228613,17.415529,17.145939,17.40115,4013000,11.895729
"2005-10-03",17.271748,17.325665,16.912292,17.041697,6695700,11.650001
"2005-10-04",17.041697,17.426311,17.041697,17.350826,4204700,11.86133
"2005-10-05",17.828899,18.29619,17.444284,17.55212,11657400,11.99894
"2005-10-06",17.487419,18.328541,17.476635,18.040977,8811900,12.333129
"2005-10-07",18.112869,18.396837,17.961899,18.001438,5849100,12.306099
"2005-10-10",18.001438,18.005032,17.649174,17.749821,4820000,12.134089
"2005-10-11",17.663551,17.915169,17.663551,17.828899,5554500,12.188143
"2005-10-12",17.954708,18.14522,17.83609,17.987061,6456100,12.376097
"2005-10-13",17.987061,18.0266,17.699497,17.792955,6687000,12.242541
"2005-10-14",17.882818,18.05895,17.75701,17.972681,4665600,12.366201
"2005-10-17",17.965492,17.976276,17.778576,17.864845,3882200,12.292006
"2005-10-18",17.828899,17.972681,17.742632,17.828899,5410900,12.267272
"2005-10-19",17.832495,18.386053,17.803738,18.332134,6412500,12.613528
"2005-10-20",18.332134,18.745506,18.199137,18.299784,7861300,12.591269
"2005-10-21",18.350107,18.641266,18.274622,18.407619,5898900,12.665463
"2005-10-24",18.45435,18.641266,18.342918,18.501078,4505100,12.729774
"2005-10-25",18.41481,18.691589,18.346514,18.4867,3630700,12.719872
"2005-10-26",18.152409,18.457945,18.044573,18.062546,6037700,12.428033
"2005-10-27",18.008627,18.066139,17.473042,17.530554,7198100,12.061995
"2005-10-28",17.641985,18.015816,17.627605,18.012222,7851900,12.393414
"2005-10-31",18.012222,18.41481,17.965492,18.285406,6180700,12.581377
"2005-11-01",18.285406,18.314163,18.080517,18.105679,3532300,12.45771
"2005-11-02",17.983465,18.267433,17.972681,18.220705,4465600,12.536856
"2005-11-03",18.332134,18.637671,18.321352,18.425592,4772200,12.677835
"2005-11-04",18.472322,18.777857,18.134436,18.752695,4694000,12.902897
"2005-11-07",18.511862,18.745506,18.213516,18.289001,6716800,12.583851
"2005-11-08",18.285406,18.332134,18.166786,18.274622,6613000,12.573955
"2005-11-09",18.199137,18.271029,17.75701,17.807333,9295400,12.252434
"2005-11-10",17.810926,17.900791,17.526958,17.782171,7661000,12.235122
"2005-11-11",17.677929,17.677929,17.120777,17.4335,10603000,11.995214
"2005-11-14",17.4335,17.652767,17.397556,17.491014,5217000,12.034791
"2005-11-15",16.923077,17.289721,16.840403,17.095615,10135100,11.762732
"2005-11-16",17.09202,17.127966,16.754133,16.786484,8071100,11.550035
"2005-11-17",16.90151,17.149532,16.90151,17.077642,9167200,11.750366
"2005-11-18",17.225018,17.55212,17.109993,17.483824,9088200,12.029842
"2005-11-21",17.48023,17.685118,17.375988,17.595255,6278100,12.10651
"2005-11-22",17.59885,17.731848,17.469446,17.677929,4531300,12.163397
"2005-11-23",17.677929,17.857656,17.656363,17.828899,4187400,12.267272
"2005-11-25",17.814522,17.814522,17.537743,17.631201,1553100,12.13125
"2005-11-28",17.739037,17.821711,17.530554,17.649174,3960400,12.143613
"2005-11-29",17.721064,17.749821,17.595255,17.649174,3747600,12.143613
"2005-11-30",17.699497,17.721064,17.505392,17.537743,4886800,12.066943
"2005-12-01",17.537743,17.681524,17.235802,17.677929,6617500,12.163397
"2005-12-02",17.667147,17.667147,17.512581,17.577282,4674300,12.094148
"2005-12-05",17.577282,17.667147,17.368799,17.588066,5515000,12.101563
"2005-12-06",17.559309,17.695902,17.465853,17.487419,5424600,12.032316
"2005-12-07",17.397556,17.397556,17.214235,17.307692,5669400,11.908657
"2005-12-08",17.307692,17.458662,17.225018,17.4335,5414800,11.995214
"2005-12-09",17.408339,17.498203,17.264559,17.300503,3391500,11.903708
"2005-12-12",17.286125,17.314882,17.088425,17.189074,4066100,11.82704
"2005-12-13",17.156721,17.307692,17.113586,17.24299,3351700,11.864134
"2005-12-14",17.145939,17.365206,17.074047,17.314882,2710700,11.913601
"2005-12-15",17.235802,17.343637,17.145939,17.260963,3067700,11.876501
"2005-12-16",17.347233,17.469446,17.322071,17.372395,3579800,11.953175
"2005-12-19",17.343637,17.358015,16.948238,16.976995,3457400,11.681118
"2005-12-20",16.966211,17.268152,16.876348,17.264559,4075900,11.878976
"2005-12-21",17.354422,17.580877,17.189074,17.250179,3079900,11.869082
"2005-12-22",17.293314,17.462257,17.257368,17.404745,2359600,11.975428
"2005-12-23",17.465853,17.501797,17.340044,17.36161,1772900,11.945755
"2005-12-27",17.36161,17.4335,16.994968,17.045292,2786700,11.728106
"2005-12-28",17.074047,17.160316,16.937454,17.084831,2117300,11.755316
"2005-12-29",17.109993,17.16391,17.045292,17.081236,1191500,11.752839
"2005-12-30",17.02013,17.034508,16.73616,16.851187,2209400,11.594555
"2006-01-03",16.926672,16.930265,16.642704,16.804457,4135700,11.5624
"2006-01-04",16.804457,16.9734,16.696621,16.948238,7202800,11.661331
"2006-01-05",17.239397,17.695902,17.239397,17.67074,7962900,12.158452
"2006-01-06",17.972681,18.112869,17.595255,17.620417,7015600,12.123824
"2006-01-09",17.595255,17.807333,17.577282,17.75701,4077000,12.217806
"2006-01-10",17.631201,17.810926,17.613228,17.742632,4706300,12.207916
"2006-01-11",17.681524,17.746225,17.451473,17.559309,2893200,12.160604
"2006-01-12",17.469446,17.512581,17.275341,17.275341,5141100,11.963938
"2006-01-13",17.343637,17.487419,17.271748,17.271748,4258600,11.96145
"2006-01-17",17.217829,17.268152,16.984184,17.059669,4129300,11.814575
"2006-01-18",17.02013,17.318476,17.002157,17.156721,2111500,11.881795
"2006-01-19",17.109993,17.304098,17.070454,17.250179,2583600,11.946516
"2006-01-20",17.181883,17.232206,16.768513,16.897915,4716300,11.702558
"2006-01-23",16.930265,17.048885,16.872753,17.002157,2463400,11.774748
"2006-01-24",17.041697,17.095615,16.82243,17.088425,3086600,11.834495
"2006-01-25",17.174694,17.588066,17.167505,17.5665,5202300,12.165579
"2006-01-26",17.613228,17.681524,17.498203,17.55212,3582900,12.155623
"2006-01-27",17.602444,18.069735,17.577282,18.055355,4529600,12.504133
"2006-01-30",17.969088,18.051762,17.695902,17.879223,3093800,12.382154
"2006-01-31",17.685118,17.868441,17.663551,17.782171,4705700,12.314944
"2006-02-01",17.667147,18.080517,17.667147,18.044573,4041400,12.496663
"2006-02-02",18.008627,18.206326,17.886414,17.972681,4759700,12.446878
"2006-02-03",17.972681,18.184759,17.904385,18.134436,4302000,12.558902
"2006-02-06",18.048166,18.429188,18.030193,18.393242,4818400,12.738135
"2006-02-07",18.601725,18.716751,18.087708,18.173975,5888900,12.586284
"2006-02-08",18.134436,18.170382,17.792955,17.965492,4093400,12.441898
"2006-02-09",17.918764,18.062546,17.706686,17.713875,5087900,12.267643
"2006-02-10",17.739037,18.019411,17.713875,17.997843,3428200,12.464304
"2006-02-13",17.918764,18.037384,17.760603,18.005032,2411400,12.469282
"2006-02-14",18.008627,18.235083,17.90798,18.173975,2794700,12.586284
"2006-02-15",18.044573,18.231487,17.922358,18.184759,3554500,12.593751
"2006-02-16",18.094896,18.195543,18.0266,18.152409,2825900,12.571347
"2006-02-17",18.09849,18.14522,17.969088,17.972681,2790900,12.446878
"2006-02-21",17.943926,17.987061,17.458662,17.659956,4858400,12.230303
"2006-02-22",17.742632,17.933142,17.706686,17.739037,3140800,12.285071
"2006-02-23",17.749821,18.008627,17.703091,17.929546,3015600,12.417008
"2006-02-24",17.900791,17.947519,17.627605,17.882818,2636700,12.384645
"2006-02-27",17.918764,17.965492,17.695902,17.771387,3179500,12.307475
"2006-02-28",17.681524,17.792955,17.120777,17.145939,6857900,11.874324
"2006-03-01",17.145939,17.562904,16.883537,17.562904,7698000,12.163091
"2006-03-02",17.55212,17.555716,17.131559,17.289721,6583600,11.973897
"2006-03-03",17.257368,17.595255,17.225018,17.465853,4611700,12.095878
"2006-03-06",17.505392,17.51977,17.318476,17.383177,4621700,12.038622
"2006-03-07",17.260963,17.386772,17.052481,17.077642,5229600,11.827024
"2006-03-08",17.081236,17.541338,17.070454,17.487419,4273700,12.110814
"2006-03-09",17.487419,17.631201,17.4335,17.613228,3952300,12.197939
"2006-03-10",17.613228,17.645578,17.491014,17.534147,3842700,12.143173
"2006-03-13",17.559309,17.606039,17.372395,17.408339,3108300,12.056051
"2006-03-14",17.325665,17.685118,17.160316,17.602444,3083800,12.190475
"2006-03-15",17.544931,17.5665,17.390368,17.523365,3761200,12.135706
"2006-03-16",17.588066,18.080517,17.588066,17.97987,4882100,12.451859
"2006-03-17",18.152409,18.29619,18.087708,18.134436,7570100,12.558902
"2006-03-20",18.066139,18.199137,17.951115,18.005032,2749400,12.469282
"2006-03-21",17.983465,18.033789,17.832495,17.839684,2780000,12.354774
"2006-03-22",17.494608,17.965492,17.494608,17.879223,2798100,12.382154
"2006-03-23",17.774982,17.792955,17.534147,17.534147,4226400,12.143173
"2006-03-24",17.487419,17.796549,17.487419,17.537743,2471500,12.145668
"2006-03-27",17.537743,17.75701,17.505392,17.649174,3569500,12.222836
"2006-03-28",17.577282,17.659956,17.508986,17.559309,3492200,12.160604
"2006-03-29",17.548527,17.55212,17.260963,17.386772,4596900,12.041107
"2006-03-30",17.649174,17.958303,17.375988,17.534147,6718800,12.143173
"2006-03-31",17.523365,17.641985,17.487419,17.562904,3853600,12.163091
"2006-04-03",17.530554,17.570093,17.203451,17.221424,4283400,11.926601
"2006-04-04",17.153128,17.343637,17.102804,17.257368,2716000,11.95149
"2006-04-05",17.250179,17.253775,17.077642,17.131559,3391200,11.864367
"2006-04-06",17.131559,17.358015,17.056074,17.325665,5333300,11.99879
"2006-04-07",17.343637,17.455069,17.221424,17.232206,3039800,11.934071
"2006-04-10",17.253775,17.289721,17.09202,17.16391,2607200,11.886768
"2006-04-11",17.16391,17.214235,17.088425,17.145939,3695600,11.954421
"2006-04-12",17.145939,17.221424,17.016535,17.221424,3066000,12.00705
"2006-04-13",17.214235,17.275341,17.106398,17.260963,3092100,12.034617
"2006-04-17",17.235802,17.340044,17.153128,17.189074,2932200,11.984493
"2006-04-18",17.145939,17.217829,17.030912,17.174694,6026000,11.974468
"2006-04-19",17.127966,17.404745,17.127966,17.275341,3454900,12.04464
"2006-04-20",17.289721,17.440691,17.286125,17.429907,2961100,12.152406
"2006-04-21",17.4335,17.828899,17.411934,17.627605,5823800,12.290242
"2006-04-24",17.537743,17.839684,17.451473,17.828899,5053700,12.430589
"2006-04-25",18.475916,18.684401,18.256649,18.45435,16104700,12.866667
"2006-04-26",18.332134,18.547808,18.206326,18.529835,6836400,12.919293
"2006-04-27",18.53343,18.655643,18.224298,18.619698,4352400,12.98195
"2006-04-28",18.601725,18.691589,18.465134,18.576563,5346400,12.951878
"2006-05-01",18.576563,18.619698,18.26384,18.289001,3650500,12.751384
"2006-05-02",18.332134,18.529835,18.292595,18.404026,4145100,12.831577
"2006-05-03",18.314163,18.630482,18.314163,18.569374,3546200,12.946858
"2006-05-04",18.60532,18.684401,18.580158,18.680805,2140700,13.024548
"2006-05-05",18.684401,18.96118,18.662832,18.864126,3778700,13.152369
"2006-05-08",18.907261,19.097771,18.824587,19.007908,3083800,13.252617
"2006-05-09",18.96118,18.989935,18.849749,18.943207,2568000,13.207505
"2006-05-10",19.410496,19.468008,19.23077,19.284687,5143000,13.445588
"2006-05-11",19.209202,19.212797,18.99353,19.11215,3729800,13.325291
"2006-05-12",19.022285,19.191229,18.99353,19.11215,4032200,13.325291
"2006-05-15",19.194824,19.381741,19.122932,19.291876,3708900,13.450596
"2006-05-16",19.284687,19.335011,18.817398,18.878504,5367300,13.162391
"2006-05-17",18.745506,18.96118,18.745506,18.936018,4113100,13.202494
"2006-05-18",18.655643,19.061827,18.655643,18.799425,2862300,13.107257
"2006-05-19",18.788641,18.885695,18.716751,18.831776,4171300,13.129813
"2006-05-22",18.831776,19.212797,18.662832,19.133717,4450900,13.340332
"2006-05-23",19.219986,19.255932,18.698778,18.698778,5545900,13.037079
"2006-05-24",18.662832,18.662832,18.048166,18.299784,8866200,12.758898
"2006-05-25",18.303379,18.626886,18.242271,18.619698,3211500,12.98195
"2006-05-26",18.709562,18.731129,18.396837,18.472322,2923600,12.879197
"2006-05-30",18.472322,18.479511,18.173975,18.21711,2669600,12.701252
"2006-05-31",18.224298,18.256649,18.066139,18.116463,3746200,12.631086
"2006-06-01",18.120058,18.375269,18.120058,18.29619,4551900,12.756395
"2006-06-02",18.314163,18.443565,18.260244,18.285406,3247900,12.748874
"2006-06-05",18.188354,18.256649,17.90798,17.965492,2444500,12.525826
"2006-06-06",17.965492,18.173975,17.839684,18.170382,3535000,12.66868
"2006-06-07",18.188354,18.616104,18.170382,18.547808,8070800,12.931828
"2006-06-08",18.551401,18.576563,18.303379,18.515457,5955900,12.909268
"2006-06-09",18.479511,18.691589,18.457945,18.587347,2752500,12.959395
"2006-06-12",18.587347,18.598131,18.14522,18.148813,3715000,12.653641
"2006-06-13",18.163193,18.21711,17.850468,17.854061,3076000,12.448133
"2006-06-14",17.854061,17.987061,17.778576,17.961899,4440900,12.523322
"2006-06-15",18.0266,18.511862,17.983465,18.475916,4088100,12.881703
"2006-06-16",18.483107,18.907261,18.475916,18.659239,4907100,13.009513
"2006-06-19",18.673616,18.759886,18.497484,18.659239,3967600,13.009513
"2006-06-20",18.637671,18.803019,18.511862,18.572969,4336300,12.949368
"2006-06-21",18.497484,18.745506,18.497484,18.634077,2577200,12.991972
"2006-06-22",18.511862,18.529835,18.105679,18.134436,4068300,12.643615
"2006-06-23",18.0266,18.091301,17.922358,17.943926,2869000,12.510789
"2006-06-26",17.911575,18.05895,17.875629,17.933142,2359400,12.503268
"2006-06-27",17.933142,18.019411,17.695902,17.739037,2861800,12.367938
"2006-06-28",17.774982,17.818117,17.458662,17.634794,2768300,12.295258
"2006-06-29",17.792955,18.152409,17.749821,18.109274,5688600,12.626071
"2006-06-30",18.170382,18.235083,18.044573,18.069735,5201200,12.598505
"2006-07-03",18.116463,18.346514,18.023005,18.314163,2091500,12.768925
"2006-07-05",18.224298,18.267433,18.005032,18.184759,2787200,12.678699
"2006-07-06",18.209921,18.411215,18.09849,18.281811,2839000,12.746368
"2006-07-07",18.281811,18.418404,18.094896,18.094896,3379800,12.616047
"2006-07-10",18.109274,18.314163,18.094896,18.123652,1856400,12.636094
"2006-07-11",18.127247,18.134436,17.78936,18.048166,2378800,12.583464
"2006-07-12",17.997843,18.055355,17.516176,17.51977,4858700,12.31743
"2006-07-13",17.51977,17.51977,17.232206,17.332853,4737700,12.186012
"2006-07-14",17.260963,17.318476,17.074047,17.149532,3797700,12.057137
"2006-07-17",17.185478,17.483824,17.185478,17.307692,3524200,12.168329
"2006-07-18",17.577282,17.634794,17.084831,17.109993,9811000,12.029332
"2006-07-19",17.109993,17.713875,17.030912,17.659956,8453600,12.415992
"2006-07-20",16.894321,17.056074,16.254494,16.534866,22237000,11.624987
"2006-07-21",16.560028,16.560028,16.056793,16.150251,11209200,11.354578
"2006-07-24",16.175413,16.401869,16.074766,16.362329,9807100,11.503683
"2006-07-25",16.283249,16.542055,16.279655,16.445004,5293000,11.561808
"2006-07-26",16.445004,16.502516,16.121496,16.383896,4748000,11.518846
"2006-07-27",16.445004,16.621136,16.304817,16.351545,5093200,11.496099
"2006-07-28",16.326384,16.337168,16.117901,16.179008,4093100,11.374798
"2006-07-31",16.121496,16.283249,16.013659,16.175413,5185000,11.37227
"2006-08-01",16.121496,16.236521,15.891445,16.218548,5175000,11.402596
"2006-08-02",16.193386,16.578001,16.175413,16.509705,6074200,11.607296
"2006-08-03",16.509705,16.908699,16.355141,16.843998,6061400,11.842324
"2006-08-04",17.038101,17.167505,16.786484,16.894321,5088200,11.877706
"2006-08-07",16.804457,16.897915,16.603163,16.861969,3168100,11.854959
"2006-08-08",16.82243,16.883537,16.613947,16.642704,3541400,11.700802
"2006-08-09",16.75054,16.82243,16.412653,16.434219,5487400,11.554225
"2006-08-10",16.434219,16.800863,16.358734,16.761322,5344200,11.784199
"2006-08-11",16.696621,16.754133,16.549246,16.588785,3887500,11.662895
"2006-08-14",16.75054,16.923077,16.725378,16.800863,3507800,11.811997
"2006-08-15",16.894321,17.207045,16.879942,17.196262,3406200,12.089985
"2006-08-16",17.196262,17.487419,17.034508,17.44788,6719300,12.266891
"2006-08-17",17.44788,17.75701,17.21064,17.713875,4865700,12.453897
"2006-08-18",17.713875,17.71747,17.516176,17.649174,2924400,12.408411
"2006-08-21",17.652767,17.652767,17.379583,17.491014,1835800,12.297214
"2006-08-22",17.4335,17.570093,17.36161,17.393961,3649100,12.228981
"2006-08-23",17.4335,17.562904,17.113586,17.253775,4182700,12.13042
"2006-08-24",17.271748,17.28253,17.09202,17.127966,3949300,12.041971
"2006-08-25",17.127966,17.199856,16.955427,17.081236,2732700,12.009117
"2006-08-28",17.038101,17.390368,17.012939,17.296909,2164900,12.160751
"2006-08-29",17.28253,17.706686,17.264559,17.706686,3450700,12.448842
"2006-08-30",17.685118,17.760603,17.5665,17.577282,2687900,12.357864
"2006-08-31",17.577282,17.67074,17.541338,17.570093,1393200,12.352814
"2006-09-01",17.649174,17.886414,17.645578,17.749821,2031900,12.479172
"2006-09-05",17.746225,17.922358,17.692308,17.904385,2417800,12.587841
"2006-09-06",17.739037,17.875629,17.523365,17.616823,3327200,12.385666
"2006-09-07",17.595255,17.595255,17.383177,17.501797,2519100,12.304795
"2006-09-08",17.516176,17.857656,17.429907,17.846872,3671400,12.547403
"2006-09-11",17.850468,18.396837,17.832495,18.396837,4566000,12.934066
"2006-09-12",18.332134,18.892883,18.332134,18.752695,6966900,13.184253
"2006-09-13",18.691589,18.928827,18.626886,18.889288,3456000,13.280283
"2006-09-14",18.817398,19.176851,18.680805,19.047447,4883500,13.391478
"2006-09-15",19.266714,19.273903,18.878504,19.015097,5116600,13.368734
"2006-09-18",18.853342,19.180447,18.738317,18.806614,3041000,13.222159
"2006-09-19",18.781452,18.903666,18.583754,18.87491,5506100,13.270176
"2006-09-20",18.96118,19.158878,18.885695,18.989935,3173400,13.351044
"2006-09-21",18.943207,19.144501,18.799425,18.892883,3383700,13.28281
"2006-09-22",18.896477,18.936018,18.673616,18.867722,1627700,13.26512
"2006-09-25",18.925234,19.051043,18.655643,18.96118,2511300,13.330826
"2006-09-26",18.889288,19.194824,18.835371,19.194824,3157500,13.495094
"2006-09-27",19.051043,19.342199,18.979151,19.054636,4380800,13.396536
"2006-09-28",19.086988,19.158878,18.777857,18.925234,2946900,13.305557
"2006-09-29",18.867722,19.015097,18.698778,18.709562,3141100,13.153927
"2006-10-02",18.601725,19.076204,18.580158,18.820992,3436000,13.232269
"2006-10-03",18.820992,19.144501,18.792236,19.029474,2824500,13.378844
"2006-10-04",19.03307,19.568655,19.018692,19.568655,4212700,13.757919
"2006-10-05",19.500359,19.662113,19.37455,19.500359,2976400,13.709901
"2006-10-06",19.37455,19.529116,19.30266,19.410496,2782500,13.646727
"2006-10-09",19.266714,19.52552,19.162474,19.406902,2664000,13.6442
"2006-10-10",19.410496,19.751978,19.252337,19.737598,4060000,13.876698
"2006-10-11",19.719625,19.795111,19.543493,19.615385,5870200,13.89638
"2006-10-12",19.992811,21.470165,19.992811,21.236521,26877400,15.044863
"2006-10-13",20.830338,21.099928,20.729691,20.859095,10093300,14.777485
"2006-10-16",20.794392,20.905823,20.564342,20.812365,4164300,14.744377
"2006-10-17",20.686556,20.952553,20.57872,20.833933,3251300,14.759654
"2006-10-18",20.9202,21.114305,20.736879,20.873472,3673900,14.787667
"2006-10-19",20.873472,20.916607,20.62545,20.772825,2857600,14.716364
"2006-10-20",20.776421,20.913012,20.668583,20.866283,4253900,14.782571
"2006-10-23",20.758448,21.879942,20.736879,21.649893,11148300,15.337709
"2006-10-24",21.933861,22.228613,21.574408,21.815241,9813500,15.454853
