"","VFC.Open","VFC.High","VFC.Low","VFC.Close","VFC.Volume","VFC.Adjusted"
"2005-04-13",13.629944,13.794727,13.629944,13.752354,2588300,4.303945
"2005-04-14",13.806498,13.895951,13.691149,13.709981,3424300,4.290682
"2005-04-15",13.742938,13.742938,13.286252,13.288607,1509700,4.158809
"2005-04-18",13.46516,13.512241,13.258004,13.427495,1265900,4.202276
"2005-04-19",13.403955,13.665255,13.403955,13.502825,1523300,4.225851
"2005-04-20",13.479284,13.507533,13.229755,13.260358,1238300,4.149967
"2005-04-21",13.330979,13.531074,13.312147,13.528719,1337700,4.233956
"2005-04-22",13.505178,13.507533,13.248588,13.373352,1166100,4.185331
"2005-04-25",13.418079,13.639359,13.418079,13.556968,1853800,4.242796
"2005-04-26",13.554614,14.107816,13.554614,13.860641,2177900,4.337832
"2005-04-27",13.801789,13.804143,13.455744,13.627589,2190700,4.264899
"2005-04-28",13.629944,13.954803,13.547552,13.646421,3553900,4.27079
"2005-04-29",13.669962,13.688795,13.18032,13.321563,4982100,4.169124
"2005-05-02",13.403955,13.535782,13.36629,13.42985,1630400,4.203013
"2005-05-03",13.432203,13.481638,13.330979,13.406309,2043300,4.195646
"2005-05-04",13.42985,13.44162,13.199153,13.274482,3632000,4.154388
"2005-05-05",13.258004,13.46516,13.258004,13.326271,2926900,4.170597
"2005-05-06",13.307439,13.399247,13.109698,13.177966,2360200,4.124184
"2005-05-09",13.213277,13.248588,13.156779,13.187383,2544600,4.12713
"2005-05-10",13.163842,13.201507,13.003766,13.06968,1507600,4.090294
"2005-05-11",13.06968,13.25565,13.06968,13.220339,1854700,4.137444
"2005-05-12",13.243879,13.347458,13.08145,13.116761,2022900,4.105029
"2005-05-13",13.06968,13.147364,12.853107,12.975518,1212400,4.060824
"2005-05-16",12.975518,13.201507,12.975518,13.196798,932000,4.130077
"2005-05-17",13.137947,13.234464,13.032015,13.154426,2409000,4.116817
"2005-05-18",13.272128,13.340396,13.213277,13.305085,2480400,4.163965
"2005-05-19",13.300377,13.300377,13.163842,13.222693,2423500,4.13818
"2005-05-20",13.140302,13.149717,12.926083,13.08145,2357600,4.093977
"2005-05-23",13.135593,13.170904,13.076742,13.114407,2164800,4.104292
"2005-05-24",13.232109,13.488701,13.116761,13.425141,2474500,4.201539
"2005-05-25",13.448682,13.495763,13.276836,13.319209,1477000,4.168386
"2005-05-26",13.370998,13.44162,13.236817,13.305085,1150800,4.163965
"2005-05-27",13.305085,13.363936,13.274482,13.286252,717500,4.158071
"2005-05-31",13.333333,13.37806,13.239171,13.283898,1611700,4.157335
"2005-06-01",13.283898,13.436912,13.25565,13.335688,1282000,4.173543
"2005-06-02",13.347458,13.481638,13.347458,13.45339,1734000,4.21038
"2005-06-03",13.45339,13.528719,13.385122,13.483993,1932400,4.219957
"2005-06-06",13.483993,13.502825,13.389831,13.476931,1345800,4.217746
"2005-06-07",13.488701,13.59934,13.476931,13.559322,1790500,4.243532
"2005-06-08",13.519303,13.648776,13.481638,13.554614,1462200,4.328244
"2005-06-09",13.571093,13.606403,13.458097,13.538136,2415800,4.322985
"2005-06-10",13.538136,13.653484,13.538136,13.622881,1277400,4.350043
"2005-06-13",13.59934,13.731168,13.568738,13.606403,1802900,4.344783
"2005-06-14",13.613465,13.724106,13.608757,13.627589,1631700,4.351549
"2005-06-15",13.653484,13.820621,13.65113,13.797081,1776500,4.40567
"2005-06-16",13.806498,13.919492,13.778249,13.872411,1433700,4.429721
"2005-06-17",14.006592,14.023069,13.914783,13.961864,2856400,4.458287
"2005-06-20",13.867702,13.9242,13.81356,13.888889,1570100,4.434987
"2005-06-21",13.888889,13.90066,13.790019,13.820621,1210700,4.413186
"2005-06-22",13.867702,13.907722,13.799435,13.841808,1510600,4.419951
"2005-06-23",13.806498,13.860641,13.571093,13.611111,1573900,4.346286
"2005-06-24",13.606403,13.611111,13.413371,13.422788,1586200,4.286149
"2005-06-27",13.406309,13.406309,13.288607,13.330979,1678800,4.256834
"2005-06-28",13.330979,13.594633,13.330979,13.571093,830900,4.333507
"2005-06-29",13.582863,13.594633,13.46516,13.573446,986400,4.334258
"2005-06-30",13.582863,13.596987,13.467514,13.469868,1212400,4.301183
"2005-07-01",13.493408,13.547552,13.413371,13.505178,1070500,4.312459
"2005-07-05",13.481638,13.780602,13.481638,13.719398,1112100,4.380864
"2005-07-06",13.695857,13.695857,13.392184,13.451035,1947300,4.295171
"2005-07-07",13.312147,13.481638,13.243879,13.474576,1293900,4.302688
"2005-07-08",13.476931,13.547552,13.408663,13.507533,924400,4.313211
"2005-07-11",13.582863,13.679379,13.566384,13.632298,1164800,4.353051
"2005-07-12",13.620527,13.945386,13.594633,13.895951,2986800,4.43724
"2005-07-13",13.919492,14.161959,13.888889,14.13371,3122300,4.513162
"2005-07-14",14.126648,14.218455,14.065442,14.124293,2067500,4.510155
"2005-07-15",14.124293,14.15725,14.074859,14.124293,3126500,4.510155
"2005-07-18",14.124293,14.204331,14.084275,14.187853,1042900,4.53045
"2005-07-19",14.187853,14.432674,14.150188,14.399717,2677900,4.598102
"2005-07-20",14.402072,14.498588,14.314972,14.482109,1643600,4.624412
"2005-07-21",14.503296,14.503296,14.216102,14.402072,1477000,4.598855
"2005-07-22",14.41855,14.456215,14.29614,14.409134,1077300,4.601108
"2005-07-25",14.484464,14.484464,14.22081,14.291431,1147000,4.563525
"2005-07-26",14.303202,14.303202,14.103107,14.143126,1184300,4.516169
"2005-07-27",14.053673,14.065442,13.940678,14.004237,1964700,4.471819
"2005-07-28",14.074859,14.086629,13.827683,13.910075,2262900,4.441751
"2005-07-29",13.917137,14.006592,13.865349,13.898305,1623200,4.437991
"2005-08-01",13.874764,13.93597,13.700565,13.768832,1789700,4.396649
"2005-08-02",13.768832,14.119586,13.693502,14.105461,2356800,4.50414
"2005-08-03",14.077212,14.103107,13.943032,13.943032,1864000,4.452274
"2005-08-04",13.90066,13.903013,13.702919,13.801789,1613800,4.407174
"2005-08-05",13.778249,13.846516,13.733521,13.77354,1117600,4.398153
"2005-08-08",13.691149,13.818268,13.68644,13.806498,1306300,4.408676
"2005-08-09",13.997175,14.117231,13.787664,13.830038,1837700,4.416193
"2005-08-10",13.888889,13.959511,13.811205,13.853579,1269300,4.423709
"2005-08-11",13.862994,13.921845,13.778249,13.888889,1533500,4.434987
"2005-08-12",13.806498,13.818268,13.604049,13.740583,1670700,4.387629
"2005-08-15",13.724106,13.768832,13.653484,13.742938,1208600,4.388381
"2005-08-16",13.742938,13.742938,13.422788,13.467514,1939600,4.300432
"2005-08-17",13.865349,14.14548,13.665255,14.074859,4300700,4.494369
"2005-08-18",14.053673,14.119586,13.898305,14.041903,2053900,4.483846
"2005-08-19",13.983051,14.011299,13.870056,13.870056,1661800,4.428972
"2005-08-22",13.811205,13.903013,13.698211,13.830038,1363200,4.416193
"2005-08-23",13.84887,13.943032,13.75,13.827683,1199600,4.415441
"2005-08-24",13.827683,13.903013,13.724106,13.735876,1635500,4.386126
"2005-08-25",13.747646,14.119586,13.735876,14.060735,2648600,4.489859
"2005-08-26",14.063088,14.077212,13.93597,13.938324,2206400,4.450772
"2005-08-29",13.931262,14.037194,13.867702,13.975988,1026300,4.462797
"2005-08-30",13.973635,13.973635,13.641714,13.759417,2357600,4.393643
"2005-08-31",13.771187,13.961864,13.691149,13.961864,2244200,4.458287
"2005-09-01",13.947741,13.985405,13.68644,13.839454,2141400,4.419197
"2005-09-02",13.841808,13.867702,13.724106,13.775894,1275700,4.398905
"2005-09-06",13.764124,13.992467,13.764124,13.987759,1170700,4.466555
"2005-09-07",13.865349,14.112523,13.853579,14.110169,1751000,4.594327
"2005-09-08",14.063088,14.124293,13.917137,14.112523,1581100,4.595094
"2005-09-09",14.098399,14.131356,13.997175,14.126648,1609600,4.599691
"2005-09-12",14.079567,14.354991,14.037194,14.317326,1412900,4.661777
"2005-09-13",14.33145,14.359698,14.230226,14.29614,1409100,4.654879
"2005-09-14",14.272599,14.305555,14.098399,14.107816,1784600,4.593562
"2005-09-15",14.124293,14.190207,14.041903,14.110169,1310100,4.594327
"2005-09-16",14.15725,14.338512,14.006592,14.253766,4289200,4.641081
"2005-09-19",14.305555,14.305555,13.959511,14.04661,2065800,4.573631
"2005-09-20",14.053673,14.173729,13.8371,13.862994,2449000,4.513847
"2005-09-21",13.860641,13.860641,13.241526,13.269774,4017800,4.320692
"2005-09-22",13.210923,13.46516,13.06968,13.443974,3361400,4.377411
"2005-09-23",13.385122,13.681732,13.359228,13.606403,1734500,4.430299
"2005-09-26",13.653484,13.884181,13.606403,13.688795,1613800,4.457126
"2005-09-27",13.695857,13.754708,13.514595,13.67467,1569600,4.452525
"2005-09-28",13.712336,13.735876,13.415725,13.524012,1467700,4.403471
"2005-09-29",13.488701,13.585217,13.34275,13.552259,963400,4.412669
"2005-09-30",13.542844,13.709981,13.535782,13.646421,1509300,4.443329
"2005-10-03",13.660546,13.735876,13.481638,13.509887,4686000,4.398872
"2005-10-04",13.559322,13.582863,13.309793,13.309793,2300300,4.333722
"2005-10-05",13.262712,13.27919,13.008474,13.008474,2756500,4.235611
"2005-10-06",13.041431,13.196798,12.99435,13.102636,2262900,4.266269
"2005-10-07",13.206215,13.293315,13.145009,13.217985,1686900,4.303828
"2005-10-10",13.194445,13.229755,13.041431,13.067326,1574700,4.254773
"2005-10-11",13.020245,13.182674,13.020245,13.053202,1720900,4.250174
"2005-10-12",13.064972,13.095574,12.876648,12.987288,1736200,4.228712
"2005-10-13",13.010829,13.074388,12.806026,12.940207,1780300,4.213383
"2005-10-14",12.937853,13.100283,12.853107,13.006121,1325000,4.234844
"2005-10-17",13.06968,13.248588,13.06968,13.194445,1939200,4.296163
"2005-10-18",13.135593,13.177966,13.003766,13.060264,1112600,4.252474
"2005-10-19",12.951978,13.253296,12.860169,13.239171,1613400,4.310724
"2005-10-20",13.225047,13.448682,12.97081,13.006121,2214500,4.234844
"2005-10-21",12.947269,13.064972,12.594162,12.629473,4465900,4.112205
"2005-10-24",12.48823,12.580038,12.144539,12.193974,4807500,3.970405
"2005-10-25",12.193974,12.332863,12.161017,12.292844,3610800,4.0026
"2005-10-26",12.252825,12.5,12.198682,12.372881,2485500,4.028658
"2005-10-27",12.241055,12.241055,11.873823,11.970339,2831300,3.89759
"2005-10-28",12.052731,12.295197,12.052731,12.170433,2618900,3.962741
"2005-10-31",12.193974,12.429379,12.193974,12.299906,2218300,4.004898
"2005-11-01",12.252825,12.389359,12.208097,12.335217,3110000,4.016394
"2005-11-02",12.335217,12.514124,12.335217,12.471751,1748500,4.06085
"2005-11-03",12.528249,12.747175,12.528249,12.577683,2136300,4.095343
"2005-11-04",12.51177,12.627119,12.5,12.608286,1573000,4.105309
"2005-11-07",12.638889,12.707156,12.601224,12.676554,1671600,4.127536
"2005-11-08",12.570621,12.664783,12.51177,12.664783,1604900,4.123704
"2005-11-09",12.660075,12.709511,12.570621,12.638889,1370400,4.115271
"2005-11-10",12.594162,12.864878,12.551789,12.798965,1268900,4.167392
"2005-11-11",12.88371,12.902542,12.770716,12.829567,917600,4.177358
"2005-11-14",12.794256,12.881356,12.744822,12.813088,1392500,4.171992
"2005-11-15",12.766007,12.766007,12.51177,12.678907,1855500,4.128302
"2005-11-16",12.697741,12.855461,12.678907,12.855461,2031800,4.185788
"2005-11-17",12.890772,13.032015,12.846045,12.980226,2338900,4.226411
"2005-11-18",13.088512,13.116761,12.980226,13.104991,1415400,4.267036
"2005-11-21",13.104991,13.126177,12.984934,13.08145,2044100,4.259371
"2005-11-22",12.987288,13.083804,12.926083,13.08145,1609600,4.259371
"2005-11-23",13.062617,13.170904,13.055555,13.133239,1080300,4.276234
"2005-11-25",13.182674,13.199153,13.034369,13.182674,450700,4.29233
"2005-11-28",13.229755,13.229755,13.097928,13.189736,1812200,4.294631
"2005-11-29",13.213277,13.460452,13.201507,13.288607,2706000,4.326823
"2005-11-30",13.382769,13.531074,13.312147,13.335688,2438800,4.342152
"2005-12-01",13.359228,13.451035,13.276836,13.406309,1361500,4.365148
"2005-12-02",13.347458,13.512241,13.314501,13.479284,1320700,4.388908
"2005-12-05",13.479284,13.535782,13.361582,13.495763,1386100,4.394276
"2005-12-06",13.519303,13.999529,13.519303,13.669962,4169400,4.450995
"2005-12-07",13.601695,13.705273,13.519303,13.568738,1602800,4.513791
"2005-12-08",13.592278,13.618174,13.491055,13.554614,1474900,4.509093
"2005-12-09",13.594633,13.618174,13.42985,13.531074,1334700,4.501262
"2005-12-12",13.533427,13.615819,13.46516,13.509887,1714500,4.494214
"2005-12-13",13.488701,13.533427,13.387477,13.483993,2091700,4.4856
"2005-12-14",13.36629,13.639359,13.35452,13.547552,1855500,4.506745
"2005-12-15",13.476931,13.476931,13.246234,13.340396,1867800,4.437831
"2005-12-16",13.387477,13.399247,13.166196,13.25565,2030500,4.409639
"2005-12-19",13.208569,13.241526,13.121469,13.142655,1635900,4.372051
"2005-12-20",13.142655,13.210923,13.032015,13.182674,1904000,4.385365
"2005-12-21",13.182674,13.283898,13.112053,13.206215,1595500,4.393195
"2005-12-22",13.241526,13.241526,13.06968,13.196798,1820300,4.390062
"2005-12-23",13.243879,13.305085,13.182674,13.196798,952000,4.390062
"2005-12-27",13.170904,13.229755,13.135593,13.189736,1728100,4.387713
"2005-12-28",13.189736,13.225047,13.076742,13.086158,2268400,4.353255
"2005-12-29",13.112053,13.194445,13.067326,13.083804,1838500,4.352474
"2005-12-30",13.083804,13.104991,12.975518,13.027307,1438800,4.333678
"2006-01-03",13.050847,13.050847,12.754237,12.951978,2493200,4.308619
"2006-01-04",12.97081,12.977872,12.843691,12.90725,2184300,4.293741
"2006-01-05",12.90725,13.039077,12.904897,12.99435,1588800,4.322714
"2006-01-06",13.053202,13.170904,12.963748,13.149717,1719200,4.374401
"2006-01-09",13.182674,13.735876,13.182674,13.646421,3297700,4.539634
"2006-01-10",13.611111,13.653484,13.399247,13.427495,2792200,4.466806
"2006-01-11",13.498116,13.589925,13.29096,13.321563,2492300,4.431568
"2006-01-12",13.321563,13.432203,13.316855,13.340396,1969400,4.437831
"2006-01-13",13.340396,13.394539,13.189736,13.25565,1935000,4.409639
"2006-01-17",13.276836,13.276836,13.06968,13.154426,1884000,4.375967
"2006-01-18",13.041431,13.217985,13.041431,13.123823,1722100,4.365786
"2006-01-19",13.147364,13.170904,12.963748,13.08145,1660100,4.351691
"2006-01-20",13.112053,13.187383,12.996704,12.996704,1922200,4.323497
"2006-01-23",12.98258,13.029661,12.841337,12.841337,2181300,4.271814
"2006-01-24",12.841337,13.095574,12.841337,12.987288,1653300,4.320366
"2006-01-25",12.987288,13.123823,12.987288,13.100283,2092100,4.357954
"2006-01-26",13.182674,13.250941,13.095574,13.121469,1398400,4.365002
"2006-01-27",13.088512,13.253296,13.086158,13.145009,1391200,4.372834
"2006-01-30",13.159134,13.213277,13.109698,13.121469,932900,4.365002
"2006-01-31",13.145009,13.149717,13.010829,13.060264,1431200,4.344642
"2006-02-01",12.963748,13.159134,12.963748,13.130885,1637200,4.368136
"2006-02-02",13.048493,13.076742,12.95904,12.98258,1883100,4.3188
"2006-02-03",12.935499,13.116761,12.916667,13.055555,2089600,4.343076
"2006-02-06",13.055555,13.079096,12.926083,12.987288,1621000,4.320366
"2006-02-07",12.935499,13.152072,12.888418,12.97081,2102800,4.314884
"2006-02-08",13.064972,13.811205,13.053202,13.801789,4945500,4.591319
"2006-02-09",13.731168,13.787664,13.406309,13.491055,4073400,4.48795
"2006-02-10",13.420433,13.451035,13.265066,13.443974,2770500,4.472289
"2006-02-13",13.385122,13.436912,13.123823,13.389831,2516100,4.454277
"2006-02-14",13.34275,13.399247,13.156779,13.293315,3712300,4.422169
"2006-02-15",13.328626,13.34275,13.088512,13.206215,4036000,4.393195
"2006-02-16",13.175612,13.227401,13.156779,13.18032,2360200,4.38458
"2006-02-17",13.156779,13.156779,12.989642,13.013183,2856400,4.328979
"2006-02-21",13.013183,13.024953,12.867231,12.973164,2469400,4.315667
"2006-02-22",12.97081,13.246234,12.961393,13.159134,2337200,4.377532
"2006-02-23",13.100283,13.347458,13.088512,13.217985,2965500,4.39711
"2006-02-24",13.182674,13.319209,13.114407,13.236817,1820700,4.403373
"2006-02-27",13.276836,13.309793,12.968455,13.015536,2773500,4.329764
"2006-02-28",12.999059,13.062617,12.841337,12.900188,2677900,4.29139
"2006-03-01",12.909604,12.99435,12.855461,12.951978,1513600,4.308619
"2006-03-02",12.893126,12.897834,12.775424,12.843691,1885300,4.272596
"2006-03-03",12.749529,12.881356,12.688324,12.843691,2902200,4.272596
"2006-03-06",12.801318,12.836629,12.711864,12.714218,1890400,4.229526
"2006-03-07",12.711864,12.791903,12.65066,12.740113,2493600,4.238141
"2006-03-08",12.641243,12.716573,12.620056,12.66243,1414600,4.310416
"2006-03-09",12.66243,12.676554,12.542373,12.631826,2171600,4.299997
"2006-03-10",12.629473,12.879002,12.594162,12.848399,3649500,4.373721
"2006-03-13",12.848399,12.919021,12.82015,12.876648,1844500,4.383337
"2006-03-14",12.700094,12.876648,12.693032,12.78484,2494000,4.352085
"2006-03-15",12.78484,13.048493,12.770716,13.048493,2368700,4.441835
"2006-03-16",13.088512,13.149717,12.999059,13.017891,2329600,4.431418
"2006-03-17",13.104991,13.152072,13.010829,13.152072,2403100,4.477095
"2006-03-20",13.175612,13.227401,13.08145,13.18032,1979600,4.486708
"2006-03-21",13.18032,13.272128,13.156779,13.265066,3440500,4.515559
"2006-03-22",13.039077,13.347458,13.039077,13.328626,1234000,4.537194
"2006-03-23",13.269774,13.328626,13.220339,13.220339,1489800,4.500333
"2006-03-24",13.220339,13.227401,13.102636,13.19209,2251000,4.490716
"2006-03-27",13.19209,13.227401,13.083804,13.140302,1996100,4.473085
"2006-03-28",13.199153,13.399247,13.140302,13.246234,1643600,4.509147
"2006-03-29",13.300377,13.300377,13.182674,13.199153,946000,4.49312
"2006-03-30",13.276836,13.370998,13.215631,13.347458,1659300,4.543605
"2006-03-31",13.380414,13.451035,13.34275,13.394539,1909100,4.559633
"2006-04-03",13.396893,13.462806,13.330979,13.36629,1909900,4.550015
"2006-04-04",13.349812,13.469868,13.27919,13.418079,1693700,4.567646
"2006-04-05",13.451035,13.498116,13.356874,13.425141,949400,4.57005
"2006-04-06",13.387477,13.559322,13.349812,13.531074,1543700,4.606111
"2006-04-07",13.589925,13.646421,13.44162,13.476931,1761200,4.58768
"2006-04-10",13.500471,13.524012,13.396893,13.44162,2115900,4.57566
"2006-04-11",13.45339,13.481638,13.314501,13.349812,1121900,4.544405
"2006-04-12",13.403955,13.403955,13.300377,13.338041,707700,4.5404
"2006-04-13",13.243879,13.349812,13.18032,13.196798,1319400,4.492319
"2006-04-17",13.422788,14.472693,13.422788,14.359698,8866400,4.88818
"2006-04-18",14.359698,14.639831,14.298493,14.545669,5425100,4.951488
"2006-04-19",14.576271,14.677495,14.477401,14.60452,1901800,4.971522
"2006-04-20",14.60452,14.668079,14.475047,14.611582,1869500,4.973926
"2006-04-21",14.668079,14.682203,14.557439,14.632769,1586200,4.981138
"2006-04-24",14.635122,14.868174,14.573917,14.830508,2751900,5.048452
"2006-04-25",14.785782,14.804614,14.456215,14.611582,3473200,4.973926
"2006-04-26",14.658663,14.9129,14.658663,14.828155,3552200,5.047649
"2006-04-27",14.781074,14.788136,14.59275,14.665725,1991900,4.992356
"2006-04-28",14.124293,14.489171,14.124293,14.404426,3932400,4.903408
"2006-05-01",14.406779,14.512712,14.347928,14.477401,2627400,4.928249
"2006-05-02",14.536252,14.536252,14.359698,14.500941,2890800,4.936263
"2006-05-03",14.566855,14.595103,14.50565,14.531545,1949000,4.946681
"2006-05-04",14.500941,14.653955,14.500941,14.602166,2457000,4.97072
"2006-05-05",14.649247,14.70339,14.51742,14.689265,2405600,5.000369
"2006-05-08",14.781074,14.865819,14.731638,14.83757,2831700,5.050854
"2006-05-09",14.861111,14.861111,14.708097,14.708097,1224300,5.006781
"2006-05-10",14.752825,14.802259,14.595103,14.701035,1916300,5.004377
"2006-05-11",14.677495,14.712806,14.477401,14.538607,1311800,4.949085
"2006-05-12",14.562147,14.562147,14.218455,14.237288,2081100,4.846514
"2006-05-15",14.397364,14.451507,14.258474,14.439736,2435000,4.915427
"2006-05-16",14.830508,14.830508,14.500941,14.555085,2068400,4.954693
"2006-05-17",14.550377,14.564501,14.395009,14.477401,2383100,4.928249
"2006-05-18",14.500941,14.663371,14.45386,14.54096,2579000,4.949885
"2006-05-19",14.658663,14.712806,14.595103,14.67985,3500800,4.997166
"2006-05-22",14.67985,14.719868,14.526836,14.651601,2737400,4.987549
"2006-05-23",14.675141,14.875236,14.675141,14.816384,3047500,5.043642
"2006-05-24",14.792844,14.865819,14.745763,14.802259,3178800,5.038835
"2006-05-25",14.8258,14.877589,14.559793,14.722222,1988100,5.01159
"2006-05-26",14.712806,14.889359,14.689265,14.84934,1643100,5.054862
"2006-05-30",14.84934,14.868174,14.630414,14.646893,1638000,4.985947
"2006-05-31",14.646893,14.851695,14.606874,14.81403,1448100,5.04284
"2006-06-01",14.792844,15.235405,14.785782,15.235405,3268400,5.186282
"2006-06-02",15.233051,15.277778,15.028249,15.169492,2184700,5.163843
"2006-06-05",15.082392,15.18597,14.884651,14.887006,1462200,5.067682
"2006-06-06",14.887006,15.181262,14.887006,15.1742,2394200,5.165446
"2006-06-07",15.115349,15.230697,15.089454,15.138889,2592100,5.34724
"2006-06-08",15.138889,15.233051,14.821093,15.181262,2839400,5.362207
"2006-06-09",15.18597,15.322505,15.124764,15.29661,2576000,5.402951
"2006-06-12",15.242467,15.251884,14.955273,14.957627,2404800,5.283217
"2006-06-13",14.948211,14.969398,14.71516,14.726931,2275700,5.201731
"2006-06-14",14.668079,14.795197,14.644539,14.783427,2195800,5.221687
"2006-06-15",14.830508,15.167137,14.830508,15.089454,2634200,5.32978
"2006-06-16",15.211864,15.677966,15.211864,15.423729,5445900,5.44785
"2006-06-19",15.423729,15.461393,15.240113,15.341337,2621400,5.418746
"2006-06-20",15.341337,15.534369,15.341337,15.447269,3233600,5.456164
"2006-06-21",15.435499,15.687383,15.414312,15.510829,2849100,5.478613
"2006-06-22",15.527307,15.593221,15.360169,15.480226,2598500,5.467805
"2006-06-23",15.456685,15.541431,15.353107,15.451978,2482100,5.457828
"2006-06-26",15.510829,15.673258,15.508474,15.673258,2601100,5.535986
"2006-06-27",15.614407,15.659134,15.421374,15.444915,2487600,5.455334
"2006-06-28",15.513183,15.536723,15.362523,15.496704,1716200,5.473625
"2006-06-29",15.685028,15.894539,15.586158,15.868644,2442600,5.604998
"2006-06-30",15.868644,16.000471,15.868644,15.988701,2030100,5.647403
"2006-07-03",16.031073,16.047552,15.819209,15.830979,881000,5.591696
"2006-07-05",15.889831,16.007532,15.710923,15.995763,2435800,5.649898
"2006-07-06",15.995763,16.007532,15.86629,15.939265,2262500,5.629942
"2006-07-07",15.951035,16.061676,15.868644,15.92985,2397100,5.626617
"2006-07-10",15.925141,16.002825,15.76742,15.899247,1626100,5.615807
"2006-07-11",15.840396,15.845103,15.600283,15.758004,1570900,5.565921
"2006-07-12",15.816855,15.892184,15.515536,15.640302,1063300,5.524347
"2006-07-13",15.58145,15.58145,15.346045,15.397834,2553900,5.438704
"2006-07-14",15.369586,15.402542,14.894068,15.02354,3457000,5.306499
"2006-07-17",15,15.513183,15,15.440207,2922200,5.453671
"2006-07-18",15.157722,15.235405,14.632769,15.049435,5823600,5.315644
"2006-07-19",15.908663,16.144068,15.572034,15.979284,7648500,5.644079
"2006-07-20",15.960452,16.151131,15.746234,15.906309,3707200,5.618302
"2006-07-21",16.005178,16.038136,15.819209,15.948682,2639700,5.63327
"2006-07-24",15.948682,16.308851,15.948682,16.186441,2695800,5.717249
"2006-07-25",16.12759,16.494822,16.066383,16.466572,3236600,5.816195
"2006-07-26",16.454802,16.454802,15.936912,15.979284,3670700,5.644079
"2006-07-27",16.125235,16.125235,15.701507,15.783898,3296900,5.575065
"2006-07-28",15.948682,16.106403,15.861582,16.068739,2235300,5.675674
"2006-07-31",16.120527,16.120527,15.915725,15.96516,1755700,5.639091
"2006-08-01",15.882769,15.943974,15.68032,15.899247,2124400,5.615807
"2006-08-02",15.936912,15.960452,15.802731,15.892184,1764600,5.613316
"2006-08-03",15.892184,16.294727,15.859228,16.231167,2154200,5.733048
"2006-08-04",16.266478,16.478342,16.172316,16.292374,1829200,5.754666
"2006-08-07",16.315914,16.332392,16.111111,16.290018,1249800,5.753835
"2006-08-08",16.440678,16.478342,16.188795,16.221752,1852100,5.729722
"2006-08-09",16.242937,16.252354,15.699153,15.710923,2828700,5.549291
"2006-08-10",15.675612,15.972222,15.590866,15.892184,2223000,5.613316
"2006-08-11",15.894539,15.922788,15.727401,15.830979,1248900,5.591696
"2006-08-14",15.948682,16.177025,15.880414,15.974576,1107500,5.642416
"2006-08-15",16.009888,16.346516,15.991055,16.337099,2077700,5.770463
"2006-08-16",16.38418,16.513653,16.233522,16.504238,1711500,5.8295
"2006-08-17",16.386536,16.43597,16.181732,16.259417,1847900,5.743024
"2006-08-18",16.282957,16.393597,16.205273,16.367702,1070100,5.781271
"2006-08-21",16.414783,16.414783,16.155838,16.282957,891200,5.75134
"2006-08-22",16.398306,16.485405,16.271187,16.485405,2192800,5.822847
"2006-08-23",16.414783,16.421846,15.967514,16.09934,1360200,5.686485
"2006-08-24",16.181732,16.181732,15.833333,15.951035,1559000,5.634099
"2006-08-25",15.962806,15.986346,15.814501,15.95339,562900,5.634933
"2006-08-28",15.962806,16.224106,15.915725,16.132298,927300,5.698127
"2006-08-29",16.191149,16.525423,16.169962,16.501883,1838100,5.828666
"2006-08-30",16.560734,16.560734,16.306498,16.381826,976200,5.78626
"2006-08-31",16.426554,16.478342,16.355932,16.452448,1449400,5.811205
"2006-09-01",16.478342,16.713747,16.473635,16.577213,1509300,5.855276
"2006-09-05",16.530132,16.619585,16.365349,16.565443,1107000,5.851116
"2006-09-06",16.43597,16.539549,16.332392,16.381826,1344100,5.984972
"2006-09-07",16.428907,16.537193,16.254707,16.501883,2361000,6.028833
"2006-09-08",16.537193,16.819679,16.490112,16.812618,1963900,6.14236
"2006-09-11",16.812618,17.149246,16.737288,17.130415,2735700,6.258463
"2006-09-12",17.059793,17.542374,17.059793,17.490583,4091200,6.390051
"2006-09-13",17.504707,17.535311,17.299906,17.408192,3226400,6.359947
"2006-09-14",17.396421,17.401131,17.250471,17.288136,2417500,6.316083
"2006-09-15",17.52354,17.596516,17.281073,17.372881,3910300,6.347046
"2006-09-18",17.419962,17.490583,17.321093,17.455273,1972300,6.377148
"2006-09-19",17.408192,17.408192,17.186911,17.372881,1767200,6.347046
"2006-09-20",17.302259,17.429379,17.299906,17.403484,2982500,6.358227
"2006-09-21",17.379944,17.537664,17.262241,17.419962,3094700,6.364245
"2006-09-22",17.467043,17.481167,17.255178,17.318739,1798200,6.327265
"2006-09-25",17.37759,17.37759,17.059793,17.3258,2847000,6.329845
"2006-09-26",17.302259,17.558851,17.295198,17.52354,3131600,6.40209
"2006-09-27",17.540018,17.693031,17.525894,17.657721,6463800,6.45111
"2006-09-28",17.657721,17.730698,17.509417,17.509417,1578600,6.396928
"2006-09-29",17.568268,17.580038,17.172787,17.172787,3323600,6.273941
"2006-10-02",17.231638,17.419962,17.184557,17.361111,3089600,6.342747
"2006-10-03",17.47646,17.63418,17.37759,17.601225,3220000,6.43047
"2006-10-04",17.483522,17.643597,17.467043,17.620056,3102300,6.43735
"2006-10-05",17.502354,17.544727,17.427025,17.544727,2509700,6.40983
"2006-10-06",17.467043,17.580038,17.431732,17.471752,3236100,6.383167
"2006-10-09",17.38936,17.855461,17.332863,17.79661,1940900,6.501853
