"","WYNN.Open","WYNN.High","WYNN.Low","WYNN.Close","WYNN.Volume","WYNN.Adjusted"
"2011-01-04",109.410004,112.5,109.339996,112.389999,3656300,87.305511
"2011-01-05",111.550003,114.690002,111.550003,113.839996,2624900,88.431862
"2011-01-06",113.919998,115.050003,112.550003,114.669998,2051200,89.07663
"2011-01-07",115.660004,119.330002,115.379997,118.730003,3966000,92.230484
"2011-01-10",118.07,119.669998,116.629997,118.699997,2180900,92.207146
"2011-01-11",119.75,119.900002,116.339996,117.089996,2353900,90.956497
"2011-01-12",117.75,118.209999,115.550003,116.779999,1969600,90.715691
"2011-01-13",118.410004,119.18,116.349998,116.720001,2351000,90.669075
"2011-01-14",116.389999,118.82,116.25,118.82,1679100,92.300369
"2011-01-18",120.5,121.739998,118.269997,118.860001,1677000,92.331444
"2011-01-19",118.489998,121.190002,117.260002,118.18,2457700,91.803215
"2011-01-20",117.540001,118.089996,114,116.239998,1993300,90.296219
"2011-01-21",116.559998,118.080002,115.389999,115.949997,1538300,90.070953
"2011-01-24",116.129997,116.860001,114.5,115.379997,1449100,89.628166
"2011-01-25",114.739998,115.120003,112.459999,114.82,1826300,89.193153
"2011-01-26",115.699997,119.239998,114.849998,118.660004,2000800,92.176086
"2011-01-27",118.699997,119.989998,116.900002,118.870003,1681300,92.339233
"2011-01-28",119.440002,120.75,114.400002,114.510002,2190000,88.952332
"2011-01-31",114.760002,117.419998,114.709999,116.330002,1794400,90.366127
"2011-02-01",117,119.5,115.5,119.18,2245500,92.580017
"2011-02-02",119.480003,119.699997,117.639999,118.870003,1414500,92.339233
"2011-02-03",119.059998,121,117.879997,119.400002,2402600,92.750923
"2011-02-04",118.07,119.25,117.379997,118.059998,2198900,91.710007
"2011-02-07",116.809998,119.25,115.550003,118.010002,2038400,91.671173
"2011-02-08",119.839996,122.889999,118.75,120.18,4494700,93.356834
"2011-02-09",119.559998,122.410004,118.620003,121.529999,2411400,94.405525
"2011-02-10",120.82,122.389999,119.760002,120.150002,3207200,93.333534
"2011-02-11",119.510002,129.369995,118.5,129.100006,5643900,100.285973
"2011-02-14",128.979996,129.279999,127.019997,127.949997,2078100,99.392654
"2011-02-15",127.529999,129.5,127,128.199997,1587100,99.586845
"2011-02-16",129.130005,129.600006,127.169998,127.879997,1420000,99.338257
"2011-02-17",128.160004,129.490005,127.550003,128.460007,1292500,99.788803
"2011-02-18",128.460007,128.940002,126.550003,127.699997,1273200,99.198425
"2011-02-22",126.040001,126.940002,122.699997,123.07,1803000,95.60183
"2011-02-23",123.150002,124,116.360001,120.339996,2631700,93.481125
"2011-02-24",120.120003,120.800003,117.330002,119.290001,1563700,92.665482
"2011-02-25",120.82,123.449997,120.129997,121.839996,1215300,94.646362
"2011-02-28",123.129997,124.07,121,122.93,1196000,95.493057
"2011-03-01",123.760002,126.059998,122.589996,125.830002,3349700,97.745819
"2011-03-02",125.75,126.989998,124.540001,126.080002,1789600,97.940002
"2011-03-03",126.75,131.080002,126.75,130.529999,2434400,101.396797
"2011-03-04",130.529999,132.25,129.089996,130.809998,2114200,101.614304
"2011-03-07",131.440002,131.539993,124.5,126.400002,2228600,98.188591
"2011-03-08",126.620003,128.479996,125.839996,127.059998,1632100,98.701256
"2011-03-09",126.709999,128.880005,125.529999,128.089996,1685200,99.501366
"2011-03-10",126.550003,126.550003,122.400002,123.089996,2353900,95.617348
"2011-03-11",121.739998,124.300003,120.639999,123.790001,1779100,96.161125
"2011-03-14",122.480003,124.360001,120.599998,123.989998,1799300,96.316467
"2011-03-15",120.169998,121.970001,117.209999,121.169998,2450800,94.125877
"2011-03-16",119.68,121.059998,116.550003,117.040001,2680700,90.917671
"2011-03-17",119.910004,119.970001,117.790001,118.18,1272200,91.803215
"2011-03-18",120.199997,120.199997,116.389999,116.459999,2067100,90.46711
"2011-03-21",117.849998,122.639999,117.379997,121.760002,2526500,94.584198
"2011-03-22",122.260002,123.43,118.209999,118.410004,3390700,91.98188
"2011-03-23",118.650002,121.239998,116.510002,120.970001,1926400,93.970512
"2011-03-24",121.989998,124.82,121.730003,124.239998,2134200,96.510674
"2011-03-25",126.190002,128.570007,125.029999,127.029999,2108400,98.677963
"2011-03-28",127.68,127.720001,124.639999,125.120003,1551900,97.19426
"2011-03-29",125.190002,127,124,125.879997,1140100,97.784645
"2011-03-30",126.5,127.720001,125.540001,127.660004,1439000,99.167374
"2011-03-31",126.620003,127.970001,125.089996,127.160004,1428400,98.778954
"2011-04-01",130,135.850006,129.710007,133.009995,3809300,103.323303
"2011-04-04",135.279999,136.429993,132.309998,132.960007,2220500,103.284431
"2011-04-05",132.5,134.309998,131.669998,133.139999,1693200,103.424278
"2011-04-06",135,137.100006,132.350006,134.300003,2179400,104.325386
"2011-04-07",134.630005,136.339996,133.130005,135.380005,1643000,105.164337
"2011-04-08",135.759995,136.080002,131.800003,132.570007,1627000,102.981476
"2011-04-11",133.080002,133.75,130.880005,131.970001,1161200,102.515388
"2011-04-12",130.479996,131.309998,129.050003,130.139999,1223000,101.093849
"2011-04-13",132.110001,135.710007,131.630005,135.149994,2038900,104.985657
"2011-04-14",134.020004,135.580002,133.360001,134.960007,1391300,104.838074
"2011-04-15",135,140.369995,134.539993,138.460007,2962300,107.556892
"2011-04-18",136.600006,141.199997,134.300003,140.5,2816900,109.141579
"2011-04-19",141.25,141.339996,136.929993,138.929993,2943100,107.921982
"2011-04-20",143.759995,149.800003,143,147.919998,5512100,114.905525
"2011-04-21",146.5,149.270004,145.270004,147.710007,1779200,114.742386
"2011-04-25",148.25,148.740005,145.580002,147.169998,1330500,114.322899
"2011-04-26",147.690002,147.729996,145.080002,146.190002,1600000,113.561615
"2011-04-27",146.839996,147.600006,144.429993,146.759995,1489800,114.004402
"2011-04-28",146.570007,147.330002,143.740005,145.710007,1595600,113.188782
"2011-04-29",145.369995,149.179993,144.399994,147.149994,2956200,114.700958
"2011-05-02",148.360001,151.690002,147.229996,147.869995,2302100,115.262177
"2011-05-03",147.699997,148.5,144.360001,146.080002,1500000,113.866936
"2011-05-04",145.699997,145.699997,140.660004,143.130005,2068800,111.567436
"2011-05-05",142.039993,146.389999,141.429993,143.690002,1500000,112.003952
"2011-05-06",145.949997,147.380005,144,144.339996,1413300,112.510605
"2011-05-09",144.5,146.899994,144.5,144.710007,1258100,112.799011
"2011-05-10",145.570007,150.199997,145.25,149.740005,2269400,116.719826
"2011-05-11",149.25,151.729996,146.860001,148.630005,2092500,115.854591
"2011-05-12",147.589996,148.5,146.199997,146.830002,1700000,114.4515
"2011-05-13",147.229996,149.520004,145.720001,146.270004,1545700,114.015053
"2011-05-16",146.449997,147.289993,139.800003,140.539993,2860700,109.548561
"2011-05-17",140.580002,143.25,140.070007,142.850006,2156100,111.349205
"2011-05-18",143.179993,147.460007,142.350006,146.860001,1999100,114.474915
"2011-05-19",148,148.619995,146.029999,147.009995,1574000,114.591797
"2011-05-20",146.270004,147.130005,144.490005,144.979996,1339100,113.009476
"2011-05-23",142.649994,143.320007,140.149994,142.470001,1800000,111.052979
"2011-05-24",143.690002,143.75,140.800003,141.75,1092200,110.491753
"2011-05-25",141.789993,143.899994,140.669998,143.149994,1650000,111.583046
"2011-05-26",143.139999,145.779999,142.75,145.339996,1303200,113.290062
"2011-05-27",145.169998,147.490005,145.169998,146.399994,1227400,114.116356
"2011-05-31",147.820007,149.100006,145.75,146.520004,1342600,114.209915
"2011-06-01",146.070007,149.800003,145.449997,145.860001,2366000,113.695389
"2011-06-02",146.339996,147.419998,143.399994,146.259995,1611000,114.007233
"2011-06-03",144.759995,145.889999,142.529999,143.410004,1723900,111.785683
"2011-06-06",143.320007,144.75,141.210007,141.300003,1547300,110.140953
"2011-06-07",142.300003,143,136.070007,136.089996,3236200,106.079872
"2011-06-08",136.190002,137.770004,134.139999,134.600006,2777300,104.918442
"2011-06-09",134.580002,135.699997,133.699997,135.199997,2180900,105.386116
"2011-06-10",134.419998,134.839996,131.289993,131.990005,2271700,102.88401
"2011-06-13",132.130005,133.440002,128.559998,129.779999,2352600,101.161331
"2011-06-14",132.5,133.839996,131.429993,133.059998,1423900,103.718025
"2011-06-15",131.309998,133.169998,129.520004,130.369995,1533200,101.621231
"2011-06-16",129.839996,131.460007,128.149994,129.949997,1940000,101.293823
"2011-06-17",132.720001,133.479996,129.279999,129.399994,2120900,100.86512
"2011-06-20",129.25,133,128.410004,132.270004,1789700,103.102242
"2011-06-21",132.639999,136.809998,132.149994,135.429993,1675400,105.565407
"2011-06-22",134.580002,136.419998,132.940002,133.070007,1153900,103.725845
"2011-06-23",131.399994,132.910004,128.910004,132.850006,1931400,103.554352
"2011-06-24",132.899994,133.199997,130.220001,131.330002,1330600,102.36953
"2011-06-27",130.820007,135.199997,130.289993,134.300003,1539400,104.684593
"2011-06-28",135,139.949997,135,139.429993,1965300,108.683334
"2011-06-29",141.179993,142,138.910004,140.210007,1772900,109.291321
"2011-06-30",141,145.880005,140.449997,143.539993,2006900,111.887016
"2011-07-01",144.520004,150.529999,143.539993,149.570007,2573700,116.587318
"2011-07-05",149.869995,151.440002,148.410004,151.160004,1548900,117.826698
"2011-07-06",150.990005,154.149994,150.199997,153.289993,1790500,119.486984
"2011-07-07",155.139999,159.169998,155.130005,157.490005,1929200,122.760818
"2011-07-08",155.440002,161.740005,154.660004,161.149994,2194200,125.613701
"2011-07-11",159.169998,160.610001,155.960007,156.809998,2006100,122.230743
"2011-07-12",157.190002,159.5,156.320007,156.869995,1740100,122.277565
"2011-07-13",158.649994,159.770004,155.860001,156.350006,1709700,121.872185
"2011-07-14",157.039993,159.710007,156.529999,158.779999,1821800,123.766373
"2011-07-15",160.320007,162.699997,158.149994,162.619995,1830200,126.759529
"2011-07-18",163.050003,165.309998,161.779999,164.889999,3312200,128.528992
"2011-07-19",169.149994,172.580002,160.720001,162.270004,5837000,126.48674
"2011-07-20",163.100006,163.179993,157.679993,160.179993,2170300,124.857605
"2011-07-21",161.309998,164.5,160.279999,163.759995,1834000,127.648186
"2011-07-22",163.330002,166.899994,163.020004,165.25,1963000,128.809555
"2011-07-25",163.740005,165,163.309998,164.619995,1078900,128.318481
"2011-07-26",164.479996,164.919998,163.139999,164.130005,862800,128.32634
"2011-07-27",164.229996,164.610001,158.100006,159.169998,1932000,124.448273
"2011-07-28",159.169998,159.820007,155.009995,155.429993,2421600,121.524231
"2011-07-29",153.339996,155.25,149.679993,153.679993,2537900,120.155937
"2011-08-01",157.740005,158.270004,152.559998,154.210007,2545400,120.570328
"2011-08-02",153.580002,155.080002,146.449997,146.830002,2703600,114.800179
"2011-08-03",146.960007,151.979996,142.910004,151.75,3280600,118.646904
"2011-08-04",149.050003,150,141,141.070007,3381600,110.296707
"2011-08-05",143.720001,144.330002,132.860001,139.910004,4388900,109.389732
"2011-08-08",134.410004,137.600006,123.690002,126.910004,4501800,99.225609
"2011-08-09",129.589996,139.919998,125.089996,139.679993,4718800,109.20993
"2011-08-10",135.619995,141.880005,133.089996,134.679993,4199700,105.300621
"2011-08-11",136.710007,143.100006,132.259995,140.919998,3210500,110.179443
"2011-08-12",145.229996,146.720001,141.389999,145.320007,2938800,113.61956
"2011-08-15",146.369995,149.649994,145.320007,149.100006,2135800,116.575027
"2011-08-16",147.619995,149.410004,143.880005,146.880005,2083800,114.839302
"2011-08-17",147.690002,150.399994,145.679993,147.600006,2877600,115.402245
"2011-08-18",142.380005,142.910004,134.089996,136,4070800,106.33268
"2011-08-19",132.270004,138.830002,130.139999,131.339996,3394200,102.689232
"2011-08-22",135.179993,135.869995,129.350006,129.979996,2488300,101.625923
"2011-08-23",130.949997,138.240005,129.059998,138.139999,2386000,108.005852
"2011-08-24",137.490005,141.220001,135.419998,139.869995,2438200,109.358482
"2011-08-25",140.300003,141.449997,136.300003,137.190002,2152300,107.263077
"2011-08-26",136.009995,141.270004,134.699997,140.339996,1737200,109.72596
"2011-08-29",142.610001,147.130005,141.820007,147.110001,1621800,115.019135
"2011-08-30",146.369995,154.460007,145.660004,153.5,3239300,120.01519
"2011-08-31",155,156.449997,152.899994,154.720001,2884000,120.969086
"2011-09-01",155.899994,157.690002,151.880005,152.820007,2183200,119.483521
"2011-09-02",149.199997,149.779999,146.009995,147.899994,1949500,115.636772
"2011-09-06",143.419998,149.410004,142.300003,148.889999,1851500,116.410851
"2011-09-07",153.449997,153.589996,150.649994,152.649994,1654300,119.350594
"2011-09-08",151.589996,155.320007,150.25,152.470001,2023800,119.209862
"2011-09-09",151.100006,152.830002,146.850006,148.429993,1650400,116.051178
"2011-09-12",149.259995,154.869995,147.289993,151.720001,3442100,118.623482
"2011-09-13",151.619995,151.740005,147.550003,150.690002,2457500,117.818192
"2011-09-14",151.440002,152.419998,147.720001,148.649994,2563200,116.223175
"2011-09-15",150.050003,150.889999,145.139999,149.610001,2872100,116.973793
"2011-09-16",150.600006,152.669998,148.759995,152.119995,3347300,118.936211
"2011-09-19",149.940002,159.630005,147.850006,158.309998,3294400,123.775932
"2011-09-20",159.080002,161.330002,152.710007,153.210007,3295400,119.78846
"2011-09-21",154.809998,156.490005,147.059998,147.210007,2938900,115.097305
"2011-09-22",140.440002,143.5,134.610001,139.020004,4453000,108.693909
"2011-09-23",138.470001,142.630005,138.050003,138.669998,2516700,108.420242
"2011-09-26",140.410004,140.460007,128.100006,136.779999,5166400,106.942528
"2011-09-27",140.220001,144.419998,139.160004,140.020004,2986000,109.475754
"2011-09-28",141.449997,142.970001,135.149994,135.490005,2393600,105.933914
"2011-09-29",138.550003,139.470001,120.419998,125.540001,8011000,98.154442
"2011-09-30",121.760002,124.75,111.709999,115.080002,9434800,89.976227
"2011-10-03",111.860001,115.349998,107.779999,110.669998,6039600,86.528221
"2011-10-04",112.059998,119,108.419998,118.75,6166400,92.845634
"2011-10-05",117.25,120.300003,115.050003,119.940002,4008400,93.776054
"2011-10-06",124.199997,132.710007,123.650002,132.580002,7173100,103.658737
"2011-10-07",136.179993,137.850006,127.959999,129.059998,5855000,100.906586
"2011-10-10",131.679993,139.770004,131.529999,139.729996,4630300,109.248993
"2011-10-11",138.839996,140.949997,136.039993,137.770004,3875400,107.716553
"2011-10-12",139.300003,140.399994,136.75,137.710007,3042400,107.66964
"2011-10-13",136.860001,137.899994,129.899994,131.279999,6069300,102.642311
"2011-10-14",134.330002,134.809998,129.070007,134.479996,4003400,105.144241
"2011-10-17",133.660004,138.240005,133.160004,134.809998,3547200,105.402245
"2011-10-18",132.649994,138.600006,129.410004,137.649994,4552400,107.622757
"2011-10-19",136.770004,139.300003,129.5,130.270004,6143100,101.852646
"2011-10-20",124.089996,125.400002,119.599998,123.370003,6757200,96.457817
"2011-10-21",124.599998,125.550003,117.370003,120.400002,5659100,94.135712
"2011-10-24",122.900002,127.949997,122.660004,127.650002,6639400,99.804192
"2011-10-25",126.75,128,123,123.18,2756000,96.309258
"2011-10-26",126.440002,128.639999,121.75,128.009995,3268000,100.085648
"2011-10-27",134.029999,138.360001,131.570007,136.889999,5454500,107.028526
"2011-10-28",137.889999,142.199997,136.110001,138.029999,3989900,107.919861
"2011-10-31",135.520004,137.919998,132.679993,132.800003,2173800,104.208221
"2011-11-01",129.009995,130.960007,127.019997,128.610001,2806000,100.920334
"2011-11-02",133.389999,136.699997,131.289993,132.539993,3746800,104.004173
"2011-11-03",134.139999,134.940002,129.100006,133.690002,2612200,104.906609
"2011-11-04",132.210007,134.460007,131.050003,131.649994,1936200,103.305817
"2011-11-07",131.360001,132.309998,127.199997,128.720001,3834400,101.006653
"2011-11-08",130.220001,130.720001,126.75,129.039993,2165900,101.257751
"2011-11-09",126,127.709999,123.209999,123.910004,2471700,97.232262
"2011-11-10",125.18,125.5,117.400002,119.57,4996400,93.826645
"2011-11-11",120.980003,125.75,119.260002,125.459999,3099000,98.448517
"2011-11-14",125.07,128.979996,124.339996,125.019997,3339600,98.103249
"2011-11-15",124.709999,129,123.720001,127.860001,2045800,100.331802
"2011-11-16",126.190002,127.050003,122.940002,123.25,2847900,96.714348
"2011-11-17",124.489998,124.849998,119.169998,120.779999,10289300,94.776115
"2011-11-18",121.779999,123.129997,119.82,121.760002,2385700,95.54512
"2011-11-21",115.150002,116.019997,110.089996,112.07,3713700,91.707298
"2011-11-22",110.480003,114.169998,110.07,112.900002,2557200,92.386459
"2011-11-23",111.330002,112.5,107.709999,107.989998,2834500,88.368599
"2011-11-25",107.18,109.769997,106.769997,107.019997,1040100,87.574852
"2011-11-28",112.389999,115.949997,112.360001,114.599998,2501800,93.777588
"2011-11-29",114.32,115,110,110.139999,2143700,90.127968
"2011-11-30",116,120.620003,115.650002,120.559998,4301600,98.654678
"2011-12-01",119.849998,121.660004,117.580002,118.959999,1803300,97.34539
"2011-12-02",121.25,121.5,118.269997,118.410004,1573700,96.895325
"2011-12-05",120.580002,120.919998,116.029999,117.629997,2442500,96.257057
"2011-12-06",117.110001,117.879997,113,113.669998,3073000,93.016563
"2011-12-07",112.5,114.550003,110,114.050003,2580100,93.327507
"2011-12-08",113.449997,114.830002,110,110.18,1908100,90.160683
"2011-12-09",110.220001,111.879997,108.629997,110.860001,4211500,90.71714
"2011-12-12",109.519997,109.970001,108,109.040001,1819700,89.227798
"2011-12-13",109.330002,110.489998,103.769997,104.410004,2761200,85.439072
"2011-12-14",104.010002,104.480003,101.669998,102.290001,2749300,83.704285
"2011-12-15",103.410004,105.290001,101.019997,104.580002,2632600,85.578209
"2011-12-16",105.519997,107.260002,104.919998,105.650002,2322400,86.453781
"2011-12-19",106.5,108.650002,101.900002,102.199997,1892200,83.630623
"2011-12-20",104.839996,107.720001,104.220001,107.580002,1976800,88.033081
"2011-12-21",106.940002,108.389999,105,107.940002,2054000,88.32769
"2011-12-22",108.080002,108.650002,106.57,108.040001,1409300,88.409515
"2011-12-23",107.970001,110.059998,107.910004,110,1386500,90.013397
"2011-12-27",110.559998,114.449997,109.360001,113.529999,2488900,92.902031
"2011-12-28",113.550003,113.75,109.089996,109.220001,1994800,89.375137
"2011-12-29",109.660004,110.879997,108.529999,110.339996,1490100,90.291611
"2011-12-30",110.150002,112.25,109.699997,110.489998,1442700,90.41436
"2012-01-03",114.470001,115.800003,112.300003,113.970001,2032400,93.262054
"2012-01-04",113.650002,114,111.919998,112.010002,1724100,91.658188
"2012-01-05",111.160004,111.449997,109.32,110.839996,2247000,90.700768
"2012-01-06",110.900002,111.190002,106.720001,106.940002,3059100,87.509392
"2012-01-09",107.379997,108,105.879997,106.639999,1567700,87.263885
"2012-01-10",109.160004,109.300003,106.839996,107.529999,1698500,87.992203
"2012-01-11",107,112.160004,106.93,111.889999,2586300,91.559975
"2012-01-12",106.980003,110.940002,104.620003,109.800003,6974000,89.849731
"2012-01-13",108.32,110.330002,107.290001,107.849998,2641400,88.254051
"2012-01-17",110.459999,113.68,110.360001,111.900002,3459400,91.568169
"2012-01-18",112.269997,117.199997,112,116.809998,2978200,95.586044
"2012-01-19",118.629997,119.080002,116,117.349998,2153600,96.027908
"2012-01-20",117.269997,117.760002,115.18,115.470001,1518800,94.48951
"2012-01-23",115.790001,119.57,115.639999,117.269997,2491300,95.962471
"2012-01-24",116.779999,119.309998,115.760002,118.470001,2498200,96.944427
"2012-01-25",118.540001,121.169998,117.470001,120.419998,2404200,98.5401
"2012-01-26",121.489998,123.269997,118.349998,119.150002,2380200,97.500885
"2012-01-27",119,120,118.129997,119.07,1412000,97.435417
"2012-01-30",116.330002,116.57,112.160004,115.410004,2890700,94.440422
"2012-01-31",117.099998,117.650002,114.870003,115.230003,1639200,94.293114
"2012-02-01",117.339996,118.839996,115.82,117.75,3266400,96.35524
"2012-02-02",118.529999,120.809998,117.099998,120.779999,4245900,98.834717
"2012-02-03",117.010002,117.230003,114.389999,114.980003,7266100,94.088554
"2012-02-06",114.440002,114.870003,112.050003,112.830002,3306100,92.329201
"2012-02-07",112.5,114.449997,112.5,112.669998,2191200,92.198242
"2012-02-08",113.260002,114.660004,112.709999,114.639999,2330200,93.810318
"2012-02-09",115.169998,115.300003,113.209999,113.589996,2144400,92.951118
"2012-02-10",112.5,114.209999,112.019997,113.199997,1608600,92.631981
"2012-02-13",113.239998,113.25,110,110.559998,3733800,90.471626
"2012-02-14",109.800003,111.849998,109.18,111.160004,2115800,91.375893
"2012-02-15",111.480003,112.739998,111.059998,111.410004,2250300,91.581375
"2012-02-16",111.580002,112.900002,110.629997,112.669998,1680100,92.617111
"2012-02-17",114.199997,114.839996,112.449997,112.690002,2115100,92.633583
"2012-02-21",118.650002,121.580002,117.989998,119.400002,8347500,98.14933
"2012-02-22",118.510002,120.150002,117.190002,117.739998,2340900,96.78476
"2012-02-23",117.68,118.129997,115.790001,116.339996,1894300,95.633934
"2012-02-24",116.940002,119.489998,116.800003,118.099998,2087200,97.080704
"2012-02-27",117.410004,117.599998,116.330002,116.519997,1933600,95.781914
"2012-02-28",116.379997,117.160004,115.089996,115.089996,3111800,94.606415
"2012-02-29",116.5,119.839996,116.050003,118.540001,4508300,97.442383
"2012-03-01",120,123.379997,119.620003,122.059998,4312800,100.335892
"2012-03-02",124.199997,132.589996,123.209999,127.269997,14143200,104.618629
"2012-03-05",126.550003,127.959999,122.32,122.75,3160200,100.903084
"2012-03-06",119.970001,120.739998,118.599998,119.379997,2390700,98.132881
"2012-03-07",121.269997,123.349998,121.209999,122.269997,2290800,100.508537
"2012-03-08",123.809998,124.260002,122.5,123.389999,2101400,101.429192
"2012-03-09",123.279999,123.970001,120.260002,120.790001,2055900,99.291946
"2012-03-12",121.110001,122.57,120.089996,121.07,1851200,99.522079
"2012-03-13",124.650002,126.230003,124.019997,125.330002,2989600,103.023918
"2012-03-14",125.739998,126.540001,125.18,126.080002,1716300,103.640434
"2012-03-15",125.400002,128.830002,125.360001,128,1977300,105.218689
"2012-03-16",128.199997,129,126.330002,126.959999,1859600,104.3638
"2012-03-19",126.580002,130.710007,126.580002,129.289993,1986800,106.279106
"2012-03-20",128.029999,128.679993,126.040001,128.009995,1818000,105.226898
"2012-03-21",128.210007,129.949997,127.699997,128.869995,1660100,105.933853
"2012-03-22",128,129.850006,125.970001,126.809998,1356000,104.240494
"2012-03-23",127.190002,127.410004,125.849998,126.57,1092600,104.043205
"2012-03-26",127.68,131.199997,127.519997,130,2763100,106.862747
"2012-03-27",129.789993,130.460007,128.660004,128.809998,1551400,105.884529
"2012-03-28",128.899994,129.009995,124.389999,126.25,2171000,103.780151
"2012-03-29",124.970001,125.419998,122.860001,124.93,1521500,102.695114
"2012-03-30",126.029999,126.57,123.769997,124.879997,1290000,102.654022
"2012-04-02",124.730003,127.690002,124.260002,125.480003,1447400,103.147209
"2012-04-03",125.339996,127.099998,125.029999,125.68,1019100,103.311607
"2012-04-04",124.150002,125.160004,123.410004,123.760002,1193600,101.733337
"2012-04-05",123.449997,126.379997,123.449997,125.940002,1049700,103.525345
"2012-04-09",123.379997,125,122.82,124.220001,1590600,102.111458
"2012-04-10",124.559998,125.949997,120.75,122.099998,2226400,100.368767
"2012-04-11",123.690002,126.330002,123.599998,124.279999,1954900,102.160797
"2012-04-12",124.919998,127.860001,124.660004,126.279999,2347400,103.804832
"2012-04-13",125.389999,126.75,124.18,125.480003,1047400,103.147209
"2012-04-16",125.440002,125.650002,123.18,123.370003,1370700,101.412727
"2012-04-17",124.459999,125.550003,123.400002,124.769997,1746300,102.563576
"2012-04-18",128.740005,132.470001,128.479996,130.279999,3983100,107.092911
"2012-04-19",130.75,131.850006,129.050003,129.550003,1800100,106.492836
"2012-04-20",130.820007,130.820007,128.869995,128.990005,1565200,106.032501
"2012-04-23",127.379997,127.379997,124.720001,125.25,1842800,102.958138
"2012-04-24",124.910004,125.93,124.18,124.709999,1122800,102.514259
"2012-04-25",127.650002,129.179993,125.839996,128.899994,2836900,105.958519
"2012-04-26",130.089996,134.300003,127.900002,134.130005,3566100,110.257698
"2012-04-27",134.479996,136.630005,133.869995,135.039993,2071000,111.005737
"2012-04-30",134.559998,135.360001,130.5,133.399994,1838900,109.657639
"2012-05-01",132.800003,135.880005,132.490005,134.710007,1539800,110.734451
"2012-05-02",138,138.279999,133.520004,133.649994,3921400,109.863113
"2012-05-03",133.789993,134.259995,129.869995,130.550003,1738100,107.31488
"2012-05-04",128.669998,129.550003,126.940002,127.400002,2222200,104.725502
"2012-05-07",126.18,127.589996,124.75,125.190002,2977800,102.908852
"2012-05-08",123.239998,123.25,116.349998,119.230003,4635900,98.009575
"2012-05-09",116.940002,117.769997,113.949997,115.370003,3320000,94.836563
"2012-05-10",117.019997,117.25,113.209999,113.25,2441700,93.093895
"2012-05-11",112.440002,115.379997,111.550003,112.900002,2461400,92.806175
"2012-05-14",111.010002,111.190002,107.940002,108.089996,3214500,88.852257
"2012-05-15",108.199997,109.279999,106.190002,106.449997,2604800,87.504143
"2012-05-16",107.139999,108.349998,104.809998,105.059998,2356700,86.361534
"2012-05-17",104.849998,106.019997,101.260002,101.540001,2591500,83.867157
"2012-05-18",102.029999,106.68,101.389999,101.940002,3067900,84.197563
"2012-05-21",102.43,104.339996,98.260002,104.169998,3241300,86.039406
"2012-05-22",103.889999,105.300003,101.720001,103.150002,2241600,85.196938
"2012-05-23",102.220001,104.120003,101.010002,103.660004,1921500,85.618195
"2012-05-24",104.660004,105.459999,102.099998,103.230003,1594400,85.263008
"2012-05-25",103.050003,104.400002,101.5,102.040001,1382600,84.280144
"2012-05-29",103.559998,105.800003,103.230003,104.610001,1495000,86.40284
"2012-05-30",105.739998,106.139999,103.080002,104.550003,2835700,86.353279
"2012-05-31",104.089996,104.459999,100.169998,103.040001,2818400,85.106094
"2012-06-01",99.800003,100.559998,96.519997,97.379997,3345700,80.431198
"2012-06-04",97.150002,98.699997,95.82,98.169998,2625300,81.083702
"2012-06-05",97.379997,101.300003,97,100.989998,2906800,83.412888
"2012-06-06",102.32,104.690002,102.110001,103.910004,2041300,85.824677
"2012-06-07",105.879997,107,102.309998,102.639999,1811400,84.775719
"2012-06-08",101.940002,104.379997,100.989998,104.209999,1300200,86.072433
"2012-06-11",105.160004,105.650002,99.400002,99.529999,3226400,82.207008
"2012-06-12",101.279999,101.699997,99.400002,101.470001,2621400,83.809349
"2012-06-13",100.720001,102.269997,99.959999,100.199997,1863400,82.760414
"2012-06-14",98.900002,101.120003,98.239998,100.489998,1989900,82.999916
"2012-06-15",99.989998,100.559998,99.07,99.529999,1832900,82.207008
"2012-06-18",98.900002,101,98.010002,100.330002,1715000,82.867767
"2012-06-19",100.739998,105.080002,100.739998,104.519997,2136600,86.328514
"2012-06-20",105.360001,105.449997,103,104.889999,1554800,86.634109
"2012-06-21",105.160004,107.57,101.949997,102.050003,2992300,84.288406
"2012-06-22",102.629997,104.139999,101.839996,103.32,2405300,85.337364
"2012-06-25",101.18,102.739998,101,102.059998,1691500,84.296654
"2012-06-26",101.690002,102.93,100.449997,102.040001,2042200,84.280144
"2012-06-27",102.779999,103.660004,101.959999,102.400002,1849900,84.577484
"2012-06-28",101.699997,103.239998,100.400002,102.010002,1792800,84.255371
"2012-06-29",104.279999,105,102.889999,103.720001,2247800,85.66774
"2012-07-02",102.599998,104.57,101.589996,102.150002,1939100,84.370987
"2012-07-03",101.980003,102.699997,100.669998,101.550003,1349600,83.875404
"2012-07-05",100.980003,102.300003,98.440002,101.82,2831500,84.098419
"2012-07-06",100.879997,101,99.029999,100.690002,2384600,83.165123
"2012-07-09",99.889999,101.190002,99.25,100.010002,2237400,82.603477
"2012-07-10",100.599998,101.690002,99.470001,100.230003,2682800,82.785187
"2012-07-11",99.949997,102.980003,99.43,100.639999,2214700,83.123802
"2012-07-12",99.559998,100.260002,96.459999,96.75,2807400,79.910828
"2012-07-13",96.830002,97,95.099998,96.220001,2589100,79.473114
"2012-07-16",96.029999,97.699997,95.330002,96.440002,2089100,79.6548
