"","GD.Open","GD.High","GD.Low","GD.Close","GD.Volume","GD.Adjusted"
"2005-01-10",49.904999,50.849998,49.68,50.740002,3232800,36.148857
"2005-01-11",50.700001,50.950001,50.375,50.755001,2045800,36.15955
"2005-01-12",50.700001,51.060001,50.259998,50.740002,2720600,36.407085
"2005-01-13",50.650002,51.09,50.525002,50.900002,2061200,36.521893
"2005-01-14",50.895,51.049999,50.575001,50.709999,1197600,36.385567
"2005-01-18",50.700001,51.400002,50.5,51.235001,2352000,36.762268
"2005-01-19",50.900002,51.110001,50.349998,50.5,1546200,36.234882
"2005-01-20",50.505001,51.099998,50.299999,50.450001,2500000,36.199009
"2005-01-21",50.525002,50.775002,50.195,50.255001,2033800,36.059097
"2005-01-24",50.25,50.299999,49.5,49.5,1920200,35.517357
"2005-01-25",49.625,49.924999,49.299999,49.384998,2821200,35.434837
"2005-01-26",50.25,51.619999,49.849998,51.240002,4142200,36.765858
"2005-01-27",51.150002,52.450001,51.125,51.939999,2900400,37.268124
"2005-01-28",51.884998,51.915001,50.985001,51.615002,2250200,37.034931
"2005-01-31",51.615002,51.93,51.330002,51.625,2036600,37.042095
"2005-02-01",51.560001,52.005001,51.224998,51.715,2060000,37.106678
"2005-02-02",51.625,52.075001,51.419998,52.014999,1345000,37.321938
"2005-02-03",51.849998,51.939999,51.435001,51.575001,1342800,37.006222
"2005-02-04",51.450001,52,51.345001,51.955002,1522600,37.278877
"2005-02-07",52.465,52.705002,52.224998,52.57,2049600,37.720158
"2005-02-08",52.325001,53.174999,52.314999,53.009998,1607400,38.035866
"2005-02-09",52.799999,53.040001,52.5,52.825001,1107600,37.90313
"2005-02-10",52.790001,53.205002,52.560001,53.185001,1016000,38.161434
"2005-02-11",53.075001,53.669998,52.724998,53.334999,1334200,38.269073
"2005-02-14",53.404999,53.424999,52.799999,53.014999,908200,38.039459
"2005-02-15",52.810001,53.5,52.724998,53.450001,1356600,38.351566
"2005-02-16",53.41,53.450001,52.939999,53.174999,918400,38.154247
"2005-02-17",53.099998,53.470001,52.880001,52.950001,1600800,37.992825
"2005-02-18",52.825001,53.005001,52.439999,53,1148400,38.028687
"2005-02-22",52.875,52.950001,52.075001,52.075001,1586000,37.364983
"2005-02-23",51.939999,51.945,51.474998,51.52,2079800,36.966763
"2005-02-24",51.395,52.049999,51.275002,51.974998,1063000,37.293228
"2005-02-25",51.75,52.849998,51.75,52.790001,871800,37.878014
"2005-02-28",52.665001,52.849998,52.325001,52.674999,1193600,37.795506
"2005-03-01",52.674999,52.785,52.25,52.605,1269800,37.745274
"2005-03-02",52.299999,53.169998,52.125,53.040001,1457800,38.057392
"2005-03-03",53.040001,53.049999,52.240002,52.720001,1275200,37.827782
"2005-03-04",52.674999,53.049999,52.375,52.915001,1332000,37.967693
"2005-03-07",52.275002,53.59,52.125,53.325001,2380000,38.261887
"2005-03-08",53.075001,54.575001,53.075001,54.465,2570600,39.079857
"2005-03-09",53.924999,54.474998,53.849998,54.330002,2313200,38.983006
"2005-03-10",54.150002,54.610001,54.075001,54.555,1767600,39.144432
"2005-03-11",54.25,54.950001,54.029999,54.189999,2066800,38.882542
"2005-03-14",54.040001,54.869999,54.040001,54.84,1579400,39.348927
"2005-03-15",54.884998,54.98,54.169998,54.5,2102400,39.104973
"2005-03-16",54.224998,54.639999,52.955002,53.200001,2449800,38.172207
"2005-03-17",52.924999,53.59,52.900002,53.150002,1892800,38.136333
"2005-03-18",53,53.150002,52.625,53.049999,2467200,38.064556
"2005-03-21",53.625,53.75,52.599998,52.634998,1483400,37.766811
"2005-03-22",52.924999,53.564999,52.900002,53,2046000,38.028687
"2005-03-23",52.799999,53,52.349998,52.544998,2128600,37.702229
"2005-03-24",52.775002,52.865002,52.25,52.400002,1435200,37.598171
"2005-03-28",52.650002,52.875,52.490002,52.490002,863200,37.662769
"2005-03-29",52.674999,52.900002,52.334999,52.625,1374600,37.759624
"2005-03-30",52.625,53.400002,52.625,53.400002,1454400,38.315701
"2005-03-31",53.400002,53.59,53,53.525002,1642800,38.405392
"2005-04-01",53.599998,54.014999,53.32,53.924999,2484600,38.69241
"2005-04-04",53.924999,54.150002,53.715,54.025002,2148200,38.764153
"2005-04-05",53.82,54.275002,53.82,54.25,1817600,39.215946
"2005-04-06",54.125,54.375,53.945,54.049999,1395200,39.071381
"2005-04-07",54.099998,54.299999,53.799999,54.130001,1101600,39.129196
"2005-04-08",54.424999,54.490002,53.799999,54.025002,1513200,39.053299
"2005-04-11",54.014999,54.075001,53.584999,53.584999,1593000,38.735237
"2005-04-12",53.200001,53.529999,52.514999,53.439999,3480600,38.630413
"2005-04-13",53.125,53.419998,52.994999,53.165001,2336400,38.431637
"2005-04-14",53.125,53.400002,52.709999,52.830002,1683000,38.189468
"2005-04-15",52.549999,52.630001,51.895,51.945,2335600,37.549721
"2005-04-18",51.625,52.360001,51.375,52.125,2078000,37.679836
"2005-04-19",51.924999,52.355,51.924999,52.040001,1587200,37.618401
"2005-04-20",51.5,52.040001,50.360001,50.360001,4211800,36.403976
"2005-04-21",50.950001,51.84,50.424999,51.75,2824600,37.40876
"2005-04-22",51.950001,52.375,51.285,51.75,1871800,37.40876
"2005-04-25",51.924999,52.459999,51.849998,52.355,2084800,37.846096
"2005-04-26",52.23,52.549999,52.099998,52.115002,1695800,37.672623
"2005-04-27",52.119999,52.674999,51.939999,52.575001,2065200,38.005138
"2005-04-28",52.174999,52.544998,52,52.060001,1520200,37.632862
"2005-04-29",52.125,52.735001,51.915001,52.525002,1906000,37.968998
"2005-05-02",52.529999,52.915001,52.200001,52.755001,1396000,38.135246
"2005-05-03",52.759998,53.119999,52.549999,52.785,1463200,38.156937
"2005-05-04",53.075001,53.404999,52.875,53,1998800,38.312351
"2005-05-05",52.935001,53.150002,52.375,52.630001,1582400,38.044891
"2005-05-06",52.755001,53.514999,52.755001,53.240002,1383200,38.48584
"2005-05-09",53.035,53.424999,52.82,53.27,1279200,38.507542
"2005-05-10",52.830002,53.09,52.125,52.349998,2413800,37.84248
"2005-05-11",52.005001,52.875,52.005001,52.875,2877600,38.221985
"2005-05-12",52.974998,53.52,52.849998,53.209999,2019000,38.464153
"2005-05-13",53.474998,53.48,52.360001,52.715,1396400,38.106346
"2005-05-16",52.715,52.744999,52.349998,52.605,1659000,38.026821
"2005-05-17",52.375,53.099998,52.325001,53.035,1511400,38.337654
"2005-05-18",53.299999,53.744999,53.025002,53.744999,1490000,38.850891
"2005-05-19",53.700001,53.985001,53.549999,53.950001,1303000,38.999077
"2005-05-20",53.994999,54.215,53.674999,54.049999,1238400,39.071381
"2005-05-23",53.825001,54.240002,53.674999,54.005001,1480800,39.038845
"2005-05-24",53.904999,54.174999,53.849998,54.029999,1240400,39.056923
"2005-05-25",53.849998,54,53.259998,53.505001,910000,38.677406
"2005-05-26",53.5,54.080002,53.494999,53.84,921000,38.919575
"2005-05-27",53.77,54.189999,53.625,53.974998,1358400,39.017166
"2005-05-31",54,54.294998,53.935001,53.990002,1194600,39.028008
"2005-06-01",53.895,54.240002,53.740002,54.185001,921800,39.168961
"2005-06-02",54.189999,54.52,54.189999,54.400002,603000,39.32439
"2005-06-03",54.060001,54.349998,53.77,54.130001,1180600,39.129196
"2005-06-06",54.049999,54.790001,54,54.755001,1019200,39.581017
"2005-06-07",55,56.075001,54.900002,54.93,2738400,39.707504
"2005-06-08",55.009998,55.450001,54.755001,54.775002,1294200,39.59547
"2005-06-09",54.810001,55.165001,54.645,55.064999,1494400,39.805096
"2005-06-10",54.950001,55.849998,54.875,55.625,1740800,40.209896
"2005-06-13",55.400002,55.805,54.950001,55.125,1313200,39.848465
"2005-06-14",55,55.200001,54.509998,55.174999,1516400,39.884598
"2005-06-15",55.174999,55.75,54.990002,55.75,2484400,40.300251
"2005-06-16",55.549999,55.705002,55.400002,55.615002,855200,40.202663
"2005-06-17",56,56.145,55.744999,56.02,1744400,40.495441
"2005-06-20",55.625,56.445,55.400002,56.25,1738000,40.66169
"2005-06-21",56.099998,56.169998,55.485001,55.73,1184200,40.285801
"2005-06-22",55.855,55.994999,55.435001,55.529999,979600,40.14122
"2005-06-23",55.654999,55.93,55.244999,55.244999,982800,39.935207
"2005-06-24",55.25,55.645,54.665001,54.73,1210000,39.562923
"2005-06-27",54.73,55.130001,54.575001,55.009998,1373600,39.765331
"2005-06-28",55.125,55.625,55.09,55.625,1841400,40.209896
"2005-06-29",55.424999,55.450001,54.68,54.985001,1755200,40.035164
"2005-06-30",55.099998,55.474998,54.724998,54.77,1762000,39.878601
"2005-07-01",54.900002,55.099998,54.75,54.974998,1087800,40.02787
"2005-07-05",54.650002,55.544998,54.599998,55.314999,1726400,40.275425
"2005-07-06",55.150002,55.375,54.25,54.549999,1624400,39.718418
"2005-07-07",54.099998,54.314999,53.654999,54.25,2364000,39.499981
"2005-07-08",54.224998,54.720001,54.005001,54.52,2132400,39.69659
"2005-07-11",54.865002,54.974998,54.345001,54.75,1388000,39.864048
"2005-07-12",54.75,54.875,54.485001,54.810001,755200,39.90773
"2005-07-13",54.810001,55.529999,54.810001,55.509998,1667400,40.417423
"2005-07-14",55.994999,56.200001,55.75,56,1791200,40.774181
"2005-07-15",56.005001,56.154999,55.779999,56.154999,882000,40.887035
"2005-07-18",55.450001,55.650002,55.290001,55.525002,1376200,40.428329
"2005-07-19",55.625,56.025002,55.125,55.285,1767200,40.253578
"2005-07-20",55.75,57.965,55.299999,57.625,2789800,41.957363
"2005-07-21",57.625,58.040001,57.279999,57.75,2747200,42.048374
"2005-07-22",57.75,58.384998,57.650002,58.384998,2422400,42.510731
"2005-07-25",58.384998,58.810001,58.264999,58.650002,1563400,42.70369
"2005-07-26",58.634998,58.75,58.07,58.075001,1979000,42.285019
"2005-07-27",58.075001,58.130001,57.395,57.619999,2392800,41.953712
"2005-07-28",57.5,58.084999,57.5,58.005001,782600,42.234047
"2005-07-29",57.849998,57.889999,57.334999,57.595001,1825800,41.935516
"2005-08-01",57.560001,57.775002,57.264999,57.294998,1554200,41.717079
"2005-08-02",57.325001,57.610001,57.255001,57.584999,1116400,41.928238
"2005-08-03",57.555,57.77,57.325001,57.709999,796200,42.019253
"2005-08-04",57.695,57.75,57.224998,57.535,816200,41.89183
"2005-08-05",57.535,57.674999,57.25,57.509998,928000,41.873631
"2005-08-08",57.599998,57.945,57.275002,57.48,747000,41.851791
"2005-08-09",57.25,57.735001,57.139999,57.23,794600,41.669762
"2005-08-10",57.355,57.75,56.5,56.755001,1180600,41.323902
"2005-08-11",56.689999,57.330002,56.674999,57.305,886000,41.724369
"2005-08-12",57.25,57.450001,56.615002,56.794998,718600,41.353031
"2005-08-15",56.849998,57.685001,56.735001,57.580002,976600,41.924599
"2005-08-16",57.639999,57.75,57.134998,57.134998,1116600,41.60059
"2005-08-17",57.224998,57.57,56.950001,57.485001,876200,41.855438
"2005-08-18",57.485001,57.834999,57.325001,57.435001,1174600,41.819027
"2005-08-19",57.900002,58,57.610001,57.805,1064200,42.088436
"2005-08-22",57.900002,58.389999,57.849998,58.235001,1255000,42.401508
"2005-08-23",58.240002,58.355,57.889999,58.064999,1271400,42.277737
"2005-08-24",57.5,58.174999,57.395,57.924999,2032800,42.175793
"2005-08-25",57.924999,57.990002,57.400002,57.575001,1236200,41.920959
"2005-08-26",57.575001,57.764999,57.389999,57.424999,1222800,41.811752
"2005-08-29",57.080002,57.525002,56.93,57.439999,1223400,41.822666
"2005-08-30",57.349998,57.369999,56.630001,57.095001,889000,41.571461
"2005-08-31",57.014999,57.334999,56.325001,57.294998,1308000,41.717079
"2005-09-01",57.325001,58.025002,57.264999,57.415001,1276800,41.804466
"2005-09-02",57.474998,57.474998,56.785,57.07,1164600,41.553265
"2005-09-06",57.375,58.035,57.224998,57.645,1075400,41.971916
"2005-09-07",57.599998,57.82,57.455002,57.724998,822000,42.030159
"2005-09-08",57.674999,58,57.375,57.619999,1016000,41.953712
"2005-09-09",57.619999,58.174999,57.400002,58.174999,1280200,42.357838
"2005-09-12",58.049999,58.450001,57.875,58.400002,1116800,42.52166
"2005-09-13",58.419998,58.455002,57.939999,58.005001,998200,42.234047
"2005-09-14",57.98,58.330002,57.540001,58.259998,1605400,42.419716
"2005-09-15",58.400002,58.5,57.904999,58.099998,1370800,42.303223
"2005-09-16",58.285,58.549999,57.895,58.549999,2001600,42.630867
"2005-09-19",58.544998,58.544998,57.599998,58.025002,1430800,42.248619
"2005-09-20",58.125,58.535,57.959999,57.959999,1131400,42.201267
"2005-09-21",58.084999,58.139999,57.125,57.599998,2068800,41.939159
"2005-09-22",57.5,59.040001,57.334999,58.955002,3243800,42.925758
"2005-09-23",59.025002,60.200001,58.595001,59.970001,2948400,43.664787
"2005-09-26",60.119999,60.384998,59.25,59.695,1666800,43.464565
"2005-09-27",59.695,59.830002,58.945,59.299999,1690400,43.176937
"2005-09-28",59.285,60.044998,59.285,59.474998,1131600,43.304359
"2005-09-29",59.380001,59.689999,58.915001,59.625,1427800,43.413589
"2005-09-30",59.825001,60.125,59.450001,59.775002,1136000,43.5228
"2005-10-03",59.779999,60.205002,59.610001,59.799999,1065600,43.541019
"2005-10-04",59.924999,61.134998,59.845001,60.355,1758400,43.94511
"2005-10-05",60.294998,60.294998,58.880001,58.880001,1118400,43.157166
"2005-10-06",58.794998,59.445,58.744999,59.25,1416400,43.428364
"2005-10-07",59.375,59.865002,58.990002,59.794998,1255400,43.827839
"2005-10-10",59.75,60.275002,59.529999,59.634998,1362400,43.71056
"2005-10-11",59.525002,60,59.470001,59.705002,1631000,43.761868
"2005-10-12",59.575001,60.349998,59.52,59.720001,1401000,43.772865
"2005-10-13",59.375,59.825001,59.369999,59.57,1292000,43.662907
"2005-10-14",59.575001,60.150002,59.395,60.040001,1254200,44.007404
"2005-10-17",60.174999,60.174999,59.419998,60.110001,1372600,44.058712
"2005-10-18",59.764999,60.150002,59.285,59.959999,1085800,43.948769
"2005-10-19",60.400002,60.84,58.889999,60.529999,3403600,44.366566
"2005-10-20",60.529999,60.529999,58.805,58.990002,1696800,43.237789
"2005-10-21",59.150002,59.244999,58.055,58.27,2164000,42.710049
"2005-10-24",58.549999,59.424999,58.264999,59.290001,1642200,43.45768
"2005-10-25",59,59.055,57.740002,58.209999,1688800,42.66608
"2005-10-26",58.474998,58.779999,57.834999,57.834999,2484800,42.391212
"2005-10-27",57.375,58.209999,57.150002,57.580002,1965600,42.204315
"2005-10-28",58,58.395,57.25,58.325001,1176200,42.750381
"2005-10-31",58.244999,58.445,57.830002,58.150002,1547400,42.622093
"2005-11-01",57.924999,58.580002,57.849998,58.02,1017000,42.526798
"2005-11-02",58,58.400002,57.900002,58.150002,938800,42.622093
"2005-11-03",58.450001,58.455002,57.875,58.075001,1628000,42.567116
"2005-11-04",58.075001,58.375,57.785,58.189999,1194400,42.651421
"2005-11-07",58.450001,58.450001,57.939999,58.25,1062800,42.695393
"2005-11-08",57.950001,58.799999,57.950001,58.630001,1654000,42.973927
"2005-11-09",58.580002,58.91,58.330002,58.599998,947000,42.951935
"2005-11-10",58.799999,59.375,58.619999,58.75,1859600,43.061878
"2005-11-11",58.5,58.785,57.875,58.174999,1739200,42.640434
"2005-11-14",58.049999,58.34,57.860001,57.974998,1467600,42.493832
"2005-11-15",58.095001,58.349998,57.740002,57.75,1532000,42.328896
"2005-11-16",57.875,58.189999,57.605,58.18,1085600,42.644085
"2005-11-17",58.375,59.110001,58.18,59.049999,1507400,43.281769
"2005-11-18",59.689999,59.689999,58.314999,58.605,1557600,42.955593
"2005-11-21",58.490002,58.974998,58.200001,58.5,1186000,42.878639
"2005-11-22",58.5,58.68,57.959999,58.07,1848400,42.563465
"2005-11-23",57.709999,58.305,57.709999,58.080002,1426800,42.570805
"2005-11-25",58.099998,58.125,57.884998,57.950001,529400,42.475502
"2005-11-28",58.049999,58.150002,57.505001,57.52,1030200,42.160336
"2005-11-29",58,58.365002,57.619999,57.639999,1988000,42.248283
"2005-11-30",57.875,57.974998,57.049999,57.150002,2409400,41.889122
"2005-12-01",57.375,58.125,57.325001,57.875,2381800,42.420536
"2005-12-02",57.75,57.75,56.375,56.775002,3380800,41.614281
"2005-12-05",56.599998,56.695,56.029999,56.5,3401000,41.412697
"2005-12-06",56.52,56.924999,56.235001,56.285,2061000,41.255116
"2005-12-07",56.674999,56.674999,55.25,55.544998,2525200,40.712719
"2005-12-08",55.669998,56.325001,55.450001,56.325001,3994800,41.284439
"2005-12-09",56.325001,56.625,56.200001,56.389999,1925600,41.332077
"2005-12-12",56.375,56.375,55.240002,55.334999,2081000,40.5588
"2005-12-13",55.334999,56.52,55.334999,56.044998,3264400,41.079193
"2005-12-14",55.799999,56.105,55.084999,55.84,2247600,40.928936
"2005-12-15",55.889999,57.52,55.889999,57.110001,3087800,41.859821
"2005-12-16",57.5,57.830002,57.189999,57.215,2828400,41.936779
"2005-12-19",57.139999,57.41,56.674999,56.814999,1645600,41.643581
"2005-12-20",56.799999,57.419998,56.775002,57.095001,1394400,41.848808
"2005-12-21",57.099998,57.424999,56.584999,56.689999,1438600,41.551968
"2005-12-22",56.724998,57.549999,56.639999,57.5,1226200,42.145664
"2005-12-23",57.599998,57.73,57.25,57.474998,539400,42.127354
"2005-12-27",57.470001,57.965,57.25,57.380001,990000,42.057724
"2005-12-28",57.299999,57.450001,57.150002,57.375,537200,42.05405
"2005-12-29",57.375,57.5,57.25,57.25,482400,41.962425
"2005-12-30",56.950001,57.25,56.875,57.025002,546800,41.797504
"2006-01-03",57.474998,57.5,56.84,57.5,1769000,42.145664
"2006-01-04",57.5,57.695,57.294998,57.505001,1106400,42.149342
"2006-01-05",57.549999,57.724998,56.674999,56.799999,1679600,41.632599
"2006-01-06",57.299999,58.369999,56.950001,58.084999,1435400,42.574444
"2006-01-09",58.049999,58.235001,57.875,58.09,1033200,42.578121
"2006-01-10",57.75,58.134998,57.509998,57.939999,1204000,42.468166
"2006-01-11",57.880001,58.224998,57.595001,57.625,1432400,42.237297
"2006-01-12",57.625,58.145,57.165001,57.740002,920800,42.32159
"2006-01-13",58,58.645,57.805,58.599998,1297800,42.951935
"2006-01-17",58.5,58.665001,57.75,57.924999,1878600,42.457176
"2006-01-18",57.724998,58.165001,57.715,58.064999,1095600,42.855743
"2006-01-19",58.029999,58.049999,57.580002,58.02,1083600,42.822533
"2006-01-20",58.02,58.02,57.389999,57.544998,1320000,42.471943
"2006-01-23",57.75,57.855,57.075001,57.314999,1115000,42.302185
"2006-01-24",57.525002,58.005001,57.400002,57.900002,2043600,42.733955
"2006-01-25",57.875,57.875,56.77,57.169998,2228200,42.195164
"2006-01-26",58.025002,59.945,58,59.435001,3835800,43.866894
"2006-01-27",59.685001,59.685001,58.880001,59.25,1233600,43.730343
"2006-01-30",58.75,59.055,58.150002,58.645,1669800,43.283817
"2006-01-31",58.674999,58.849998,58.139999,58.18,1940000,42.94062
"2006-02-01",57.525002,58.549999,57.514999,58.099998,1354000,42.88158
"2006-02-02",58.025002,58.200001,57.189999,58.154999,1926000,42.92215
"2006-02-03",57.75,58.544998,57.650002,58.415001,1549400,43.114059
"2006-02-06",58,58.75,57.825001,58.549999,1344600,43.213688
"2006-02-07",58.849998,59,58.235001,58.450001,1995800,43.139885
"2006-02-08",58.919998,58.919998,57.615002,58.205002,1893800,42.959061
"2006-02-09",58.145,58.919998,57.799999,58.799999,1631600,43.398209
"2006-02-10",58.75,60.099998,58.685001,59.945,2383600,44.243309
"2006-02-13",59.845001,60.224998,59.615002,59.959999,1728000,44.254372
"2006-02-14",60.369999,60.825001,59.82,60.305,1835600,44.508991
"2006-02-15",60.43,60.494999,59.77,59.900002,1427000,44.210087
"2006-02-16",59.900002,60.970001,59.705002,60.970001,2090600,44.999825
"2006-02-17",60.775002,60.775002,60.205002,60.665001,1221600,44.774696
"2006-02-21",61,61.060001,59.404999,59.5,1654000,43.914852
"2006-02-22",59.895,60.599998,59.709999,60.099998,2016000,44.357697
"2006-02-23",61.299999,61.625,60.584999,60.610001,2290400,44.734116
"2006-02-24",60.610001,61.125,60.5,60.950001,2200000,44.985058
"2006-02-27",61.25,62.654999,61.200001,62.345001,2843000,46.014641
"2006-02-28",62,62.215,61.325001,61.634998,2176600,45.490627
"2006-03-01",62.875,62.875,61.830002,62.23,1520600,45.929787
"2006-03-02",62.700001,63.375,62.580002,63.220001,1765200,46.660458
"2006-03-03",62.830002,64.120003,62.75,63.904999,2223800,47.166042
"2006-03-06",63.57,64.059998,63.43,63.584999,2343800,46.929848
"2006-03-07",63,63.805,61.895,63.380001,3940200,46.778553
"2006-03-08",63.299999,63.560001,63.150002,63.459999,1968600,46.837589
"2006-03-09",63.424999,63.970001,63.259998,63.455002,1938400,46.833908
"2006-03-10",63.25,63.450001,62.799999,63.150002,2140200,46.608795
"2006-03-13",63,63.845001,62.900002,63.685001,1385200,47.003658
"2006-03-14",63.5,64.385002,63.5,64.044998,1212800,47.269367
"2006-03-15",64,64.650002,63.860001,64.595001,1460800,47.675297
"2006-03-16",64.595001,64.925003,64.345001,64.690002,1697600,47.745415
"2006-03-17",64.995003,65.949997,64.919998,65.330002,2354000,48.217773
"2006-03-20",65.5,65.940002,65.330002,65.580002,1314200,48.402279
"2006-03-21",65.800003,65.949997,64.955002,65.050003,2470000,48.01112
"2006-03-22",65.050003,65.474998,64.910004,65.275002,1443600,48.177193
"2006-03-23",65.550003,65.900002,65,65.425003,2084800,48.287907
"2006-03-24",65.214996,65.834999,65.135002,65.635002,1908200,48.442883
"2006-03-27",65.379997,65.529999,64.459999,64.839996,2155900,47.856125
"2006-03-28",65.010002,65.190002,63.849998,63.990002,1635300,47.228786
"2006-03-29",63.990002,64.900002,63.990002,64.5,1086700,47.605171
"2006-03-30",64.260002,64.790001,64.190002,64.260002,1600000,47.428055
"2006-03-31",64.129997,64.57,63.889999,63.98,1325300,47.22139
"2006-04-03",64.230003,64.949997,64,64.07,1405000,47.287811
"2006-04-04",63.75,65.139999,63.279999,65.089996,2145900,48.040638
"2006-04-05",64.650002,65.07,63.869999,64.5,1730200,47.773991
"2006-04-06",64.660004,65.599998,64.449997,65.07,1552700,48.196182
"2006-04-07",65.32,65.940002,64.529999,64.940002,1134100,48.099903
"2006-04-10",65.080002,65.330002,64.849998,65.18,1421400,48.277672
"2006-04-11",65.010002,65.580002,64.620003,64.830002,1144600,48.018429
"2006-04-12",64.720001,65.150002,63.720001,63.93,1349900,47.351807
"2006-04-13",63.560001,64.389999,63.560001,63.889999,948200,47.32217
"2006-04-17",63.950001,64.599998,63.900002,64.25,611400,47.588837
"2006-04-18",64.550003,66.650002,64.440002,66.449997,1825700,49.218334
"2006-04-19",68.489998,69.620003,67.099998,69.410004,2931200,51.41074
"2006-04-20",68.510002,69.019997,67.910004,68.330002,2382100,50.610809
"2006-04-21",68.190002,68.550003,67.860001,67.879997,1488200,50.277515
"2006-04-24",68.269997,68.839996,68.239998,68.529999,1776800,50.758934
"2006-04-25",68.260002,68.559998,67.610001,68.309998,1370300,50.595989
"2006-04-26",68.559998,68.75,67.389999,68.029999,1375700,50.388599
"2006-04-27",68.029999,69.010002,67.760002,68.279999,1389500,50.573776
"2006-04-28",67.639999,67.889999,65.43,65.620003,2377200,48.603565
"2006-05-01",65.75,66.870003,65.68,66.32,1546100,49.122021
"2006-05-02",66.800003,67.260002,66.300003,67.199997,1667600,49.773819
"2006-05-03",67,67.5,66.629997,66.919998,1311900,49.566441
"2006-05-04",66.900002,68.300003,66.870003,68.029999,1177200,50.388599
"2006-05-05",68.760002,69.150002,68.5,68.650002,1066200,50.847816
"2006-05-08",68.849998,69.209999,67.440002,67.790001,1215500,50.210827
"2006-05-09",67.449997,67.879997,67.129997,67.879997,913500,50.277515
"2006-05-10",67.25,68,66.849998,67.059998,1962900,49.670139
"2006-05-11",66.800003,67.5,66.32,66.669998,902700,49.381279
"2006-05-12",66.68,66.68,65.010002,65.199997,1156000,48.292465
"2006-05-15",64.5,65.889999,63.349998,65.690002,1777700,48.655407
"2006-05-16",65.690002,65.690002,64.370003,64.669998,1514700,47.899914
"2006-05-17",64,64.400002,62.57,62.970001,2195600,46.640751
"2006-05-18",62.970001,63.349998,62.619999,62.98,1770700,46.648167
"2006-05-19",63.049999,64.849998,62.959999,64.470001,2439100,47.75177
"2006-05-22",64.470001,65.449997,63.75,65.050003,1858500,48.181366
"2006-05-23",64.800003,65.050003,62.84,63,1934200,46.662979
"2006-05-24",63,63,61.689999,62.330002,2034200,46.166698
"2006-05-25",62.830002,63.419998,62.330002,62.669998,1313400,46.418564
"2006-05-26",63.25,63.25,62.509998,62.700001,779100,46.440762
"2006-05-30",62.900002,63.669998,62.32,63.279999,1488900,46.870361
"2006-05-31",63.48,63.700001,63.040001,63.639999,1595700,47.137012
"2006-06-01",63.57,64.629997,63.380001,64.529999,1067100,47.796215
"2006-06-02",64.449997,65,63.669998,64.07,1133900,47.455494
"2006-06-05",63.830002,64.230003,63.5,63.75,1086000,47.218491
"2006-06-06",63.75,63.950001,62.5,63.259998,1314400,46.855553
"2006-06-07",63.799999,64.360001,63.369999,63.459999,1423600,47.003681
"2006-06-08",63.349998,64.029999,62.689999,63.950001,2278000,47.366619
"2006-06-09",63.950001,64.300003,63.34,63.369999,1636500,46.937019
"2006-06-12",63.830002,63.830002,62.400002,62.419998,1160400,46.233376
"2006-06-13",62.419998,63.52,62.400002,62.599998,2273000,46.366707
"2006-06-14",62.25,64.099998,62.189999,63.990002,1420200,47.396252
"2006-06-15",64.019997,64.910004,63.43,64.769997,1527500,47.973961
"2006-06-16",64.279999,66.389999,64.269997,66.120003,2659100,48.973896
"2006-06-19",66.480003,66.779999,65.209999,65.5,1300600,48.514675
"2006-06-20",65.370003,65.699997,65.080002,65.209999,758700,48.299873
"2006-06-21",65.400002,65.919998,65.099998,65.519997,1029500,48.529484
"2006-06-22",65.669998,65.669998,65.059998,65.32,752400,48.381351
"2006-06-23",64.900002,66.169998,64.800003,65.400002,882800,48.440594
"2006-06-26",65.300003,65.389999,64.199997,64.580002,1482600,47.83326
"2006-06-27",64.68,64.980003,64.120003,64.150002,1447700,47.514763
"2006-06-28",64.050003,64.07,63.330002,64.059998,1255600,47.448109
"2006-06-29",64.459999,65.339996,64.209999,65.330002,1442100,48.388767
"2006-06-30",65.660004,65.800003,65.330002,65.459999,1316300,48.48505
"2006-07-03",65.5,65.709999,64.970001,65.199997,746600,48.292465
"2006-07-05",65.349998,65.480003,64.5,64.970001,1417700,48.29248
"2006-07-06",65.5,67.550003,65.5,67,2095200,49.801384
"2006-07-07",66.849998,67.139999,66.480003,66.519997,1603300,49.444584
"2006-07-10",67.300003,67.300003,66.650002,66.900002,941600,49.727058
"2006-07-11",66.75,68.790001,66.699997,68.660004,1775400,51.035255
"2006-07-12",68.650002,69.239998,68.410004,69,2036100,51.287987
"2006-07-13",68.849998,68.849998,68.010002,68.559998,2504500,50.96093
"2006-07-14",68.5,68.800003,67.410004,68.610001,1448100,50.9981
"2006-07-17",68.730003,68.889999,67.459999,67.839996,1476800,50.425762
"2006-07-18",67.849998,68.68,67.190002,68.349998,1789600,50.804855
"2006-07-19",68.5,69.550003,66.190002,67.989998,6291600,50.537243
"2006-07-20",69.099998,69.870003,67.900002,67.93,3193500,50.49263
"2006-07-21",68,68.150002,67.260002,67.440002,1482300,50.128426
"2006-07-24",67.379997,68.370003,67.379997,68.010002,1123200,50.552105
"2006-07-25",67.5,69.550003,67.110001,69.379997,1627500,51.570457
"2006-07-26",69.379997,69.379997,67.919998,67.989998,1336000,50.537243
"2006-07-27",68.019997,68.82,67.739998,68.120003,1316200,50.633892
"2006-07-28",67,67.879997,66.510002,67.260002,1782700,49.994629
"2006-07-31",67.410004,67.440002,66.629997,67.019997,1295900,49.816235
