"","LMT.Open","LMT.High","LMT.Low","LMT.Close","LMT.Volume","LMT.Adjusted"
"2005-06-10",65,65.300003,64.900002,65.150002,1573800,42.622742
"2005-06-13",65.010002,65.389999,64.550003,64.580002,1671500,42.249851
"2005-06-14",64.5,64.580002,64.160004,64.459999,2377100,42.171326
"2005-06-15",64.480003,64.690002,63.880001,64.230003,2190000,42.020851
"2005-06-16",64.300003,64.339996,64,64.18,2786100,41.988136
"2005-06-17",64.400002,64.940002,64.239998,64.660004,2343200,42.302174
"2005-06-20",64.639999,65.089996,64.339996,64.739998,1499500,42.3545
"2005-06-21",64.75,64.959999,64.559998,64.860001,1384600,42.433022
"2005-06-22",64.830002,65.199997,64.650002,64.82,1573900,42.40683
"2005-06-23",64.790001,65,64.260002,64.260002,1903700,42.040485
"2005-06-24",64.199997,64.57,63.5,63.509998,3226700,41.549809
"2005-06-27",63.400002,63.720001,62.869999,63.5,1398000,41.543274
"2005-06-28",63.5,64.419998,63.450001,64.419998,1470400,42.145161
"2005-06-29",64.300003,64.440002,63.599998,64.150002,1670600,41.968517
"2005-06-30",64.300003,65.220001,64.300003,64.870003,2688900,42.439556
"2005-07-01",64.870003,64.870003,64.360001,64.550003,1217800,42.230206
"2005-07-05",64.599998,64.599998,63.84,63.98,1817500,41.857296
"2005-07-06",63.98,64.190002,62.91,63,1497200,41.216156
"2005-07-07",63,63.639999,62.369999,62.84,2206800,41.111473
"2005-07-08",62.810001,62.91,62.34,62.5,2459800,40.88903
"2005-07-11",62.099998,62.330002,61.689999,61.77,3269800,40.411457
"2005-07-12",62.150002,62.189999,61.639999,61.880001,1874500,40.483429
"2005-07-13",61.599998,61.700001,61.220001,61.48,2087100,40.221737
"2005-07-14",62.150002,62.279999,61.400002,61.650002,1957100,40.332966
"2005-07-15",61.650002,61.889999,61.400002,61.75,2245300,40.39838
"2005-07-18",61.639999,61.639999,60.93,61.470001,1783200,40.215183
"2005-07-19",61.57,61.709999,61.509998,61.580002,1864800,40.287155
"2005-07-20",61.5,61.98,61.139999,61.75,1878000,40.39838
"2005-07-21",61.759998,62.189999,61.41,61.650002,1741200,40.332966
"2005-07-22",61.799999,62.110001,61.650002,62,1576600,40.561947
"2005-07-25",62,62.830002,61.700001,62.509998,2005200,40.895588
"2005-07-26",64.949997,65.239998,63.43,63.990002,3978200,41.863842
"2005-07-27",64.5,64.540001,63.810001,64.059998,2309300,41.909626
"2005-07-28",64.199997,64.260002,62.919998,63.099998,3260500,41.28157
"2005-07-29",63,63.139999,62.279999,62.400002,2128300,40.823631
"2005-08-01",63.349998,63.349998,61.709999,62.450001,1775900,40.856327
"2005-08-02",62.650002,63.080002,62.619999,62.970001,2468300,41.196537
"2005-08-03",63,63.049999,62.599998,62.950001,1106100,41.183456
"2005-08-04",62.75,63.099998,62.700001,62.82,1819400,41.098396
"2005-08-05",62.700001,63.139999,62.669998,62.830002,1360900,41.104942
"2005-08-08",62.830002,63.529999,62.830002,63.200001,1644900,41.347
"2005-08-09",63.279999,63.549999,62.57,62.759998,1761200,41.059139
"2005-08-10",62.790001,63.119999,62.360001,62.639999,1923300,40.980637
"2005-08-11",62.599998,63.150002,62.470001,63.110001,1439100,41.288124
"2005-08-12",62.950001,63.150002,62.150002,62.450001,1463100,40.856327
"2005-08-15",62.349998,62.849998,62.299999,62.619999,1086300,40.96756
"2005-08-16",62.330002,62.91,62.330002,62.540001,1484700,40.915226
"2005-08-17",62.599998,63,62.5,62.91,668800,41.15728
"2005-08-18",62.91,62.98,62.599998,62.650002,1402800,40.987186
"2005-08-19",62.950001,62.970001,62.400002,62.459999,1137300,40.862865
"2005-08-22",62.509998,63.049999,62.490002,63.049999,1274700,41.248863
"2005-08-23",63.080002,63.32,62.540001,63.049999,1378600,41.248863
"2005-08-24",63.049999,63.060001,61.98,62.290001,1917100,40.751663
"2005-08-25",62.5,62.5,61.700001,62.049999,2476900,40.59465
"2005-08-26",61.900002,61.959999,61.459999,61.759998,1488400,40.404919
"2005-08-29",61.610001,62.900002,61.599998,62.669998,2001800,41.000256
"2005-08-30",62.419998,62.509998,61.900002,62.259998,2098400,40.895168
"2005-08-31",62.279999,62.279999,61.34,62.240002,2218400,40.882034
"2005-09-01",62.599998,62.619999,61.759998,61.82,1578200,40.606155
"2005-09-02",61.759998,62.09,61.549999,61.580002,1286300,40.448502
"2005-09-06",61.75,62.389999,61.709999,62.150002,1356500,40.822918
"2005-09-07",62.599998,62.889999,62.450001,62.869999,1586400,41.295845
"2005-09-08",62.939999,62.939999,62.639999,62.75,1123500,41.217033
"2005-09-09",62.799999,63,62.639999,62.75,1104900,41.217033
"2005-09-12",63.049999,63.200001,62.470001,62.73,1402200,41.203896
"2005-09-13",62.700001,63.5,62.41,62.529999,1568700,41.072514
"2005-09-14",62.700001,62.82,61.880001,62.189999,1489800,40.849205
"2005-09-15",62.200001,62.75,62.099998,62.369999,1041700,40.967407
"2005-09-16",62.389999,62.91,62.009998,62.380001,4480500,40.97398
"2005-09-19",62.48,62.48,62,62.200001,1793500,40.855755
"2005-09-20",62.18,62.18,61.5,61.610001,1900800,40.468227
"2005-09-21",61.619999,61.849998,60.509998,60.560001,2526300,39.778538
"2005-09-22",60.560001,60.599998,59.82,60.419998,2998300,39.686558
"2005-09-23",60.57,61.68,60.57,61.290001,1658900,40.25803
"2005-09-26",61.5,61.98,61.110001,61.41,1209200,40.336849
"2005-09-27",61.299999,61.900002,61.279999,61.599998,1732100,40.461643
"2005-09-28",61.91,61.919998,61.099998,61.43,1550100,40.349991
"2005-09-29",61.549999,61.549999,60.540001,60.950001,1738000,40.03471
"2005-09-30",60.900002,61.299999,60.619999,61.040001,2465300,40.093819
"2005-10-03",61.200001,61.529999,60.709999,61.41,1525300,40.336849
"2005-10-04",61.419998,61.700001,60.470001,60.52,2036400,39.752251
"2005-10-05",60.27,60.630001,60,60.099998,2377300,39.476376
"2005-10-06",60.25,60.779999,60.02,60.48,1784300,39.72599
"2005-10-07",60.650002,60.68,60.009998,60.330002,1412100,39.627464
"2005-10-10",60.169998,60.77,60.07,60.470001,1015500,39.719414
"2005-10-11",60.400002,60.709999,59.52,59.57,1614900,39.128254
"2005-10-12",59.59,60.110001,58.970001,59.490002,1514500,39.075706
"2005-10-13",59.5,59.950001,58.5,59.290001,1296800,38.944351
"2005-10-14",59.599998,60.880001,59.34,60.720001,1802700,39.883629
"2005-10-17",60.599998,61.27,60.080002,61.18,1491500,40.185776
"2005-10-18",60.950001,61.189999,60.439999,60.889999,1695400,39.995296
"2005-10-19",61.5,62.779999,61,62.709999,2367800,41.190731
"2005-10-20",62.450001,62.860001,61.279999,61.639999,1897700,40.487911
"2005-10-21",61.639999,62.049999,60.709999,60.799999,2831100,39.936176
"2005-10-24",60.799999,62.43,60.740002,62.349998,2041000,40.954285
"2005-10-25",62.099998,62.110001,60.779999,61.23,2892900,40.218624
"2005-10-26",61.349998,61.369999,59.880001,60.07,2678600,39.456688
"2005-10-27",60.080002,60.459999,59.759998,59.82,2186500,39.292465
"2005-10-28",60.400002,61.34,60.220001,61.32,1488100,40.277733
"2005-10-31",61.32,61.68,60.360001,60.560001,2158000,39.778538
"2005-11-01",60.5,60.919998,59.860001,59.950001,2480800,39.377853
"2005-11-02",60.099998,60.310001,59.849998,59.98,3093400,39.397564
"2005-11-03",59.970001,60.330002,59.830002,59.970001,2190200,39.391006
"2005-11-04",59.959999,60.25,58.880001,59.16,3212800,38.858952
"2005-11-07",59.25,59.740002,59.240002,59.68,2810600,39.200516
"2005-11-08",59.43,59.779999,59.369999,59.5,2363200,39.082275
"2005-11-09",59.5,59.889999,59.110001,59.240002,2243800,38.911503
"2005-11-10",59.25,59.400002,58.889999,59.169998,2784400,38.865509
"2005-11-11",59.049999,59.5,59.049999,59.389999,1945200,39.01001
"2005-11-14",59.5,59.82,59,59.790001,2059400,39.272751
"2005-11-15",59.549999,60.540001,59.549999,60,2322000,39.410694
"2005-11-16",60.419998,60.830002,60.049999,60.419998,1500900,39.686558
"2005-11-17",60.389999,60.959999,60.389999,60.959999,1277400,40.041267
"2005-11-18",61,61,59.959999,59.959999,2288600,39.38443
"2005-11-21",60.099998,61.970001,60.080002,61.18,2906700,40.185776
"2005-11-22",60.950001,61.189999,60.450001,60.599998,2447700,39.80479
"2005-11-23",60.599998,60.700001,59.990002,60.09,3113300,39.469818
"2005-11-25",60.389999,60.849998,60.259998,60.650002,1471300,39.837643
"2005-11-28",60.950001,60.98,60.25,60.369999,2262700,39.653728
"2005-11-29",60.5,61.139999,60.400002,60.900002,3651200,40.201637
"2005-11-30",61.02,61.240002,60.450001,60.599998,2350200,40.003586
"2005-12-01",61.75,62.389999,61.57,61.900002,2924400,40.861774
"2005-12-02",61.75,61.970001,61.330002,61.630001,1482000,40.683533
"2005-12-05",61.650002,61.939999,61.259998,61.52,2546100,40.610909
"2005-12-06",61.540001,62.599998,61.529999,62.060001,1960800,40.967369
"2005-12-07",62.220001,62.299999,61.810001,62.299999,1867600,41.125816
"2005-12-08",62.330002,62.509998,61.810001,62.380001,1737200,41.178612
"2005-12-09",62.450001,63.099998,62.43,62.919998,1664500,41.535099
"2005-12-12",62.950001,63.060001,62,62.130001,1616000,41.013596
"2005-12-13",62.07,63.32,62.060001,63.130001,1846100,41.673717
"2005-12-14",63.130001,63.849998,63.130001,63.169998,1674000,41.70013
"2005-12-15",63.450001,63.869999,63.400002,63.740002,1144400,42.076389
"2005-12-16",64.089996,64.279999,63.419998,63.810001,2284900,42.12262
"2005-12-19",63,63.150002,62.439999,62.630001,2119700,41.343662
"2005-12-20",62.599998,63.240002,62.389999,62.759998,1572600,41.429474
"2005-12-21",62.759998,63.299999,62.75,63.040001,1789500,41.614304
"2005-12-22",63.040001,63.52,63,63.5,1411500,41.917965
"2005-12-23",63.5,63.75,63.200001,63.560001,879500,41.957573
"2005-12-27",63.630001,64,63.52,63.57,1391700,41.964172
"2005-12-28",63.57,63.84,63.349998,63.810001,886000,42.12262
"2005-12-29",63.75,63.889999,63.52,63.52,850800,41.931168
"2005-12-30",63.27,63.75,63.23,63.630001,1048300,42.003765
"2006-01-03",63.299999,63.77,62.52,63.549999,2379500,41.95097
"2006-01-04",63.639999,64.75,63.630001,64.480003,2552000,42.564888
"2006-01-05",64.25,64.580002,63.900002,64.519997,1747900,42.59129
"2006-01-06",64.400002,65.639999,64.349998,65.470001,2449100,43.218407
"2006-01-09",65.449997,65.900002,65.400002,65.900002,2286400,43.502251
"2006-01-10",65.150002,65.940002,65,65.940002,1607500,43.528675
"2006-01-11",65.940002,66.349998,65.610001,66.260002,1788200,43.739922
"2006-01-12",65.959999,66.489998,65.449997,66.120003,2019200,43.647495
"2006-01-13",65.25,66.010002,65.010002,65.790001,2189200,43.429649
"2006-01-17",65.25,65.959999,65.209999,65.720001,1655300,43.383434
"2006-01-18",65.730003,65.730003,65.169998,65.360001,1745800,43.145798
"2006-01-19",65.25,65.599998,65,65.489998,1532200,43.231617
"2006-01-20",65.489998,65.629997,64.760002,64.879997,1592900,42.82893
"2006-01-23",65.349998,65.830002,65.150002,65.400002,1875500,43.172192
"2006-01-24",65.650002,66.139999,65.5,65.699997,1845100,43.370235
"2006-01-25",65.699997,65.870003,64.940002,65.010002,1671900,42.914742
"2006-01-26",66.989998,67.919998,66.650002,66.989998,3977200,44.221798
"2006-01-27",66.910004,66.989998,66,66.18,2491400,43.687092
"2006-01-30",66.330002,66.690002,65.959999,66.660004,2806700,44.003956
"2006-01-31",66.199997,68,66.199997,67.650002,3562200,44.657494
"2006-02-01",67.709999,68.330002,67.610001,67.970001,2997900,44.86871
"2006-02-02",67.870003,68.25,67.669998,68.120003,2197900,44.967743
"2006-02-03",68,68.940002,67.93,68.919998,2493600,45.495842
"2006-02-06",68.480003,70.199997,68.400002,70.019997,4093600,46.221977
"2006-02-07",69.800003,70,69.5,69.720001,2543600,46.023926
"2006-02-08",69.699997,70.059998,69.589996,69.940002,1852700,46.169178
"2006-02-09",69.940002,70.870003,69.599998,70.620003,2097400,46.61805
"2006-02-10",70.370003,71.410004,70.32,71.370003,2601600,47.113152
"2006-02-13",70.900002,71.879997,70.559998,71.620003,2034800,47.278183
"2006-02-14",71.559998,73,71.480003,72.669998,4052800,47.971313
"2006-02-15",72.339996,72.480003,71.360001,71.830002,3085900,47.416821
"2006-02-16",71.419998,71.980003,71.419998,71.919998,1518300,47.476215
"2006-02-17",71.580002,72.980003,71.419998,72.839996,2627900,48.083515
"2006-02-21",72.5,73.260002,71.610001,72.980003,2960200,48.175945
"2006-02-22",72.980003,73.989998,72.879997,73.980003,2552300,48.836079
"2006-02-23",73.5,73.809998,73.110001,73.489998,2120200,48.512608
"2006-02-24",73.489998,74.970001,73.459999,74.580002,2386000,49.232143
"2006-02-27",74.050003,74.660004,74.050003,74.059998,2113400,49.086342
"2006-02-28",73.629997,73.760002,72.239998,72.870003,3020500,48.297604
"2006-03-01",72.68,73.650002,72.629997,73.330002,1574400,48.602512
"2006-03-02",73.099998,73.839996,72.779999,73.309998,2214600,48.58923
"2006-03-03",73.290001,74.370003,72.980003,73.5,2144700,48.71516
"2006-03-06",73.699997,73.699997,72.519997,72.690002,1642500,48.178318
"2006-03-07",72.379997,73.43,72.25,73.120003,2010500,48.46331
"2006-03-08",73.279999,73.5,73.080002,73.419998,2004500,48.662167
"2006-03-09",73.43,74.169998,73.139999,73.589996,2034400,48.774822
"2006-03-10",73.580002,74.629997,73.230003,74.330002,2170200,49.265305
"2006-03-13",74.330002,74.949997,73.5,73.519997,2128400,48.72842
"2006-03-14",73.519997,74.370003,73.169998,74.07,1917900,49.092972
"2006-03-15",74.209999,74.639999,73.82,74.220001,1933100,49.19239
"2006-03-16",74.470001,76.029999,74.400002,75.849998,3812300,50.272732
"2006-03-17",75.949997,76.290001,75.629997,75.949997,2885300,50.339008
"2006-03-20",76.190002,76.980003,76.010002,76.730003,2158300,50.855991
"2006-03-21",76.839996,77.779999,76.160004,76.300003,2721200,50.571003
"2006-03-22",76.300003,76.559998,75.75,76.5,2835700,50.703556
"2006-03-23",76.5,76.5,75.599998,75.970001,1253400,50.352264
"2006-03-24",75.699997,76.32,75.059998,75.989998,1987400,50.365513
"2006-03-27",75.5,76.040001,75.290001,75.93,1625400,50.325745
"2006-03-28",75.93,76.199997,75.449997,75.580002,1620200,50.093777
"2006-03-29",75.57,75.980003,75.339996,75.5,1477100,50.040737
"2006-03-30",75.300003,75.790001,75,75.230003,1570400,49.861813
"2006-03-31",75.029999,75.540001,74.989998,75.129997,2164400,49.795525
"2006-04-03",75.379997,75.379997,74.25,74.349998,1771700,49.278534
"2006-04-04",74.150002,75.18,73.099998,75,2129500,49.709366
"2006-04-05",74.970001,75.099998,74.480003,74.879997,2013000,49.629837
"2006-04-06",74.519997,74.790001,74.019997,74.480003,1329400,49.364719
"2006-04-07",74.75,75.099998,73.349998,73.809998,1633000,48.920643
"2006-04-10",73.779999,74.139999,73.459999,73.940002,1215800,49.006817
"2006-04-11",73.839996,73.93,72.599998,73.120003,1742300,48.46331
"2006-04-12",73.169998,73.400002,72.410004,72.82,1744200,48.264458
"2006-04-13",72.949997,73.099998,72.5,72.830002,1036100,48.271107
"2006-04-17",73.18,73.610001,73,73.57,1040500,48.761566
"2006-04-18",74,75.449997,74,75.150002,2324200,49.808784
"2006-04-19",75.339996,75.989998,75,75.980003,1259100,50.358906
"2006-04-20",75.93,77.019997,75.769997,76.800003,1799900,50.90239
"2006-04-21",76.989998,77.040001,76.230003,77.040001,1312900,51.061459
"2006-04-24",77,77.949997,76.75,77.589996,2195500,51.425999
"2006-04-25",77.589996,77.620003,75.269997,76.199997,2309800,50.504711
"2006-04-26",75.949997,76.18,74.57,75.57,2912400,50.087158
"2006-04-27",75.099998,76,74.650002,75.669998,2329800,50.153419
"2006-04-28",75.519997,76.300003,75,75.900002,2115200,50.305859
"2006-05-01",76,76.989998,75.669998,76.980003,1980400,51.021702
"2006-05-02",76.709999,77.089996,76.510002,76.910004,1787000,50.975304
"2006-05-03",76.910004,76.910004,75.879997,75.940002,1497200,50.332394
"2006-05-04",76.099998,76.379997,75.68,75.690002,1406400,50.166679
"2006-05-05",76.349998,77,76.169998,76.389999,1569100,50.630646
"2006-05-08",76.389999,77.040001,76.169998,76.370003,1515300,50.617386
"2006-05-09",76.370003,76.5,75.510002,75.839996,1354200,50.266102
"2006-05-10",76,77.010002,76,76.68,1261400,50.822857
"2006-05-11",76.400002,76.830002,76.059998,76.230003,1296100,50.524593
"2006-05-12",75.910004,76.099998,74.580002,74.620003,1642700,49.457508
"2006-05-15",74.870003,75.580002,74.699997,75.440002,1565200,50.00098
"2006-05-16",75.480003,75.980003,75.239998,75.75,1407100,50.20647
"2006-05-17",74.919998,75.099998,73.32,73.32,1985500,48.595871
"2006-05-18",73.400002,73.860001,72.919998,73.059998,1641100,48.423534
"2006-05-19",73.25,74.610001,73.059998,74.330002,1932200,49.265305
"2006-05-22",73.690002,74.400002,73.449997,74.019997,2269400,49.059841
"2006-05-23",74.019997,74.150002,72.739998,72.739998,1698000,48.21146
"2006-05-24",72.699997,72.75,71.739998,72.209999,2745400,47.860157
"2006-05-25",72.5,72.900002,72.339996,72.68,1316100,48.171696
"2006-05-26",72.620003,72.650002,71.760002,72.330002,2217700,47.939709
"2006-05-30",71.82,73.25,71.75,72.620003,1753500,48.332378
"2006-05-31",72.769997,72.790001,72,72.489998,1703100,48.245861
"2006-06-01",72.150002,73.410004,72.150002,73.230003,1459400,48.738377
"2006-06-02",73.400002,73.480003,72.610001,73.120003,900600,48.665165
"2006-06-05",73.120003,73.120003,72.360001,72.68,1487200,48.372318
"2006-06-06",73,73.040001,70.75,70.949997,2366200,47.220921
"2006-06-07",70.849998,71.57,70.510002,71,1589100,47.254185
"2006-06-08",71.379997,72.760002,70.580002,72.620003,2596100,48.332378
"2006-06-09",72.349998,73.269997,72.050003,72.059998,1631000,47.959682
"2006-06-12",72,72.18,70.800003,70.800003,1270800,47.121078
"2006-06-13",70.93,71.239998,70.080002,70.220001,2154800,46.735058
"2006-06-14",69.93,70.32,69.870003,70,2740200,46.588627
"2006-06-15",70,71.800003,69.989998,71.559998,1632600,47.626896
"2006-06-16",71.199997,71.68,70.919998,71.32,1901500,47.467148
"2006-06-19",71.43,71.599998,70.650002,70.949997,940200,47.220921
"2006-06-20",70.75,71.510002,70.75,70.970001,1357200,47.234219
"2006-06-21",70.879997,71.75,70.800003,71.459999,1351800,47.560356
"2006-06-22",71.489998,71.519997,70.889999,71.139999,807900,47.347366
"2006-06-23",70.800003,71.809998,70.769997,71.309998,1235700,47.460518
"2006-06-26",71.5,71.559998,70.959999,71.290001,860900,47.447193
"2006-06-27",71.370003,71.68,70.389999,70.419998,1454700,46.868172
"2006-06-28",70.43,70.849998,70.290001,70.440002,1338500,46.881462
"2006-06-29",70.75,71.5,70.5,71.339996,1717800,47.480488
"2006-06-30",71.650002,72,71.57,71.739998,1660700,47.746685
"2006-07-03",72.099998,72.559998,72.010002,72.5,885000,48.252506
"2006-07-05",72.860001,73.18,72.419998,72.919998,2603100,48.532043
"2006-07-06",72.919998,73.690002,72.739998,73.5,2176000,48.918049
"2006-07-07",73.349998,73.849998,72.919998,73.220001,1134200,48.731728
"2006-07-10",73.419998,74.790001,73.300003,74.440002,1692700,49.543694
"2006-07-11",74.349998,75.5,74.120003,75.300003,1624200,50.116077
"2006-07-12",75.349998,75.75,74.410004,74.900002,1875000,49.84985
"2006-07-13",74.900002,75.220001,74.349998,74.730003,2625100,49.736698
"2006-07-14",74.360001,75.300003,73.300003,75.300003,2507200,50.116077
"2006-07-17",75.300003,75.980003,75,75.410004,2593200,50.189274
"2006-07-18",75.599998,75.599998,73.519997,74.540001,1796500,49.610245
"2006-07-19",74.900002,75.949997,74.830002,75.370003,1936500,50.162647
"2006-07-20",75.050003,76.43,75.050003,75.75,2039200,50.415565
"2006-07-21",76.099998,76.809998,75.510002,75.629997,2133300,50.335709
"2006-07-24",76.050003,76.889999,75.93,76.779999,1535600,51.101078
"2006-07-25",78.010002,78.599998,76.790001,78.470001,3605000,52.225861
"2006-07-26",78.529999,78.949997,77.989998,78.279999,2914900,52.099422
"2006-07-27",78.290001,79.599998,78.099998,79.370003,3618700,52.82486
"2006-07-28",79.480003,80.589996,79.379997,80.489998,2987400,53.570263
"2006-07-31",80.099998,80.290001,79,79.68,2446700,53.031185
"2006-08-01",79.099998,80.669998,79.059998,80.389999,2022600,53.503708
"2006-08-02",80.989998,81.919998,80.669998,81.550003,2551300,54.275772
"2006-08-03",81.349998,81.779999,80.120003,81.559998,2289100,54.282421
"2006-08-04",81.629997,83.540001,81.629997,83.540001,4263100,55.600208
"2006-08-07",81.599998,82.25,80.019997,81.199997,3243800,54.042816
"2006-08-08",81.68,83.050003,81.379997,83.029999,3813200,55.260765
"2006-08-09",83.029999,83.970001,81.209999,81.360001,2981400,54.149296
"2006-08-10",81.5,82.599998,81.220001,82.400002,2728900,54.841488
"2006-08-11",82.5,82.550003,81.5,81.82,1372300,54.455456
"2006-08-14",82.730003,83.449997,82.230003,83.050003,1876500,55.274086
"2006-08-15",83.349998,83.580002,82.970001,83.260002,1843600,55.413845
"2006-08-16",83.68,83.879997,83.400002,83.870003,2515600,55.819855
"2006-08-17",83.870003,83.940002,83.480003,83.580002,2286600,55.626831
"2006-08-18",83.330002,83.940002,83.330002,83.550003,1384300,55.606869
"2006-08-21",83.550003,83.839996,82.919998,83.620003,1023200,55.65345
"2006-08-22",83.849998,83.940002,82.970001,83.040001,1605700,55.267422
"2006-08-23",83.190002,84.32,83.040001,84.32,1760800,56.11935
"2006-08-24",84.300003,84.419998,83.440002,83.449997,2213600,55.540321
"2006-08-25",83.300003,83.400002,82.620003,83.080002,2068600,55.294067
"2006-08-28",83,83.940002,83,83.919998,1638900,55.853127
"2006-08-29",83.870003,83.989998,83.080002,83.080002,2042700,55.294067
"2006-08-30",82.110001,82.279999,81.410004,82.260002,3650600,54.946735
"2006-08-31",81.849998,83.199997,81.660004,82.599998,3710200,55.173832
"2006-09-01",83.57,84.290001,82.849998,83.68,3842200,55.895214
"2006-09-05",83.800003,84.349998,83.290001,83.699997,2040500,55.908581
"2006-09-06",83.699997,83.769997,83.010002,83.25,1984500,55.60799
"2006-09-07",83.349998,83.75,83.029999,83.5,1775000,55.774967
"2006-09-08",83.599998,83.93,83.419998,83.419998,1525600,55.721565
"2006-09-11",83.099998,83.760002,82.550003,82.760002,2295900,55.280704
"2006-09-12",82.75,82.809998,81.160004,81.699997,3758700,54.572659
"2006-09-13",81.669998,82.339996,80.779999,82.239998,2229800,54.933369
"2006-09-14",82.25,83.279999,82.040001,82.760002,1494800,55.280704
"2006-09-15",83.050003,83.5,82.790001,83,2511300,55.441032
"2006-09-18",83.25,83.25,81.839996,81.849998,2450700,54.672852
"2006-09-19",81.589996,82.400002,81.43,82.230003,1679900,54.926666
"2006-09-20",82.650002,83.300003,82.620003,82.849998,1447800,55.340801
"2006-09-21",82.849998,83.279999,82.220001,82.519997,2045700,55.120388
"2006-09-22",82.730003,83.260002,82.510002,82.849998,1176200,55.340801
"2006-09-25",82.93,85.099998,82.910004,84.900002,2509700,56.710133
"2006-09-26",85.150002,86.150002,85.089996,85.440002,2650700,57.07085
"2006-09-27",85.349998,86.089996,84.959999,85.139999,1876900,56.870438
"2006-09-28",85.400002,85.730003,84.839996,85.599998,1324500,57.1777
"2006-09-29",86.449997,86.449997,85.68,86.059998,1655700,57.484966
"2006-10-02",86.400002,87.389999,86.32,86.949997,1775000,58.079475
"2006-10-03",86.959999,87.940002,86.610001,86.800003,1722400,57.979279
"2006-10-04",86.800003,87.879997,86.660004,87.879997,1422400,58.700676
"2006-10-05",87.879997,87.940002,86.669998,87.760002,1915200,58.620525
"2006-10-06",87.199997,87.529999,86.330002,87.379997,1411400,58.366688
"2006-10-09",87.5,88.709999,87.349998,88.580002,1831400,59.168224
"2006-10-10",88.349998,88.940002,88.07,88.699997,2350000,59.248398
"2006-10-11",88.690002,88.690002,87.120003,87.800003,1891400,58.647247
"2006-10-12",88.470001,88.68,88.040001,88.559998,2119100,59.154877
"2006-10-13",88.629997,88.75,88.07,88.599998,1372400,59.181614
"2006-10-16",88.440002,88.949997,88.120003,88.599998,1432400,59.181614
"2006-10-17",88.599998,88.599998,87.279999,87.550003,1483700,58.480251
"2006-10-18",87.949997,88.400002,87.559998,88.089996,1310400,58.840946
"2006-10-19",88.089996,88.739998,87.459999,87.940002,1530900,58.740768
"2006-10-20",88.110001,88.139999,86.370003,87,2060900,58.112873
"2006-10-23",87,88.290001,87,88.190002,1941500,58.907745
"2006-10-24",89.150002,89.889999,88.010002,89.110001,2703300,59.522289
"2006-10-25",88.5,88.510002,85.860001,86.669998,2929700,57.892445
"2006-10-26",86.400002,86.5,82.699997,85.010002,5269800,56.783642
"2006-10-27",84.5,84.989998,83.739998,84.610001,2310600,56.516411
"2006-10-30",85.849998,87.339996,85.769997,87.029999,2672200,58.132908
"2006-10-31",87.050003,87.139999,86.449997,86.93,1774600,58.066086
"2006-11-01",87.150002,87.940002,86.900002,87.309998,3049400,58.319916
"2006-11-02",88.099998,88.099998,86.589996,87.059998,2002000,58.152954
"2006-11-03",87,87.269997,86.300003,87,1606200,58.112873
"2006-11-06",87.330002,88.18,87.059998,87.690002,2948000,58.573765
"2006-11-07",87.599998,88.110001,87.269997,87.489998,1736000,58.440166
"2006-11-08",86.830002,87.010002,85.18,86.449997,4738600,57.745483
"2006-11-09",86.449997,86.75,85.169998,85.370003,2872800,57.024086
"2006-11-10",85.120003,86.279999,84.889999,85.75,2237200,57.277901
"2006-11-13",85.510002,87.360001,85.510002,86.860001,2726200,58.019341
"2006-11-14",87,88.040001,86.760002,88.040001,2219200,58.807541
"2006-11-15",88,88.959999,87.940002,88.540001,1805500,59.141514
"2006-11-16",88.470001,89.730003,88.400002,89.480003,1372000,59.76944
"2006-11-17",89.279999,89.580002,88.93,89.150002,1066100,59.549004
"2006-11-20",89.970001,89.970001,88.809998,89.269997,1447000,59.629135
"2006-11-21",89.279999,90.050003,88.970001,90.050003,1880900,60.150181
"2006-11-22",90.050003,90.470001,89.099998,89.489998,1188700,59.776096
"2006-11-24",89.349998,89.68,89.150002,89.330002,321900,59.66922
"2006-11-27",88.949997,89.089996,87.639999,87.82,1349600,58.66058
"2006-11-28",87.900002,89.75,87.800003,89.650002,1743400,59.882965
"2006-11-29",89.599998,90.790001,89.239998,90.620003,1647000,60.768127
"2006-11-30",91.139999,91.139999,89.209999,90.449997,1588700,60.654137
"2006-12-01",90.550003,90.93,90,90.349998,1763300,60.587105
"2006-12-04",90.150002,92.160004,90.129997,92.139999,1391700,61.787434
"2006-12-05",92.290001,92.68,91.489998,92.410004,2142500,61.968487
"2006-12-06",92.190002,92.809998,91.82,92.279999,1310500,61.881306
"2006-12-07",92.580002,92.669998,91.330002,91.639999,1037900,61.452126
"2006-12-08",91.459999,91.839996,90.889999,91.82,1088700,61.572807
"2006-12-11",91.449997,91.669998,91.059998,91.330002,937200,61.24424
"2006-12-12",91.199997,91.360001,90.610001,90.919998,1583200,60.969315
"2006-12-13",91.18,91.370003,89.940002,89.940002,1753300,60.312141
"2006-12-14",90.720001,90.870003,89.949997,90.25,1646100,60.520023
"2006-12-15",90.230003,90.360001,89.910004,90.040001,2301500,60.379208
"2006-12-18",90.019997,90.529999,89.849998,90.18,1317100,60.473068
"2006-12-19",90.050003,92.029999,90,91.849998,1288500,61.592957
"2006-12-20",91.599998,92.099998,91.43,91.599998,1531000,61.425316
"2006-12-21",92.150002,92.5,91.43,91.940002,1372800,61.653332
"2006-12-22",92.360001,92.440002,91.150002,91.699997,770800,61.492355
