"","FMC.Open","FMC.High","FMC.Low","FMC.Close","FMC.Volume","FMC.Adjusted"
"2005-03-23",11.042932,11.049437,10.787077,10.789246,1121100,8.349025
"2005-03-24",11.470078,12.233304,11.279271,12.12706,7928900,9.384264
"2005-03-28",12.055508,12.2268,11.715091,11.74111,3223300,9.085604
"2005-03-29",11.74111,11.892888,11.426713,11.450563,2196600,8.860769
"2005-03-30",11.50477,11.641371,11.426713,11.565481,1485500,8.949697
"2005-03-31",11.589333,11.684735,11.493929,11.589333,1471200,8.968153
"2005-04-01",11.686904,11.689072,11.394189,11.519948,1678700,8.914459
"2005-04-04",11.574155,11.632697,11.49176,11.600173,1511800,8.976547
"2005-04-05",11.730268,11.77797,11.682568,11.723764,1343000,9.072185
"2005-04-06",11.77797,11.801822,11.543798,11.558976,747100,8.944665
"2005-04-07",11.558976,11.632697,11.49176,11.600173,498500,8.976547
"2005-04-08",11.611014,11.611014,11.287945,11.290112,1041300,8.736608
"2005-04-11",11.470078,11.489593,11.112316,11.229402,1106400,8.689633
"2005-04-12",11.207719,11.413703,10.984388,11.383348,1277000,8.808759
"2005-04-13",11.352992,11.352992,10.810928,10.875976,1075900,8.41614
"2005-04-14",10.930182,10.958369,10.663486,10.676497,1781100,8.261774
"2005-04-15",10.676497,10.70902,10.403296,10.437988,2062000,8.077211
"2005-04-18",10.450997,10.611448,10.366435,10.516046,1120200,8.137613
"2005-04-19",10.602776,10.754554,10.602776,10.711188,1152500,8.28862
"2005-04-20",10.72203,10.752385,10.548569,10.62229,1339700,8.219829
"2005-04-21",10.732871,10.858629,10.678664,10.83261,929300,8.38258
"2005-04-22",10.778404,10.778404,10.509541,10.613617,982800,8.213121
"2005-04-25",10.700347,10.830442,10.639636,10.784909,736000,8.345666
"2005-04-26",10.787077,10.980052,10.585429,10.613617,995200,8.213121
"2005-04-27",10.55941,10.55941,10.327407,10.461839,1805100,8.095666
"2005-04-28",10.494363,10.539896,10.323071,10.342585,1327300,8.003387
"2005-04-29",10.461839,10.715525,10.433651,10.624458,1670400,8.221506
"2005-05-02",10.678664,10.724197,10.498699,10.717693,1328200,8.293653
"2005-05-03",10.830442,11.114484,10.678664,10.990893,3242600,8.505064
"2005-05-04",11.112316,11.272767,11.016912,11.261926,1837800,8.714797
"2005-05-05",11.261926,11.398525,11.133998,11.285776,1134000,8.733254
"2005-05-06",11.339983,11.426713,11.242411,11.294449,649300,8.739969
"2005-05-09",11.30529,11.634866,11.303123,11.595837,1539000,8.973188
"2005-05-10",11.49176,11.606678,11.387684,11.502602,1975300,8.901039
"2005-05-11",11.49176,11.660885,11.478751,11.660885,1652000,9.023521
"2005-05-12",11.660885,11.751951,11.253252,11.274935,1692100,8.724864
"2005-05-13",11.350824,11.470078,11.021249,11.123157,1455500,8.607414
"2005-05-16",11.123157,11.41804,11.110147,11.41804,1411200,8.835606
"2005-05-17",11.41804,11.758456,11.372506,11.730268,1556000,9.077215
"2005-05-18",11.784475,12.066349,11.782307,11.992628,1886300,9.280233
"2005-05-19",11.992628,12.031656,11.903729,12.012142,933000,9.295333
"2005-05-20",12.012142,12.025152,11.849523,11.960104,901100,9.255067
"2005-05-23",11.960104,12.133565,11.953599,12.066349,688100,9.337284
"2005-05-24",12.066349,12.142238,11.918907,12.131396,826400,9.387615
"2005-05-25",12.098872,12.098872,11.734606,11.845186,803800,9.166145
"2005-05-26",11.921076,12.07719,11.886383,12.055508,633600,9.32889
"2005-05-27",12.066349,12.192107,12.06418,12.142238,580600,9.396009
"2005-05-31",12.170425,12.170425,12.022984,12.022984,1024300,9.303727
"2005-06-01",12.044666,12.528188,12.044666,12.398092,1501200,9.593997
"2005-06-02",12.398092,12.398092,12.166088,12.222464,1029800,9.458087
"2005-06-03",12.222464,12.452298,12.168257,12.222464,1131300,9.458087
"2005-06-06",12.215959,12.261492,12.103209,12.181266,790000,9.426212
"2005-06-07",12.235473,12.508673,12.107546,12.131396,881800,9.387615
"2005-06-08",12.140069,12.148743,11.903729,11.942758,751200,9.241646
"2005-06-09",11.955768,12.085863,11.797484,12.085863,896100,9.352384
"2005-06-10",12.16392,12.27667,12.129228,12.140069,600400,9.39433
"2005-06-13",12.140069,12.359063,12.101041,12.30052,942600,9.518492
"2005-06-14",12.30052,12.452298,12.283175,12.441457,772900,9.62755
"2005-06-15",12.575889,12.604076,12.359063,12.604076,858200,9.753392
"2005-06-16",12.556375,12.679965,12.493495,12.558543,1157100,9.718159
"2005-06-17",12.560711,12.584562,12.430615,12.447962,1595200,9.632586
"2005-06-20",12.434953,12.443625,12.324371,12.348222,1267800,9.555405
"2005-06-21",12.348222,12.348222,12.153079,12.179098,1456900,9.424528
"2005-06-22",12.233304,12.25065,12.111882,12.161752,1336500,9.41111
"2005-06-23",12.142238,12.185603,11.875542,11.990459,1658900,9.278556
"2005-06-24",11.968777,12.174762,11.780139,11.986123,6012200,9.275202
"2005-06-27",11.986123,12.16392,11.979618,12.140069,2271400,9.39433
"2005-06-28",12.228968,12.352558,12.228968,12.294016,1230900,9.513457
"2005-06-29",12.315699,12.402429,12.285342,12.330876,1254000,9.54198
"2005-06-30",12.434953,12.473981,12.172593,12.172593,894200,9.419498
"2005-07-01",12.2268,12.304857,12.079358,12.283175,1289000,9.505072
"2005-07-05",12.33738,12.33738,12.185603,12.326539,1824500,9.53863
"2005-07-06",12.378577,12.465308,12.304857,12.393755,1450400,9.59064
"2005-07-07",12.272333,12.398092,12.183434,12.387251,535400,9.585605
"2005-07-08",12.478317,12.790546,12.478317,12.755855,1113700,9.870843
"2005-07-11",12.781874,13.143972,12.768864,13.115785,1600300,10.149364
"2005-07-12",13.169991,13.169991,12.950997,13.137467,890500,10.166142
"2005-07-13",13.137467,13.178664,12.987858,13.020382,562600,10.075542
"2005-07-14",13.026886,13.254554,13.009541,13.130962,924700,10.16111
"2005-07-15",13.130962,13.163486,13.074588,13.128795,274400,10.159435
"2005-07-18",13.107112,13.230702,13.016046,13.226366,1102700,10.234938
"2005-07-19",13.280573,13.43235,13.161318,13.415005,971700,10.380911
"2005-07-20",13.371639,13.558109,13.336947,13.536427,1022000,10.474872
"2005-07-21",13.627494,13.673027,13.486557,13.519081,951400,10.461449
"2005-07-22",13.519081,13.683868,13.44536,13.573287,751700,10.503393
"2005-07-25",13.6817,13.848656,13.471379,13.493062,1534800,10.441316
"2005-07-26",13.323937,13.326106,12.977016,13.042064,2983500,10.092319
"2005-07-27",13.091934,13.148309,12.918473,12.996531,1328700,10.057084
"2005-07-28",12.996531,13.269732,12.964007,13.202516,1554700,10.216479
"2005-07-29",13.180833,13.25889,13.055074,13.113617,915400,10.147688
"2005-08-01",12.907632,13.237207,12.907632,13.187337,1336500,10.204735
"2005-08-02",13.226366,13.354293,13.211188,13.280573,1545000,10.276885
"2005-08-03",13.605811,13.744579,13.436687,13.50824,2935000,10.453057
"2005-08-04",13.410667,13.419341,13.013877,13.198178,1396000,10.213124
"2005-08-05",13.200347,13.467043,13.154814,13.15915,627600,10.182922
"2005-08-08",13.224197,13.378144,13.189506,13.226366,872500,10.234938
"2005-08-09",13.248049,13.291413,13.109281,13.163486,617500,10.186276
"2005-08-10",13.183001,13.317432,13.016046,13.091934,1194500,10.130911
"2005-08-11",13.161318,13.323937,13.117953,13.24588,1366500,10.250039
"2005-08-12",13.248049,13.254554,12.977016,13.081093,653000,10.122519
"2005-08-15",13.081093,13.107112,12.877276,12.992194,939900,10.053731
"2005-08-16",12.992194,13.081093,12.810061,12.831743,1462400,9.929568
"2005-08-17",12.766696,12.820902,12.640937,12.695143,1368800,9.823861
"2005-08-18",12.640937,12.671292,12.465308,12.558543,1439800,9.718159
"2005-08-19",12.705984,12.705984,12.519514,12.545533,1412100,9.708087
"2005-08-22",12.565047,12.640937,12.426279,12.447962,1403400,9.632586
"2005-08-23",12.54987,12.552038,12.304857,12.356895,1403800,9.562121
"2005-08-24",12.356895,12.411101,12.200781,12.272333,1042700,9.496679
"2005-08-25",12.359063,12.359063,12.12706,12.148743,1082800,9.401042
"2005-08-26",12.200781,12.281006,12.098872,12.218126,1456900,9.454731
"2005-08-29",12.220295,12.224631,12.035993,12.159584,1678300,9.409431
"2005-08-30",12.159584,12.233304,12.092368,12.166088,825000,9.414466
"2005-08-31",12.192107,12.354727,12.153079,12.35039,618900,9.557084
"2005-09-01",12.35039,12.526019,12.348222,12.432784,1429700,9.620839
"2005-09-02",12.489159,12.5,12.207285,12.283175,746600,9.505072
"2005-09-06",12.380746,12.432784,12.328708,12.415438,492500,9.607418
"2005-09-07",12.467476,12.578057,12.402429,12.53686,711600,9.701379
"2005-09-08",12.53686,12.612749,12.493495,12.565047,534000,9.723189
"2005-09-09",12.619254,12.755855,12.619254,12.747181,885500,9.864131
"2005-09-12",12.703816,12.7732,12.580226,12.764527,1055200,9.877552
"2005-09-13",12.768864,12.846921,12.727667,12.771032,1241500,9.882589
"2005-09-14",12.771032,12.797051,12.673461,12.753686,864200,9.869164
"2005-09-15",12.807893,12.825238,12.456635,12.484822,954200,9.661107
"2005-09-16",12.508673,12.619254,12.495664,12.575889,958800,9.73158
"2005-09-19",12.554207,12.591066,12.445793,12.454467,822700,9.637615
"2005-09-20",12.504336,12.575889,12.072853,12.181266,1485000,9.426212
"2005-09-21",12.181266,12.181266,11.730268,11.996964,1794000,9.28359
"2005-09-22",11.942758,12.207285,11.871205,12.159584,1191700,9.409431
"2005-09-23",12.142238,12.211622,12.053339,12.15091,659900,9.402721
"2005-09-26",12.209454,12.228968,12.062012,12.16392,795500,9.412786
"2005-09-27",12.166088,12.2268,11.981787,12.215959,1193500,9.453055
"2005-09-28",12.222464,12.33738,12.094536,12.183434,843000,9.427889
"2005-09-29",12.161752,12.166088,11.931917,12.116219,1115100,9.375876
"2005-09-30",12.170425,12.411101,12.098872,12.406765,825500,9.600704
"2005-10-03",12.426279,12.445793,12.187771,12.246314,894700,9.476544
"2005-10-04",12.252819,12.372073,12.005637,12.04033,664500,9.317148
"2005-10-05",11.988292,11.988292,11.476583,11.532957,1711900,8.924528
"2005-10-06",11.532957,11.541631,11.125325,11.379011,1468900,8.805401
"2005-10-07",11.413703,11.541631,11.400694,11.472246,780800,8.877551
"2005-10-10",11.49176,11.49176,11.201214,11.257589,1056100,8.711441
"2005-10-11",11.257589,11.374675,11.179532,11.300954,1469300,8.744998
"2005-10-12",11.222897,11.235907,10.915005,10.997398,2053200,8.510099
"2005-10-13",11.025585,11.101475,10.943192,11.053773,1011800,8.553721
"2005-10-14",11.112316,11.147008,10.977883,11.021249,1195400,8.528557
"2005-10-17",11.021249,11.075456,10.943192,11.066782,1070400,8.563787
"2005-10-18",11.120989,11.205551,11.010407,11.010407,1358600,8.520165
"2005-10-19",11.00824,11.114484,10.969211,11.099306,757700,8.588957
"2005-10-20",11.13183,11.370338,11.097137,11.129662,1011400,8.612451
"2005-10-21",11.216392,11.298786,11.101475,11.186036,875800,8.656075
"2005-10-24",11.290112,11.565481,11.290112,11.522117,1065800,8.916141
"2005-10-25",11.522117,11.628361,11.253252,11.342151,989700,8.776876
"2005-10-26",11.357328,11.600173,11.30529,11.357328,624000,8.788625
"2005-10-27",11.342151,11.439722,11.188205,11.235907,835600,8.694663
"2005-10-28",11.459237,11.621856,11.385516,11.595837,876700,8.973188
"2005-10-31",11.708587,11.886383,11.69124,11.803989,796900,9.134262
"2005-11-01",11.860364,11.918907,11.643538,11.843019,750300,9.164461
"2005-11-02",11.708587,11.875542,11.637033,11.823503,885000,9.149363
"2005-11-03",11.437554,11.528621,11.116652,11.133998,3255600,8.615803
"2005-11-04",11.110147,11.216392,10.971379,11.179532,1421800,8.651042
"2005-11-07",11.112316,11.19471,10.94536,11.016912,1479500,8.525199
"2005-11-08",10.810928,10.993062,10.810928,10.854293,1422800,8.399362
"2005-11-09",10.854293,11.040763,10.826106,10.967043,688100,8.486609
"2005-11-10",10.960538,11.097137,10.800087,11.097137,1123900,8.587277
"2005-11-11",11.153513,11.209888,11.038595,11.170858,1013700,8.644328
"2005-11-14",11.003902,11.016912,10.776236,10.787077,2126100,8.347344
"2005-11-15",10.778404,10.862967,10.64614,10.797918,1712800,8.355734
"2005-11-16",10.774068,10.797918,10.6353,10.696011,1109600,8.276876
"2005-11-17",10.643972,10.732871,10.626626,10.672159,1736800,8.258421
"2005-11-18",10.700347,10.748049,10.583261,10.667823,1773700,8.255064
"2005-11-21",10.591934,10.700347,10.448829,10.676497,3444700,8.261774
"2005-11-22",10.624458,10.958369,10.615785,10.910667,1639100,8.442982
"2005-11-23",11.545967,11.810494,11.344319,11.415872,3892500,8.833924
"2005-11-25",11.4549,11.509107,11.376843,11.450563,854600,8.860769
"2005-11-28",11.480919,11.480919,11.277103,11.372506,2478900,8.800368
"2005-11-29",11.392021,11.584995,11.392021,11.513443,1714700,8.909434
"2005-11-30",11.513443,11.589333,11.513443,11.528621,1656600,8.921172
"2005-12-01",11.706418,11.968777,11.634866,11.934085,2566500,9.234934
"2005-12-02",11.871205,12.014311,11.862533,12.014311,1490100,9.297017
"2005-12-05",11.925412,11.925412,11.710754,11.734606,3111700,9.08057
"2005-12-06",11.788812,11.925412,11.760625,11.843019,1264100,9.164461
"2005-12-07",11.825672,11.871205,11.595837,11.595837,1432400,8.973188
"2005-12-08",11.611014,11.760625,11.552472,11.637033,1457300,9.005068
"2005-12-09",11.67823,11.738942,11.580659,11.719427,660400,9.068825
"2005-12-12",11.808326,11.816999,11.606678,11.665221,1537100,9.02688
"2005-12-13",11.66739,11.84085,11.621856,11.784475,2173600,9.119159
"2005-12-14",11.784475,11.858196,11.611014,11.656549,2096600,9.020167
"2005-12-15",11.630529,11.669558,11.528621,11.541631,779400,8.931241
"2005-12-16",11.578491,11.611014,11.400694,11.420208,820400,8.837279
"2005-12-19",11.387684,11.500434,11.242411,11.242411,2133000,8.699697
"2005-12-20",11.242411,11.439722,11.242411,11.339983,915900,8.775202
"2005-12-21",11.363833,11.500434,11.355161,11.407199,793700,8.827216
"2005-12-22",11.461405,11.665221,11.424544,11.665221,783100,9.02688
"2005-12-23",11.663053,11.695577,11.595837,11.621856,781700,8.993324
"2005-12-27",11.663053,11.697745,11.513443,11.528621,790000,8.921172
"2005-12-28",11.543798,11.626192,11.448396,11.450563,1253000,8.860769
"2005-12-29",11.450563,11.771465,11.450563,11.669558,1474900,9.030234
"2005-12-30",11.621856,11.621856,11.49176,11.528621,697700,8.921172
"2006-01-03",11.478751,11.732437,11.439722,11.728101,2075400,9.075538
"2006-01-04",11.708587,11.801822,11.621856,11.793148,1753900,9.125876
"2006-01-05",11.816999,11.938421,11.760625,11.845186,2112700,9.166145
"2006-01-06",11.947095,12.051171,11.838682,11.94059,801100,9.23997
"2006-01-09",11.942758,11.942758,11.823503,11.871205,1421400,9.186274
"2006-01-10",11.816999,11.832177,11.710754,11.782307,1302400,9.117483
"2006-01-11",11.708587,11.725932,11.602342,11.717259,1429200,9.067147
"2006-01-12",11.717259,11.847355,11.686904,11.728101,1464300,9.075538
"2006-01-13",11.782307,11.836514,11.721596,11.764961,854100,9.104058
"2006-01-17",11.710754,11.786644,11.708587,11.736773,938500,9.082246
"2006-01-18",11.725932,11.725932,11.561145,11.595837,3113100,8.973188
"2006-01-19",11.600173,11.639202,11.528621,11.532957,1965600,8.924528
"2006-01-20",11.532957,11.532957,11.216392,11.3183,2368700,8.758423
"2006-01-23",11.3183,11.561145,11.3183,11.461405,923700,8.869159
"2006-01-24",11.513443,11.660885,11.426713,11.645707,2108600,9.011779
"2006-01-25",11.751951,11.816999,11.710754,11.799653,1481300,9.130905
"2006-01-26",11.827841,11.921076,11.801822,11.862533,1511800,9.179564
"2006-01-27",11.914571,12.090199,11.860364,12.085863,1668600,9.352384
"2006-01-30",12.088031,12.157415,12.02732,12.157415,1246600,9.407753
"2006-01-31",12.211622,12.346054,12.181266,12.233304,1996000,9.466476
"2006-02-01",12.233304,12.493495,12.233304,12.491327,1731300,9.66614
"2006-02-02",12.497831,12.539028,12.215959,12.328708,1793100,9.540304
"2006-02-03",12.304857,12.304857,12.185603,12.235473,1581900,9.468159
"2006-02-06",12.257155,12.382915,12.246314,12.382915,1905600,9.58225
"2006-02-07",12.385082,12.944492,12.179098,12.825238,5780600,9.924534
"2006-02-08",12.792715,12.840416,12.612749,12.760191,3785900,9.874199
"2006-02-09",12.771032,12.996531,12.745013,12.942325,2888900,10.015137
"2006-02-10",12.948829,13.013877,12.666956,12.992194,2313800,10.053731
"2006-02-13",12.901128,12.955334,12.738508,12.944492,1216100,10.016812
"2006-02-14",12.944492,13.111448,12.93582,13.063746,2941900,10.109097
"2006-02-15",13.063746,13.328274,13.046401,13.274068,1263600,10.27185
"2006-02-16",13.328274,13.449697,13.300087,13.421509,1469800,10.385944
"2006-02-17",13.228535,13.607979,13.228535,13.564614,1585100,10.496683
"2006-02-21",13.605811,13.607979,13.25889,13.384648,1318100,10.35742
"2006-02-22",13.486557,13.536427,13.4085,13.454033,1204600,10.411112
"2006-02-23",13.443192,13.599306,13.256721,13.562446,1222100,10.495005
"2006-02-24",13.562446,13.586297,13.05941,13.267563,2822000,10.266819
"2006-02-27",13.310928,13.477883,13.310928,13.393322,906200,10.364133
"2006-02-28",13.250216,13.339115,13.148309,13.185169,1169600,10.203056
"2006-03-01",13.347789,13.493062,13.323937,13.421509,1392300,10.385944
"2006-03-02",13.421509,13.421509,13.252385,13.302255,1037700,10.293665
"2006-03-03",13.304423,13.406331,13.284909,13.317432,595800,10.305404
"2006-03-06",13.291413,13.317432,13.096271,13.180833,423800,10.1997
"2006-03-07",13.139636,13.161318,12.964007,13.076756,1518200,10.119167
"2006-03-08",13.074588,13.183001,12.864267,13.126626,1161700,10.157758
"2006-03-09",13.126626,13.278404,13.02255,13.098439,685800,10.135942
"2006-03-10",13.094102,13.362967,13.009541,13.248049,809800,10.251718
"2006-03-13",13.334779,13.375976,13.174328,13.187337,608700,10.204735
"2006-03-14",13.154814,13.401995,13.150477,13.336947,724500,10.320507
"2006-03-15",13.196011,13.441024,13.196011,13.399827,909900,10.369165
"2006-03-16",13.464874,13.742411,13.443192,13.607979,721300,10.53024
"2006-03-17",13.605811,13.644839,13.475716,13.560278,1054300,10.493327
"2006-03-20",13.519081,13.575456,13.419341,13.512576,482400,10.456415
"2006-03-21",13.486557,13.590633,13.276236,13.356462,820000,10.335605
"2006-03-22",13.356462,13.482221,13.287077,13.454033,1489600,10.411112
"2006-03-23",13.421509,13.642672,13.388986,13.506071,718500,10.451383
"2006-03-24",13.555941,13.605811,13.373808,13.443192,463900,10.402721
"2006-03-27",13.443192,13.464874,13.367303,13.397658,464800,10.367488
"2006-03-28",13.43235,13.434519,13.213356,13.25889,688100,10.260107
"2006-03-29",13.267563,13.480052,13.237207,13.475716,842600,10.571403
"2006-03-30",13.573287,13.692541,13.410667,13.473547,599000,10.569705
"2006-03-31",13.473547,13.493062,13.336947,13.438855,745200,10.54249
"2006-04-03",13.269732,13.486557,13.261058,13.280573,672400,10.41832
"2006-04-04",13.317432,13.5451,13.291413,13.388986,814400,10.503369
"2006-04-05",13.388986,13.399827,13.269732,13.310928,833800,10.442135
"2006-04-06",13.274068,13.536427,13.274068,13.486557,1347100,10.57991
"2006-04-07",13.501735,13.636167,13.404163,13.430182,1050600,10.535686
"2006-04-10",13.477883,13.477883,13.336947,13.399827,515100,10.511874
"2006-04-11",13.473547,13.473547,13.293582,13.388986,1154800,10.503369
"2006-04-12",13.421509,13.59497,13.399827,13.44536,795500,10.547592
"2006-04-13",13.443192,13.551604,13.356462,13.523417,1411200,10.608826
"2006-04-17",13.484388,13.69471,13.423677,13.462706,1072700,10.561202
"2006-04-18",13.490893,13.777103,13.482221,13.753252,872100,10.789127
"2006-04-19",13.76843,13.998265,13.76843,13.965741,1137700,10.955825
"2006-04-20",13.91804,14.058976,13.883348,13.941891,782100,10.937111
"2006-04-21",13.996098,14.028621,13.774935,13.826973,987400,10.846957
"2006-04-24",13.800954,13.811795,13.590633,13.699046,1037200,10.746603
"2006-04-25",13.584128,13.844319,13.506071,13.69471,2742700,10.743199
"2006-04-26",13.722897,13.811795,13.458369,13.516912,1193500,10.603725
"2006-04-27",13.733738,14.327841,13.720729,14.247615,2877800,11.176943
"2006-04-28",13.985256,13.985256,13.727233,13.78144,2456300,10.811238
"2006-05-01",13.874675,14.093669,13.666522,13.666522,2020500,10.721088
"2006-05-02",13.69471,13.866002,13.69471,13.857328,1453700,10.870774
"2006-05-03",13.857328,13.924544,13.720729,13.889853,1531600,10.896284
"2006-05-04",13.887684,14.132697,13.835646,14.10451,2300000,11.064682
"2006-05-05",14.137033,14.360364,14.002602,14.325672,1489200,11.238179
"2006-05-08",14.310494,14.338682,14.115352,14.217259,1057500,11.153131
"2006-05-09",14.195577,14.310494,14.111014,14.297484,737400,11.216064
"2006-05-10",14.223764,14.321336,14.17823,14.321336,1146000,11.234776
"2006-05-11",14.321336,14.373374,14.225932,14.282307,1460600,11.204159
"2006-05-12",14.271465,14.271465,13.996098,14.048136,1626600,11.020453
"2006-05-15",13.898525,14.041631,13.703382,13.972246,2263100,10.960923
"2006-05-16",14.015612,14.139202,13.911535,14.024284,1652000,11.001747
"2006-05-17",13.985256,14.024284,13.677363,13.76843,1888100,10.801036
"2006-05-18",13.779271,13.833478,13.625325,13.735907,1706400,10.775521
"2006-05-19",13.761926,13.785776,13.493062,13.688205,1633100,10.738102
"2006-05-22",13.664354,13.664354,13.295751,13.484388,1306100,10.57821
"2006-05-23",13.538595,13.696877,13.44536,13.44536,1097600,10.547592
"2006-05-24",13.44536,13.547268,13.163486,13.514744,1347100,10.602018
"2006-05-25",13.573287,13.770598,13.568951,13.709888,1136300,10.755106
"2006-05-26",13.746748,13.829142,13.636167,13.816132,486100,10.838454
"2006-05-30",13.816132,13.820468,13.549437,13.584128,1101800,10.656457
"2006-05-31",13.605811,14.015612,13.605811,14.000434,2125200,10.983034
"2006-06-01",14.071986,14.071986,13.920208,14.052472,1218400,11.023859
"2006-06-02",14.269298,14.442758,14.238942,14.405898,1500700,11.301115
"2006-06-05",14.408066,14.460104,14.145707,14.180399,2541200,11.124216
"2006-06-06",14.234606,14.25412,13.91804,14.063313,1305100,11.032366
"2006-06-07",14.009107,14.028621,13.738074,13.744579,1035300,10.782324
"2006-06-08",13.59497,13.59497,13.248049,13.536427,2250100,10.619032
"2006-06-09",13.603642,13.683868,13.454033,13.534259,1412100,10.617333
"2006-06-12",13.586297,13.668691,13.50824,13.579792,1949000,10.653052
"2006-06-13",13.616652,13.696877,13.202516,13.32177,1353600,10.45064
"2006-06-14",13.291413,13.443192,13.191674,13.280573,1626600,10.41832
"2006-06-15",13.334779,13.857328,13.330442,13.835646,1806900,10.853767
"2006-06-16",13.835646,13.980919,13.811795,13.870338,1435200,10.88098
"2006-06-19",13.920208,13.928882,13.722897,13.746748,1233200,10.784024
"2006-06-20",13.727233,13.91804,13.716392,13.748916,1028400,10.785724
"2006-06-21",13.748916,14.032957,13.748916,13.922377,1006700,10.921803
"2006-06-22",13.887684,13.924544,13.774935,13.86817,803400,10.879278
"2006-06-23",13.820468,13.974415,13.764093,13.844319,990100,10.860568
"2006-06-26",13.844319,13.866002,13.725065,13.844319,1040000,10.860568
"2006-06-27",13.835646,13.855161,13.467043,13.555941,1341600,10.634342
"2006-06-28",13.529922,13.571118,13.423677,13.53209,2190700,10.758486
"2006-06-29",13.616652,14.028621,13.616652,13.978751,1298700,11.113601
"2006-06-30",13.987424,14.028621,13.922377,13.961405,1454100,11.099804
"2006-07-03",13.983088,14.115352,13.980919,14.115352,430700,11.222198
"2006-07-05",14.093669,14.158716,13.859497,14.082828,1155700,11.196342
"2006-07-06",14.076323,14.197745,13.88118,14.011275,1413500,11.139454
"2006-07-07",13.898525,14.006938,13.861665,13.913703,1598000,11.061881
"2006-07-10",13.96791,14.15438,13.937554,13.993929,1440300,11.125663
"2006-07-11",13.963573,14.080659,13.803123,14.039462,928300,11.161862
"2006-07-12",13.965741,14.061145,13.833478,13.874675,742000,11.030851
"2006-07-13",13.874675,13.876843,13.592801,13.61882,799200,10.827438
"2006-07-14",13.573287,13.58196,13.326106,13.378144,638700,10.636092
"2006-07-17",13.362967,13.471379,13.291413,13.313096,449200,10.584375
"2006-07-18",13.334779,13.44536,13.217693,13.34562,1188500,10.610237
"2006-07-19",13.373808,13.662186,13.356462,13.568951,1090200,10.787786
"2006-07-20",13.568951,13.616652,13.241544,13.254554,1130800,10.537832
"2006-07-21",13.291413,13.300087,13.063746,13.091934,1092500,10.408544
"2006-07-24",13.172159,13.421509,13.172159,13.362967,1353600,10.624021
"2006-07-25",13.365134,13.620989,13.328274,13.573287,998900,10.791238
"2006-07-26",13.529922,13.677363,13.467043,13.514744,1024300,10.744691
"2006-07-27",13.516912,13.633998,13.356462,13.356462,1009100,10.618853
"2006-07-28",13.421509,13.573287,13.410667,13.519081,1281200,10.748143
"2006-07-31",13.464874,13.50824,13.375976,13.375976,927400,10.634371
"2006-08-01",13.378144,13.441024,13.198178,13.219861,997500,10.510253
"2006-08-02",12.16392,12.554207,12.033825,12.415438,5857200,9.870709
"2006-08-03",12.467476,12.914137,12.421943,12.760191,3147200,10.144801
"2006-08-04",12.879445,13.176497,12.727667,12.762359,1724800,10.14652
"2006-08-07",12.792715,12.901128,12.666956,12.69948,1579100,10.096531
"2006-08-08",12.645273,12.684301,12.387251,12.402429,2325300,9.860364
"2006-08-09",12.478317,12.630095,12.465308,12.473981,1572600,9.917255
"2006-08-10",12.452298,12.610581,12.395924,12.588899,2774100,10.008616
"2006-08-11",12.595404,12.807893,12.588899,12.671292,1490100,10.074121
"2006-08-14",12.771032,13.037727,12.771032,12.903296,2116900,10.258571
"2006-08-15",12.955334,13.124458,12.894623,13.085429,1629800,10.403377
"2006-08-16",13.1353,13.4085,13.074588,13.343451,1393200,10.608512
"2006-08-17",13.289246,13.365134,13.267563,13.291413,1231400,10.567137
"2006-08-18",13.291413,13.410667,13.22203,13.360798,668700,10.6223
"2006-08-21",13.334779,13.384648,13.271899,13.293582,734600,10.568862
"2006-08-22",13.271899,13.421509,13.261058,13.397658,844400,10.651606
"2006-08-23",13.356462,13.503902,13.165655,13.430182,728200,10.677464
"2006-08-24",13.428014,13.43235,13.061579,13.070251,1983600,10.391306
"2006-08-25",13.026886,13.180833,12.950997,13.074588,1515900,10.394755
"2006-08-28",13.074588,13.148309,13.057242,13.098439,961100,10.413716
"2006-08-29",13.096271,13.109281,12.970511,13.026886,1586000,10.356826
"2006-08-30",13.039896,13.334779,13.033391,13.276236,808400,10.555073
"2006-08-31",13.276236,13.33261,13.193842,13.252385,1131300,10.53611
"2006-09-01",13.267563,13.404163,13.263227,13.343451,491600,10.608512
"2006-09-05",13.343451,13.484388,13.271899,13.467043,1362800,10.706767
"2006-09-06",13.412836,13.412836,13.163486,13.198178,854100,10.493013
"2006-09-07",13.161318,13.180833,13.055074,13.07242,931100,10.393033
"2006-09-08",13.083261,13.469211,13.07242,13.373808,1307500,10.632647
"2006-09-11",13.356462,13.386817,13.226366,13.254554,822300,10.537832
"2006-09-12",13.24588,13.564614,13.24588,13.553773,761900,10.775722
"2006-09-13",13.575456,13.647008,13.501735,13.503902,1036300,10.736076
"2006-09-14",13.510407,13.649176,13.488725,13.560278,838000,10.780895
"2006-09-15",13.627494,13.73157,13.564614,13.610147,812600,10.820545
"2006-09-18",13.579792,13.705551,13.475716,13.53209,872100,10.758486
"2006-09-19",13.510407,13.571118,13.382481,13.443192,861000,10.687806
"2006-09-20",13.484388,13.612316,13.473547,13.516912,1045500,10.746418
"2006-09-21",13.547268,13.787945,13.447528,13.447528,922800,10.691256
"2006-09-22",13.428014,13.454033,13.261058,13.367303,1073200,10.627475
