"","BLK.Open","BLK.High","BLK.Low","BLK.Close","BLK.Volume","BLK.Adjusted"
"2005-07-20",83.400002,83.400002,82.949997,83.150002,116000,59.661682
"2005-07-21",83.150002,83.160004,82.449997,82.690002,67700,59.331615
"2005-07-22",82.690002,82.699997,82.169998,82.300003,101700,59.051796
"2005-07-25",82.150002,83.220001,81.910004,83,71100,59.554062
"2005-07-26",83,84.089996,82.800003,83.989998,93000,60.2644
"2005-07-27",84.139999,85.540001,83.449997,85.300003,87800,61.204342
"2005-07-28",85.309998,85.550003,84.900002,84.900002,132500,60.917339
"2005-07-29",85.029999,85.620003,84.82,85,48400,60.98909
"2005-08-01",85.150002,85.389999,83.980003,84.370003,59700,60.537041
"2005-08-02",84.370003,85.459999,84.080002,84.480003,83000,60.615978
"2005-08-03",84.330002,84.690002,84.099998,84.610001,66000,60.709244
"2005-08-04",84.959999,84.959999,83.440002,83.599998,60600,59.98457
"2005-08-05",83.599998,83.599998,82.050003,82.459999,84100,59.166595
"2005-08-08",82.309998,83.330002,82.139999,82.230003,51700,59.001564
"2005-08-09",82.230003,83.580002,82.230003,83.32,41300,59.783649
"2005-08-10",83.32,84.650002,83.32,84.5,52600,60.630337
"2005-08-11",84.5,84.559998,83.550003,83.970001,72700,60.250042
"2005-08-12",84.120003,84.949997,83.919998,84.410004,62400,60.565754
"2005-08-15",84.620003,86.610001,84.620003,85.379997,143200,61.261738
"2005-08-16",85.449997,85.639999,84.279999,84.400002,66600,60.558578
"2005-08-17",84.349998,86.150002,84.339996,84.959999,34500,60.960388
"2005-08-18",84.959999,85.25,84.290001,85.25,41600,61.168465
"2005-08-19",85.25,85.93,84.809998,85.459999,31100,61.319145
"2005-08-22",85.410004,85.459999,84.860001,85,56400,60.98909
"2005-08-23",85.129997,85.260002,84.379997,84.860001,63500,60.888645
"2005-08-24",84.660004,84.75,84.099998,84.25,93100,60.450943
"2005-08-25",84.099998,84.269997,83.839996,84.010002,46500,60.278744
"2005-08-26",83.989998,84.300003,82.849998,84.150002,57700,60.379215
"2005-08-29",84.050003,84.32,83.32,84.300003,36500,60.486835
"2005-08-30",84.25,84.25,82.589996,83.029999,59400,59.575581
"2005-08-31",82.699997,82.699997,81.230003,82.150002,79000,59.157883
"2005-09-01",82.150002,84.050003,81.93,83.830002,38300,60.367733
"2005-09-02",83.900002,83.959999,82.839996,83.029999,16600,59.791634
"2005-09-06",83.18,84.639999,82.980003,84.25,69300,60.670158
"2005-09-07",84.400002,84.400002,83.480003,83.93,33900,60.439754
"2005-09-08",83.940002,83.940002,83.169998,83.400002,28300,60.058048
"2005-09-09",83.349998,84.010002,83.25,83.93,20400,60.439754
"2005-09-12",85.169998,85.839996,84.900002,85.449997,66000,61.534328
"2005-09-13",85.400002,85.57,83.75,84,31000,60.490131
"2005-09-14",84,84.209999,83.349998,83.510002,22000,60.137241
"2005-09-15",83.660004,83.800003,83.019997,83.800003,21000,60.346096
"2005-09-16",83.800003,84.360001,83.639999,84.25,77000,60.670158
"2005-09-19",84.349998,85.620003,84.150002,85.440002,41800,61.527122
"2005-09-20",85.540001,87.709999,85.540001,87.160004,94000,62.765717
"2005-09-21",87.300003,87.300003,84.720001,84.959999,62000,61.181454
"2005-09-22",85.019997,86.260002,84.660004,85.720001,65100,61.728756
"2005-09-23",85.730003,86.059998,85.620003,85.620003,23300,61.656746
"2005-09-26",85.650002,86.610001,85.230003,85.230003,28100,61.375862
"2005-09-27",85.330002,86.120003,85.330002,85.419998,44100,61.512707
"2005-09-28",85.440002,86.800003,85.440002,86.349998,22200,62.182404
"2005-09-29",86.449997,88.68,86.150002,88.260002,39800,63.557823
"2005-09-30",88.440002,89.290001,88.199997,88.620003,43000,63.817078
"2005-10-03",88.870003,89.449997,87.900002,89.120003,83200,64.177162
"2005-10-04",89.120003,89.739998,89.120003,89.589996,40200,64.515587
"2005-10-05",89.720001,90,88.400002,88.459999,44900,63.701859
"2005-10-06",88.610001,88.610001,87.089996,87.68,44600,63.140179
"2005-10-07",87.68,88.370003,87.68,88.199997,27200,63.514633
"2005-10-10",88.099998,88.550003,87.010002,87.32,37600,62.88092
"2005-10-11",87.169998,88.080002,85.910004,86.260002,119800,62.117596
"2005-10-12",86.110001,86.110001,84.379997,84.480003,42400,60.8358
"2005-10-13",84.480003,84.940002,83.370003,83.470001,82800,60.108471
"2005-10-14",83.510002,84.940002,83.510002,84.800003,38200,61.066231
"2005-10-17",85.050003,86.080002,84.519997,84.800003,54500,61.066231
"2005-10-18",85,85.209999,83.010002,83.690002,76000,60.266888
"2005-10-19",85.5,93.800003,84.150002,91.599998,447000,65.963028
"2005-10-20",91.699997,92.989998,89.849998,89.849998,177800,64.70285
"2005-10-21",89.699997,91.120003,89.699997,89.900002,181300,64.738815
"2005-10-24",90,91.519997,89.949997,90.599998,140900,65.24292
"2005-10-25",90.660004,92.5,90.230003,92.480003,209300,66.596741
"2005-10-26",92.730003,93.300003,92.43,93,189800,66.971199
"2005-10-27",92.800003,94.43,92.639999,93.419998,87800,67.273682
"2005-10-28",93.669998,94,92.18,93.220001,78600,67.129639
"2005-10-31",93.370003,95.739998,93.349998,94.800003,173900,68.26741
"2005-11-01",94.809998,95.010002,94.239998,94.349998,153800,67.943367
"2005-11-02",94.43,95.5,94.43,95.300003,187100,68.62748
"2005-11-03",95.650002,95.839996,95.050003,95.290001,123200,68.620316
"2005-11-04",95.419998,96.779999,94.910004,96.519997,46800,69.506042
"2005-11-07",96.900002,97.110001,96.370003,96.760002,46200,69.678886
"2005-11-08",97.059998,97.949997,96.68,97.870003,62400,70.478195
"2005-11-09",97.809998,99.300003,97.809998,99.25,124300,71.471962
"2005-11-10",99.400002,100.75,99.150002,100.389999,77500,72.292908
"2005-11-11",100.639999,101.589996,100.129997,101.589996,57800,73.157059
"2005-11-14",101.889999,101.889999,100.75,101.470001,47800,73.070641
"2005-11-15",101.169998,101.330002,99.150002,100,149300,72.012085
"2005-11-16",100.199997,100.25,97.790001,98.129997,67000,70.665451
"2005-11-17",98.379997,105,98.379997,104.010002,220300,74.899765
"2005-11-18",104.010002,106.650002,103.870003,104.669998,237000,75.375015
"2005-11-21",104.470001,105.190002,104,105.029999,173900,75.634239
"2005-11-22",105.300003,108.669998,105.239998,108.150002,192600,77.881042
"2005-11-23",108.25,109.349998,107.800003,108.769997,67200,78.327507
"2005-11-25",109.309998,111.010002,109.029999,111,40200,79.933388
"2005-11-28",111,111,108.5,108.900002,69000,78.42115
"2005-11-29",108.910004,109,108.269997,108.889999,53600,78.413918
"2005-11-30",108.639999,109.25,107.769997,107.839996,72800,77.657822
"2005-12-01",108.080002,110.43,108,109.449997,96300,79.037086
"2005-12-02",109.699997,110.169998,109.019997,110.040001,41500,79.46315
"2005-12-05",110.059998,110.059998,108.449997,109.400002,94300,79.000969
"2005-12-06",109.650002,111.889999,109.650002,110,80800,79.43425
"2005-12-07",109.75,109.75,108.059998,108.32,71200,78.221062
"2005-12-08",108.260002,109.480003,108.260002,108.660004,75800,78.466629
"2005-12-09",108.910004,109.68,108.589996,109.25,160300,78.892639
"2005-12-12",109.599998,111.800003,109.599998,110.489998,96900,79.788078
"2005-12-13",110.739998,112.25,110.400002,111.589996,60100,80.582436
"2005-12-14",111.839996,113.349998,111.800003,112.82,95500,81.470642
"2005-12-15",113.07,113.559998,112.68,113.449997,71600,81.925591
"2005-12-16",113.849998,113.870003,112.68,112.690002,85600,81.376793
"2005-12-19",112.940002,112.940002,111,111.25,86300,80.336914
"2005-12-20",111,111,109.110001,109.699997,67200,79.217621
"2005-12-21",109.949997,110,107.160004,107.279999,164500,77.470062
"2005-12-22",107.279999,108.900002,106.349998,108.629997,172000,78.444946
"2005-12-23",108.379997,109.720001,108,108.779999,31700,78.553246
"2005-12-27",108.790001,110.400002,108.5,108.519997,54400,78.365494
"2005-12-28",108.32,108.32,107.309998,108,34000,77.989967
"2005-12-29",107.800003,108.199997,107.150002,107.760002,30200,77.816689
"2005-12-30",107.75,108.480003,107.199997,108.480003,37300,78.336609
"2006-01-03",109.480003,109.529999,105.739998,109,124500,78.712097
"2006-01-04",109.25,109.739998,108.660004,109.18,78200,78.842094
"2006-01-05",109.43,109.43,107.830002,108,35800,77.989967
"2006-01-06",107.790001,110.419998,107.790001,110.419998,69100,79.737556
"2006-01-09",111.790001,112.489998,110.510002,111.699997,95900,80.66185
"2006-01-10",111.470001,113.110001,111.099998,112.160004,76900,80.994072
"2006-01-11",111.260002,112.550003,110.389999,110.519997,88200,79.809769
"2006-01-12",110.32,111.989998,110.019997,111.989998,94400,80.871292
"2006-01-13",111.739998,112.870003,111.739998,112.650002,47400,81.347885
"2006-01-17",113.650002,114.5,111.029999,111.790001,111000,80.726852
"2006-01-18",111.290001,111.349998,109.029999,110.900002,129200,80.084145
"2006-01-19",114.849998,120.739998,114.849998,119.349998,553600,86.186165
"2006-01-20",130.399994,130.770004,125.059998,127,674100,91.710442
"2006-01-23",125,128.589996,122.82,128.179993,245100,92.562553
"2006-01-24",128.990005,129.070007,127.720001,128.960007,121000,93.125832
"2006-01-25",129.770004,130.720001,128.720001,129.490005,126300,93.508537
"2006-01-26",129.589996,136.559998,129.589996,135.009995,295200,97.494705
"2006-01-27",135.020004,135.020004,131.669998,133.119995,228800,96.129837
"2006-01-30",133.279999,134,132.029999,133.399994,229000,96.332069
"2006-01-31",133.800003,133.990005,132.220001,132.800003,86200,95.898788
"2006-02-01",123.989998,131.75,123,129.539993,385300,93.544678
"2006-02-02",128.240005,129.460007,128.240005,129.059998,96200,93.198036
"2006-02-03",128.820007,129.860001,128.050003,129.660004,80500,93.63131
"2006-02-06",129.410004,131.389999,129.270004,130.550003,67200,94.27401
"2006-02-07",130.899994,131.529999,129.559998,130.190002,98300,94.014061
"2006-02-08",130.440002,131.399994,130.009995,131.110001,82400,94.678383
"2006-02-09",132.5,138,132.5,134.309998,255700,96.989204
"2006-02-10",134.309998,134.309998,131.130005,131.509995,211500,94.967239
"2006-02-13",144.899994,150,141.75,141.990005,1449400,102.535202
"2006-02-14",142.25,147.009995,141.240005,145.960007,450600,105.402039
"2006-02-15",155.550003,161.490005,151.25,151.25,2536000,109.222099
"2006-02-16",151,153,148.5,150.899994,338500,108.96933
"2006-02-17",149.800003,149.809998,144.009995,146.580002,442700,105.849754
"2006-02-21",148.5,149.419998,144.960007,145.270004,209700,104.903755
"2006-02-22",143.75,146.800003,143.100006,144.419998,266100,104.289948
"2006-02-23",144.199997,144.199997,140.289993,141.800003,473600,102.397949
"2006-02-24",144.5,144.5,142.350006,143.5,247000,103.625565
"2006-02-27",143.389999,144.490005,142.240005,143.5,168400,103.625565
"2006-02-28",143.25,143.759995,141.070007,142.100006,184400,102.614594
"2006-03-01",142.350006,144.190002,141,142.610001,204500,102.98288
"2006-03-02",142.839996,143.660004,141.149994,142.5,108900,102.903442
"2006-03-03",142.080002,142.600006,140.350006,141.350006,122800,102.374748
"2006-03-06",141.149994,141.600006,137.339996,137.529999,205900,99.608078
"2006-03-07",137.300003,137.300003,135.259995,136.350006,110300,98.753448
"2006-03-08",135,135.5,133.050003,133.720001,132200,96.848602
"2006-03-09",133.399994,135.300003,130.850006,132.050003,394400,95.639099
"2006-03-10",131.899994,133.279999,131.820007,132.25,195500,95.783936
"2006-03-13",132.25,135.039993,132.25,134.25,235400,97.232468
"2006-03-14",134.399994,138.199997,134.289993,137.559998,482800,99.629799
"2006-03-15",137,139.509995,136.100006,138.820007,554200,100.542366
"2006-03-16",140.899994,141.839996,138.940002,139.990005,267400,101.389748
"2006-03-17",140,141.149994,139.850006,140.460007,219600,101.730133
"2006-03-20",140,140.830002,139.610001,139.990005,236100,101.389748
"2006-03-21",139.740005,140,138.649994,139.449997,178000,100.998642
"2006-03-22",139.490005,140.419998,138.440002,139.690002,172100,101.172455
"2006-03-23",139.529999,139.699997,138.059998,138.889999,71600,100.593094
"2006-03-24",139,140,138.759995,139.449997,115200,100.998642
"2006-03-27",139.25,139.800003,138.289993,139.600006,109000,101.107292
"2006-03-28",137,140.149994,137,138.100006,181400,100.020874
"2006-03-29",138.020004,139.979996,138.020004,139.699997,196600,101.17971
"2006-03-30",139.800003,140.479996,138.830002,139.75,123400,101.215919
"2006-03-31",139.990005,140.889999,139.570007,140,145000,101.397041
"2006-04-03",140.25,144.179993,140.25,142.259995,226400,103.033806
"2006-04-04",142.699997,146.179993,142.699997,145.100006,206400,105.090767
"2006-04-05",145.119995,147.990005,145.119995,146.910004,141300,106.401665
"2006-04-06",146.660004,147.990005,145.800003,147.660004,69100,106.94487
"2006-04-07",147.660004,149.5,146.550003,147.559998,148400,106.872452
"2006-04-10",148,149.410004,147.389999,147.979996,152100,107.176643
"2006-04-11",147.979996,148.669998,141.75,142.410004,255700,103.142448
"2006-04-12",141.649994,145.5,141.190002,144.889999,160300,104.93866
"2006-04-13",145.020004,145.020004,142.710007,143,92300,103.569786
"2006-04-17",143,144.449997,142.740005,143.169998,78200,103.69294
"2006-04-18",143.199997,147.649994,143.199997,147.5,203700,106.828949
"2006-04-19",152,159.360001,151.100006,156.309998,626200,113.209709
"2006-04-20",156.5,156.5,152,152,277600,110.088127
"2006-04-21",152,153,149,150.800003,148300,109.219025
"2006-04-24",150.800003,151.100006,147.199997,148.139999,177000,107.292503
"2006-04-25",147.850006,148.119995,146,147.729996,69900,106.995567
"2006-04-26",147.5,153.800003,147.449997,152.899994,195100,110.739952
"2006-04-27",152.699997,155.399994,149.75,153.479996,217800,111.160095
"2006-04-28",154,154.649994,151.330002,151.539993,225700,109.754959
"2006-05-01",151.539993,152.490005,142.369995,142.850006,408300,103.461128
"2006-05-02",143.100006,145.899994,142.720001,145,145900,105.01828
"2006-05-03",146,146.300003,143,144.960007,62900,104.989365
"2006-05-04",145.5,147.869995,145.429993,146.660004,228800,106.220596
"2006-05-05",146.850006,150.75,146.300003,150.75,75500,109.182861
"2006-05-08",146.75,147.729996,141.050003,142.490005,495500,103.200409
"2006-05-09",142.490005,143.199997,141.589996,141.979996,237000,102.831024
"2006-05-10",141.75,142.899994,140.25,142.119995,139400,102.932442
"2006-05-11",142.119995,143.559998,140.929993,140.940002,131500,102.077774
"2006-05-12",140.940002,141.199997,139.399994,139.889999,171500,101.317299
"2006-05-15",139.850006,139.860001,138,138.509995,342900,100.317833
"2006-05-16",138.509995,140.850006,138.509995,139.449997,95500,100.998642
"2006-05-17",139.199997,140,135.5,135.899994,328000,98.427505
"2006-05-18",135.860001,136.699997,131.800003,131.809998,208300,95.465263
"2006-05-19",131.820007,133.089996,130.740005,132.449997,119400,95.928787
"2006-05-22",132.199997,132.5,128.330002,130.720001,159000,94.675812
"2006-05-23",131.399994,134.779999,131.399994,132.75,162000,96.146088
"2006-05-24",133.020004,137,131.240005,135.509995,215400,98.145065
"2006-05-25",135.899994,138.860001,135.309998,136.479996,327400,98.847565
"2006-05-26",136.479996,140,136.210007,137.300003,173800,99.441467
"2006-05-30",137.050003,137.509995,132.5,132.880005,134600,96.24025
"2006-05-31",133.699997,135,133.009995,134,176900,97.051414
"2006-06-01",133.970001,133.979996,132.300003,133.5,176700,96.689278
"2006-06-02",134.100006,137.699997,134.100006,136.050003,480400,98.536148
"2006-06-05",135,136.399994,134.899994,135.490005,302200,98.434448
"2006-06-06",135.479996,135.490005,131.860001,132.479996,292200,96.247612
"2006-06-07",132.600006,133.869995,131,132.009995,390500,95.906189
"2006-06-08",132.259995,132.899994,130.25,132.360001,463100,96.160454
"2006-06-09",133,135.25,131.800003,132.710007,100900,96.414749
"2006-06-12",133.210007,134.130005,127.57,128.389999,124800,93.276237
"2006-06-13",127.900002,127.900002,123,123.589996,370700,89.789001
"2006-06-14",123.839996,124.699997,120.690002,122.510002,226700,89.004387
"2006-06-15",123.75,128.759995,123.160004,128.330002,298700,93.232643
"2006-06-16",128.330002,128.800003,126.870003,127.959999,103800,92.963814
"2006-06-19",127.709999,128.139999,126.589996,127.190002,122800,92.404442
"2006-06-20",127,128.559998,126.25,127.25,169100,92.448036
"2006-06-21",127.959999,132.179993,127.959999,131.240005,101600,95.346779
"2006-06-22",131.240005,131.770004,130.059998,131.570007,152100,95.58654
"2006-06-23",131.820007,132.979996,130.919998,132.050003,109200,95.935272
"2006-06-26",132.529999,134.550003,132.100006,134.149994,140100,97.460892
"2006-06-27",134,134.619995,132.470001,133.369995,112000,96.894241
"2006-06-28",133.369995,134.410004,132.050003,133.729996,222500,97.155769
"2006-06-29",133.979996,137.169998,133.800003,136.990005,88400,99.5242
"2006-06-30",137.240005,139.679993,136.779999,139.169998,131200,101.107979
"2006-07-03",139.419998,141.759995,139.130005,140.630005,70500,102.168694
"2006-07-05",140.449997,140.649994,137.550003,139.020004,51700,100.998993
"2006-07-06",139.75,140.910004,138.929993,140.479996,94000,102.059692
"2006-07-07",140.880005,142.440002,138.839996,138.839996,76200,100.868225
"2006-07-10",139.009995,140.410004,138.679993,139.210007,56500,101.137047
"2006-07-11",138.960007,140.880005,137.600006,140.5,81800,102.074234
"2006-07-12",140.75,141.880005,138.600006,139.550003,101200,101.384041
"2006-07-13",139,139,134.610001,135.830002,239500,98.681442
"2006-07-14",136.080002,136.190002,132.119995,132.979996,186500,96.610901
"2006-07-17",132.729996,135.369995,131.039993,135.080002,99400,98.136574
"2006-07-18",130,132.800003,126.379997,127.970001,1065600,92.971107
"2006-07-19",128.149994,132.259995,127.970001,130.910004,577300,95.10704
"2006-07-20",131.160004,132.229996,128.470001,128.710007,204500,93.508736
"2006-07-21",128.960007,129.25,125.5,126.220001,278200,91.699699
"2006-07-24",126.849998,129.949997,126.790001,129,222300,93.719398
"2006-07-25",127.5,131.649994,127.25,130.869995,181600,95.077942
"2006-07-26",130.619995,130.619995,127.5,128.050003,116100,93.029205
"2006-07-27",128.300003,131.399994,127.75,128.550003,78300,93.392456
"2006-07-28",128.800003,132.5,128.800003,129.990005,156000,94.438644
"2006-07-31",129.990005,130.169998,127.529999,129.160004,159700,93.835655
"2006-08-01",129.059998,130.100006,126.169998,127.260002,114200,92.455292
"2006-08-02",127.010002,128.350006,126.510002,127.199997,130600,92.411697
"2006-08-03",126,129.179993,125.989998,128.300003,140800,93.210846
"2006-08-04",128.300003,130,126.949997,127.150002,141400,92.375374
"2006-08-07",126.900002,127.25,124.940002,126.650002,138500,92.0121
"2006-08-08",126.449997,127.510002,125.349998,125.43,83600,91.125786
"2006-08-09",126.25,126.989998,123.040001,124.110001,352000,90.166786
"2006-08-10",123.5,126.839996,123.099998,125.900002,385700,91.467232
"2006-08-11",125.949997,126,125,125.360001,119000,91.074921
"2006-08-14",125.610001,126.989998,123.400002,123.839996,196000,89.970627
"2006-08-15",124.839996,129.300003,124.839996,127.32,205700,92.498863
"2006-08-16",128,130.190002,126.139999,129.729996,272900,94.249771
"2006-08-17",129.479996,132.800003,129.210007,132.210007,152800,96.051468
"2006-08-18",132.050003,134.160004,131.550003,133.050003,143000,96.661774
"2006-08-21",132.800003,133.660004,131.410004,131.600006,77100,95.60833
"2006-08-22",131,133.270004,130.509995,132.449997,124200,96.225853
"2006-08-23",132.699997,134.960007,132.070007,132.5,201400,96.262161
"2006-08-24",132.75,133.360001,129.039993,130.009995,123500,94.453163
"2006-08-25",129.899994,130.449997,127.779999,128.399994,72800,93.283485
"2006-08-28",128.149994,130.259995,128.149994,129.75,50400,94.264275
"2006-08-29",129.800003,130.029999,126.589996,127.150002,100700,92.375374
"2006-08-30",126.699997,129.949997,126.699997,129.789993,64500,94.29335
"2006-08-31",129.300003,130.169998,128.399994,130.149994,70800,94.861847
"2006-09-01",130.399994,133.75,130.25,133.179993,117000,97.07032
"2006-09-05",132.929993,133.699997,131.860001,133.119995,100800,97.026566
"2006-09-06",133.119995,133.610001,132.160004,133.240005,100400,97.114052
"2006-09-07",133.240005,133.240005,131.800003,132.110001,102300,96.290443
"2006-09-08",132.179993,133.399994,131.509995,133.009995,195600,96.946404
"2006-09-11",132.759995,132.850006,130.75,131.910004,103300,96.144676
"2006-09-12",132.009995,135.75,131.789993,135.220001,260000,98.557198
"2006-09-13",135.470001,144.25,134.050003,143.889999,326500,104.876495
"2006-09-14",143.899994,146.259995,143.520004,145.899994,132800,106.341476
"2006-09-15",146.899994,148.820007,146.690002,148,121200,107.872124
"2006-09-18",148.009995,148.949997,145.529999,146.539993,161000,106.807953
"2006-09-19",144.699997,145.649994,143.229996,145.160004,240100,105.802147
"2006-09-20",146.399994,147.949997,143.589996,145.070007,177000,105.736565
"2006-09-21",145.320007,146.130005,143.850006,144.470001,80100,105.299217
"2006-09-22",144.199997,144.880005,143.399994,144.399994,51700,105.248215
"2006-09-25",145.399994,147.199997,144.240005,146.899994,54600,107.070389
"2006-09-26",147.149994,149.479996,146.600006,148.940002,83800,108.557213
"2006-09-27",148.009995,150.559998,147.850006,149.309998,103600,108.826912
"2006-09-28",149.75,150.759995,148.050003,149.899994,64300,109.25695
"2006-09-29",149.899994,152.339996,148.460007,149,301800,108.600998
"2006-10-02",149,149,143.229996,144.699997,228500,105.466911
"2006-10-03",145.300003,146.100006,144.820007,144.820007,88800,105.554352
"2006-10-04",144.910004,148.5,144.039993,147.449997,214300,107.471222
"2006-10-05",147.600006,150.320007,147.029999,149.100006,186700,108.673897
"2006-10-06",149.25,149.850006,148.300003,149.020004,111900,108.61557
"2006-10-09",148.850006,150.630005,148.550003,150.020004,106300,109.344437
"2006-10-10",149.800003,154.75,149.800003,153.699997,179100,112.026642
"2006-10-11",151.800003,152.649994,150.009995,152.509995,305300,111.159279
"2006-10-12",152.759995,153.990005,151.389999,151.880005,270200,110.700073
"2006-10-13",151.630005,152.729996,149.190002,149.5,182000,108.965408
"2006-10-16",149.5,149.740005,147.699997,148.490005,210400,108.229263
"2006-10-17",148.740005,150.470001,146.600006,148.449997,116100,108.200073
"2006-10-18",148.75,151.240005,148.259995,148.710007,120300,108.38961
"2006-10-19",148,148.550003,146.5,146.850006,77600,107.033905
"2006-10-20",146.649994,147.199997,144.779999,145.610001,120500,106.130119
"2006-10-23",145.610001,148.429993,144.949997,148.25,87100,108.054329
"2006-10-24",147.600006,148.660004,146.580002,147,76900,107.143234
"2006-10-25",147,147.960007,146.130005,147.009995,38000,107.150543
"2006-10-26",148.5,152.110001,146.869995,151.970001,196400,110.765709
"2006-10-27",151.5,152.929993,149.350006,149.5,161600,108.965408
"2006-10-30",149,158.5,146.5,155,632900,112.974159
"2006-10-31",156.5,157.029999,150.399994,150.839996,425100,109.942093
"2006-11-01",149.600006,150.729996,147.020004,149.050003,562800,108.637398
"2006-11-02",148.800003,149.479996,146.699997,146.970001,234400,107.121399
"2006-11-03",148.25,148.75,144.520004,145.350006,137300,105.940613
"2006-11-06",145,145.809998,143.759995,144.270004,339000,105.15345
"2006-11-07",144.029999,146.009995,144.029999,145.809998,308000,106.275894
"2006-11-08",145.809998,145.869995,143.160004,144.449997,187600,105.284645
"2006-11-09",144.399994,144.529999,142.699997,143.229996,220100,104.395424
"2006-11-10",144.300003,144.300003,140.809998,141.759995,220300,103.323997
"2006-11-13",141.5,142.830002,140.809998,141.619995,137100,103.221954
"2006-11-14",142.25,142.869995,140.720001,141.619995,102600,103.221954
"2006-11-15",142.350006,144.779999,142.350006,144,219200,104.95665
"2006-11-16",144.25,145.660004,144.070007,145.380005,193700,105.962479
"2006-11-17",145.380005,147.75,145.380005,147.169998,187700,107.267143
"2006-11-20",146.800003,148.550003,146.050003,148.550003,253900,108.273003
"2006-11-21",148.800003,151.490005,148.75,149.100006,137600,108.673897
"2006-11-22",149.25,150.320007,148.759995,150.160004,91300,109.446449
"2006-11-24",150.300003,150.619995,148.160004,149.75,35700,109.147614
"2006-11-27",150.25,150.25,146.350006,146.979996,373800,107.128632
"2006-11-28",147.179993,147.350006,144.220001,145.210007,195400,105.838577
"2006-11-29",144.800003,145.490005,143.850006,144.600006,435200,105.393997
"2006-11-30",143.75,144.580002,142.880005,143.369995,238300,104.801865
"2006-12-01",143.380005,143.800003,140.929993,142.300003,89800,104.019707
"2006-12-04",143.100006,145.869995,143.100006,145.740005,124700,106.534294
"2006-12-05",145.399994,147.270004,145.149994,146.699997,221700,107.236015
"2006-12-06",146.5,147.990005,146.149994,147.089996,109700,107.521149
"2006-12-07",148.089996,149.679993,147.169998,147.820007,158300,108.054771
"2006-12-08",147.649994,148.070007,146.300003,147.149994,99800,107.565002
"2006-12-11",149.5,149.5,145.300003,145.300003,79900,106.212677
"2006-12-12",145.419998,146.5,144.059998,146.100006,107300,106.79744
"2006-12-13",144.600006,146.5,144.600006,146.179993,123500,106.855896
"2006-12-14",146.399994,148.130005,146.050003,146.059998,92400,106.768219
"2006-12-15",146.25,146.279999,145.149994,145.860001,116200,106.622002
"2006-12-18",146.610001,146.610001,144.169998,144.990005,106100,105.986031
"2006-12-19",144.5,145.860001,144,145.75,83800,106.541634
"2006-12-20",144.899994,148.149994,144.809998,146.860001,112100,107.353012
"2006-12-21",148.25,150.440002,148.039993,149.399994,190100,109.209724
"2006-12-22",149.300003,150.080002,149,149.550003,127300,109.319382
"2006-12-26",149.300003,150.149994,149,149.139999,75700,109.019661
"2006-12-27",149.139999,152.270004,149.139999,151.649994,91900,110.854485
"2006-12-28",151.899994,153.5,151.600006,153.5,119800,112.206757
"2006-12-29",153.5,153.75,151.699997,151.899994,81900,111.037148
"2007-01-03",152.899994,158.410004,152.899994,155.119995,243200,113.391006
"2007-01-04",155.25,157.830002,153.5,156.789993,248600,114.611748
"2007-01-05",156.800003,157.509995,156.119995,156.75,165500,114.582474
"2007-01-08",158,159.789993,156.600006,159.639999,260600,116.695053
"2007-01-09",160,161.350006,159.669998,160.649994,243200,117.433372
"2007-01-10",160.449997,164.919998,158.899994,164.899994,293800,120.540047
"2007-01-11",165.050003,168.389999,164.899994,168.020004,313500,122.820755
"2007-01-12",167.020004,173.889999,167.020004,172.5,427900,126.09552
"2007-01-16",173,173.490005,169.309998,171.460007,333200,125.33532
"2007-01-17",171.979996,175.100006,171.309998,173.190002,210900,126.599899
"2007-01-18",173.690002,173.899994,169.419998,170.059998,305700,124.311905
"2007-01-19",170.600006,170.600006,168.880005,169.679993,159100,124.034142
"2007-01-22",169.899994,170.559998,168.600006,169.279999,219600,123.741783
"2007-01-23",175,176.899994,168.699997,176.149994,786900,128.763733
"2007-01-24",171.160004,173.059998,166.619995,171.990005,1242700,125.722763
"2007-01-25",171.899994,172.899994,168.899994,169.699997,390900,124.04882
"2007-01-26",169.020004,170,167.509995,169.169998,303800,123.661392
"2007-01-29",170.669998,171.369995,168.160004,168.580002,198000,123.230095
"2007-01-30",168.830002,169.059998,165.660004,168.119995,428000,122.89386
"2007-01-31",166.25,168.779999,166,167.759995,214700,122.630676
"2007-02-01",169.5,170.979996,167.979996,169.320007,303700,123.771011
"2007-02-02",169.320007,170,168.149994,169.080002,183600,123.595573
"2007-02-05",169.889999,171.259995,169.419998,170.649994,293000,124.743248
"2007-02-06",170.009995,171.160004,169.610001,170.800003,157900,124.852898
"2007-02-07",171.949997,172.729996,171.179993,172.539993,243800,126.124832
"2007-02-08",173.050003,174.589996,173.050003,173.440002,326700,126.7827
"2007-02-09",176.860001,180.300003,172.699997,173.679993,324700,126.958084
"2007-02-12",173.020004,173.419998,170.100006,171.320007,314700,125.232986
"2007-02-13",172,172.600006,170.070007,170.509995,183200,124.6409
"2007-02-14",170.259995,174.360001,170.259995,172.139999,466400,125.83239
"2007-02-15",171.899994,176.110001,170.75,175.589996,419900,128.354263
"2007-02-16",176.080002,176.600006,172.600006,173.539993,179300,126.855835
"2007-02-20",173.899994,175,172.850006,174,219000,127.192017
"2007-02-21",173.350006,173.949997,172.550003,172.639999,188800,126.197884
"2007-02-22",174.600006,175.899994,173.720001,175.009995,304300,127.930328
