"","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"2009-07-21",18.205999,18.299999,17.941999,18.094,14494000,17.10799
"2009-07-22",17.900999,18.254999,17.799999,18.148001,12907000,17.159054
"2009-07-23",18.259001,18.657,18.086,18.587,15084000,17.574129
"2009-07-24",18.413,18.91,18.386999,18.547001,20194000,17.536306
"2009-07-27",18.794001,19.299999,18.735001,18.913,25343000,17.88236
"2009-07-28",18.893999,18.893999,18.556999,18.694,15162000,17.675295
"2009-07-29",18.552999,18.867001,18.438,18.855,18070000,17.827528
"2009-07-30",20.598,20.927,19.388,19.410999,68013000,18.353228
"2009-07-31",19.431,19.788,19.246,19.403,30839000,18.345661
"2009-08-03",19.621,20.086,19.551001,20.066,17599000,18.972536
"2009-08-04",19.851999,20.311001,19.750999,20.309999,15904000,19.203238
"2009-08-05",20.309999,20.4,20,20.298,12489000,19.191891
"2009-08-06",20.275,20.441,20.059999,20.148001,16211000,19.05006
"2009-08-07",20.382999,20.6,20.306999,20.434,11739000,19.320478
"2009-08-10",20.479,20.49,20.101,20.233999,7848000,19.131376
"2009-08-11",20.198999,20.445,20.145,20.268999,13147000,19.164469
"2009-08-12",20.120001,20.548,20.030001,20.431999,11993000,19.318588
"2009-08-13",20.457001,20.694,20.348,20.396999,14863000,19.28549
"2009-08-14",20.388,20.622999,20.156,20.261,11572000,19.1569
"2009-08-17",19.6,19.990999,19.594,19.594,12904000,18.526258
"2009-08-18",19.684999,19.917,19.684999,19.816999,6730000,18.737099
"2009-08-19",19.693001,19.822001,19.535,19.73,9424000,18.654842
"2009-08-20",19.641001,20.319,19.627001,20.302,10720000,19.195669
"2009-08-21",20.503,20.806999,20.224001,20.725,15445000,19.595619
"2009-08-24",20.805,20.978001,20.316,20.423,11758000,19.31008
"2009-08-25",20.688999,21.110001,20.628,20.893,14856000,19.754465
"2009-08-26",20.815001,20.815001,20.42,20.669001,12916000,19.542669
"2009-08-27",20.65,20.688999,20.299999,20.66,8973000,19.534159
"2009-08-28",20.780001,20.815001,20.330999,20.357,10355000,19.247679
"2009-08-31",20.208,20.322001,19.959999,20.263,14093000,19.158796
"2009-09-01",20.169001,20.718,20.066999,20.066999,16628000,18.973478
"2009-09-02",20,20.253,19.905001,20.045,8922000,18.952677
"2009-09-03",20.245001,20.481001,20.114,20.34,15115000,19.231604
"2009-09-04",20.344999,20.690001,20.305,20.605,8491000,19.482161
"2009-09-08",20.809999,20.931,20.6,20.745001,9941000,19.614527
"2009-09-09",20.937,21.169001,20.725,21.031,18796000,19.884949
"2009-09-10",20.999001,21.211,20.926001,21.16,9053000,20.006908
"2009-09-11",21.288,21.288,20.841,20.881001,11868000,19.74312
"2009-09-14",20.745001,20.848,20.632,20.799,13928000,19.665588
"2009-09-15",20.896,21.563999,20.837999,21.403,22633000,20.23667
"2009-09-16",21.496,22.136,21.41,21.976,19989000,20.778454
"2009-09-17",21.983999,22.152,21.83,22.02,13215000,20.820049
"2009-09-18",22.18,22.357,21.754999,22.357,53832000,21.138687
"2009-09-21",22.291,22.583,22.172001,22.261999,13176000,21.048868
"2009-09-22",22.478001,22.5,22.188999,22.458,11804000,21.234186
"2009-09-23",22.582001,22.582001,21.915001,21.938999,14097000,20.743462
"2009-09-24",21.959999,21.974001,21.417999,21.493999,15567000,20.322708
"2009-09-25",21.434999,21.434999,20.406,20.469999,41696000,19.354511
"2009-09-28",20.537001,20.958,20.423,20.813999,19454000,19.679768
"2009-09-29",20.945,21.287001,20.584999,20.674,22336000,19.547398
"2009-09-30",20.858,20.858999,20.110001,20.215,24555000,19.113409
"2009-10-01",20.207001,20.393,19.916,19.941,18071000,18.854342
"2009-10-02",19.716,20,19.695,19.969,18824000,18.880817
"2009-10-05",20.051001,20.17,19.785,20.052999,20026000,18.960241
"2009-10-06",20.294001,20.385,19.990999,20.075001,18787000,18.981043
"2009-10-07",20.112,21.15,20.082001,21.09,32571000,19.955637
"2009-10-08",21.089001,21.545,21,21.096001,23425000,19.961317
"2009-10-09",21.1,21.483,21.024,21.441999,13852000,20.288704
"2009-10-12",21.856001,22,21.429001,21.6,13797000,20.438208
"2009-10-13",21.582001,21.827,21.414,21.736,11629000,20.566891
"2009-10-14",22.099001,22.195,21.653,21.948,18604000,20.76749
"2009-10-15",21.75,22.723,21.691999,22.535999,24368000,21.32387
"2009-10-16",22.379999,22.591,22.18,22.386999,13005000,21.182873
"2009-10-19",22.4,22.610001,22.187,22.559999,9325000,21.346579
"2009-10-20",22.716999,22.716999,22.306999,22.5,8454000,21.289799
"2009-10-21",22.334,23.216,22.334,22.566999,14613000,21.353197
"2009-10-22",22.65,22.948,22.351,22.927999,11034000,21.694777
"2009-10-23",23.129,23.225,22.737,22.996,15651000,21.759125
"2009-10-26",23.065001,23.139,22.075001,22.075001,18327000,20.887661
"2009-10-27",22.106001,22.319,21.917999,22.055,19653000,20.868736
"2009-10-28",22.190001,22.889999,21.952999,22.049999,30073000,20.863998
"2009-10-29",22.348,22.879999,22.267,22.792,17535000,21.566099
"2009-10-30",22.568001,22.639999,21.799999,21.902,25534000,20.723967
"2009-11-02",22.1,22.556,21.851,22.264999,22586000,21.067446
"2009-11-03",22.497999,22.615,20.957001,21.92,57844000,20.740995
"2009-11-04",22.011,22.879,22.011,22.497999,34795000,21.287912
"2009-11-05",22.799999,23.025999,22.454,23.025,18812000,21.786566
"2009-11-06",22.775999,23.718,22.728001,23.690001,24834000,22.415792
"2009-11-09",23.85,24.292999,23.5,24.219,27818000,22.91634
"2009-11-10",24.138,24.15,23.746,23.867001,19921000,22.583277
"2009-11-11",23.903,24.283001,23.641001,23.790001,17284000,22.510416
"2009-11-12",23.749001,24.165001,23.562,23.688999,13814000,22.414846
"2009-11-13",23.76,23.85,23.264,23.472,14936000,22.209518
"2009-11-16",23.643,23.674999,22.892,23.08,26591000,21.838604
"2009-11-17",22.975,23.145,22.914,23.1,18894000,21.857529
"2009-11-18",23.004999,23.193001,22.591,22.728001,20717000,21.505539
"2009-11-19",22.577,23.596001,22.287001,23.009001,43957000,21.771427
"2009-11-20",22.974001,23.174,22.844,23.115999,18119000,21.872669
"2009-11-23",23.349001,23.629,23.278999,23.618999,13152000,22.348608
"2009-11-24",23.684999,23.813,23.402,23.764999,10483000,22.486761
"2009-11-25",23.846001,24.058001,23.761999,23.983999,11677000,22.693975
"2009-11-27",23.452,23.84,23.450001,23.559,6481000,22.291838
"2009-11-30",23.695,24.086,23.608,24.086,13921000,22.790497
"2009-12-01",24.195,24.396999,24.086,24.299,13805000,22.992033
"2009-12-02",24.223,24.688999,24.191,24.242001,13979000,22.938107
"2009-12-03",24.382999,24.476,23.541,23.615999,12077000,22.345772
"2009-12-04",24,24.316,23.551001,24.132999,14319000,22.834974
"2009-12-07",23.950001,24.249001,23.754999,23.893999,7632000,22.608822
"2009-12-08",23.799999,23.972,23.669001,23.861,6940000,22.577599
"2009-12-09",23.785,24.326,23.745001,24.294001,9223000,22.987309
"2009-12-10",24.469,24.547001,24.197001,24.412001,9749000,23.098959
"2009-12-11",24.583,24.6,24.360001,24.393999,8449000,23.08193
"2009-12-14",24.700001,24.775999,24.239,24.747999,12555000,23.416893
"2009-12-15",24.679001,24.964001,24.472,24.555,15150000,23.234266
"2009-12-16",24.541,24.768,24.500999,24.639999,13842000,23.314695
"2009-12-17",24.545,24.889999,24.5,24.775,12834000,23.44243
"2009-12-18",24.924999,25.572001,24.886,25.483999,25076000,24.1133
"2009-12-21",25.6,25.65,25.371,25.535999,9225000,24.162508
"2009-12-22",25.583,25.815001,25.499001,25.562,8462000,24.187113
"2009-12-23",25.6,25.76,25.382999,25.532,8198000,24.158726
"2009-12-24",25.458,25.690001,25.450001,25.542,2752000,24.168184
"2009-12-28",25.59,25.745001,25.299999,25.698,7095000,24.315788
"2009-12-29",25.77,25.9,25.705999,25.836,6106000,24.446365
"2009-12-30",25.839001,25.871,25.68,25.798,4156000,24.410412
"2009-12-31",25.863001,25.863001,25.48,25.598,9898000,24.22117
"2010-01-04",25.799,25.82,25.607,25.684,9321000,24.302549
"2010-01-05",25.784,25.796,25.305,25.608,12906000,24.230629
"2010-01-06",25.624001,25.624001,25.25,25.556,10785000,24.195604
"2010-01-07",25.34,25.406,25.098,25.389,11273000,24.037493
"2010-01-08",25.233,25.492001,25.17,25.398001,8635000,24.046015
"2010-01-11",25.457001,25.535999,24.788,24.98,11171000,23.650263
"2010-01-12",24.959,25.294001,24.856001,24.966,8595000,23.637011
"2010-01-13",25.181,25.624001,24.966,25.615,8585000,24.251459
"2010-01-14",25.625,26.184,25.450001,26.048,12433000,24.661409
"2010-01-15",26.181,26.587999,26.055,26.264999,19419000,24.866858
"2010-01-19",26.25,26.988001,26.17,26.475,14633000,25.065681
"2010-01-20",26.301001,26.615,26.219999,26.339001,10211000,24.93692
"2010-01-21",26.355,26.700001,25.611,25.851,14131000,24.474894
"2010-01-22",25.739,26.099001,25.108,25.181,13251000,23.840563
"2010-01-25",25.34,25.423,24.849001,25.245001,10811000,23.901154
"2010-01-26",25.202,25.313,24.805,24.861,11194000,23.537598
"2010-01-27",24.968,25.643,24.834999,25.632999,10066000,24.268499
"2010-01-28",25.629999,25.795,24.583,24.945,16120000,23.61713
"2010-01-29",25.115999,25.514,24.909,24.99,15042000,23.659731
"2010-02-01",25.113001,25.650999,25.108999,25.341999,9329000,23.992985
"2010-02-02",25.620001,25.629999,25.181,25.256001,13404000,23.91157
"2010-02-03",25.245001,25.4,24.705999,24.757999,17961000,23.440083
"2010-02-04",23.434,23.552999,22.089001,22.211,108380000,21.028666
"2010-02-05",22.540001,22.540001,21.715,22.073999,58136000,20.898956
"2010-02-08",22.1,22.846001,22.017,22.639999,28165000,21.43482
"2010-02-09",22.860001,22.865,22.299999,22.344999,16486000,21.155533
"2010-02-10",22.17,22.785999,22.17,22.690001,18326000,21.482168
"2010-02-11",22.690001,22.929001,22.482,22.9,12221000,21.680986
"2010-02-12",22.775,22.775,22.465,22.548,14838000,21.347723
"2010-02-16",22.66,22.816999,22.450001,22.530001,17568000,21.330685
"2010-02-17",22.559999,22.605,22.343,22.483,12500000,21.286179
"2010-02-18",22.43,22.43,22.160999,22.200001,17281000,21.01825
"2010-02-19",22.191999,22.389,21.959999,22.263,17620000,21.077894
"2010-02-22",22.284,22.695,22.284,22.424,10856000,21.230326
"2010-02-23",22.322001,22.368999,21.937,22.202,16517000,21.020142
"2010-02-24",22.202,22.311001,21.9,22.174999,15190000,20.994583
"2010-02-25",21.955,22.315001,21.643,22.149,19896000,20.969961
"2010-02-26",22.298,22.514,22.106001,22.437,10947000,21.242634
"2010-03-01",22.594,23.285999,22.538,23.274,24265000,22.035074
"2010-03-02",23.229,23.353001,22.907,23.181,13247000,21.947027
"2010-03-03",23.183001,23.448999,23.1,23.215,13620000,21.979218
"2010-03-04",23.173,23.346001,22.982,23.299999,10161000,22.0597
"2010-03-05",23.365999,23.98,23.271,23.954,32910000,22.678881
"2010-03-08",23.909,24.708,23.839001,24.561001,29561000,23.253569
"2010-03-09",24.504999,25.188999,24.466,24.648001,21849000,23.335939
"2010-03-10",24.709999,25.049999,24.608,24.959999,19561000,23.631329
"2010-03-11",24.805,25.049999,24.614,25.018999,11508000,23.687183
"2010-03-12",25.106001,25.177,24.853001,24.997,8736000,23.666357
"2010-03-15",25.098,25.098,24.594999,25.007999,11262000,23.676771
"2010-03-16",25.025,25.129999,24.691999,24.934,9672000,23.606707
"2010-03-17",24.968,25.1,24.68,24.865,11144000,23.541386
"2010-03-18",24.882999,24.882999,24.462,24.629999,7593000,23.318893
"2010-03-19",24.436001,24.808001,24.254999,24.436001,9801000,23.135223
"2010-03-22",24.278999,24.823999,24.225,24.708,8089000,23.392746
"2010-03-23",24.707001,25.065001,24.438,24.559,11016000,23.25168
"2010-03-24",24.52,24.688,24.395,24.468,7700000,23.165514
"2010-03-25",24.643999,25.028999,24.608999,24.608999,13145000,23.299013
"2010-03-26",24.725,24.875,24.507,24.624001,10836000,23.31321
"2010-03-29",24.693001,24.924,24.660999,24.801001,7287000,23.480793
"2010-03-30",24.923,25.382999,24.92,25.240999,12046000,23.897364
"2010-03-31",25.219999,25.427999,25.142,25.4,9333000,24.047901
"2010-04-01",25.555,25.589001,25.205999,25.393999,11188000,24.042233
"2010-04-05",25.452999,25.627001,25.287001,25.558001,7457000,24.197495
"2010-04-06",25.485001,26.1,25.48,25.875,13992000,24.497623
"2010-04-07",25.889999,25.955,25.490999,25.566,7831000,24.21911
"2010-04-08",25.406,25.73,25.406,25.688,6402000,24.334686
"2010-04-09",25.875,25.999001,25.681999,25.888,4966000,24.524149
"2010-04-12",25.830999,26.1,25.827999,25.957001,6537000,24.589514
"2010-04-13",25.870001,26.054001,25.721001,25.85,7131000,24.488146
"2010-04-14",25.907,26.423,25.801001,26.313,11661000,24.926756
"2010-04-15",26.459999,26.466,26.225,26.263,6282000,24.879395
"2010-04-16",26.103001,26.372,25.826,25.950001,11495000,24.58288
"2010-04-19",25.882999,26.153,25.472,25.73,9559000,24.374468
"2010-04-20",25.895,26.288,25.716999,26.139,7375000,24.761923
"2010-04-21",26.334999,26.334999,25.878,26.059,5035000,24.686136
"2010-04-22",25.879999,26.252001,25.201,26.16,8638000,24.781818
"2010-04-23",26.361,26.757999,26.200001,26.722,10379000,25.314207
"2010-04-26",26.816,26.922001,26.568001,26.577999,7095000,25.177794
"2010-04-27",26.579,26.579,25.483999,25.485001,10947000,24.142378
"2010-04-28",25.653999,25.73,25.058001,25.299999,17995000,23.967121
"2010-04-29",25.372,25.844,25.179001,25.538,14089000,24.192589
"2010-04-30",25.721001,25.74,24.599001,24.804001,16675000,23.497255
"2010-05-03",25.118999,25.139,24.454,25.073999,16928000,23.753025
"2010-05-04",25.337,25.743999,24.830999,25.125,29370000,23.801348
"2010-05-05",24.799999,24.899,23.601,23.794001,25627000,22.540466
"2010-05-06",23.541,23.799,21.1,23.030001,34273000,21.816708
"2010-05-07",22.834999,23.398001,22.204,22.309,29304000,21.133698
"2010-05-10",23.399,23.612,22.833,23.031,29826000,21.817657
"2010-05-11",22.740999,22.749001,22.124001,22.323999,29271000,21.147907
"2010-05-12",22.5,23.622,22.459,23.261999,29123000,22.036493
"2010-05-13",23.27,23.992001,23.056,23.231001,22049000,22.007124
"2010-05-14",21.530001,22.002001,20.907,21.245001,101983000,20.125753
"2010-05-17",21.524,21.667,20.819,21.080999,34138000,19.970392
"2010-05-18",21.294001,21.462,19.558001,20.281,70828000,19.212542
"2010-05-19",20.305,21.325001,19.605,20.245001,91584000,19.178434
"2010-05-20",19.666,20.999001,19.666,20.549999,51156000,19.467367
"2010-05-21",20.239,21.733999,20.218,21.385,43426000,20.258377
"2010-05-24",21.539,21.649,20.983999,20.983999,17858000,19.878498
"2010-05-25",20.407,20.865999,20.381001,20.687,22472000,19.597157
"2010-05-26",21.031,21.295,20.5,20.5,21772000,19.42
"2010-05-27",21.025,21.128,20.58,20.780001,19644000,19.685251
"2010-05-28",20.737,20.823999,20.115,20.177,25471000,19.114017
"2010-06-01",20.1,20.370001,19.975,20.039,22633000,18.98329
"2010-06-02",20.132999,20.188999,19.962,20.101999,20431000,19.042971
"2010-06-03",20.131001,20.363001,20.125,20.200001,19643000,19.135807
"2010-06-04",19.950001,20.087,19.65,19.667,33167000,18.630884
"2010-06-07",19.729,20.549999,19.726999,20.007,26819000,18.952974
"2010-06-08",20.112,20.233,19.535,19.754,33612000,18.713299
"2010-06-09",19.799999,20.062,19.375999,19.546,26857000,18.51626
"2010-06-10",19.823999,20.629999,19.799999,20.511999,45764000,19.431366
"2010-06-11",20.4,20.544001,20.156,20.488001,19569000,19.408638
"2010-06-14",20.684,20.731001,20.311001,20.417,12166000,19.341375
"2010-06-15",20.545,20.974001,20.288,20.957001,18280000,19.852926
"2010-06-16",20.715,21.146999,20.627001,21.062,15745000,19.952385
"2010-06-17",21.215,21.716999,21.111,21.4,22337000,20.272585
"2010-06-18",21.548,21.643999,21.239,21.426001,13863000,20.297216
"2010-06-21",21.573,23.048,21.271999,22.334,53737000,21.157383
"2010-06-22",22.334,22.698,22.058001,22.094,22197000,20.930023
"2010-06-23",22.176001,22.226,21.546,21.985001,13795000,20.826767
"2010-06-24",21.775,22.1,21.336,21.489,12283000,20.356899
"2010-06-25",21.466999,21.839001,21.118,21.839001,18498000,20.688463
"2010-06-28",21.799999,21.908001,21.113001,21.152,12425000,20.037657
"2010-06-29",21,21,20.115,20.299,17984000,19.229588
"2010-06-30",20.332001,20.566,19.943001,19.952999,27037000,18.901817
"2010-07-01",19.955,20.447001,19.471001,20.27,17029000,19.216568
"2010-07-02",20.486,20.489,20.07,20.277,8444000,19.223198
"2010-07-06",20.399,20.6,19.806,20.003,16346000,18.96344
"2010-07-07",20.056999,20.757,20.056999,20.757,12675000,19.678255
"2010-07-08",20.818001,21,20.667,20.966999,9491000,19.87734
"2010-07-09",21.077999,21.552,20.855,21.552,11867000,20.431938
"2010-07-12",21.302999,21.584999,21.129999,21.367001,7162000,20.256552
"2010-07-13",21.639999,21.688,21.08,21.462999,16830000,20.347561
"2010-07-14",21.5,21.599001,21.214001,21.316999,8180000,20.209154
"2010-07-15",21.406,21.406,20.863001,21.181,8167000,20.080223
"2010-07-16",20.643999,20.681999,19.722,19.722,28878000,18.697046
"2010-07-19",19.766001,19.948,19.407,19.583,23196000,18.565271
"2010-07-20",19.299999,20.538,19.299999,20.530001,17403000,19.463053
"2010-07-21",20.698,20.787001,20.129,20.15,11656000,19.102798
"2010-07-22",20.493999,20.93,20.35,20.84,9643000,19.756937
"2010-07-23",20.82,21.327,20.768999,21.294001,9821000,20.187347
"2010-07-26",21.365,21.705,21.139999,21.283001,9821000,20.176918
"2010-07-27",21.455,21.556,21.239,21.423,7514000,20.309641
"2010-07-28",21.273001,21.49,21.009001,21.009001,8818000,19.917162
"2010-07-29",21.011999,21.174,20.450001,20.837,14649000,19.754095
"2010-07-30",20.551001,21.041,20.551001,21.004,7863000,19.912413
"2010-08-02",20.747999,20.812,20.118,20.252001,29181000,19.199499
"2010-08-03",19.857,20.459999,19.799999,20.091,31650000,19.046869
"2010-08-04",20.259001,20.539,20.000999,20.530001,17868000,19.463053
"2010-08-05",20.393999,20.539,20.107,20.163,18692000,19.115124
"2010-08-06",20,20.799999,20,20.742001,18455000,19.664036
"2010-08-09",20.959999,21.507,20.816,21.489,19632000,20.372211
"2010-08-10",21.375,21.740999,21.17,21.635,16622000,20.510624
"2010-08-11",21.252001,21.466,20.966,20.966,16610000,19.87639
"2010-08-12",20.82,21.333,20.700001,21.183001,11462000,20.082125
"2010-08-13",21.284,21.299999,21.039,21.063999,8246000,19.969294
"2010-08-16",20.919001,21.233999,20.802,21.044001,6006000,19.950338
"2010-08-17",21.125,21.499001,21.062,21.403,7613000,20.290686
"2010-08-18",21.5,21.514,21.219,21.285999,5574000,20.179764
"2010-08-19",21.274,21.396,20.860001,20.889,8567000,19.803392
"2010-08-20",20.827,21.039,20.481001,20.636999,7899000,19.564489
"2010-08-23",20.833,20.854,20.468,20.518999,6293000,19.452621
"2010-08-24",20.365999,20.527,20.219,20.250999,15151000,19.198549
"2010-08-25",20.142,20.766001,20.106001,20.611,8058000,19.539848
"2010-08-26",20.700001,20.818001,20.287001,20.316999,6801000,19.261122
"2010-08-27",20.421,20.662001,20.15,20.662001,5447000,19.588188
"2010-08-30",20.764999,20.764999,20.232,20.27,4973000,19.216568
"2010-08-31",20.200001,20.242001,19.705999,19.836,18184000,18.805124
"2010-09-01",20.099001,20.296,19.950001,20.108,13209000,19.062988
"2010-09-02",20.264,20.473,20.112,20.473,8231000,19.409014
"2010-09-03",20.65,20.749001,20.547001,20.698,6988000,19.62232
"2010-09-07",20.465,20.593,20.000999,20.052,10815000,19.009899
"2010-09-08",19.952,20.17,19.431999,19.440001,21383000,18.429703
"2010-09-09",19.701,19.708,19.120001,19.198,21207000,18.200279
"2010-09-10",19.273001,19.827999,19.246,19.813999,14930000,18.784262
"2010-09-13",19.667,19.67,19.1,19.302999,39157000,18.29982
"2010-09-14",19.336,20.125,19.323999,19.975,22223000,18.936901
"2010-09-15",20.416,21.302999,20.414,21.018,45712000,19.925694
"2010-09-16",21.07,21.337999,20.825001,21.028999,21782000,19.936113
"2010-09-17",21.15,21.434999,20.996,21.367001,18033000,20.256552
"2010-09-20",21.4,21.871,21.152,21.871,17232000,20.734358
"2010-09-21",21.837,21.944,21.469,21.698999,17864000,20.571299
"2010-09-22",21.625,21.989,21.412001,21.903,13085000,20.764696
"2010-09-23",21.712,22.318001,21.712,21.943001,18314000,20.802624
"2010-09-24",22.129999,22.299999,21.959999,22.157,11947000,21.005493
"2010-09-27",22.1,22.450001,22.080999,22.237,9131000,21.081341
"2010-09-28",22.261999,22.34,22.035,22.299999,9990000,21.141066
"2010-09-29",22.236,22.412001,22.155001,22.263,11578000,21.105986
"2010-09-30",22.381001,22.629999,22.275999,22.4,12062000,21.235868
"2010-10-01",22.5,22.6,22.27,22.478001,9572000,21.309816
"2010-10-04",22.558001,22.716,21.9,22.264,14600000,21.106932
"2010-10-05",22.601999,22.799,22.427,22.59,12251000,21.415997
"2010-10-06",22.594999,22.594999,22.174,22.33,8055000,21.169506
"2010-10-07",22.466999,22.5,22.076,22.086,5982000,20.952255
"2010-10-08",22.111,22.305,21.93,22.259001,8618000,21.116385
"2010-10-11",22.231001,22.423,22.110001,22.285999,4560000,21.141993
"2010-10-12",22.164,22.266001,22,22.212999,6982000,21.072737
"2010-10-13",22.299999,23.141001,22.282,23.089001,18800000,21.903769
"2010-10-14",23.082001,23.434999,22.926001,23.266001,19475000,22.071692
"2010-10-15",23.368,23.563999,23.103001,23.370001,10996000,22.170351
"2010-10-18",23.49,23.684,23.422001,23.545,8128000,22.336361
"2010-10-19",23.361,24.056,23.25,23.705,15936000,22.488153
"2010-10-20",23.714001,24.16,23.483999,24.052,9217000,22.817341
"2010-10-21",24.044001,24.625,24.044001,24.319,11449000,23.070631
"2010-10-22",24.4,24.523001,24.110001,24.264,6182000,23.018461
"2010-10-25",24.41,24.85,24.327999,24.514999,9933000,23.256573
"2010-10-26",24.5,24.594999,24.268,24.351999,9054000,23.101944
"2010-10-27",24.259001,24.622,24.259001,24.576,9034000,23.314445
"2010-10-28",24.490999,24.490999,23.742001,23.952,13105000,22.722471
"2010-10-29",23.995001,24.349001,23.93,24.006001,8065000,22.773697
"2010-11-01",24.261,24.295,23.823,23.899,8713000,22.672201
"2010-11-02",24.75,24.829,24.318001,24.598,18490000,23.33531
"2010-11-03",24.67,25.200001,24.65,25.183001,15721000,23.890278
"2010-11-04",25.25,25.497999,25.129999,25.489,11751000,24.180578
"2010-11-05",25.649,25.688999,25.365999,25.629,10195000,24.313387
"2010-11-08",25.5,25.587999,25.125,25.275999,8045000,23.978514
"2010-11-09",25.312,25.379999,25.066,25.152,6244000,23.86087
"2010-11-10",25.201,25.4,25.09,25.357,5776000,24.055355
"2010-11-11",25.207001,25.487,25.141001,25.207001,4812000,23.913054
"2010-11-12",25.002001,25.1,24.261,24.316999,11052000,23.068739
"2010-11-15",24.282,24.749001,23.973,24.292999,8058000,23.045967
"2010-11-16",24.07,24.07,23.271999,23.306,14991000,22.109634
"2010-11-17",23.374001,23.905001,23.291,23.457001,10875000,22.252886
"2010-11-18",23.806999,24.360001,23.67,24.249001,10571000,23.004227
"2010-11-19",24.423,24.499001,24.174999,24.388,9330000,23.136093
"2010-11-22",24.252001,24.416,24.1,24.341,6292000,23.091505
"2010-11-23",24.152,24.236,23.548,23.565001,11405000,22.355343
"2010-11-24",23.65,24.086,23.65,23.778999,9015000,22.558352
"2010-11-26",23.694,23.694,23.299999,23.514999,7351000,22.307905
"2010-11-29",23.49,23.606001,23.000999,23.556,8736000,22.346804
"2010-11-30",23.379999,23.857,23.301001,23.702999,15648000,22.48625
"2010-12-01",24.191999,25,24.066,24.819,14105000,23.544968
"2010-12-02",24.809999,24.919001,24.528,24.919001,10802000,23.639835
"2010-12-03",24.799,24.938999,24.518,24.908001,7642000,23.629404
"2010-12-06",24.725,25.360001,24.725,25.316,7605000,24.016455
"2010-12-07",25.451,25.566,24.650999,24.677999,8389000,23.411207
"2010-12-08",24.669001,25.075001,24.618,25.063999,8361000,23.77739
"2010-12-09",25.049,25.414,24.68,25.122,7740000,23.832415
"2010-12-10",25.153,25.476,25.033001,25.476,8104000,24.168242
"2010-12-13",25.458,26.072001,25.254999,25.934999,13835000,24.603678
"2010-12-14",25.955,26,25.370001,25.412001,7172000,24.107531
"2010-12-15",25.497,25.6,24.790001,24.922001,12579000,23.642683
"2010-12-16",25,25.400999,21.83,22.349001,90628000,21.201769
"2010-12-17",22.417999,22.521999,21.5,22.125999,63476000,20.990215
"2010-12-20",22.129999,22.489,22.101,22.354,27406000,21.206503
"2010-12-21",22.48,22.6,21.851,21.978001,32115000,20.849808
"2010-12-22",21.959999,22.146999,21.542,21.74,24424000,20.62402
"2010-12-23",21.729,21.847,21.674,21.83,12985000,20.709406
"2010-12-27",21.83,22.518,21.754,22.465,14670000,21.311804
"2010-12-28",22.500999,22.674999,22.309,22.452,9294000,21.299471
"2010-12-29",22.440001,22.613001,22.370001,22.546,6478000,21.388645
"2010-12-30",22.5,22.6,22.354,22.372,7649000,21.223576
"2010-12-31",22.353001,22.568001,22.305,22.410999,3826000,21.260574
"2011-01-03",22.643999,22.648001,21.933001,22.084999,19272000,20.951311
"2011-01-04",22.122999,22.370001,22.087999,22.370001,13638000,21.221678
"2011-01-05",22.370001,23.183001,22.368999,23.028999,27856000,21.846855
"2011-01-06",23.159,23.264999,22.809999,23.112,15872000,21.939886
"2011-01-07",23.114,23.348,22.903999,23.108999,13989000,21.937037
"2011-01-10",23.135,23.215,22.910999,23.02,10565000,21.852554
"2011-01-11",23.120001,23.200001,22.839001,22.940001,8972000,21.776609
"2011-01-12",23.059999,23.283001,22.973,23.283001,10265000,22.102213
"2011-01-13",23.284,23.351,23.129,23.351,7222000,22.166759
"2011-01-14",23.368999,23.691,23.33,23.691,10951000,22.489525
"2011-01-18",23.622,23.898001,23.622,23.763,6672000,22.557867
"2011-01-19",23.672001,23.749001,23.525999,23.535999,12053000,22.342375
"2011-01-20",23.374001,23.884001,22.802999,23.51,29098000,22.317698
"2011-01-21",23.700001,23.700001,23.332001,23.353001,7896000,22.168669
"2011-01-24",23.354,23.98,23.346001,23.9,10130000,22.687927
"2011-01-25",23.899,24.193001,23.518,24.153999,13369000,22.929037
"2011-01-26",24.360001,24.360001,23.801001,24.018,6900000,22.799938
"2011-01-27",24.058001,24.124001,23.797001,23.910999,5775000,22.698364
"2011-01-28",23.916,24.052,23.457001,23.487,6191000,22.295862
"2011-01-31",23.4,23.657,23.274,23.650999,6239000,22.451553
"2011-02-01",23.031,24.188,23.031,23.815001,9623000,22.607237
"2011-02-02",23.846001,24.236,23.816999,23.938999,10310000,22.724943
"2011-02-03",23.9,24.797001,23.705,24.539,18662000,23.294516
"2011-02-04",24.58,24.943001,24.4,24.724001,7830000,23.470135
"2011-02-07",24.726999,25.136999,24.726999,24.997999,6289000,23.730238
"2011-02-08",25.198999,25.198999,24.836,24.961,5801000,23.695118
"2011-02-09",24.854,25.160999,24.75,24.85,6012000,23.589743
"2011-02-10",24.747,25.299999,24.747,25.212999,7186000,23.93433
"2011-02-11",25.075001,25.483999,25.042999,25.349001,5565000,24.063435
"2011-02-14",25.254,25.872999,25.254,25.496,11144000,24.202982
"2011-02-15",25.521,25.656,25.400999,25.610001,6887000,24.311197
"2011-02-16",25.684999,25.882999,25.378,25.438,8418000,24.147923
"2011-02-17",25.035999,25.4,24.861,25.181999,14951000,23.904907
"2011-02-18",25.200001,25.318001,24.966,25.073999,8877000,23.802387
