"","CTXS.Open","CTXS.High","CTXS.Low","CTXS.Close","CTXS.Volume","CTXS.Adjusted"
"2004-04-22",16.682592,17.383341,16.658703,16.905558,8390500,16.732378
"2004-04-23",17.001114,17.383341,16.897594,17.12056,3677800,16.945177
"2004-04-26",16.977226,17.112598,16.539257,16.54722,3924600,16.377712
"2004-04-27",16.618889,17.240005,16.427774,16.587036,4425000,16.417118
"2004-04-28",16.610926,16.618889,15.472209,15.63147,6828400,15.47134
"2004-04-29",15.679248,15.750916,15.145724,15.496099,4318800,15.337357
"2004-04-30",15.496099,15.750916,15.089982,15.169613,4681300,15.014215
"2004-05-03",15.854435,16.157032,15.440357,15.52795,6149500,15.368882
"2004-05-04",15.750916,16.300365,15.567765,16.141106,3967900,15.975757
"2004-05-05",16.085363,16.348145,16.061474,16.141106,2585500,15.975757
"2004-05-06",15.894251,16.236662,15.798694,16.053513,1717900,15.88906
"2004-05-07",15.949992,16.324255,15.910177,15.973881,2106800,15.810244
"2004-05-10",15.83851,16.220736,15.766842,16.013697,2693000,15.849651
"2004-05-11",16.125179,16.38796,16.061474,16.236662,1836900,16.070333
"2004-05-12",16.133142,16.324255,15.790731,16.268515,2388900,16.10186
"2004-05-13",16.093327,16.46759,16.093327,16.332218,1446100,16.164911
"2004-05-14",16.395924,16.443701,15.854435,16.149069,2450100,15.98364
"2004-05-17",15.878325,15.99777,15.289059,15.822583,3992800,15.660496
"2004-05-18",15.957955,16.093327,15.822583,15.846473,1268900,15.684142
"2004-05-19",16.324255,16.451664,15.727027,15.798694,3840900,15.636851
"2004-05-20",15.806657,16.141106,15.583692,15.790731,1577900,15.628971
"2004-05-21",15.981844,16.045549,15.806657,15.957955,1960400,15.794482
"2004-05-24",16.188883,16.324255,15.957955,16.172958,2785400,16.007282
"2004-05-25",16.125179,16.706482,16.085363,16.690556,2518700,16.519577
"2004-05-26",16.555183,16.770185,16.324255,16.626852,1756400,16.456528
"2004-05-27",16.690556,16.873707,16.204809,16.308329,2473400,16.141266
"2004-05-28",16.340181,16.802038,16.252588,16.698519,1767100,16.52746
"2004-06-01",16.133142,16.563147,16.045549,16.284441,3727300,16.117622
"2004-06-02",16.212772,16.268515,15.846473,16.005733,3862200,15.841771
"2004-06-03",15.854435,16.212772,15.806657,15.981844,2711500,15.818126
"2004-06-04",16.085363,16.523333,16.013697,16.053513,2680100,15.88906
"2004-06-07",16.284441,16.738335,16.204809,16.706482,2581900,16.535341
"2004-06-08",16.587036,16.93741,16.300365,16.54722,3369600,16.377712
"2004-06-09",16.523333,16.57111,16.164995,16.435738,2077200,16.26737
"2004-06-10",16.427774,16.666666,16.260551,16.364071,1607800,16.196438
"2004-06-14",15.99777,16.013697,15.687211,15.758879,4070400,15.597445
"2004-06-15",15.926103,15.989807,15.480172,15.750916,3197700,15.589563
"2004-06-16",15.727027,15.774805,15.257207,15.567765,4076200,15.408289
"2004-06-17",15.424431,15.73499,15.400541,15.52795,3693800,15.368882
"2004-06-18",15.432394,15.790731,15.3448,15.376653,4404900,15.219134
"2004-06-21",15.543877,15.567765,14.962574,15.018315,2859900,14.864468
"2004-06-22",15.225354,15.36869,14.938684,15.217391,4457300,15.061504
"2004-06-23",15.129798,15.304985,14.970537,15.241281,3401400,15.085149
"2004-06-24",15.257207,15.934066,15.257207,15.583692,3959900,15.424052
"2004-06-25",15.703137,15.846473,15.535913,15.822583,2658700,15.660496
"2004-06-28",15.798694,15.99777,15.559802,15.663322,2619900,15.502867
"2004-06-29",15.774805,16.268515,15.703137,16.10129,3808400,15.936348
"2004-06-30",16.149069,16.324255,15.981844,16.212772,2081700,16.04669
"2004-07-01",15.926103,15.926103,15.105908,15.257207,6497100,15.100913
"2004-07-02",15.312948,15.400541,14.644052,15.034241,4420200,14.88023
"2004-07-06",15.010352,15.177576,14.11849,14.301641,6443500,14.155135
"2004-07-07",14.349419,14.429049,13.680522,13.999044,8434900,13.855639
"2004-07-08",13.712375,14.182195,13.577003,13.815894,4937400,13.674364
"2004-07-09",13.83182,14.269788,13.776079,14.007008,2886400,13.86352
"2004-07-12",13.975155,14.293677,13.83182,14.253862,2751700,14.107846
"2004-07-13",14.261826,14.333492,13.608855,13.768116,2785700,13.627075
"2004-07-14",13.577003,13.815894,13.194777,13.362,3600800,13.22512
"2004-07-15",13.218665,13.895525,13.139035,13.592929,2458400,13.453683
"2004-07-16",13.744226,13.799968,13.226628,13.234591,2363200,13.099017
"2004-07-19",13.322186,13.545151,13.146998,13.314222,2303700,13.177832
"2004-07-20",13.656633,13.75219,13.234591,13.696448,2347300,13.556142
"2004-07-21",13.712375,13.991081,13.075331,13.139035,4553000,13.004439
"2004-07-22",13.346074,13.704412,12.820513,13.425705,6010200,13.288173
"2004-07-23",13.322186,13.584966,13.194777,13.298296,1823000,13.162068
"2004-07-26",13.274406,13.680522,13.258481,13.481446,2529600,13.343343
"2004-07-27",13.608855,13.855709,13.537188,13.768116,1921300,13.627075
"2004-07-28",13.776079,13.807931,13.346074,13.640707,1793700,13.500971
"2004-07-29",13.75219,13.815894,13.592929,13.807931,2176900,13.666483
"2004-07-30",13.815894,14.102564,13.792006,14.030896,1925600,13.887164
"2004-08-02",13.959229,13.975155,13.545151,13.975155,2714600,13.831994
"2004-08-03",13.991081,13.991081,13.027553,13.067368,2818100,12.933506
"2004-08-04",13.059404,13.099219,12.613474,12.661252,4687100,12.53155
"2004-08-05",12.820513,12.844402,12.215321,12.34273,3496500,12.21629
"2004-08-06",12.34273,12.406434,11.992355,12.016245,2087800,11.89315
"2004-08-09",12.03217,12.50199,11.960504,12.34273,2750500,12.21629
"2004-08-10",12.605511,12.73292,12.350693,12.724957,1893700,12.594602
"2004-08-11",12.470139,12.589584,12.294951,12.533843,1701900,12.405446
"2004-08-12",12.605511,12.629399,12.199395,12.271062,1715000,12.145357
"2004-08-13",12.223284,12.533843,12.223284,12.390508,1244800,12.26358
"2004-08-16",12.486065,12.820513,12.374582,12.701067,1288300,12.570957
"2004-08-17",12.756808,12.908107,12.557733,12.589584,1167300,12.460617
"2004-08-18",12.541806,13.210702,12.541806,13.146998,1947100,13.012321
"2004-08-19",13.059404,13.226628,12.900144,13.067368,1447000,12.933506
"2004-08-20",13.027553,13.505335,12.931995,13.330148,1280700,13.193594
"2004-08-23",13.497373,13.505335,12.97181,13.035515,2208700,12.901979
"2004-08-24",13.011626,13.075331,12.693104,12.836439,1981700,12.704944
"2004-08-25",12.868291,13.043478,12.677177,12.963848,1567800,12.831046
"2004-08-26",12.9957,13.011626,12.677177,12.756808,1106100,12.626128
"2004-08-27",12.772735,13.035515,12.740882,12.900144,720400,12.767994
"2004-08-30",12.939959,12.939959,12.629399,12.685141,662800,12.555194
"2004-08-31",12.740882,12.844402,12.34273,12.669215,2016100,12.539432
"2004-09-01",12.716993,13.059404,12.669215,12.955885,1873200,12.823165
"2004-09-02",13.035515,13.28237,12.796623,13.234591,1421100,13.099017
"2004-09-03",13.250518,13.266443,12.645326,12.764771,1275700,12.634008
"2004-09-07",12.780698,13.131072,12.73292,12.924032,1535400,12.791638
"2004-09-08",12.947922,13.003663,12.629399,12.724957,1724000,12.594602
"2004-09-09",12.820513,13.091256,12.661252,12.979774,1936900,12.846808
"2004-09-10",12.97181,13.768116,12.804586,13.760153,2314300,13.619193
"2004-09-13",13.807931,14.190158,13.584966,14.166268,4003800,14.02115
"2004-09-14",14.150342,14.309604,14.007008,14.126453,2407600,13.981743
"2004-09-15",14.126453,14.14238,13.624781,13.75219,1909900,13.611312
"2004-09-16",13.776079,14.214046,13.736263,14.046823,1095800,13.902926
"2004-09-17",14.150342,14.532569,14.126453,14.492754,2680300,14.344291
"2004-09-20",14.397197,14.452938,14.038859,14.134417,2100300,13.989624
"2004-09-21",14.134417,14.333492,14.102564,14.309604,1108700,14.163015
"2004-09-22",14.134417,14.158305,13.879599,13.903488,1998900,13.761062
"2004-09-23",13.823857,14.094601,13.807931,13.823857,1486800,13.682246
"2004-09-24",13.799968,14.038859,13.577003,13.616818,2465100,13.477328
"2004-09-27",13.569039,13.736263,13.425705,13.624781,2049500,13.485209
"2004-09-28",13.624781,13.728301,13.28237,13.362,2283200,13.22512
"2004-09-29",13.401815,14.086638,13.298296,14.030896,2406300,13.887164
"2004-09-30",14.007008,14.134417,13.839784,13.951266,1717000,13.808349
"2004-10-01",14.198121,15.297022,14.102564,15.185539,6044200,15.029978
"2004-10-04",15.408504,15.973881,15.209428,15.822583,4464700,15.660496
"2004-10-05",15.822583,16.085363,15.63147,15.695174,3579700,15.534393
"2004-10-06",15.750916,16.093327,15.639433,16.085363,2135700,15.920584
"2004-10-07",15.989807,16.125179,15.934066,16.045549,2048300,15.881179
"2004-10-08",15.99777,16.284441,15.926103,16.10129,2794500,15.936348
"2004-10-11",16.658703,16.698519,16.10129,16.308329,2477300,16.141266
"2004-10-12",16.204809,16.610926,16.172958,16.54722,2899800,16.377712
"2004-10-13",16.634815,16.921484,16.523333,16.674629,2644700,16.503815
"2004-10-14",16.610926,16.730371,16.395924,16.642778,1751500,16.472288
"2004-10-15",16.722408,16.730371,16.220736,16.682592,1936600,16.511696
"2004-10-18",16.714445,17.112598,16.49148,17.080746,2232000,16.905771
"2004-10-19",17.216118,17.455009,17.12056,17.383341,3095200,17.205265
"2004-10-20",17.3276,17.462973,16.332218,16.46759,6182900,16.298899
"2004-10-21",17.614269,19.3104,17.566492,18.29113,19827500,18.103756
"2004-10-22",18.418537,18.418537,18.084089,18.402613,4655700,18.214096
"2004-10-25",18.259277,18.354834,18.028349,18.267241,2428700,18.080112
"2004-10-26",18.402613,18.545946,18.267241,18.482243,2360500,18.29291
"2004-10-27",18.434464,19.111324,18.386686,18.983915,4590800,18.789446
"2004-10-28",18.92021,19.270584,18.768911,19.270584,2836700,19.073175
"2004-10-29",19.111324,19.302437,18.808727,19.119286,2006300,18.923428
"2004-11-01",19.135212,19.246695,18.888357,19.111324,2572500,18.915548
"2004-11-02",19.047619,19.214844,18.752987,18.86447,3593300,18.671221
"2004-11-03",19.031693,19.127249,18.362797,18.593725,2629000,18.403252
"2004-11-04",18.553909,18.808727,18.115942,18.792801,2927500,18.600288
"2004-11-05",18.856506,19.111324,18.354834,18.76095,3316300,18.568764
"2004-11-08",18.593725,18.89632,18.4265,18.745024,1576900,18.552999
"2004-11-09",18.689281,18.912247,18.474279,18.657429,1838100,18.466303
"2004-11-10",18.983915,19.087435,18.490206,18.633541,1815100,18.442657
"2004-11-11",18.713171,19.103361,18.713171,19.103361,1603000,18.907665
"2004-11-12",18.983915,19.3104,18.880396,19.031693,2467200,18.836731
"2004-11-15",18.952063,19.445772,18.952063,19.302437,2912300,19.104704
"2004-11-16",19.182991,19.36614,18.960026,19.28651,1835400,19.08894
"2004-11-17",19.397993,19.827997,19.190954,19.644848,2960700,19.443604
"2004-11-18",19.493549,19.907629,19.405956,19.820036,3473100,19.616999
"2004-11-19",19.612995,19.827997,19.358177,19.565218,3423400,19.364792
"2004-11-22",19.660774,19.748367,18.569836,18.86447,3900000,18.671221
"2004-11-23",18.601688,18.752987,18.386686,18.657429,3369000,18.466303
"2004-11-24",18.792801,18.856506,18.665392,18.776875,3176900,18.584522
"2004-11-26",18.593725,18.681318,18.418537,18.506132,1603000,18.316555
"2004-11-29",18.418537,18.808727,18.322981,18.665392,5489600,18.474184
"2004-11-30",18.665392,18.960026,18.553909,18.800764,2357600,18.608168
"2004-12-01",18.89632,19.119286,18.792801,19.103361,2328000,18.907665
"2004-12-02",18.983915,19.509476,18.904284,19.3104,2839800,19.112585
"2004-12-03",19.28651,19.80411,19.143175,19.589106,3926600,19.388433
"2004-12-06",19.612995,20.146521,19.581144,19.979296,5189300,19.774628
"2004-12-07",20.027075,20.265966,19.628922,19.636885,4094400,19.435726
"2004-12-08",19.740404,19.971333,19.382067,19.891703,2298200,19.687931
"2004-12-09",19.644848,19.947443,19.421883,19.899666,2664500,19.695812
"2004-12-10",19.636885,20.058926,19.477623,19.939482,2371500,19.735224
"2004-12-13",20.050964,20.265966,19.843924,19.971333,1944900,19.766745
"2004-12-14",19.963369,20.345596,19.851887,20.178371,2599300,19.971664
"2004-12-15",20.337633,20.703934,20.154484,20.560598,3086200,20.349976
"2004-12-16",20.552635,20.703934,20.019112,20.019112,2385700,19.814037
"2004-12-17",20.154484,20.425226,20.066889,20.27393,3465200,20.066244
"2004-12-20",20.27393,20.584488,19.915592,19.995222,2343000,19.790392
"2004-12-21",20.496895,20.608377,20.098742,20.401339,1808400,20.192348
"2004-12-22",20.473005,20.504858,20.082815,20.178371,1640800,19.971664
"2004-12-23",20.090778,20.25004,19.851887,19.899666,1561500,19.695812
"2004-12-27",19.907629,19.907629,19.541328,19.612995,1627000,19.412081
"2004-12-28",19.620958,19.867813,19.517439,19.676701,2261500,19.475132
"2004-12-29",19.573181,20.258003,19.573181,19.875776,1845200,19.672171
"2004-12-30",19.740404,19.899666,19.692627,19.764294,936400,19.561829
"2004-12-31",19.748367,19.820036,19.382067,19.477623,1756100,19.278095
"2005-01-03",19.549292,19.740404,18.872433,19.190954,2905100,18.994362
"2005-01-04",19.278547,19.429846,18.466316,18.92021,3946400,18.726393
"2005-01-05",18.800764,18.89632,18.195572,18.283167,3126600,18.095875
"2005-01-06",18.418537,18.713171,18.131868,18.163721,3412300,17.977652
"2005-01-07",18.315018,18.522058,17.972607,18.338907,2738500,18.151043
"2005-01-10",18.418537,18.681318,18.052238,18.123905,2678100,17.938244
"2005-01-11",18.012423,18.354834,17.693901,18.171684,2700200,17.985533
"2005-01-12",18.195572,18.330944,17.749641,18.219461,1703400,18.032822
"2005-01-13",18.044275,18.179646,17.725752,17.813347,2072100,17.630867
"2005-01-14",17.813347,17.988533,17.733715,17.948717,2024600,17.764851
"2005-01-18",17.924829,18.243351,17.869087,18.123905,1913700,17.938244
"2005-01-19",18.155758,18.418537,17.805384,17.87705,2802500,17.693918
"2005-01-20",17.853161,18.100016,17.693901,17.741678,1225500,17.559931
"2005-01-21",17.805384,18.076126,17.375378,17.455009,2237800,17.276201
"2005-01-24",17.439083,17.90094,17.399267,17.534639,2318800,17.355015
"2005-01-25",17.972607,18.012423,17.773531,17.813347,2294200,17.630867
"2005-01-26",17.916866,18.267241,17.853161,18.115942,4716000,17.930363
"2005-01-27",18.084089,18.641504,18.076126,18.434464,3599300,18.245623
"2005-01-28",18.522058,18.633541,16.483517,17.200191,10631800,17.023993
"2005-01-31",17.470934,17.518713,16.969263,17.080746,3148700,16.905771
"2005-02-01",17.128523,17.916866,17.048893,17.48686,4178000,17.307724
"2005-02-02",17.550566,17.87705,17.391304,17.725752,2477600,17.54417
"2005-02-03",17.526676,17.701864,17.192228,17.43112,2140800,17.252554
"2005-02-04",17.3276,17.614269,17.208155,17.542603,2032700,17.362896
"2005-02-07",17.606306,17.646122,17.375378,17.478897,1588500,17.299845
"2005-02-08",17.439083,17.622232,17.200191,17.48686,2271200,17.307724
"2005-02-09",17.478897,17.51075,16.88167,17.192228,2651800,17.016109
"2005-02-10",17.232044,17.478897,16.889631,17.12056,1849700,16.945177
"2005-02-11",17.12056,17.224081,16.88167,17.088709,2162300,16.913652
"2005-02-14",17.032967,17.12056,16.786112,16.873707,2673300,16.700851
"2005-02-15",16.841854,17.582418,16.833891,17.343527,3575300,17.165859
"2005-02-16",17.240005,17.423157,17.136486,17.255932,2250500,17.079163
"2005-02-17",17.216118,17.383341,16.969263,17.12056,2610400,16.945177
"2005-02-18",17.12056,17.216118,16.786112,17.152412,1864800,16.976704
"2005-02-22",16.93741,17.096672,16.746298,16.778149,2165300,16.606274
"2005-02-23",16.802038,17.048893,16.618889,16.865744,1970600,16.692972
"2005-02-24",16.802038,17.311674,16.738335,17.208155,1967400,17.031876
"2005-02-25",17.247969,17.622232,17.200191,17.526676,2519100,17.347134
"2005-02-28",17.534639,17.95668,17.359451,17.916866,4690400,17.733326
"2005-03-01",17.924829,18.147795,17.924829,18.092052,2841800,17.906717
"2005-03-02",17.908903,18.752987,17.861124,18.737061,6495100,18.545118
"2005-03-03",18.713171,18.89632,18.315018,18.39465,3439600,18.206215
"2005-03-04",18.593725,18.609652,18.052238,18.299091,2186700,18.111635
"2005-03-07",18.322981,18.856506,18.163721,18.737061,4774000,18.545118
"2005-03-08",18.601688,19.111324,18.537983,18.936136,3508500,18.742153
"2005-03-09",18.800764,19.111324,18.713171,18.800764,2398700,18.608168
"2005-03-10",18.912247,19.079472,18.593725,18.952063,3402000,18.757917
"2005-03-11",18.952063,18.952063,18.442427,18.633541,3302200,18.442657
"2005-03-14",18.561872,18.960026,18.545946,18.92021,2529300,18.726393
"2005-03-15",18.960026,19.198917,18.76095,18.952063,3879200,18.757917
"2005-03-16",18.912247,19.079472,18.601688,18.713171,3798200,18.521473
"2005-03-17",18.729097,18.745024,18.084089,18.362797,3296400,18.174688
"2005-03-18",18.362797,18.490206,18.219461,18.490206,3064900,18.300793
"2005-03-21",18.418537,18.76095,18.418537,18.721134,2158800,18.529354
"2005-03-22",18.721134,18.832617,18.506132,18.53002,3007600,18.340199
"2005-03-23",18.434464,18.737061,18.418537,18.545946,1740700,18.355961
"2005-03-24",18.593725,18.991879,18.498169,18.84058,3002100,18.647577
"2005-03-28",18.808727,19.007803,18.721134,18.784838,2454900,18.592405
"2005-03-29",18.689281,18.752987,18.227425,18.378723,2602800,18.190451
"2005-03-30",18.434464,18.872433,18.330944,18.84058,1315900,18.647577
"2005-03-31",18.936136,19.063545,18.649466,18.967989,1726400,18.77368
"2005-04-01",19.063545,19.39003,18.378723,18.474279,2844500,18.285028
"2005-04-04",18.378723,18.514095,18.155758,18.179646,3122500,17.993414
"2005-04-05",18.29113,18.39465,18.115942,18.315018,2332800,18.127398
"2005-04-06",18.322981,18.784838,18.322981,18.354834,2096600,18.166807
"2005-04-07",18.378723,18.689281,18.354834,18.689281,1585000,18.497829
"2005-04-08",18.705208,18.967989,18.705208,18.86447,2377600,18.671221
"2005-04-11",18.975952,19.039656,18.848543,18.92021,1820900,18.726393
"2005-04-12",18.872433,18.975952,18.466316,18.912247,2026600,18.71851
"2005-04-13",18.872433,18.991879,18.474279,18.561872,1113100,18.371725
"2005-04-14",18.673355,18.776875,18.275204,18.315018,2011000,18.127398
"2005-04-15",18.012423,18.251314,17.502787,17.685938,2664100,17.504763
"2005-04-18",17.797421,17.853161,17.319637,17.757605,2202200,17.575695
"2005-04-19",17.845198,18.625578,17.757605,18.299091,3063100,18.111635
"2005-04-20",18.315018,18.856506,18.012423,18.362797,3104900,18.174688
"2005-04-21",17.95668,18.338907,17.009077,18.267241,6913600,18.080112
"2005-04-22",18.123905,18.259277,17.638159,17.781494,2534400,17.599342
"2005-04-25",17.916866,18.044275,17.677975,17.805384,3301100,17.622986
"2005-04-26",17.861124,18.123905,17.59038,17.630196,2670000,17.449593
"2005-04-27",17.574455,17.82131,17.439083,17.670012,2549100,17.489
"2005-04-28",17.558529,17.95668,17.526676,17.765568,2489800,17.583576
"2005-04-29",17.916866,18.044275,17.558529,17.916866,2671000,17.733326
"2005-05-02",17.948717,18.219461,17.924829,18.084089,2582600,17.898836
"2005-05-03",18.012423,18.275204,18.004459,18.155758,2288500,17.96977
"2005-05-04",18.243351,18.243351,17.940756,18.171684,1410300,17.985533
"2005-05-05",18.187609,18.187609,17.622232,17.82131,2974900,17.638748
"2005-05-06",17.87705,18.107979,17.805384,18.036312,2216600,17.851547
"2005-05-09",18.115942,18.123905,17.837234,18.123905,1856000,17.938244
"2005-05-10",17.95668,18.123905,17.717789,17.82131,3133700,17.638748
"2005-05-11",17.87705,18.139832,17.709826,18.139832,2726000,17.954006
"2005-05-12",18.235388,18.665392,18.171684,18.514095,3433100,18.324438
"2005-05-13",18.681318,18.752987,18.434464,18.665392,1696400,18.474184
"2005-05-16",18.601688,18.952063,18.577799,18.888357,2157800,18.694864
"2005-05-17",18.84058,19.103361,18.737061,19.087435,2403900,18.891905
"2005-05-18",18.999842,19.302437,18.952063,19.206881,2104700,19.010124
"2005-05-19",19.262621,19.668737,19.143175,19.485586,2965300,19.285976
"2005-05-20",19.429846,19.620958,19.246695,19.501513,2230900,19.301739
"2005-05-23",19.485586,19.708551,19.453735,19.668737,1412700,19.467251
"2005-05-24",19.612995,20.019112,19.597069,19.907629,3126300,19.703695
"2005-05-25",19.907629,19.907629,19.573181,19.764294,2611300,19.561829
"2005-05-26",19.85985,20.082815,19.78022,20.043001,1524400,19.837681
"2005-05-27",19.963369,20.106705,19.891703,20.027075,1254900,19.821917
"2005-05-31",20.011148,20.218187,19.867813,20.035038,2224000,19.8298
"2005-06-01",19.939482,20.30578,19.875776,20.202261,2240400,19.995308
"2005-06-02",19.509476,19.509476,18.0602,18.195572,21785800,18.009176
"2005-06-03",18.275204,18.434464,17.518713,17.582418,10883600,17.402304
"2005-06-06",17.439083,17.733715,17.439083,17.685938,3376800,17.504763
"2005-06-07",17.670012,17.717789,17.279821,17.319637,3732200,17.142214
"2005-06-08",17.319637,17.367414,16.993153,17.096672,2769900,16.921535
"2005-06-09",17.04093,17.152412,16.897594,16.993153,3058200,16.819075
"2005-06-10",16.945374,17.271858,16.921484,17.088709,3425600,16.913652
"2005-06-13",17.104635,17.773531,17.056856,17.598343,3452800,17.418064
"2005-06-14",17.598343,17.717789,17.255932,17.271858,2446100,17.094925
"2005-06-15",17.359451,17.574455,17.240005,17.439083,1639600,17.260437
"2005-06-16",17.494823,17.693901,17.343527,17.582418,1657900,17.402304
"2005-06-17",17.757605,17.813347,17.526676,17.638159,3160900,17.457474
"2005-06-20",17.574455,17.677975,17.518713,17.606306,1413900,17.425947
"2005-06-21",17.566492,17.82131,17.566492,17.725752,1754800,17.54417
"2005-06-22",17.845198,18.020386,17.709826,17.82131,4138600,17.638748
"2005-06-23",17.885014,18.378723,17.757605,17.813347,4390000,17.630867
"2005-06-24",17.805384,17.908903,17.550566,17.725752,2433400,17.54417
"2005-06-27",17.654085,17.837234,17.526676,17.606306,2523900,17.425947
"2005-06-28",17.709826,17.709826,17.455009,17.518713,1425900,17.339251
"2005-06-29",17.470934,17.558529,17.335564,17.470934,1328000,17.291962
"2005-06-30",17.439083,17.518713,17.208155,17.247969,1309900,17.071281
"2005-07-01",17.247969,17.447046,16.945374,17.04093,2557400,16.866364
"2005-07-05",16.921484,17.558529,16.802038,17.470934,5852900,17.291962
"2005-07-06",17.455009,18.036312,17.311674,17.940756,5693900,17.756971
"2005-07-07",17.717789,17.90094,17.598343,17.630196,4555600,17.449593
"2005-07-08",17.693901,17.845198,17.176302,17.829271,4279800,17.646627
"2005-07-11",17.924829,17.924829,17.725752,17.861124,2121700,17.678156
"2005-07-12",17.90094,17.98057,17.757605,17.964643,2396100,17.780615
"2005-07-13",18.020386,18.155758,17.916866,18.0602,2270700,17.875189
"2005-07-14",18.100016,18.259277,17.837234,17.95668,2876400,17.772732
"2005-07-15",18.020386,18.076126,17.813347,17.964643,3162700,17.780615
"2005-07-18",17.908903,18.012423,17.717789,17.885014,1946100,17.701801
"2005-07-19",18.036312,18.537983,17.908903,18.315018,3882100,18.127398
"2005-07-20",18.195572,18.681318,18.115942,18.585762,2336500,18.395369
"2005-07-21",18.39465,18.498169,18.028349,18.227425,2239800,18.040701
"2005-07-22",18.187609,18.315018,17.670012,17.677975,2549500,17.49688
"2005-07-25",17.717789,17.95668,17.606306,17.685938,2419900,17.504763
"2005-07-26",17.701864,17.813347,17.447046,17.502787,1945900,17.323488
"2005-07-27",18.466316,19.190954,18.458353,18.975952,9520500,18.781563
"2005-07-28",19.111324,19.111324,18.609652,18.808727,4050500,18.616051
"2005-07-29",18.697245,19.023729,18.673355,18.975952,2816300,18.781563
"2005-08-01",19.039656,19.039656,18.752987,18.936136,1491800,18.742153
"2005-08-02",18.76095,18.89632,18.561872,18.713171,2106100,18.521473
"2005-08-03",18.53002,19.031693,18.514095,18.824654,2859200,18.631813
"2005-08-04",18.729097,18.991879,18.609652,18.657429,978100,18.466303
"2005-08-05",18.53002,18.633541,18.299091,18.34687,1055700,18.158926
"2005-08-08",18.410576,18.681318,18.299091,18.522058,1776800,18.332319
"2005-08-09",18.657429,18.776875,18.402613,18.522058,1654800,18.332319
"2005-08-10",18.625578,18.673355,18.251314,18.259277,1559300,18.072229
"2005-08-11",18.315018,18.681318,18.275204,18.553909,1707500,18.363842
"2005-08-12",18.593725,18.713171,18.45039,18.681318,1226500,18.489948
"2005-08-15",18.689281,18.808727,18.474279,18.681318,1044100,18.489948
"2005-08-16",18.697245,18.697245,18.39465,18.609652,1582000,18.419014
"2005-08-17",18.561872,18.888357,18.362797,18.729097,2143500,18.537237
"2005-08-18",18.673355,18.952063,18.418537,18.713171,1787600,18.521473
"2005-08-19",18.665392,18.800764,18.609652,18.745024,1445900,18.552999
"2005-08-22",18.792801,18.832617,18.474279,18.673355,1554800,18.482065
"2005-08-23",18.665392,18.792801,18.458353,18.697245,1395400,18.505709
"2005-08-24",18.633541,19.111324,18.498169,18.832617,1593100,18.639696
"2005-08-25",18.832617,19.127249,18.832617,19.031693,1637400,18.836731
"2005-08-26",18.999842,19.079472,18.824654,19.007803,1247800,18.813089
"2005-08-29",18.952063,19.262621,18.86447,19.182991,1415600,18.986479
"2005-08-30",19.031693,19.135212,18.84058,19.031693,1492200,18.836731
"2005-08-31",19.087435,19.095398,18.553909,18.952063,1975800,18.757917
"2005-09-01",18.832617,19.23077,18.76095,19.063545,2053900,18.868259
"2005-09-02",19.063545,19.23077,18.999842,19.198917,1370300,19.002245
"2005-09-06",19.262621,19.85985,19.159101,19.851887,2235300,19.648525
"2005-09-07",19.772257,19.907629,19.405956,19.820036,2497600,19.616999
"2005-09-08",19.80411,19.812073,19.605032,19.716515,1454900,19.51454
"2005-09-09",19.724478,19.883739,19.565218,19.883739,1062200,19.68005
"2005-09-12",19.827997,20.313744,19.827997,20.17041,1956200,19.963785
"2005-09-13",20.066889,20.377449,20.058926,20.234114,2226200,20.026836
"2005-09-14",20.17041,20.297817,19.851887,20.027075,2507300,19.821917
"2005-09-15",20.074852,20.218187,19.867813,19.971333,1714700,19.766745
"2005-09-16",20.035038,20.122631,19.812073,20.003185,4289900,19.798273
"2005-09-19",20.027075,20.027075,19.342253,19.581144,1851000,19.380554
"2005-09-20",19.612995,19.867813,19.493549,19.628922,1771500,19.427843
"2005-09-21",19.517439,19.597069,19.103361,19.175028,1803700,18.9786
"2005-09-22",18.952063,18.991879,18.633541,18.928173,2467600,18.734274
"2005-09-23",18.928173,18.960026,18.665392,18.84058,1521000,18.647577
"2005-09-26",18.912247,19.007803,18.745024,18.904284,1717900,18.710629
"2005-09-27",18.912247,19.190954,18.729097,19.031693,1235700,18.836731
"2005-09-28",19.039656,19.485586,19.031693,19.421883,1769400,19.222925
"2005-09-29",19.477623,19.867813,19.190954,19.78022,1248200,19.577591
"2005-09-30",19.843924,20.058926,19.716515,20.019112,1414900,19.814037
"2005-10-03",19.907629,20.226151,19.867813,20.154484,1512400,19.948021
"2005-10-04",20.162447,20.425226,20.106705,20.178371,2408800,19.971664
"2005-10-05",20.154484,20.186335,19.636885,19.724478,1443000,19.522421
"2005-10-06",19.931519,20.106705,19.135212,19.350216,2734500,19.151991
"2005-10-07",19.358177,19.469662,19.159101,19.28651,1884200,19.08894
"2005-10-10",19.350216,19.429846,19.278547,19.413919,1282400,19.215042
"2005-10-11",19.342253,19.812073,19.28651,19.549292,2659400,19.34903
"2005-10-12",19.36614,19.525402,19.198917,19.23077,1580800,19.033772
"2005-10-13",19.198917,19.23077,18.601688,19.071508,2532100,18.876141
"2005-10-14",19.087435,19.421883,18.848543,19.342253,1308600,19.14411
"2005-10-17",19.374104,19.374104,18.92021,19.182991,1053100,18.986479
"2005-10-18",19.159101,19.182991,18.880396,18.952063,972400,18.757917
