"","CMG.Open","CMG.High","CMG.Low","CMG.Close","CMG.Volume","CMG.Adjusted"
"2008-11-28",47.549999,49.880001,47.209999,49.580002,149200,49.580002
"2008-12-01",48.09,48.759998,45.400002,45.630001,354500,45.630001
"2008-12-02",46,48.639999,45.240002,45.919998,463600,45.919998
"2008-12-03",45.259998,49.990002,45.25,49.119999,605600,49.119999
"2008-12-04",48.52,51.759998,48.18,50.759998,498400,50.759998
"2008-12-05",50.220001,53.209999,49.099998,53.099998,397300,53.099998
"2008-12-08",53.27,58.040001,53.27,56.889999,540200,56.889999
"2008-12-09",56.450001,57.310001,52.720001,53.400002,365200,53.400002
"2008-12-10",54.18,59.5,54.18,58.91,670000,58.91
"2008-12-11",58.52,59.150002,53.32,55.049999,345700,55.049999
"2008-12-12",53.919998,58.43,53.419998,57.470001,378700,57.470001
"2008-12-15",57.91,58.25,55.290001,56.59,330000,56.59
"2008-12-16",57.490002,60.98,56.970001,60.93,539900,60.93
"2008-12-17",60.389999,66.050003,59.040001,64.629997,781200,64.629997
"2008-12-18",65.150002,67.919998,63.009998,64.080002,684600,64.080002
"2008-12-19",63.599998,66.18,63.23,63.759998,816700,63.759998
"2008-12-22",63.98,64,61.5,63.310001,643400,63.310001
"2008-12-23",63.25,63.419998,58.48,59.189999,572400,59.189999
"2008-12-24",59.669998,60.389999,58.41,58.740002,273100,58.740002
"2008-12-26",58.98,60.450001,57.549999,58.279999,269700,58.279999
"2008-12-29",58.380001,58.380001,56.029999,57.34,437300,57.34
"2008-12-30",57.970001,60.84,57.68,60.59,513000,60.59
"2008-12-31",62,63.240002,61.049999,61.98,443500,61.98
"2009-01-02",61.889999,64.480003,60.400002,64.139999,470800,64.139999
"2009-01-05",64.68,64.849998,61.310001,62.549999,606500,62.549999
"2009-01-06",63.48,63.549999,59.84,60.380001,658500,60.380001
"2009-01-07",59.610001,59.900002,58.110001,58.509998,673100,58.509998
"2009-01-08",56.830002,57.810001,54.849998,57.259998,618400,57.259998
"2009-01-09",57.099998,57.389999,53.360001,53.41,543100,53.41
"2009-01-12",53.419998,55.549999,52.669998,54.279999,620600,54.279999
"2009-01-13",53.66,53.779999,51.130001,52.259998,436400,52.259998
"2009-01-14",51.259998,51.5,49.119999,49.970001,593500,49.970001
"2009-01-15",50,52.34,48.330002,51.48,502800,51.48
"2009-01-16",53.009998,53.66,51.48,53.049999,458100,53.049999
"2009-01-20",52.880001,52.880001,48.990002,49.599998,428100,49.599998
"2009-01-21",50.509998,51,48.509998,50.299999,311200,50.299999
"2009-01-22",49.23,51,48.639999,49.119999,534900,49.119999
"2009-01-23",48.549999,50.139999,48.099998,48.950001,445700,48.950001
"2009-01-26",48.889999,49.700001,47.18,48.59,429900,48.59
"2009-01-27",49.27,49.860001,47.599998,48.09,363400,48.09
"2009-01-28",49.5,50.959999,49.009998,50.380001,618400,50.380001
"2009-01-29",50,50.299999,48.669998,48.959999,312100,48.959999
"2009-01-30",48.549999,48.549999,46.459999,47.759998,492400,47.759998
"2009-02-02",47.450001,48.939999,47.189999,48.099998,554300,48.099998
"2009-02-03",48.349998,49.849998,47.959999,49.110001,557500,49.110001
"2009-02-04",49.110001,50.98,48.990002,49.169998,604900,49.169998
"2009-02-05",48.990002,51.889999,48.869999,51.529999,563000,51.529999
"2009-02-06",51.110001,53.529999,50.779999,51.310001,629500,51.310001
"2009-02-09",51.419998,51.650002,49.82,50.380001,479800,50.380001
"2009-02-10",49.91,51.490002,47.68,48.110001,1139600,48.110001
"2009-02-11",48.169998,49.060001,46.880001,47.419998,1416600,47.419998
"2009-02-12",50.709999,53.970001,49.34,53.25,3271600,53.25
"2009-02-13",53.470001,55.360001,52.43,55.049999,946600,55.049999
"2009-02-17",54.880001,54.939999,52.849998,53.360001,657500,53.360001
"2009-02-18",53.490002,54.650002,52.43,54.450001,599200,54.450001
"2009-02-19",55.310001,56,53.439999,53.740002,456700,53.740002
"2009-02-20",52.700001,55.900002,52.41,55.5,921200,55.5
"2009-02-23",56.07,56.709999,54.299999,54.669998,877900,54.669998
"2009-02-24",55.209999,57.380001,54.970001,56.23,761500,56.23
"2009-02-25",56.490002,56.990002,54.950001,55.459999,807400,55.459999
"2009-02-26",56.23,57.259998,53.75,54.130001,564300,54.130001
"2009-02-27",53.16,55.419998,53,54.630001,307000,54.630001
"2009-03-02",53.93,54.279999,51.880001,52.599998,694300,52.599998
"2009-03-03",53.209999,53.209999,49.75,50.700001,658900,50.700001
"2009-03-04",51.25,52.349998,50,50.75,370100,50.75
"2009-03-05",50,51.080002,49.299999,49.990002,451500,49.990002
"2009-03-06",50.27,50.27,47.889999,49.189999,462600,49.189999
"2009-03-09",48.610001,51.049999,48.470001,49.07,369200,49.07
"2009-03-10",49.759998,52.919998,49.759998,52.25,642100,52.25
"2009-03-11",52.639999,54.709999,51.790001,52.849998,436500,52.849998
"2009-03-12",52.849998,55.889999,52.02,55.150002,494100,55.150002
"2009-03-13",56.34,56.610001,54.5,56.5,488100,56.5
"2009-03-16",56.799999,57.799999,55.759998,56.130001,426200,56.130001
"2009-03-17",56.450001,60,56.150002,59.200001,518800,59.200001
"2009-03-18",59.689999,65.160004,59.200001,63.720001,950600,63.720001
"2009-03-19",63.599998,63.709999,62.080002,62.34,652800,62.34
"2009-03-20",62.48,62.68,60.389999,61.110001,342600,61.110001
"2009-03-23",62.009998,63.830002,60.650002,63.830002,396300,63.830002
"2009-03-24",63.009998,67.120003,63.009998,64.5,540900,64.5
"2009-03-25",65.25,67.489998,61.98,65.459999,394400,65.459999
"2009-03-26",65.580002,70.75,65.580002,70.75,791700,70.75
"2009-03-27",69.900002,69.949997,67.339996,68.5,618500,68.5
"2009-03-30",66.800003,67.290001,63.099998,64.730003,394100,64.730003
"2009-03-31",65.5,68.300003,64.839996,66.379997,418500,66.379997
"2009-04-01",67.059998,68.190002,66.080002,67.5,630000,67.5
"2009-04-02",68.75,73.589996,68.25,69.809998,833600,69.809998
"2009-04-03",70.010002,72.550003,69.209999,71.080002,365400,71.080002
"2009-04-06",70.690002,71.330002,68.5,69.349998,287200,69.349998
"2009-04-07",70.129997,70.449997,66.75,67.169998,354500,67.169998
"2009-04-08",67.709999,69.949997,67.709999,69.720001,522400,69.720001
"2009-04-09",70.269997,72.239998,70.050003,71.5,437700,71.5
"2009-04-13",71.080002,74,70.550003,73.599998,488000,73.599998
"2009-04-14",72.82,73.550003,71.839996,73.050003,446200,73.050003
"2009-04-15",72,75.599998,71.510002,74.540001,785600,74.540001
"2009-04-16",75.959999,80.389999,75,79.010002,960500,79.010002
"2009-04-17",79.410004,80.019997,77.18,79.25,728200,79.25
"2009-04-20",78.199997,79.099998,76.730003,77.769997,652100,77.769997
"2009-04-21",77.650002,81.739998,76.300003,80.989998,765700,80.989998
"2009-04-22",80,86.739998,80,85.5,2071300,85.5
"2009-04-23",92.389999,92.389999,82.540001,85.309998,3013600,85.309998
"2009-04-24",83.07,83.830002,80.199997,81.970001,1881900,81.970001
"2009-04-27",80.669998,86.550003,80.589996,83.470001,1206700,83.470001
"2009-04-28",82.959999,85.5,82.410004,84.169998,787500,84.169998
"2009-04-29",84.980003,86,81,81.440002,1026100,81.440002
"2009-04-30",82.230003,84.449997,80.610001,81.089996,1010700,81.089996
"2009-05-01",80.410004,81.900002,79.660004,80.160004,618900,80.160004
"2009-05-04",80.260002,84.099998,79.480003,82.82,599700,82.82
"2009-05-05",82.650002,86,82.650002,84.269997,649100,84.269997
"2009-05-06",84.82,85.129997,80,80.660004,598600,80.660004
"2009-05-07",81.480003,81.900002,75.660004,76.879997,978900,76.879997
"2009-05-08",77.5,78.349998,75.269997,77.349998,645700,77.349998
"2009-05-11",76.5,77.650002,74.650002,76.550003,313800,76.550003
"2009-05-12",77.139999,77.419998,72.870003,74.889999,693000,74.889999
"2009-05-13",73.769997,73.830002,71.300003,72.519997,798100,72.519997
"2009-05-14",72.150002,77.419998,72.150002,75.370003,871000,75.370003
"2009-05-15",75.190002,77.349998,74.5,74.860001,601400,74.860001
"2009-05-18",75.720001,77.510002,73.989998,77.32,504000,77.32
"2009-05-19",77.389999,79.029999,76.389999,78.099998,746900,78.099998
"2009-05-20",78.5,78.959999,74.75,75.169998,722100,75.169998
"2009-05-21",74.959999,77.120003,74.339996,75.349998,379900,75.349998
"2009-05-22",75.849998,76,73.790001,74.540001,223900,74.540001
"2009-05-26",73.330002,80.080002,73.330002,79.160004,605500,79.160004
"2009-05-27",79.889999,83.639999,79.400002,80.790001,701900,80.790001
"2009-05-28",81.93,82.029999,78.660004,80.07,442400,80.07
"2009-05-29",80.540001,80.540001,77.800003,79.190002,634400,79.190002
"2009-06-01",80.540001,84.830002,80,84.559998,672800,84.559998
"2009-06-02",83.959999,87.269997,83.32,86.610001,554700,86.610001
"2009-06-03",85.68,88.279999,85.199997,87.019997,499300,87.019997
"2009-06-04",89.059998,89.239998,87.32,88.900002,449900,88.900002
"2009-06-05",87.010002,89.550003,85.110001,85.43,790800,85.43
"2009-06-08",84.510002,84.830002,82,83.059998,1072400,83.059998
"2009-06-09",83.769997,84.879997,82,84.620003,734200,84.620003
"2009-06-10",85.900002,86.349998,81.379997,82.989998,654400,82.989998
"2009-06-11",83.129997,83.589996,80.739998,80.889999,439100,80.889999
"2009-06-12",80.540001,81.959999,79.220001,81.839996,542100,81.839996
"2009-06-15",82.550003,82.550003,79.580002,80.959999,495100,80.959999
"2009-06-16",81.339996,81.760002,78.25,78.599998,779500,78.599998
"2009-06-17",80.57,80.57,77.209999,79.160004,726100,79.160004
"2009-06-18",79.43,83.169998,79.43,81.769997,608200,81.769997
"2009-06-19",82.779999,84.900002,82.779999,83.93,682100,83.93
"2009-06-22",83.389999,83.580002,80.779999,81.019997,386000,81.019997
"2009-06-23",81.019997,81.650002,78.599998,78.709999,369700,78.709999
"2009-06-24",79.379997,81.5,78.739998,79.040001,414400,79.040001
"2009-06-25",78.730003,82,78.099998,80.660004,383100,80.660004
"2009-06-26",80.529999,80.879997,79.800003,80.5,511500,80.5
"2009-06-29",80.360001,81,78.620003,79.339996,379900,79.339996
"2009-06-30",79.449997,80.800003,79.449997,80,525400,80
"2009-07-01",81.209999,82.809998,79.5,82.709999,623900,82.709999
"2009-07-02",81.760002,82.75,78.779999,79.419998,523000,79.419998
"2009-07-06",78.779999,79.419998,77.379997,79.279999,291300,79.279999
"2009-07-07",79.300003,79.900002,76.75,76.849998,358600,76.849998
"2009-07-08",76.870003,78.470001,76.760002,78.370003,282500,78.370003
"2009-07-09",78.489998,79.860001,78.209999,79.629997,283700,79.629997
"2009-07-10",79.470001,81.370003,79.239998,79.589996,465300,79.589996
"2009-07-13",79.970001,81.589996,78.470001,80.699997,375300,80.699997
"2009-07-14",80.900002,82.360001,79.919998,82.199997,347800,82.199997
"2009-07-15",83.190002,83.599998,81.389999,81.900002,416800,81.900002
"2009-07-16",82.989998,85.389999,82.5,85.220001,528400,85.220001
"2009-07-17",85.459999,85.459999,83.980003,85.050003,285900,85.050003
"2009-07-20",85.209999,90,85.209999,88.300003,973800,88.300003
"2009-07-21",89.910004,90.900002,87.550003,88.699997,769400,88.699997
"2009-07-22",88.300003,91.68,87.440002,88.779999,1476400,88.779999
"2009-07-23",86.849998,93.349998,83.639999,91.709999,1734700,91.709999
"2009-07-24",91,91.800003,89.940002,91.089996,518400,91.089996
"2009-07-27",91.230003,92,90,92,516600,92
"2009-07-28",91.730003,96.959999,91.690002,95.620003,1104300,95.620003
"2009-07-29",95.290001,97.209999,93.790001,94.290001,930900,94.290001
"2009-07-30",94.760002,95.900002,93.809998,94.019997,463800,94.019997
"2009-07-31",94.050003,95.389999,93.449997,93.830002,296700,93.830002
"2009-08-03",94.860001,95.639999,93.410004,95,508500,95
"2009-08-04",94.959999,97.150002,94.860001,96.879997,443800,96.879997
"2009-08-05",96.730003,97.040001,95.970001,96.599998,250100,96.599998
"2009-08-06",96.309998,96.849998,92.550003,93.260002,622400,93.260002
"2009-08-07",93.739998,94.5,91.57,93.699997,643300,93.699997
"2009-08-10",93.230003,93.760002,92.300003,93.629997,296500,93.629997
"2009-08-11",93.389999,93.879997,91.800003,92.370003,346400,92.370003
"2009-08-12",90.709999,92.529999,89.589996,91.110001,450100,91.110001
"2009-08-13",91.129997,91.339996,89.599998,90.739998,417400,90.739998
"2009-08-14",90.75,90.910004,86.800003,87.949997,638500,87.949997
"2009-08-17",86.720001,86.720001,83.150002,86.559998,459800,86.559998
"2009-08-18",86.440002,86.940002,84.980003,86.260002,360100,86.260002
"2009-08-19",85.309998,87.25,84.599998,86.260002,487400,86.260002
"2009-08-20",86.410004,89.800003,86.199997,88.449997,485600,88.449997
"2009-08-21",89.25,89.699997,88.330002,88.669998,254300,88.669998
"2009-08-24",89.489998,89.489998,86.809998,87.050003,362300,87.050003
"2009-08-25",87.139999,87.980003,85.709999,86.050003,260900,86.050003
"2009-08-26",85.849998,86.940002,85,85.099998,400300,85.099998
"2009-08-27",85.830002,85.839996,83.650002,85.059998,355800,85.059998
"2009-08-28",85.470001,85.989998,84.160004,85.059998,203000,85.059998
"2009-08-31",84.470001,85.389999,83.57,83.879997,233600,83.879997
"2009-09-01",83.510002,85.099998,80.860001,81.220001,643700,81.220001
"2009-09-02",80.879997,82.239998,80.150002,81.599998,402800,81.599998
"2009-09-03",82.160004,84.510002,81.129997,84.5,553300,84.5
"2009-09-04",84.68,86.080002,84,85.82,519800,85.82
"2009-09-08",86.139999,88.620003,85.599998,87.419998,563000,87.419998
"2009-09-09",87.169998,88.330002,86.43,88.18,340000,88.18
"2009-09-10",88.160004,89.849998,87.629997,88.849998,357300,88.849998
"2009-09-11",89.239998,89.470001,87,87.589996,467500,87.589996
"2009-09-14",87.120003,88.300003,86.809998,87.980003,286200,87.980003
"2009-09-15",88.379997,89.68,87.519997,89.43,250900,89.43
"2009-09-16",90.010002,91.559998,89.300003,89.769997,391400,89.769997
"2009-09-17",90,91.400002,89.459999,91.010002,306200,91.010002
"2009-09-18",91.489998,95.18,90.910004,93.669998,679300,93.669998
"2009-09-21",92.839996,93.389999,91.639999,92.779999,260700,92.779999
"2009-09-22",93.160004,93.489998,92,92.919998,283000,92.919998
"2009-09-23",93.360001,94,92.139999,92.139999,522500,92.139999
"2009-09-24",92.980003,93.529999,91.57,92.800003,365900,92.800003
"2009-09-25",92.940002,92.940002,91.510002,91.690002,252500,91.690002
"2009-09-28",92.029999,92.989998,91.699997,92.650002,167400,92.650002
"2009-09-29",92.599998,98.660004,92.599998,96.370003,1013200,96.370003
"2009-09-30",96.110001,97.809998,95.25,97.050003,707700,97.050003
"2009-10-01",96.75,97.110001,93.07,93.25,949600,93.25
"2009-10-02",92.07,93.349998,90.790001,91.970001,407900,91.970001
"2009-10-05",92.519997,94.099998,91.790001,92.459999,331100,92.459999
"2009-10-06",92.830002,93.620003,91.459999,91.739998,507500,91.739998
"2009-10-07",91.989998,93.199997,90.57,91.400002,354600,91.400002
"2009-10-08",92.099998,92.790001,91.18,91.709999,307100,91.709999
"2009-10-09",91.849998,92.269997,91.110001,91.779999,187500,91.779999
"2009-10-12",91.970001,92.199997,90.349998,90.739998,347400,90.739998
"2009-10-13",90.690002,92.199997,89.410004,91.720001,434800,91.720001
"2009-10-14",92.68,93,91.360001,92.25,375700,92.25
"2009-10-15",91.989998,92.480003,90.330002,91.029999,573500,91.029999
"2009-10-16",90.739998,91.18,89.550003,90.529999,588900,90.529999
"2009-10-19",90.879997,91.760002,90,91.449997,490600,91.449997
"2009-10-20",91.540001,91.669998,88.540001,89.139999,749100,89.139999
"2009-10-21",89,89.019997,85.059998,85.480003,1147200,85.480003
"2009-10-22",82.82,90.330002,82.580002,89.519997,2879100,89.519997
"2009-10-23",87.099998,88.739998,81.720001,82.349998,2544200,82.349998
"2009-10-26",82.68,84,81.129997,81.57,826900,81.57
"2009-10-27",81.580002,82.080002,79.019997,79.739998,912600,79.739998
"2009-10-28",80.089996,81.760002,79.610001,80.239998,814600,80.239998
"2009-10-29",80.93,81.889999,80.470001,81.790001,501900,81.790001
"2009-10-30",81.739998,83.699997,81.480003,81.489998,907300,81.489998
"2009-11-02",81.639999,83.559998,81.059998,82.68,636600,82.68
"2009-11-03",82.510002,83.199997,81.879997,82.720001,500100,82.720001
"2009-11-04",83.879997,83.879997,82.239998,82.410004,7e+05,82.410004
"2009-11-05",83.019997,85.860001,82.980003,85.860001,713700,85.860001
"2009-11-06",84.949997,86.720001,84.699997,86.449997,500100,86.449997
"2009-11-09",86.970001,88.349998,86.370003,88.260002,458600,88.260002
"2009-11-10",88.169998,90,88.089996,89.879997,814300,89.879997
"2009-11-11",89.940002,90.900002,89.300003,90.089996,612100,90.089996
"2009-11-12",89.809998,90.449997,86.849998,87.550003,675700,87.550003
"2009-11-13",87.769997,89.160004,87.699997,88.860001,514100,88.860001
"2009-11-16",89.669998,90.019997,88.720001,89.599998,455800,89.599998
"2009-11-17",89.620003,89.620003,88.580002,88.959999,294800,88.959999
"2009-11-18",89.080002,89.080002,87.120003,87.589996,461400,87.589996
"2009-11-19",86.879997,87.099998,84.800003,85.470001,529800,85.470001
"2009-11-20",85,85.739998,83.720001,83.879997,468900,83.879997
"2009-11-23",84.510002,86.07,84.510002,85.139999,336300,85.139999
"2009-11-24",85,85.230003,83.620003,83.989998,267600,83.989998
"2009-11-25",84.050003,84.620003,83.620003,84.449997,245100,84.449997
"2009-11-27",83.019997,84.459999,82.989998,83.330002,145600,83.330002
"2009-11-30",83.089996,84.160004,82.419998,83.449997,295100,83.449997
"2009-12-01",83.980003,85.300003,83.650002,84.610001,345000,84.610001
"2009-12-02",84.779999,85.839996,84.639999,85.5,314300,85.5
"2009-12-03",85.419998,85.949997,83.110001,83.209999,311200,83.209999
"2009-12-04",84.230003,85.599998,82.669998,84.82,259600,84.82
"2009-12-07",86.18,86.18,83.25,83.879997,146100,83.879997
"2009-12-08",83.209999,84.410004,81.849998,83.889999,173400,83.889999
"2009-12-09",83.559998,85.419998,83.099998,85.160004,536900,85.160004
"2009-12-10",85.739998,86.739998,85.120003,86.089996,357200,86.089996
"2009-12-11",86.720001,87.650002,86.470001,87.309998,246700,87.309998
"2009-12-14",87.989998,89.870003,87.57,89.870003,354100,89.870003
"2009-12-15",89.730003,90.480003,88.809998,89.870003,361100,89.870003
"2009-12-16",90.459999,90.459999,88.620003,88.860001,238000,88.860001
"2009-12-17",88.470001,89.989998,88.150002,89.169998,331300,89.169998
"2009-12-18",90,90.169998,88.580002,89.489998,362800,89.489998
"2009-12-21",89.650002,90.199997,89.309998,89.709999,327200,89.709999
"2009-12-22",89.889999,91.400002,89.889999,90.849998,263600,90.849998
"2009-12-23",90.75,91,89.669998,90.18,170300,90.18
"2009-12-24",90.18,90.339996,89.910004,90.339996,33100,90.339996
"2009-12-28",90.349998,91.129997,89.050003,91.029999,264300,91.029999
"2009-12-29",91.019997,92,90.639999,91.290001,158100,91.290001
"2009-12-30",91.290001,91.559998,89.209999,89.980003,219600,89.980003
"2009-12-31",90.190002,90.339996,87.919998,88.160004,313300,88.160004
"2010-01-04",89.599998,89.599998,87.18,87.839996,313900,87.839996
"2010-01-05",87.519997,90,87.110001,89.019997,511000,89.019997
"2010-01-06",88.589996,89.599998,86.599998,87.32,282900,87.32
"2010-01-07",87.339996,88.110001,86,86.43,422500,86.43
"2010-01-08",90.57,92.730003,90,91.889999,1196400,91.889999
"2010-01-11",93.860001,98,92.5,96.769997,1406400,96.769997
"2010-01-12",96.519997,96.68,94.82,95.419998,548000,95.419998
"2010-01-13",95.269997,95.959999,94.25,95.639999,367300,95.639999
"2010-01-14",97.230003,99.709999,96.860001,99.419998,878500,99.419998
"2010-01-15",99.559998,99.580002,96.830002,98.059998,595000,98.059998
"2010-01-19",98,99.970001,97.540001,99.5,445000,99.5
"2010-01-20",98.610001,99.800003,97.379997,97.849998,448400,97.849998
"2010-01-21",97.949997,102.900002,97.949997,100.059998,919700,100.059998
"2010-01-22",100.019997,100.790001,97.639999,97.769997,293600,97.769997
"2010-01-25",98.230003,98.459999,95.389999,95.849998,375900,95.849998
"2010-01-26",95.529999,98.730003,95.529999,97.5,410300,97.5
"2010-01-27",97.629997,98.980003,96.129997,98.440002,381200,98.440002
"2010-01-28",98.779999,99.639999,96.629997,98.620003,494200,98.620003
"2010-01-29",99.010002,99.650002,96.440002,96.459999,254500,96.459999
"2010-02-01",96.889999,100.410004,96.860001,100.379997,433900,100.379997
"2010-02-02",100.379997,101.400002,99.32,100.849998,483800,100.849998
"2010-02-03",100.650002,101.129997,100.010002,100.379997,223100,100.379997
"2010-02-04",100,100,97.900002,98.510002,570700,98.510002
"2010-02-05",98.110001,98.68,93.809998,95.199997,793200,95.199997
"2010-02-08",95.550003,100.860001,95.169998,99.919998,970000,99.919998
"2010-02-09",100.540001,100.879997,99.169998,100.650002,551800,100.650002
"2010-02-10",100.739998,101.809998,99.449997,99.510002,391000,99.510002
"2010-02-11",99.5,101.480003,98.389999,101.120003,952200,101.120003
"2010-02-12",98.629997,105.129997,98,104.870003,2192200,104.870003
"2010-02-16",105.720001,106.489998,103.169998,103.790001,604500,103.790001
"2010-02-17",103.800003,104.699997,103.489998,104.459999,362800,104.459999
"2010-02-18",104.099998,105,103.550003,103.980003,284900,103.980003
"2010-02-19",103.559998,105.459999,103.559998,104.989998,330300,104.989998
"2010-02-22",105,105,103,103.93,363200,103.93
"2010-02-23",103.940002,104.599998,102.879997,103.639999,307500,103.639999
"2010-02-24",103.68,105.290001,103.540001,104.839996,249400,104.839996
"2010-02-25",103.690002,104.360001,102.93,103.82,217200,103.82
"2010-02-26",104.099998,105.720001,103.5,104.709999,309500,104.709999
"2010-03-01",105.529999,108.5,105.330002,107.93,689600,107.93
"2010-03-02",108.410004,110.220001,107.879997,110.120003,818300,110.120003
"2010-03-03",110.150002,111.75,109.400002,110.080002,424800,110.080002
"2010-03-04",110.290001,110.290001,108.860001,109.029999,316900,109.029999
"2010-03-05",109.160004,111.550003,109.07,110.629997,328500,110.629997
"2010-03-08",110.870003,112.550003,110.720001,111.5,362700,111.5
"2010-03-09",111.5,113.220001,110.900002,112.010002,414000,112.010002
"2010-03-10",112.25,112.510002,110.709999,112.32,273000,112.32
"2010-03-11",111.459999,113.169998,111.309998,112.959999,235400,112.959999
"2010-03-12",113.540001,115.639999,113,114.980003,500700,114.980003
"2010-03-15",114.089996,115.629997,112.93,114.18,3e+05,114.18
"2010-03-16",114.129997,115.269997,114,114.709999,391600,114.709999
"2010-03-17",115.110001,115.529999,114.300003,115.019997,333800,115.019997
"2010-03-18",115.269997,115.510002,113.860001,114.169998,327900,114.169998
"2010-03-19",113.629997,115.360001,113.360001,113.629997,321100,113.629997
"2010-03-22",113.019997,114.5,110.709999,114.440002,332600,114.440002
"2010-03-23",114.760002,115.610001,114.25,115.269997,275600,115.269997
"2010-03-24",115.07,115.5,114.190002,114.349998,194900,114.349998
"2010-03-25",114.650002,117.110001,114.050003,114.980003,495600,114.980003
"2010-03-26",115.43,115.889999,113.699997,114.019997,247300,114.019997
"2010-03-29",114.620003,115,114.040001,114.599998,143700,114.599998
"2010-03-30",115.010002,116.470001,113.620003,114.480003,270100,114.480003
"2010-03-31",114.150002,114.910004,112.529999,112.669998,314800,112.669998
"2010-04-01",113.269997,115.120003,113,114.480003,229600,114.480003
"2010-04-05",115.120003,119.82,114.870003,119.300003,705600,119.300003
"2010-04-06",119.589996,122.620003,118.699997,122.169998,835500,122.169998
"2010-04-07",122.879997,124.559998,121.459999,122.470001,650500,122.470001
"2010-04-08",122.32,123.199997,121.25,122.730003,257600,122.730003
"2010-04-09",123.309998,123.43,120.779999,122.519997,528000,122.519997
"2010-04-12",123.220001,124.739998,122.720001,123.209999,270100,123.209999
"2010-04-13",123.239998,125.989998,123.220001,125.540001,448500,125.540001
"2010-04-14",127.040001,127.150002,125.010002,125.970001,314100,125.970001
"2010-04-15",126.129997,127.199997,124.709999,125.080002,226200,125.080002
"2010-04-16",125.010002,125.400002,122.860001,124.050003,300500,124.050003
"2010-04-19",123.779999,124.949997,120.25,123.43,411500,123.43
"2010-04-20",124.120003,125.230003,122,124.080002,546700,124.080002
"2010-04-21",123.790001,126.75,123.559998,126.75,993000,126.75
"2010-04-22",136.270004,145.110001,133.009995,144.720001,2786900,144.720001
"2010-04-23",145,145,140.770004,142.979996,1001500,142.979996
"2010-04-26",142.949997,145.389999,141.830002,141.979996,509600,141.979996
"2010-04-27",141.869995,143.5,139,139.039993,636600,139.039993
"2010-04-28",141.949997,141.949997,134.740005,135.270004,882500,135.270004
"2010-04-29",136,140.229996,136,139.130005,658300,139.130005
"2010-04-30",139.690002,142.839996,134.869995,134.910004,516100,134.910004
"2010-05-03",135.270004,139.789993,134.910004,138.899994,720000,138.899994
"2010-05-04",137.550003,138.309998,133,133.389999,737000,133.389999
"2010-05-05",131.330002,137.149994,128.020004,135,730000,135
"2010-05-06",134.979996,137.020004,124,131.520004,987800,131.520004
"2010-05-07",130.389999,133.350006,126.360001,128.830002,938700,128.830002
"2010-05-10",134.990005,137.600006,134.130005,136.919998,555700,136.919998
"2010-05-11",136.070007,141.240005,135.75,138.059998,603600,138.059998
"2010-05-12",139.5,142.779999,139.259995,142.369995,529800,142.369995
"2010-05-13",143.899994,148.869995,141.190002,141.850006,1064500,141.850006
"2010-05-14",141.419998,141.990005,136.080002,138.610001,667200,138.610001
"2010-05-17",139.210007,140.869995,134.339996,139.029999,502500,139.029999
"2010-05-18",140.25,144.490005,137.389999,139.660004,704100,139.660004
"2010-05-19",138.080002,140.789993,135.910004,138.910004,684600,138.910004
"2010-05-20",134,137.039993,132.770004,133.839996,703700,133.839996
"2010-05-21",131.600006,137.429993,129.070007,135.770004,771500,135.770004
"2010-05-24",136.770004,140.940002,135.779999,137.479996,561600,137.479996
"2010-05-25",136,136.740005,130.039993,136.279999,672000,136.279999
"2010-05-26",139.289993,142.399994,137.470001,138.089996,660200,138.089996
"2010-05-27",140.770004,143.990005,139.600006,143.990005,676400,143.990005
"2010-05-28",144.800003,146,142.050003,142.279999,510700,142.279999
"2010-06-01",141.350006,143.710007,140.270004,141.25,569400,141.25
"2010-06-02",142.360001,147.679993,140.399994,147.610001,778400,147.610001
"2010-06-03",148.449997,152.789993,147.789993,148.899994,1198500,148.899994
"2010-06-04",147.039993,149.979996,143.350006,143.809998,1035400,143.809998
"2010-06-07",146.25,146.25,138.589996,139.070007,768400,139.070007
"2010-06-08",139.720001,142.210007,135.360001,142.029999,981100,142.029999
"2010-06-09",143.589996,146.970001,142.580002,143.369995,683500,143.369995
"2010-06-10",145.990005,146.5,142.479996,146.139999,643000,146.139999
"2010-06-11",144.880005,149.5,144.020004,149.479996,753100,149.479996
"2010-06-14",151.630005,153.699997,148.350006,148.770004,787300,148.770004
"2010-06-15",150.740005,154.25,148.759995,152.919998,872600,152.919998
"2010-06-16",153.279999,155.419998,152,152.520004,618600,152.520004
"2010-06-17",153.839996,153.990005,149.600006,151.850006,658200,151.850006
"2010-06-18",153.139999,153.449997,150.729996,152.740005,494400,152.740005
"2010-06-21",154.5,155,150.399994,151.589996,579900,151.589996
"2010-06-22",152.199997,152.839996,145,145.149994,775400,145.149994
"2010-06-23",144.440002,148.710007,144.309998,147.300003,779200,147.300003
"2010-06-24",147.669998,147.669998,144.320007,144.759995,560900,144.759995
"2010-06-25",145.529999,148.889999,142.949997,146.839996,593400,146.839996
"2010-06-28",147.119995,148.669998,145.75,145.960007,328900,145.960007
"2010-06-29",144,144,137.369995,138.440002,946100,138.440002
"2010-06-30",138.5,141.300003,136.570007,136.809998,622600,136.809998
"2010-07-01",136.149994,139.589996,133.600006,138.669998,869300,138.669998
"2010-07-02",138.649994,140.529999,136.399994,137.240005,362600,137.240005
