"","MAC.Open","MAC.High","MAC.Low","MAC.Close","MAC.Volume","MAC.Adjusted"
"2004-03-03",46.294025,46.895847,46.275505,46.766224,198100,19.779472
"2004-03-04",46.766224,47.173611,46.682892,47.173611,129100,19.951765
"2004-03-05",47.173611,47.932831,47.08102,47.905056,271600,20.261131
"2004-03-08",47.997643,48.219856,47.682846,48.173561,146900,20.374693
"2004-03-09",48.238373,48.469841,48.099491,48.42355,157300,20.480427
"2004-03-10",48.42355,48.673538,48.145786,48.145786,163400,20.362951
"2004-03-11",48.155045,48.201336,47.682846,47.682846,293000,20.167147
"2004-03-12",47.821728,48.367996,47.775433,48.145786,277700,20.362951
"2004-03-15",48.145786,48.145786,47.849503,48.025421,155000,20.312031
"2004-03-16",48.145786,48.256889,47.636551,47.821728,167500,20.225883
"2004-03-17",48.053196,48.136524,47.803207,48.090233,324700,20.339455
"2004-03-18",48.090233,48.88649,48.090233,48.88649,161300,20.67621
"2004-03-19",48.88649,48.88649,48.414291,48.451324,193300,20.492168
"2004-03-22",48.358738,48.367996,48.136524,48.145786,238200,20.362951
"2004-03-23",48.701313,48.88649,48.256889,48.330959,263300,20.441261
"2004-03-24",48.330959,48.553173,47.960609,47.960609,193900,20.284624
"2004-03-25",48.099491,48.405029,48.053196,48.145786,256500,20.362951
"2004-03-26",48.284668,48.312443,47.914314,48.006901,244800,20.304203
"2004-03-29",48.192078,48.655018,48.053196,48.655018,136800,20.57832
"2004-03-30",48.655018,49.210548,48.49762,49.210548,180000,20.813278
"2004-03-31",49.25684,49.904957,49.164253,49.904957,337300,21.106974
"2004-04-01",49.766075,50.321602,49.673489,50.275311,162900,21.263622
"2004-04-02",50.275311,50.293827,49.479053,49.479053,246800,20.926842
"2004-04-05",49.534607,49.534607,46.581047,46.942139,470800,19.853874
"2004-04-06",46.201435,46.284763,43.951546,44.071911,812100,18.639923
"2004-04-07",43.840439,44.775581,42.840488,43.238617,1104600,18.287489
"2004-04-08",43.655266,43.701557,42.960854,42.970112,598400,18.173931
"2004-04-12",39.905449,42.738644,38.905499,39.812859,688800,16.838589
"2004-04-13",39.812859,40.933174,38.349968,40.090626,818300,16.956068
"2004-04-14",39.627686,40.683189,39.174004,39.627686,601000,16.760275
"2004-04-15",39.673977,40.720222,39.673977,40.627636,386000,17.183189
"2004-04-16",40.646152,41.710915,40.562824,41.173904,281600,17.414236
"2004-04-19",41.359081,41.896091,40.460976,41.701656,311700,17.63744
"2004-04-20",41.710915,41.729431,39.711014,39.720272,451700,16.799423
"2004-04-21",39.720272,40.044331,39.303627,39.525837,324900,16.717197
"2004-04-22",39.50732,40.933174,39.488804,40.312836,265800,17.050051
"2004-04-23",40.451717,40.488754,39.35918,39.868412,163200,16.86208
"2004-04-26",39.868412,40.599857,39.72953,40.266541,205000,17.030466
"2004-04-27",40.229507,40.655411,39.998035,40.396164,263200,17.085285
"2004-04-28",40.553566,40.553566,39.775826,39.87767,102200,16.865997
"2004-04-29",39.766567,39.961002,38.544403,39.053638,186500,16.517479
"2004-04-30",38.886978,39.303627,38.562923,38.766617,178500,16.396078
"2004-05-03",38.424038,38.748096,38.331451,38.609215,361200,16.329517
"2004-05-04",38.701805,39.470284,38.4333,38.794392,459500,16.407835
"2004-05-05",38.794392,38.942532,38.646252,38.683285,205100,16.360847
"2004-05-06",38.748096,39.164745,38.424038,39.04438,285100,16.513559
"2004-05-07",38.812908,38.812908,37.683334,37.683334,412000,15.937922
"2004-05-10",37.368534,37.535194,36.01675,36.803749,426200,15.565907
"2004-05-11",36.711163,38.04443,36.711163,36.933372,357600,15.62073
"2004-05-12",37.035217,37.498158,36.637089,37.498158,280200,15.859595
"2004-05-13",37.498158,37.868511,37.220394,37.683334,174800,15.937922
"2004-05-14",37.775925,38.609215,37.590748,38.238865,186700,16.172878
"2004-05-17",38.238865,38.979568,37.637043,38.174053,264500,16.145462
"2004-05-18",37.979618,39.099934,37.812958,39.099934,362800,16.805601
"2004-05-19",38.636993,39.498062,37.961098,37.97036,401300,16.320103
"2004-05-20",38.424038,39.099934,38.331451,38.97031,242800,16.749897
"2004-05-21",39.11845,39.349918,39.072155,39.257332,332000,16.873253
"2004-05-24",39.442509,40.044331,38.988827,38.988827,254600,16.757854
"2004-05-25",39.11845,40.312836,39.11845,40.090626,449100,17.231417
"2004-05-26",40.229507,41.099834,39.812859,40.933174,276900,17.593565
"2004-05-27",41.340565,41.618328,41.035023,41.618328,284500,17.888039
"2004-05-28",41.618328,42.266445,41.618328,41.896091,280800,18.00742
"2004-06-01",41.933128,41.97942,41.14613,41.386856,261900,17.788546
"2004-06-02",41.340565,42.275703,41.340565,42.275703,191400,18.170586
"2004-06-03",42.377548,42.377548,41.581291,41.729431,179900,17.935797
"2004-06-04",41.960903,42.451618,41.664619,41.942387,127400,18.027325
"2004-06-07",41.988678,42.386806,41.75721,42.29422,103300,18.178545
"2004-06-08",42.359032,42.497913,42.016457,42.405327,126700,18.226301
"2004-06-09",42.173855,42.738644,41.923866,42.025715,132300,18.063135
"2004-06-10",42.034973,42.433102,41.44241,41.99794,236200,18.051205
"2004-06-14",42.007198,42.007198,41.210941,41.386856,238400,17.788546
"2004-06-15",41.497963,42.451618,41.497963,42.44236,231600,18.242222
"2004-06-16",42.451618,42.988632,42.109043,42.868267,129500,18.42528
"2004-06-17",42.877525,43.479347,42.636795,43.29417,185000,18.608339
"2004-06-18",43.303429,43.933029,43.229359,43.794147,277400,18.823233
"2004-06-21",44.118206,44.516335,43.979324,44.516335,177100,19.133631
"2004-06-22",44.516335,44.516335,44.321899,44.451523,324500,19.105782
"2004-06-23",44.451523,44.738544,44.368191,44.488556,167700,19.121704
"2004-06-24",44.534851,44.581146,44.053394,44.210793,281800,19.00231
"2004-06-25",44.303379,44.627438,43.970062,44.164497,236700,18.982412
"2004-06-28",44.349674,45.192226,44.220051,44.803356,186100,19.256998
"2004-06-29",44.720028,44.720028,43.433052,43.433052,353300,18.668026
"2004-06-30",43.497864,44.321899,43.238617,44.321899,502200,19.050056
"2004-07-01",44.321899,44.618179,43.683041,44.257088,314700,19.022213
"2004-07-02",44.488556,45.701462,44.395969,45.599613,241000,19.599241
"2004-07-06",45.608871,45.645908,44.395969,45.303333,176000,19.471893
"2004-07-07",45.368145,45.969967,45.238522,45.923672,243500,19.738527
"2004-07-08",46.016258,46.016258,44.803356,44.812614,207400,19.260977
"2004-07-09",45.044086,45.229259,44.581146,45.071861,136500,19.37241
"2004-07-12",45.257038,45.525543,44.942238,45.507027,210400,19.559446
"2004-07-13",45.507027,45.553318,44.627438,44.655216,188400,19.193325
"2004-07-14",44.720028,45.24778,44.645958,45.238522,215600,19.444035
"2004-07-15",45.368145,45.599613,45.294071,45.386662,179600,19.507711
"2004-07-16",45.553318,45.803307,45.17371,45.17371,89200,19.416182
"2004-07-19",45.368145,46.192177,45.229259,46.182919,163300,19.849953
"2004-07-20",46.294025,46.479198,45.738495,45.831085,134400,19.698732
"2004-07-21",46.062553,46.062553,45.025566,45.275555,159600,19.459959
"2004-07-22",45.182968,45.182968,43.775627,43.775627,171100,18.815271
"2004-07-23",43.784889,43.923771,43.14603,43.14603,183600,18.544664
"2004-07-26",43.007149,43.516384,42.960854,43.377499,185200,18.644156
"2004-07-27",43.192326,43.794147,43.192326,43.238617,191100,18.584459
"2004-07-28",43.14603,43.646004,43.025665,43.497864,196400,18.695889
"2004-07-29",43.562675,43.951546,43.44231,43.44231,126000,18.672003
"2004-07-30",43.349724,44.349674,43.349724,44.349674,170700,19.062002
"2004-08-02",44.257088,45.016308,43.979324,44.905205,296400,19.300779
"2004-08-03",44.914463,45.775532,44.886684,45.738495,218500,19.658928
"2004-08-04",45.599613,45.905155,45.368145,45.877377,167800,19.718634
"2004-08-05",45.877377,46.294025,45.053345,45.136673,137800,19.400265
"2004-08-06",45.136673,45.895897,44.812614,44.951496,203100,19.320679
"2004-08-09",44.997791,45.32185,44.497814,44.812614,251900,19.260977
"2004-08-10",44.766319,45.275555,44.71077,44.766319,199000,19.241089
"2004-08-11",44.775581,44.821873,44.460781,44.673733,185900,19.201286
"2004-08-12",44.581146,44.581146,44.331158,44.340416,286300,19.058022
"2004-08-13",44.442265,44.534851,44.358932,44.451523,108900,19.105782
"2004-08-16",44.497814,44.757061,44.497814,44.673733,328700,19.201286
"2004-08-17",44.905205,45.136673,44.803356,44.951496,189600,19.320679
"2004-08-18",44.442265,44.997791,44.284863,44.988533,225000,19.602606
"2004-08-19",44.988533,45.044086,44.516335,44.516335,343300,19.396856
"2004-08-20",45.044086,47.766174,45.044086,47.201385,1634400,20.566801
"2004-08-23",47.210644,47.543961,46.988434,47.219906,421600,20.574858
"2004-08-24",47.312492,49.071667,47.284718,48.756866,510800,21.244553
"2004-08-25",48.756866,49.025372,48.256889,48.367996,1259700,21.075127
"2004-08-26",48.42355,48.627243,48.256889,48.405029,496500,21.091255
"2004-08-27",48.655018,51.154896,48.636501,50.099392,1096600,21.829531
"2004-08-30",50.099392,51.136379,49.673489,50.043839,394400,21.805319
"2004-08-31",49.997547,50.553074,49.904957,50.460487,264200,21.986866
"2004-09-01",50.460487,50.599369,49.71978,49.951252,504700,21.76498
"2004-09-02",50.18272,50.18272,49.904957,49.997547,704900,21.785143
"2004-09-03",49.951252,50.367897,49.88644,50.219757,300600,21.881973
"2004-09-07",50.414192,51.460438,50.071617,51.460438,277900,22.422567
"2004-09-08",51.478954,52.108555,51.423401,51.654873,293100,22.507294
"2004-09-09",51.154896,51.154896,49.617935,49.627193,695600,21.623787
"2004-09-10",49.071667,49.979027,48.951302,49.904957,397000,21.744812
"2004-09-13",49.914215,49.914215,49.210548,49.34943,328700,21.502752
"2004-09-14",49.442017,49.442017,48.516136,48.57169,414900,21.163876
"2004-09-15",48.57169,48.932781,48.145786,48.803162,532500,21.264742
"2004-09-16",48.849453,50.414192,48.849453,50.414192,428300,21.9667
"2004-09-17",50.367897,50.377155,49.617935,50.053097,301200,21.809357
"2004-09-20",50.053097,50.053097,49.460533,49.534607,183300,21.583448
"2004-09-21",49.534607,49.932735,48.7939,49.062405,395500,21.377689
"2004-09-22",49.062405,49.25684,48.756866,48.840195,431600,21.28087
"2004-09-23",48.701313,48.877232,48.340218,48.442066,245100,21.107393
"2004-09-24",48.516136,48.701313,48.358738,48.358738,267200,21.071081
"2004-09-27",48.377254,48.701313,48.340218,48.701313,212600,21.22035
"2004-09-28",48.608727,48.849453,48.553173,48.682796,295600,21.212286
"2004-09-29",48.682796,49.210548,48.580948,49.043888,365300,21.369617
"2004-09-30",48.88649,49.81237,48.88649,49.340172,271300,21.498724
"2004-10-01",49.340172,50.358639,49.117958,50.090134,294700,21.825499
"2004-10-04",50.099392,50.691956,50.090134,50.136429,421600,21.845665
"2004-10-05",50.136429,50.701214,49.692005,50.617886,210400,22.05545
"2004-10-06",50.691956,50.923428,50.414192,50.738251,149900,22.107887
"2004-10-07",50.599369,50.636402,50.10865,50.312344,200300,21.922318
"2004-10-08",50.451225,51.043789,50.451225,50.821579,173400,22.144209
"2004-10-11",50.821579,51.145638,50.303085,50.738251,224300,22.107887
"2004-10-12",50.738251,51.478954,50.275311,51.478954,150600,22.430641
"2004-10-13",51.849308,51.941895,51.386368,51.478954,153200,22.430641
"2004-10-14",51.386368,51.98819,51.284519,51.98819,175000,22.652525
"2004-10-15",51.98819,52.543716,51.941895,52.543716,209000,22.894587
"2004-10-18",52.543716,53.228867,52.506683,52.82148,138800,23.015612
"2004-10-19",52.830738,53.515892,52.682598,52.682598,120400,22.955093
"2004-10-20",52.691856,53.006657,52.080776,52.91407,248000,23.055958
"2004-10-21",52.91407,53.886242,52.867775,53.701069,208000,23.398872
"2004-10-22",53.701069,53.978832,53.219608,53.30294,259200,23.225391
"2004-10-25",53.30294,53.37701,52.941845,53.006657,151500,23.096289
"2004-10-26",53.469597,54.228821,53.330715,54.228821,132700,23.62882
"2004-10-27",54.13623,54.663982,53.960316,54.599171,237200,23.790195
"2004-10-28",54.599171,55.025078,54.256596,55.01582,175200,23.971739
"2004-10-29",54.997299,55.47876,54.997299,55.321358,327200,24.10487
"2004-11-01",55.460239,55.960217,55.376911,55.645416,135200,24.246061
"2004-11-02",55.654675,55.969475,55.173218,55.460239,269900,24.16538
"2004-11-03",56.571297,56.571297,55.469498,55.654675,126100,24.250111
"2004-11-04",55.460239,56.9972,55.367653,56.84906,144300,24.770525
"2004-11-05",56.84906,56.895355,53.275162,53.469597,936500,23.298018
"2004-11-08",53.460339,54.469547,52.867775,53.710327,421100,23.402901
"2004-11-09",53.719585,54.663982,53.552925,54.562138,363100,23.774063
"2004-11-10",53.932537,54.895454,53.432564,54.071419,194300,23.844296
"2004-11-11",54.164009,54.534359,54.052902,54.497326,146300,24.032106
"2004-11-12",54.858418,56.099098,54.673241,56.08984,390800,24.734383
"2004-11-15",55.99725,57.497177,55.99725,57.349037,412900,25.28965
"2004-11-16",57.339779,57.673096,56.617592,56.617592,378500,24.9671
"2004-11-17",56.423157,57.16386,55.08989,55.349136,337900,24.407743
"2004-11-18",55.534309,56.01577,54.451031,55.571346,252000,24.50573
"2004-11-19",55.571346,55.617641,54.515842,54.997299,213700,24.252583
"2004-11-22",54.626949,55.784298,54.626949,54.997299,214400,24.252583
"2004-11-23",54.997299,55.386169,54.858418,55.182476,287200,24.33424
"2004-11-24",55.321358,56.682404,55.321358,56.413898,158300,24.877281
"2004-11-26",56.293533,56.589813,56.182426,56.23798,58400,24.799702
"2004-11-29",56.247238,56.339828,55.562088,55.92318,226500,24.660889
"2004-11-30",55.969475,56.23798,55.608379,56.23798,437600,24.799702
"2004-12-01",56.432415,57.756424,56.38612,57.469402,262600,25.342735
"2004-12-02",57.589764,57.987892,56.38612,56.62685,408600,24.971188
"2004-12-03",56.987942,57.636059,56.960167,57.358295,183700,25.293737
"2004-12-06",57.358295,57.867531,57.136086,57.867531,280900,25.518291
"2004-12-07",57.867531,58.006413,56.92313,57.034237,225100,25.150845
"2004-12-08",57.024979,57.867531,56.821285,57.006462,496800,25.138573
"2004-12-09",57.034237,57.302742,56.636108,57.126823,170500,25.191664
"2004-12-10",57.265709,57.867531,57.136086,57.543472,371200,25.375397
"2004-12-13",57.312,58.098999,57.117565,58.006413,324500,25.579538
"2004-12-14",57.77494,58.848965,57.710129,58.774891,323800,25.918425
"2004-12-15",58.774891,59.358196,58.154552,58.700821,247100,25.885763
"2004-12-16",59.256351,59.441525,58.237881,58.237881,246300,25.681629
"2004-12-17",58.302692,59.867432,57.747166,59.867432,332600,26.400211
"2004-12-20",59.867432,59.867432,58.960068,59.210056,199500,26.110325
"2004-12-21",59.210056,59.367455,58.793411,59.11747,290000,26.0695
"2004-12-22",59.348938,59.506336,59.228573,59.348938,288900,26.171555
"2004-12-23",56.47871,57.404591,56.293533,56.969425,1461400,25.122257
"2004-12-27",57.200897,57.756424,57.200897,57.450882,319600,25.334564
"2004-12-28",57.358295,57.589764,57.219414,57.413849,278600,25.318237
"2004-12-29",57.312,58.071224,57.284225,58.015671,143800,25.58363
"2004-12-30",57.867531,58.108257,57.682354,58.080482,263900,25.612206
"2004-12-31",58.080482,58.561939,58.006413,58.145294,371100,25.640779
"2005-01-03",58.700821,58.756374,56.950909,57.543472,300900,25.375397
"2005-01-04",57.432365,58.043446,56.608334,56.617592,344600,24.9671
"2005-01-05",56.608334,56.608334,53.858467,53.886242,813600,23.762646
"2005-01-06",54.025127,54.469547,53.515892,53.738102,649300,23.697309
"2005-01-07",54.349182,54.562138,53.701069,53.701069,299200,23.680981
"2005-01-10",54.117714,54.302891,53.145538,53.858467,404200,23.750389
"2005-01-11",53.608479,53.839951,52.867775,52.867775,393000,23.313522
"2005-01-12",52.775188,52.960361,51.386368,52.775188,382100,23.27269
"2005-01-13",52.590012,54.543617,52.497421,53.488113,492100,23.587072
"2005-01-14",53.423302,54.13623,53.28442,54.006607,184300,23.815722
"2005-01-18",53.701069,54.969524,53.330715,54.951008,191500,24.232176
"2005-01-19",54.997299,56.339828,54.580654,55.450981,304300,24.452656
"2005-01-20",55.08989,55.636158,54.812122,54.858418,407300,24.191345
"2005-01-21",54.765831,55.386169,54.682499,55.08989,252700,24.293419
"2005-01-24",55.182476,55.376911,54.182526,54.2103,294100,23.905544
"2005-01-25",54.626949,54.775089,52.877033,52.941845,353900,23.346188
"2005-01-26",52.941845,53.191833,52.173367,52.784447,444900,23.27677
"2005-01-27",52.784447,52.867775,51.488213,51.654873,444900,22.77865
"2005-01-28",52.034481,52.67334,51.98819,52.590012,271700,23.191032
"2005-01-31",52.82148,53.154797,51.91412,52.969624,429700,23.358425
"2005-02-01",52.775188,53.099247,52.67334,53.006657,320500,23.374748
"2005-02-02",52.82148,53.515892,52.82148,53.404785,402100,23.550329
"2005-02-03",53.839951,54.941746,53.802914,54.432514,356300,24.003531
"2005-02-04",54.765831,55.738003,54.673241,55.191734,283600,24.33832
"2005-02-07",55.367653,55.6269,54.580654,54.580654,300200,24.068859
"2005-02-08",54.904713,55.08989,54.552879,54.858418,292300,24.191345
"2005-02-09",54.673241,55.867626,54.673241,55.599121,178900,24.517977
"2005-02-10",54.349182,55.839851,54.173267,55.55283,437700,24.497566
"2005-02-11",54.858418,55.784298,54.626949,55.55283,503700,24.497566
"2005-02-14",55.321358,55.784298,55.321358,55.367653,342200,24.415909
"2005-02-15",55.367653,56.108356,55.367653,56.062061,342200,24.722134
"2005-02-16",55.84911,56.589813,55.497276,56.525002,329600,24.92627
"2005-02-17",56.617592,57.404591,56.441673,57.404591,347800,25.314152
"2005-02-18",56.200943,56.200943,55.145439,55.312099,575500,24.670757
"2005-02-22",54.886196,54.904713,53.330715,53.52515,377600,23.87373
"2005-02-23",54.256596,54.441772,52.312248,52.404835,481800,23.374029
"2005-02-24",52.608528,52.793705,51.895599,52.034481,492000,23.208853
"2005-02-25",52.034481,53.45108,51.895599,53.45108,404700,23.8407
"2005-02-28",53.45108,53.460339,52.228916,52.969624,280900,23.625946
"2005-03-01",52.82148,53.552925,52.82148,53.423302,225200,23.828295
"2005-03-02",53.423302,53.423302,52.960361,53.127022,206200,23.696156
"2005-03-03",52.775188,53.312199,52.617786,53.312199,279500,23.778751
"2005-03-04",53.608479,54.571396,53.515892,54.571396,292700,24.340385
"2005-03-07",54.441772,55.16396,54.256596,55.025078,251400,24.542744
"2005-03-08",55.025078,55.025078,54.376961,54.497326,199000,24.307343
"2005-03-09",54.497326,54.497326,51.895599,52.497421,245000,23.415333
"2005-03-10",52.497421,53.28442,52.497421,52.91407,318300,23.601177
"2005-03-11",52.82148,52.867775,51.941895,51.941895,227100,23.167559
"2005-03-14",51.951153,52.627045,51.951153,52.35854,269100,23.353394
"2005-03-15",52.775188,53.256645,52.173367,52.497421,217400,23.415333
"2005-03-16",52.404835,52.719635,51.941895,52.45113,271400,23.394693
"2005-03-17",52.682598,53.099247,52.682598,53.006657,139800,23.642456
"2005-03-18",53.099247,53.13628,52.219658,52.219658,269500,23.291445
"2005-03-21",52.173367,52.340023,51.340073,51.608578,165700,23.018885
"2005-03-22",51.701164,52.080776,50.479004,50.479004,266400,22.515064
"2005-03-23",50.090134,50.330864,49.460533,49.969769,373400,22.287933
"2005-03-24",50.090134,50.617886,49.904957,50.210499,285600,22.3953
"2005-03-28",50.10865,50.229015,49.266102,49.451275,224600,22.056675
"2005-03-29",49.219807,49.96051,49.219807,49.488312,250400,22.073191
"2005-03-30",49.525345,49.951252,49.479053,49.858662,457600,22.238373
"2005-03-31",49.997547,50.367897,49.33091,49.33091,278400,22.002975
"2005-04-01",50.090134,50.395676,49.164253,50.18272,696200,22.38291
"2005-04-04",50.090134,50.18272,49.358688,49.997547,280000,22.300314
"2005-04-05",50.136429,50.210499,49.830887,50.10865,174200,22.349869
"2005-04-06",50.367897,50.506779,49.997547,50.321602,244900,22.444855
"2005-04-07",50.312344,50.691956,50.117908,50.691956,270500,22.61005
"2005-04-08",50.691956,50.719734,50.025322,50.275311,322700,22.424208
"2005-04-11",51.016014,51.219707,50.64566,51.025272,271900,22.758717
"2005-04-12",50.923428,51.858566,50.701214,51.673389,376300,23.047791
"2005-04-13",51.710423,52.45113,51.710423,52.164104,331600,23.266655
"2005-04-14",51.98819,52.404835,51.543766,52.13633,372500,23.254282
"2005-04-15",52.340023,52.534458,51.784496,52.053001,206400,23.217108
"2005-04-18",52.173367,52.830738,51.719685,52.830738,269000,23.563997
"2005-04-19",52.636307,53.265903,52.636307,53.265903,223400,23.758102
"2005-04-20",53.052952,53.617737,52.775188,53.164055,199300,23.712675
"2005-04-21",53.256645,53.506634,52.82148,53.330715,174900,23.786999
"2005-04-22",53.339973,53.654774,53.145538,53.562187,292600,23.890257
"2005-04-25",53.562187,54.580654,53.52515,54.580654,371300,24.344517
"2005-04-26",54.349182,54.793606,53.960316,54.765831,242000,24.427116
"2005-04-27",54.626949,55.275063,54.404736,55.219513,153400,24.629465
"2005-04-28",55.117664,55.117664,54.654724,54.775089,99100,24.43124
"2005-04-29",54.997299,55.830593,54.302891,55.830593,360200,24.902025
"2005-05-02",56.01577,56.01577,54.765831,55.182476,318100,24.612936
"2005-05-03",54.719536,54.913971,54.089939,54.154747,352800,24.154551
"2005-05-04",54.154747,54.821384,53.701069,54.793606,367300,24.439491
"2005-05-05",54.793606,55.330616,54.506584,55.191734,335500,24.617064
"2005-05-06",54.997299,55.154701,54.441772,54.738052,179200,24.414724
"2005-05-09",54.673241,55.876888,54.673241,55.784298,318300,24.881372
"2005-05-10",55.812077,56.23798,55.367653,55.812077,352900,24.893764
"2005-05-11",55.534309,55.913921,55.080627,55.913921,260200,24.939201
"2005-05-12",55.913921,56.432415,55.738003,55.876888,295700,24.922672
"2005-05-13",55.92318,56.200943,55.191734,55.367653,226500,24.695539
"2005-05-16",55.55283,56.330566,55.506535,56.321308,223600,25.120895
"2005-05-17",56.247238,57.062012,56.006512,56.913872,284900,25.385202
"2005-05-18",56.94165,56.94165,55.969475,56.793507,408800,25.624163
"2005-05-19",56.84906,58.256401,56.84906,58.163811,256300,26.242414
"2005-05-20",58.191589,58.65453,57.886047,58.65453,294200,26.463812
"2005-05-23",58.423058,58.987846,58.237881,58.608234,199200,26.442923
"2005-05-24",58.608234,58.608234,56.617592,57.062012,470400,25.745298
"2005-05-25",57.404591,57.404591,55.886147,56.01577,206400,25.273252
"2005-05-26",55.92318,56.710178,55.92318,56.01577,302300,25.273252
"2005-05-27",56.47871,56.94165,56.080582,56.94165,260400,25.691006
"2005-05-31",57.219414,58.534164,57.219414,58.358246,961400,26.330139
"2005-06-01",58.367504,58.404541,57.376812,57.941601,662700,26.142157
"2005-06-02",58.052704,58.237881,57.265709,57.728649,320600,26.046085
"2005-06-03",57.821236,58.885998,57.293484,57.450882,362600,25.920759
"2005-06-06",57.543472,57.978634,57.543472,57.793461,221300,26.075329
"2005-06-07",58.145294,58.885998,57.876789,58.719341,230100,26.493065
"2005-06-08",58.663788,59.997055,58.663788,59.72855,383600,26.948391
"2005-06-09",59.72855,60.089642,59.450787,60.02483,210100,27.082071
"2005-06-10",59.904465,60.274818,59.441525,59.617443,116200,26.898258
"2005-06-13",59.617443,59.80262,59.302643,59.710033,192100,26.940037
"2005-06-14",59.395233,60.172974,59.395233,60.163712,214100,27.144735
"2005-06-15",60.163712,60.321114,59.598927,60.321114,262900,27.215752
"2005-06-16",60.182232,60.182232,59.626701,60.04335,168900,27.090427
"2005-06-17",60.274818,60.598877,60.089642,60.50629,237700,27.299305
"2005-06-20",60.50629,61.080334,60.385925,60.663689,180300,27.370317
"2005-06-21",61.339581,61.515499,60.56184,60.645172,284700,27.36195
"2005-06-22",60.87664,60.997005,60.543324,60.747017,285600,27.407917
"2005-06-23",61.811779,62.654331,61.811779,62.283978,804300,28.10136
"2005-06-24",62.29324,62.496933,61.200699,62.071026,393200,28.005272
"2005-06-27",61.941402,62.098804,61.515499,61.663639,293500,27.821468
"2005-06-28",61.802521,61.895111,60.969231,61.802521,476500,27.884134
"2005-06-29",62.311756,62.793213,62.182133,62.330273,458400,28.122248
"2005-06-30",62.098804,62.36731,61.617344,62.080284,477200,28.009451
"2005-07-01",62.311756,62.598778,62.080284,62.404343,4813700,28.155668
"2005-07-05",62.172874,62.867283,62.172874,62.552486,709900,28.222506
"2005-07-06",62.561745,62.765438,62.348789,62.358051,544600,28.134777
"2005-07-07",62.311756,62.719143,62.089546,62.543224,310100,28.218319
"2005-07-08",62.598778,63.395035,62.478413,63.033943,578000,28.439726
"2005-07-11",63.422813,63.8302,63.330223,63.60799,458400,28.698734
"2005-07-12",63.60799,63.728352,63.320965,63.376518,355200,28.594288
"2005-07-13",63.376518,63.450588,62.858025,63.033943,480600,28.439726
"2005-07-14",63.654282,63.654282,61.904369,61.922886,605000,27.938435
"2005-07-15",61.848816,62.172874,61.543274,62.033993,349500,27.988567
"2005-07-18",62.033993,62.746922,61.867332,62.469154,427100,28.184906
"2005-07-19",62.543224,63.330223,62.413601,63.237637,189700,28.531631
"2005-07-20",63.228378,63.811684,62.783955,63.654282,394700,28.719603
"2005-07-21",63.5154,63.75613,62.033993,62.321014,397600,28.118065
"2005-07-22",62.459896,62.820992,62.358051,62.533966,209300,28.214144
"2005-07-25",62.533966,62.941353,62.395084,62.867283,199400,28.364536
"2005-07-26",62.959873,63.73761,62.959873,63.654282,165000,28.719603
"2005-07-27",63.709835,63.765388,63.089497,63.635765,297000,28.711267
"2005-07-28",63.626507,64.783859,63.626507,64.654236,257500,29.170774
"2005-07-29",64.672752,65.043106,64.441284,65.015327,238100,29.333689
"2005-08-01",65.098656,65.265312,64.580162,64.848671,204700,29.258507
"2005-08-02",64.848671,65.644928,64.561646,65.598633,367200,29.596865
"2005-08-03",65.404198,65.941208,65.126434,65.913429,275700,29.738895
"2005-08-04",65.459747,65.469009,64.394989,64.450539,345000,29.078871
"2005-08-05",63.5154,63.524658,60.608135,60.87664,589000,27.746216
"2005-08-08",60.50629,60.635914,57.330521,57.728649,558500,26.31144
"2005-08-09",58.395283,59.256351,57.77494,58.247139,491700,26.547752
"2005-08-10",58.839703,59.756325,58.274918,58.608234,362800,26.712326
"2005-08-11",58.552681,59.691513,58.386024,59.552631,234200,27.142757
"2005-08-12",59.41375,60.432217,59.173019,60.089642,259400,27.387518
"2005-08-15",60.089642,61.163666,60.052608,60.737759,387000,27.682917
"2005-08-16",60.737759,61.274769,60.56184,60.80257,284500,27.712456
"2005-08-17",60.571102,60.774796,59.071175,59.811878,345100,27.260925
"2005-08-18",59.811878,59.821136,59.330421,59.58041,291100,27.155422
"2005-08-19",59.552631,59.691513,58.839703,59.284126,337100,27.020391
"2005-08-22",59.515598,59.821136,59.256351,59.571148,161000,27.151207
"2005-08-23",59.80262,60.182232,59.33968,59.65448,215800,27.189182
"2005-08-24",59.19154,60.50629,59.19154,60.02483,268400,27.357992
"2005-08-25",60.182232,60.682205,59.672997,60.135937,175400,27.408623
"2005-08-26",60.0989,60.200748,58.895256,58.904514,243200,26.847376
"2005-08-29",58.469353,59.598927,58.163811,59.358196,288600,27.05415
"2005-08-30",59.228573,59.432266,58.793411,58.997105,226400,26.889574
"2005-08-31",59.034138,60.274818,59.034138,60.256302,550100,27.463476
"2005-09-01",60.256302,62.29324,60.006313,60.784054,382200,27.70402
"2005-09-02",60.50629,61.219215,59.858173,60.237785,293000,27.455038
"2005-09-06",60.645172,61.395134,60.617393,61.135887,476000,27.864376
"2005-09-07",61.145145,61.145145,60.459995,60.598877,418100,27.619619
"2005-09-08",60.228523,60.969231,60.228523,60.737759,345300,27.682917
"2005-09-09",60.737759,61.311806,60.7285,60.885899,172700,27.750441
"2005-09-12",61.478462,61.478462,60.895157,61.089592,482300,27.843269
"2005-09-13",61.02478,61.089592,60.571102,60.635914,203300,27.636497
