"","CHK.Open","CHK.High","CHK.Low","CHK.Close","CHK.Volume","CHK.Adjusted"
"2005-09-06",30.085146,30.823084,29.460737,30.737938,8247300,27.201324
"2005-09-07",31.012299,31.646168,30.700094,31.305582,7976500,27.703661
"2005-09-08",30.794703,31.220436,30.283823,30.955534,9833200,27.393888
"2005-09-09",31.220436,31.693472,30.548723,31.551561,17106800,27.921337
"2005-09-12",31.636707,31.636707,30.605488,30.955534,7816900,27.393888
"2005-09-13",31.031219,31.267738,30.463575,30.567644,6843800,27.050629
"2005-09-14",30.908232,31.835382,30.794703,31.816462,8407600,28.15576
"2005-09-15",32.138126,32.403027,31.258278,31.825922,8751500,28.164129
"2005-09-16",31.778618,32.081364,31.513718,32.034058,6111000,28.348322
"2005-09-19",32.762535,33.869442,32.686848,33.841061,11391300,29.947414
"2005-09-20",33.44371,33.632923,32.894985,33.055817,11122200,29.252522
"2005-09-21",34.295174,34.626301,33.916744,34.456009,12144700,30.4916
"2005-09-22",35.572376,35.714287,32.923367,33.916744,19277800,30.014395
"2005-09-23",33.916744,33.916744,33.027435,33.320721,9879300,29.486948
"2005-09-26",32.923367,34.626301,32.790916,34.550613,11291100,30.575325
"2005-09-27",34.654682,34.853359,34.191109,34.635761,7701100,30.650677
"2005-09-28",34.957428,35.771049,34.295174,35.685902,11803000,31.580004
"2005-09-29",36.092716,36.480606,35.78051,36.471146,11120900,32.317722
"2005-09-30",36.471146,36.877956,35.960266,36.187321,9553000,32.066231
"2005-10-03",36.594135,36.802269,36.4333,36.764427,6278100,32.577621
"2005-10-04",38.032166,38.032166,35.477768,35.591297,18760600,31.538078
"2005-10-05",36.187321,36.225166,33.453171,33.585621,21481700,29.760815
"2005-10-06",32.071903,32.450333,29.971619,30.832544,36956300,27.321268
"2005-10-07",31.239357,32.298958,30.889309,32.204353,15323900,28.536852
"2005-10-10",32.544937,32.592243,30.274361,30.889309,12982300,27.371561
"2005-10-11",31.504257,32.800377,31.296122,32.705772,13029900,28.981165
"2005-10-12",32.876064,32.970673,30.974457,31.390728,13018100,27.815878
"2005-10-13",31.201513,31.201513,28.571428,30.037844,21613400,26.617065
"2005-10-14",29.243141,30.936613,28.760643,30.842005,16917700,27.329643
"2005-10-17",32.071903,32.242195,31.239357,31.646168,11164200,28.042231
"2005-10-18",30.936613,31.362347,29.564806,29.668875,11402500,26.290121
"2005-10-19",29.564806,30.179754,27.909178,30.028381,21745300,26.608683
"2005-10-20",29.517502,29.716177,27.549669,28.032167,20959000,24.839802
"2005-10-21",27.814569,28.552507,26.963102,27.95648,15776500,24.77273
"2005-10-24",27.625355,29.101231,27.530746,29.063387,11773900,25.753576
"2005-10-25",29.385052,31.059603,29.328287,30.690634,15710500,27.195522
"2005-10-26",30.558184,32.100285,30.198675,30.416273,18764100,26.952398
"2005-10-27",30.501419,30.747398,29.186377,29.403973,12031000,26.055378
"2005-10-28",29.47966,29.810785,28.382214,29.7351,12842800,26.348795
"2005-10-31",29.848629,30.463575,29.35667,30.368969,11666800,26.91048
"2005-11-01",29.517502,29.981079,29.375591,29.422895,1e+07,26.072145
"2005-11-02",28.136234,29.422895,28.003784,28.429518,20517300,25.191902
"2005-11-03",28.240303,29.309366,28.060549,28.864712,27506400,25.577532
"2005-11-04",28.751183,28.864712,26.490067,27.473984,17880400,24.345184
"2005-11-07",26.499527,27.076632,26.064333,26.811731,20640700,23.75835
"2005-11-08",26.896877,27.682119,26.508987,27.076632,13882400,23.993086
"2005-11-09",27.105015,27.483444,26.442762,26.546831,14220700,23.523619
"2005-11-10",26.357616,26.367077,25.156101,25.288553,22614600,22.408632
"2005-11-11",25.496689,26.092714,25.298014,25.950804,10954800,22.995464
"2005-11-14",26.537371,26.944181,25.960264,26.395458,12072900,23.389481
"2005-11-15",26.395458,27.417219,26.263008,26.537371,12804600,23.51523
"2005-11-16",26.773888,27.814569,26.641438,27.814569,18689600,24.646984
"2005-11-17",28.325449,28.524124,27.540209,27.757805,14416500,24.59668
"2005-11-18",27.663198,27.672659,26.868496,27.1807,8601600,24.085304
"2005-11-21",27.492905,28.070009,27.492905,28.041628,11072000,24.848183
"2005-11-22",28.382214,28.713339,28.297068,28.401134,13724700,25.166746
"2005-11-23",28.353832,28.363293,27.483444,27.511826,17182600,24.378717
"2005-11-25",27.672659,27.899715,27.587511,27.814569,4228400,24.646984
"2005-11-28",27.530746,27.663198,26.253548,26.338694,13925700,23.339176
"2005-11-29",26.631977,26.925261,26.225166,26.594135,12346200,23.565535
"2005-11-30",26.9158,27.492905,26.79281,27.388836,13180200,24.269732
"2005-12-01",27.719963,28.438978,27.663198,28.353832,17755300,25.124836
"2005-12-02",28.666037,28.959318,28.315989,28.874172,13627300,25.585917
"2005-12-05",29.498581,30.245979,29.35667,29.47966,17783300,26.122448
"2005-12-06",29.328287,29.839167,29.082308,29.564806,12477700,26.197899
"2005-12-07",29.943235,30.141911,29.044466,29.186377,11562900,25.862564
"2005-12-08",28.666037,29.848629,28.240303,29.763481,23508500,26.373949
"2005-12-09",29.86755,30.65279,29.233681,29.4702,30173400,26.114069
"2005-12-12",30.2649,30.77578,30,30.719017,20432600,27.220659
"2005-12-13",31.409651,32.128666,31.277199,31.400188,23699600,27.824263
"2005-12-14",31.267738,32.043518,30.851467,31.901608,16240400,28.268574
"2005-12-15",31.551561,32.403027,31.315042,31.551561,19065100,27.958393
"2005-12-16",31.551561,31.551561,30.198675,30.331125,13387400,26.876951
"2005-12-19",30.860928,30.927153,30.189215,30.359509,11156300,26.902092
"2005-12-20",30.368969,30.870388,30.2649,30.737938,8708700,27.237425
"2005-12-21",31.078524,31.343424,30.842005,31.201513,9085600,27.64822
"2005-12-22",31.551561,31.617786,30.350048,30.614948,12278300,27.128448
"2005-12-23",30.2649,30.463575,29.763481,30.425734,10214700,26.960783
"2005-12-27",29.801325,29.858089,28.789026,29.025543,16339500,25.720045
"2005-12-28",29.063387,29.924314,28.949858,29.659414,11103000,26.324625
"2005-12-29",29.687796,30.2649,29.280983,29.716177,10165100,26.375013
"2005-12-30",29.564806,30.170294,29.337748,30.018921,8250200,26.643719
"2006-01-03",30.368969,31.229897,30.274361,31.210974,14122100,27.701742
"2006-01-04",30.936613,31.447493,30.605488,31.267738,11124700,27.752121
"2006-01-05",30.898769,31.069063,29.829706,30.368969,15909600,26.954405
"2006-01-06",30.889309,30.983917,30.416273,30.51088,9944600,27.080362
"2006-01-09",30.605488,30.700094,29.933775,30.113529,11650400,26.727678
"2006-01-10",30.2649,31.078524,30.037844,30.974457,11230600,27.491816
"2006-01-11",30.936613,31.882687,30.425734,30.539263,14574200,27.105556
"2006-01-12",30.898769,31.456953,30.463575,30.558184,14654600,27.122345
"2006-01-13",30.312204,30.860928,30.227058,30.785242,8852100,27.323874
"2006-01-17",31.381268,31.693472,31.144749,31.636707,14866800,28.079601
"2006-01-18",31.504257,31.750237,30.65279,30.983917,14617200,27.500208
"2006-01-19",30.870388,31.608326,30.851467,31.428572,13924800,27.894871
"2006-01-20",32.005676,32.298958,31.570482,31.721855,15470300,28.155178
"2006-01-23",31.570482,31.674551,30.983917,31.419111,10213500,27.886471
"2006-01-24",31.135288,31.816462,30.983917,31.778618,10773500,28.205555
"2006-01-25",31.78808,31.901608,30.321665,30.463575,12812200,27.038372
"2006-01-26",30.274361,30.283823,29.337748,29.886471,17522900,26.526155
"2006-01-27",30.463575,30.917692,30.274361,30.596027,9912900,27.155933
"2006-01-30",31.173132,32.705772,31.012299,32.497635,18798200,28.843737
"2006-01-31",32.251656,33.235573,32.213814,33.150425,16447300,29.423124
"2006-02-01",33.396404,33.651844,32.062439,32.223274,17258200,28.600214
"2006-02-02",31.977295,32.544937,31.456953,31.750237,11962000,28.180372
"2006-02-03",31.892147,32.119205,31.381268,31.797541,7740100,28.222355
"2006-02-06",32.175968,32.696312,31.854305,31.977295,11162500,28.381895
"2006-02-07",31.53264,31.53264,29.801325,30.018921,18272800,26.643719
"2006-02-08",30.208136,30.2649,29.233681,29.86755,15970700,26.509365
"2006-02-09",30.104069,30.51088,28.666037,28.770103,21092800,25.535307
"2006-02-10",28.902554,29.139072,27.653736,28.022705,20103100,24.871943
"2006-02-13",27.43614,27.842951,26.840113,27.133396,20110000,24.082624
"2006-02-14",26.688742,27.464521,26.253548,27.284769,17000700,24.216984
"2006-02-15",27.719963,28.192999,27.076632,27.388836,14455200,24.309343
"2006-02-16",27.483444,28.192999,27.483444,27.96594,10667300,24.821562
"2006-02-17",28.429518,28.561968,27.672659,28.126774,8954300,24.96431
"2006-02-21",29.044466,29.233681,28.514664,29.025543,10620800,25.762028
"2006-02-22",28.495743,28.656576,27.82403,27.909178,9098300,24.771183
"2006-02-23",27.861874,28.240303,27.483444,27.719963,9986400,24.603243
"2006-02-24",28.959318,29.072847,28.334909,28.382214,12787200,25.191032
"2006-02-27",28.145695,28.259224,27.31315,27.360455,9753900,24.284157
"2006-02-28",28.240303,28.287607,27.530746,28.08893,21353900,24.930727
"2006-03-01",28.325449,28.826868,28.145695,28.789026,11140700,25.552107
"2006-03-02",29.006622,30.037844,28.902554,29.99054,76399500,26.618525
"2006-03-03",29.810785,30.227058,29.763481,29.810785,11683800,26.458982
"2006-03-06",29.394512,29.517502,28.429518,28.675497,13961300,25.451336
"2006-03-07",28.694418,28.760643,27.994324,28.240303,12045600,25.065084
"2006-03-08",27.94702,28.599812,27.634815,28.391674,10382900,25.199432
"2006-03-09",28.590349,28.997162,28.098392,28.136234,9040800,24.972708
"2006-03-10",27.96594,28.902554,27.82403,28.382214,9789700,25.191032
"2006-03-13",28.618732,28.930937,28.524124,28.760643,12102100,25.526913
"2006-03-14",28.883633,29.432356,28.675497,29.432356,8679200,26.1231
"2006-03-15",29.157995,29.4702,29.035006,29.422895,5621000,26.114698
"2006-03-16",29.394512,30.189215,29.205297,30.018921,8687800,26.643719
"2006-03-17",30.018921,30.028381,29.668875,29.801325,7540600,26.45059
"2006-03-20",29.61211,29.7351,28.448439,28.533587,10043600,25.325382
"2006-03-21",28.334909,28.760643,28.155155,28.202459,9822300,25.031488
"2006-03-22",28.363293,28.997162,28.240303,28.561968,9365800,25.350571
"2006-03-23",28.798487,29.271523,28.789026,29.063387,7948000,25.795612
"2006-03-24",29.091768,29.791864,29.082308,29.517502,9026200,26.198673
"2006-03-27",29.318827,29.810785,29.091768,29.801325,6757200,26.45059
"2006-03-28",29.99054,30.302744,29.895931,30.037844,11466000,26.660507
"2006-03-29",30.037844,30.501419,29.952696,30.368969,7863000,26.954405
"2006-03-30",30.51088,30.747398,29.86755,29.99054,8199300,26.660046
"2006-03-31",29.687796,29.829706,29.205297,29.716177,6859900,26.416155
"2006-04-03",29.962156,30.340586,29.801325,29.87701,5983300,26.55913
"2006-04-04",29.754021,30.2649,29.564806,30.208136,6848000,26.853477
"2006-04-05",30.236519,30.605488,30.047304,30.198675,6875900,26.845072
"2006-04-06",30.283823,30.482498,29.810785,30.066225,7442400,26.727331
"2006-04-07",29.706717,29.943235,29.328287,29.593187,5531000,26.30682
"2006-04-10",29.971619,30.198675,29.791864,29.981079,5549100,26.65164
"2006-04-11",30.179754,30.378429,29.659414,29.933775,5673200,26.609591
"2006-04-12",29.754021,30.179754,29.47966,29.659414,4242100,26.36569
"2006-04-13",29.422895,29.952696,29.318827,29.801325,5956500,26.491854
"2006-04-17",30.245979,30.435194,29.981079,30.406813,6604200,27.030094
"2006-04-18",30.596027,31.324503,30.596027,31.031219,14418700,27.585157
"2006-04-19",30.889309,31.892147,30.842005,31.579943,12317000,28.072943
"2006-04-20",31.91107,31.967833,30.927153,31.040682,12039900,27.593571
"2006-04-21",31.305582,31.513718,30.851467,31.456953,9426900,27.963612
"2006-04-24",31.220436,31.229897,30.709555,30.747398,5775300,27.33285
"2006-04-25",30.936613,31.135288,30.104069,30.38789,8173200,27.013271
"2006-04-26",30.378429,31.125828,30.160833,30.227058,9341300,26.870298
"2006-04-27",29.61211,30.312204,29.262062,29.659414,9928100,26.36569
"2006-04-28",29.706717,30.321665,29.706717,29.971619,7347800,26.64323
"2006-05-01",30.274361,30.700094,30.217596,30.340586,7205800,26.971224
"2006-05-02",31.125828,31.684011,30.719017,31.655628,13665300,28.14023
"2006-05-03",31.617786,31.797541,30.917692,31.438032,7639300,27.946796
"2006-05-04",31.125828,31.665091,30.766319,31.173132,8269900,27.711309
"2006-05-05",31.362347,31.447493,31.002838,31.078524,6340800,27.627211
"2006-05-08",30.794703,31.144749,30.539263,31.078524,5260600,27.627211
"2006-05-09",31.125828,31.447493,30.955534,31.277199,4970000,27.803816
"2006-05-10",31.267738,31.409651,30.813623,31.210974,6703100,27.744951
"2006-05-11",31.598866,31.627247,30.77578,30.983917,7015200,27.54311
"2006-05-12",30.700094,30.766319,29.820246,29.829706,8671800,26.517078
"2006-05-15",29.157995,29.403973,28.495743,29.091768,11401400,25.861092
"2006-05-16",29.290445,29.659414,28.949858,29.214758,7260400,25.970417
"2006-05-17",29.148533,29.441816,28.051088,28.344372,10639800,25.196693
"2006-05-18",28.382214,28.732262,27.814569,27.842951,8245700,24.750946
"2006-05-19",27.682119,28.145695,27.000946,27.82403,11139100,24.734133
"2006-05-22",27.43614,28.098392,26.764427,27.719963,13293600,24.641623
"2006-05-23",28.145695,28.618732,27.719963,27.805109,9527100,24.717312
"2006-05-24",27.56859,28.145695,26.868496,27.473984,9910400,24.422964
"2006-05-25",27.861874,28.382214,27.530746,28.382214,6744500,25.23033
"2006-05-26",28.524124,28.571428,28.136234,28.401134,4428500,25.247154
"2006-05-30",28.779564,28.883633,28.08893,28.230843,7243800,25.095766
"2006-05-31",28.268684,28.997162,28.155155,28.940397,8109300,25.726524
"2006-06-01",28.391674,29.299906,28.391674,28.949858,7557700,25.734932
"2006-06-02",29.252602,29.290445,28.779564,29.016083,7136300,25.793806
"2006-06-05",29.564806,29.574266,28.391674,28.429518,11031200,25.272379
"2006-06-06",28.382214,28.864712,28.07947,28.401134,7717400,25.247154
"2006-06-07",28.495743,28.552507,27.521286,27.530746,8887800,24.473421
"2006-06-08",27.341532,27.852413,26.291391,27.83349,15220600,24.74254
"2006-06-09",27.94702,28.268684,27.095554,27.332071,8006700,24.296806
"2006-06-12",27.615894,27.757805,26.584673,26.603596,8826500,23.649231
"2006-06-13",26.253548,26.452223,25.364239,25.562914,13055000,22.724112
"2006-06-14",25.695364,26.877956,25.676443,26.821192,10978000,23.842655
"2006-06-15",27.228004,28.230843,26.868496,28.07947,13063400,24.961208
"2006-06-16",28.07947,28.46736,27.56859,28.391674,8528600,25.238739
"2006-06-19",28.192999,28.221382,26.953642,27.161779,10052400,24.145424
"2006-06-20",27.473984,27.767265,26.982025,27.03879,5610900,24.036097
"2006-06-21",27.332071,28.107853,27.1807,27.653736,7734000,24.582748
"2006-06-22",27.909178,28.07947,27.388836,27.540209,7130200,24.481831
"2006-06-23",28.713339,29.091768,28.571428,28.836329,14378600,25.634014
"2006-06-26",28.164618,28.382214,27.984863,28.297068,8454600,25.154634
"2006-06-27",28.363293,28.420057,27.209082,27.483444,12678500,24.431368
"2006-06-28",27.719963,28.145695,27.56859,28.098392,22247100,24.97802
"2006-06-29",28.382214,28.864712,28.145695,28.770103,11472100,25.626915
"2006-06-30",28.874172,29.025543,28.410597,28.618732,8251400,25.492081
"2006-07-03",29.139072,29.243141,28.902554,29.082308,2763800,25.905008
"2006-07-05",28.845791,28.883633,28.136234,28.552507,7506900,25.433086
"2006-07-06",28.334909,28.543047,28.060549,28.221382,7281400,25.138142
"2006-07-07",28.334909,28.505203,27.710501,27.814569,7132700,24.775774
"2006-07-10",27.814569,28.174078,27.511826,27.625355,5357600,24.607227
"2006-07-11",28.003784,28.060549,27.56859,27.994324,4802900,24.935888
"2006-07-12",28.240303,28.325449,27.795649,28.013245,6773500,24.952738
"2006-07-13",28.136234,28.287607,27.606434,27.719963,6453100,24.6915
"2006-07-14",28.192999,28.192999,27.473984,27.880795,5066400,24.834764
"2006-07-17",27.644276,27.814569,27.209082,27.473984,6842500,24.472401
"2006-07-18",27.757805,27.94702,27.228004,27.388836,5875000,24.396549
"2006-07-19",27.379375,27.805109,27.341532,27.70104,6097000,24.674648
"2006-07-20",27.578051,27.852413,27.341532,27.388836,6263900,24.396549
"2006-07-21",27.530746,27.540209,26.963102,27.000946,6829400,24.051033
"2006-07-24",27.133396,28.041628,27.105015,27.861874,7514500,24.817907
"2006-07-25",28.259224,28.722801,28.051088,28.438978,6777000,25.331963
"2006-07-26",28.476822,29.791864,28.476822,29.47966,10024000,26.258945
"2006-07-27",30.170294,30.368969,29.47966,29.61211,10928700,26.376932
"2006-07-28",29.848629,30.539263,29.716177,30.463575,11786600,27.13537
"2006-07-31",31.097446,31.53264,31.031219,31.125828,11367800,27.725264
"2006-08-01",31.551561,31.551561,30.813623,31.173132,11685300,27.767403
"2006-08-02",31.598866,31.939451,31.173132,31.400188,10641400,27.969654
"2006-08-03",30.690634,31.173132,30.501419,30.889309,7709000,27.514591
"2006-08-04",31.352886,31.352886,30.198675,30.681173,6654300,27.329189
"2006-08-07",30.463575,31.031219,30.274361,30.737938,5653900,27.379751
"2006-08-08",30.614948,30.889309,30.208136,30.350048,5610000,27.034243
"2006-08-09",30.737938,31.210974,30.548723,30.64333,6343900,27.295485
"2006-08-10",30.425734,30.662252,30.104069,30.5298,5998200,27.194357
"2006-08-11",30.227058,30.5298,29.886471,30.227058,4799000,26.924685
"2006-08-14",29.574266,29.782404,29.318827,29.555346,6479100,26.326363
"2006-08-15",29.791864,29.848629,29.375591,29.791864,5400500,26.537043
"2006-08-16",29.782404,30.179754,29.422895,29.678335,5041500,26.435921
"2006-08-17",29.385052,29.526962,29.091768,29.403973,4632900,26.191534
"2006-08-18",29.517502,29.61211,29.148533,29.517502,3831600,26.292652
"2006-08-21",29.61211,29.829706,29.564806,29.668875,4711500,26.427494
"2006-08-22",29.61211,30.13245,29.593187,30.094608,3804700,26.806715
"2006-08-23",30.13245,30.217596,29.631031,29.971619,3988200,26.697159
"2006-08-24",30.037844,30.274361,29.848629,30.274361,5020800,26.966829
"2006-08-25",30.747398,30.955534,30.454115,30.577105,5760500,27.2365
"2006-08-28",30.066225,30.274361,29.943235,30.028381,4798400,26.747715
"2006-08-29",29.801325,30,29.385052,29.971619,5246700,26.697159
"2006-08-30",29.801325,29.962156,29.441816,29.87701,5224500,26.612888
"2006-08-31",29.895931,30.179754,29.640491,29.86755,4485300,26.604458
"2006-09-01",29.7351,30.274361,29.706717,30.274361,4136100,26.966829
"2006-09-05",30.160833,30.719017,29.895931,30.482498,4592100,27.152225
"2006-09-06",30.274361,30.52034,29.687796,29.725639,6711600,26.478046
"2006-09-07",29.564806,29.801325,29.214758,29.460737,5867000,26.242088
"2006-09-08",29.366131,29.555346,28.524124,28.609272,7864800,25.483658
"2006-09-11",28.145695,28.278145,27.256386,27.445601,12656200,24.447111
"2006-09-12",27.341532,27.984863,27.31315,27.511826,11734600,24.506102
"2006-09-13",27.719963,28.164618,27.682119,27.94702,8146600,24.893751
"2006-09-14",27.918638,28.08893,27.275307,27.530746,11146000,24.522957
"2006-09-15",27.511826,27.786188,27.388836,27.483444,9966500,24.480818
"2006-09-18",27.719963,28.060549,27.549669,27.852413,6343500,24.809481
"2006-09-19",28.013245,28.070009,27.228004,27.615894,7306100,24.598801
"2006-09-20",27.341532,27.70104,27.246925,27.256386,11400200,24.278564
"2006-09-21",27.209082,27.83349,27.199621,27.417219,7710600,24.421833
"2006-09-22",27.55913,27.625355,27.133396,27.284769,7703300,24.303858
"2006-09-25",26.963102,27.218542,26.546831,27.152317,9305000,24.185873
"2006-09-26",27.105015,27.625355,27.086092,27.483444,8202000,24.480818
"2006-09-27",27.634815,27.795649,27.105015,27.341532,13163900,24.35441
"2006-09-28",27.55913,27.70104,27.218542,27.455061,8095400,24.506416
"2006-09-29",27.445601,27.549669,27.057711,27.417219,7778200,24.472635
"2006-10-02",27.388836,27.455061,27.161779,27.388836,7680900,24.447298
"2006-10-03",27.105015,27.123936,26.698202,26.79281,9823400,23.915289
"2006-10-04",26.868496,27.29423,26.395458,27.265846,10791900,24.337523
"2006-10-05",27.719963,27.748344,27.17124,27.341532,7656200,24.405077
"2006-10-06",27.369915,27.492905,26.849575,27.398296,8623100,24.455748
"2006-10-09",27.634815,27.814569,27.199621,27.256386,5954600,24.329071
"2006-10-10",27.17124,27.82403,27.152317,27.56859,7476900,24.607754
"2006-10-11",27.388836,27.672659,27.29423,27.663198,8509800,24.692194
"2006-10-12",27.909178,28.192999,27.748344,28.051088,8089100,25.038429
"2006-10-13",28.240303,28.543047,28.07947,28.155155,7211400,25.131317
"2006-10-16",28.382214,29.091768,28.306528,29.035006,7974700,25.916672
"2006-10-17",29.139072,29.139072,28.476822,28.807947,7494100,25.713999
"2006-10-18",28.855251,29.006622,28.514664,28.779564,9929400,25.688665
"2006-10-19",28.902554,29.403973,28.722801,29.233681,9435500,26.094011
"2006-10-20",29.290445,29.328287,28.580889,28.949858,6774400,25.840668
"2006-10-23",28.713339,29.025543,28.420057,28.732262,6278200,25.646448
"2006-10-24",28.495743,29.498581,28.448439,29.460737,9565700,26.296679
"2006-10-25",29.422895,30.12299,29.243141,29.99054,9075000,26.769579
"2006-10-26",30.274361,30.321665,29.555346,30.321665,11763200,27.065145
"2006-10-27",30.51088,31.400188,30.463575,30.65279,14987600,27.360714
"2006-10-30",30.293283,30.51088,30.094608,30.25544,7965400,27.006029
"2006-10-31",30.141911,30.747398,29.848629,30.690634,9541600,27.394495
"2006-11-01",30.586565,30.681173,29.933775,30.160833,9396000,26.921585
"2006-11-02",30.047304,30.274361,29.61211,30.047304,7787300,26.820255
"2006-11-03",30.274361,30.65279,30.236519,30.416273,7244800,27.149593
"2006-11-06",30.39735,30.605488,30.047304,30.491959,6371900,27.21715
"2006-11-07",30.416273,30.501419,29.981079,30.104069,7609600,26.870926
"2006-11-08",30.2649,30.898769,29.933775,30.813623,9802300,27.504278
"2006-11-09",30.983917,31.315042,30.766319,30.823084,9229400,27.512712
"2006-11-10",30.65279,30.870388,30.350048,30.558184,6324500,27.276264
"2006-11-13",30.321665,30.624409,30.189215,30.416273,6019400,27.149593
"2006-11-14",30.605488,30.709555,30.293283,30.501419,5793400,27.225595
"2006-11-15",30.662252,31.210974,30.463575,30.983917,8008900,27.656275
"2006-11-16",31.173132,31.286661,30.340586,30.38789,14393900,27.12426
"2006-11-17",30.274361,31.031219,30.104069,30.756859,8700600,27.4536
"2006-11-20",30.737938,30.851467,30.463575,30.577105,6523500,27.293159
"2006-11-21",30.614948,31.239357,30.558184,31.125828,6589200,27.782942
"2006-11-22",31.135288,31.381268,30.690634,30.946074,5933400,27.622496
"2006-11-24",30.917692,31.210974,30.747398,30.794703,1630600,27.487381
"2006-11-27",30.993378,31.078524,30.65279,30.719017,4729000,27.419825
"2006-11-28",30.671713,31.409651,30.65279,31.173132,6503500,27.825167
"2006-11-29",31.324503,32.194893,31.239357,32.147587,10512400,28.694963
"2006-11-30",32.261116,32.421947,31.939451,32.194893,10900600,28.73719
"2006-12-01",31.977295,32.261116,31.400188,32.251656,8376700,28.787857
"2006-12-04",32.034058,32.071903,31.561022,31.882687,5138400,28.458515
"2006-12-05",32.034058,32.232735,31.674551,31.939451,5191500,28.509188
"2006-12-06",31.882687,32.317883,31.807001,31.91107,5209700,28.483852
"2006-12-07",32.043518,32.043518,31.608326,31.78808,4068400,28.374067
"2006-12-08",30.416273,30.65279,30.274361,30.350048,33326700,27.090481
"2006-12-11",30.359509,30.936613,29.801325,30.066225,14811000,26.837141
"2006-12-12",29.858089,30.104069,29.413435,29.60265,11868100,26.423355
"2006-12-13",29.668875,29.820246,29.091768,29.536425,12465300,26.364243
"2006-12-14",29.74456,29.933775,29.574266,29.754021,9745400,26.558475
"2006-12-15",29.754021,29.754021,29.016083,29.4702,13234900,26.305132
"2006-12-18",29.262062,29.432356,28.864712,29.044466,11290700,25.925119
"2006-12-19",28.855251,29.35667,28.732262,29.205297,8461900,26.068672
"2006-12-20",29.262062,29.299906,28.760643,28.826868,8225700,25.730886
"2006-12-21",28.722801,28.978241,28.126774,28.486282,10700600,25.426889
"2006-12-22",28.382214,28.571428,28.145695,28.192999,6644600,25.1651
"2006-12-26",28.656576,28.656576,27.644276,27.748344,10484800,24.768198
"2006-12-27",27.909178,28.003784,27.549669,27.880795,7850300,24.886425
"2006-12-28",27.95648,28.098392,27.69158,27.786188,6633700,24.852573
"2006-12-29",27.719963,27.776726,27.43614,27.483444,9243800,24.581791
"2007-01-03",27.228004,27.483444,26.253548,26.329233,22405200,23.549442
"2007-01-04",26.196783,26.603596,26.035952,26.225166,17228600,23.45636
"2007-01-05",26.253548,26.613056,26.035952,26.442762,15177800,23.650978
"2007-01-08",26.773888,26.953642,26.206244,26.471146,11991900,23.676376
"2007-01-09",26.158941,26.679281,26.035952,26.395458,11461600,23.608669
"2007-01-10",26.291391,26.452223,26.026489,26.102177,10602900,23.346354
"2007-01-11",26.035952,26.565752,25.799433,25.827814,13003200,23.100965
"2007-01-12",25.922422,26.650898,25.922422,26.537371,9339300,23.735601
"2007-01-16",26.603596,26.754967,26.263008,26.423841,9215200,23.634064
"2007-01-17",26.310312,26.972565,26.310312,26.736046,9163400,23.913303
"2007-01-18",26.877956,26.963102,26.376537,26.622517,9353400,23.811762
"2007-01-19",26.736046,27.473984,26.688742,27.398296,12134800,24.505636
"2007-01-22",27.492905,27.767265,27.256386,27.369915,9950900,24.480247
"2007-01-23",27.710501,28.486282,27.587511,28.259224,13041000,25.275671
"2007-01-24",28.21192,28.420057,27.899715,28.363293,8140200,25.368748
"2007-01-25",28.325449,28.344372,27.379375,27.464521,9770000,24.564865
"2007-01-26",27.70104,27.871334,27.407759,27.43614,6001800,24.539486
"2007-01-29",27.332071,27.663198,27.03879,27.142857,9260200,24.277168
"2007-01-30",27.284769,27.984863,27.284769,27.82403,10152300,24.886419
"2007-01-31",27.767265,28.202459,27.492905,28.013245,8026300,25.05566
"2007-02-01",28.382214,28.476822,27.83349,28.032167,10178300,25.072586
"2007-02-02",28.126774,28.174078,27.634815,27.871334,6834600,24.928734
"2007-02-05",28.306528,28.363293,27.918638,28.022705,6741000,25.064117
"2007-02-06",28.192999,28.192999,27.511826,27.672659,7568700,24.751028
"2007-02-07",27.70104,27.918638,27.322611,27.56859,6976800,24.657942
"2007-02-08",27.445601,28.022705,27.445601,27.842951,8322600,24.903343
"2007-02-09",27.928099,28.145695,27.795649,28.032167,7597700,25.072586
"2007-02-12",27.795649,27.928099,27.407759,27.549669,6148400,24.641027
"2007-02-13",27.455061,28.013245,27.43614,27.96594,5768400,25.013351
"2007-02-14",28.07947,28.334909,27.814569,28.013245,6015500,25.05566
"2007-02-15",27.975403,27.975403,27.455061,27.748344,6420900,24.818724
"2007-02-16",27.70104,28.174078,27.625355,28.07947,7252700,25.114893
"2007-02-20",27.719963,27.719963,27.398296,27.710501,8268400,24.784876
"2007-02-21",27.719963,27.83349,27.398296,27.757805,6725500,24.827185
"2007-02-22",27.814569,28.060549,27.502365,27.984863,7536300,25.030272
"2007-02-23",28.457899,28.978241,28.429518,28.826868,18140800,25.783379
"2007-02-26",28.997162,30.113529,28.902554,29.574266,18137200,26.451864
"2007-02-27",28.930937,29.536425,28.382214,28.732262,15295600,25.698765
"2007-02-28",28.779564,29.063387,28.486282,28.798487,9958200,25.757996
"2007-03-01",28.552507,29.063387,28.145695,28.779564,9908800,25.741076
"2007-03-02",28.779564,28.826868,28.249763,28.278145,8474300,25.292591
"2007-03-05",27.483444,28.306528,27.483444,28.022705,10329000,25.064117
"2007-03-06",28.249763,28.656576,28.164618,28.599812,10102900,25.580294
"2007-03-07",28.46736,29.176916,28.457899,28.684958,10849500,25.656446
