"","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"2006-02-21",82.949997,83.068001,82.010002,82.43,1518500,52.7593
"2006-02-22",82.428001,84.580002,82.382004,84.514,2162000,54.093159
"2006-02-23",84.515999,84.587997,83.414001,83.433998,1779000,53.401894
"2006-02-24",83.75,85.459999,83.32,84.529999,1728500,54.103378
"2006-02-27",84.610001,87.748001,84.459999,87,3946000,55.684322
"2006-02-28",87,87.599998,84.940002,85.120003,3765000,54.481018
"2006-03-01",85.122002,86.522003,84.199997,86.279999,3234000,55.223461
"2006-03-02",85.980003,87.980003,85.68,86.697998,4125500,55.490986
"2006-03-03",86.550003,87.767998,86.400002,86.849998,2252500,55.588291
"2006-03-06",87.220001,87.758003,85.024002,85.638,2410500,54.812553
"2006-03-07",85.449997,85.449997,83.306,84.599998,2991000,54.148186
"2006-03-08",83.814003,84.599998,82.431999,83.947998,3959500,53.811001
"2006-03-09",84.209999,85.169998,83.188004,83.332001,2138500,53.416168
"2006-03-10",83.150002,86.150002,82.580002,85.68,2567000,54.921257
"2006-03-13",85.68,85.949997,84.360001,84.779999,1667000,54.34433
"2006-03-14",84.536003,86.400002,84.300003,86.094002,1738000,55.186607
"2006-03-15",86.18,86.800003,85.900002,86.501999,2086000,55.448128
"2006-03-16",86.849998,86.977997,85.550003,85.580002,2051500,54.85714
"2006-03-17",85.830002,85.949997,84.503998,84.889999,2133500,54.414856
"2006-03-20",84.800003,85.973999,84.403999,85.804001,1738000,55.000729
"2006-03-21",85.5,85.776001,83.921997,84.353996,2694000,54.071266
"2006-03-22",84.353996,85.239998,83.419998,85.120003,2209500,54.562275
"2006-03-23",85.400002,86.003998,84.746002,85.940002,1956500,55.087894
"2006-03-24",85.837997,87.127998,85.547997,87.050003,2426000,55.799412
"2006-03-27",87.195999,90.098,87,89.475998,3842500,57.354473
"2006-03-28",89.477997,89.959999,88.227997,88.874001,3591000,56.968597
"2006-03-29",89.674004,89.888,88.629997,89.615997,2709000,57.444225
"2006-03-30",90.050003,91.5,89.199997,89.589996,2570500,57.427547
"2006-03-31",90,90.255997,88.620003,89.5,2503000,57.369888
"2006-04-03",89.5,89.790001,87.442001,87.730003,2946000,56.235294
"2006-04-04",88.129997,88.996002,87.428001,88.989998,2826000,57.042969
"2006-04-05",88.989998,89.510002,88.32,88.769997,1529500,56.901939
"2006-04-06",88.730003,91.162003,88.449997,91.082001,3473500,58.383949
"2006-04-07",93.199997,96.940002,92.949997,96.099998,8318500,61.60051
"2006-04-10",96.101997,99.080002,95.085999,96.844002,7058000,62.077415
"2006-04-11",96.800003,97.400002,95.559998,96.501999,3819500,61.858189
"2006-04-12",96.150002,98.400002,96.150002,97.980003,2270000,62.805607
"2006-04-13",97.599998,98.601997,96.690002,98.031998,2124500,62.838905
"2006-04-17",98.599998,99.835999,97.639999,98.458,3124000,63.111992
"2006-04-18",99.870003,99.898003,98.220001,99.056,3495500,63.495316
"2006-04-19",99.400002,100.199997,98.599998,99.68,2481500,63.89529
"2006-04-20",99.685997,99.900002,97.980003,98.980003,1961500,63.446606
"2006-04-21",99.580002,100.089996,98.723999,100.022003,2757500,64.114525
"2006-04-24",100.141998,100.800003,98.300003,98.699997,3378500,63.267109
"2006-04-25",93.230003,95.800003,93,95.050003,7573000,60.927475
"2006-04-26",95.400002,95.655998,93.003998,93.75,3108000,60.094162
"2006-04-27",93.199997,94.300003,92.190002,93.508003,2767000,59.93903
"2006-04-28",93.508003,94,91.300003,91.599998,3324000,58.715992
"2006-05-01",91.800003,91.800003,89.800003,90.702003,4606000,58.140343
"2006-05-02",92.087997,92.269997,90.281998,92.199997,4899000,59.100594
"2006-05-03",92.400002,92.400002,89.510002,90.211998,4645000,57.826263
"2006-05-04",91.699997,95.550003,91.188004,95.43,7241000,61.171021
"2006-05-05",96.599998,97.199997,95.101997,97.199997,5088000,62.30563
"2006-05-08",97.199997,97.639999,95.68,96.699997,2439500,61.985096
"2006-05-09",96.300003,97.598,95.793999,96.232002,2911500,61.685112
"2006-05-10",96.234001,96.762001,95.029999,95.996002,2066500,61.533821
"2006-05-11",96.400002,96.959999,92.550003,92.550003,3573000,59.324947
"2006-05-12",92.199997,93.498001,91,92.300003,3523000,59.164715
"2006-05-15",92.099998,92.5,89.468002,91.362,3117000,58.563435
"2006-05-16",91.75,93.190002,91.206001,92.092003,2685500,59.031357
"2006-05-17",91.75,91.900002,88.150002,88.93,5052000,57.004501
"2006-05-18",88.970001,90.405998,88.272003,88.599998,3156500,56.792969
"2006-05-19",89.050003,90.099998,87.489998,89.924004,4417000,57.64167
"2006-05-22",89.199997,89.339996,85.402,87.129997,5166000,55.850712
"2006-05-23",88,90.629997,87.047997,87.400002,3570000,56.023746
"2006-05-24",87.25,88.400002,83.580002,86.629997,5078000,55.53019
"2006-05-25",87.550003,88.977997,86.739998,88.793999,3247500,56.91732
"2006-05-26",89.68,89.709999,87.596001,89.709999,2162500,57.504486
"2006-05-30",89.519997,89.519997,87.059998,87.379997,2339500,56.010952
"2006-05-31",88.599998,88.839996,87.5,88.260002,2349000,56.57502
"2006-06-01",87.599998,91.306,86.218002,91.239998,4140500,58.485229
"2006-06-02",91.778,92.367996,90.304001,91.160004,3571000,58.433926
"2006-06-05",90.959999,91.568001,88.75,88.809998,3003000,56.927574
"2006-06-06",89.199997,89.800003,87.115997,88.094002,2923000,56.468601
"2006-06-07",88.540001,89.722,87.001999,89.008003,3176000,57.136215
"2006-06-08",88.449997,90.120003,85.874001,90,5290500,57.772999
"2006-06-09",90.75,91.788002,89.610001,90.655998,3466500,58.194111
"2006-06-12",90.620003,91.012001,88.800003,89.199997,2715500,57.259476
"2006-06-13",89,91,87.802002,88.223999,4829500,56.63295
"2006-06-14",89.599998,90.010002,86.839996,88.129997,4205000,56.572617
"2006-06-15",88.5,90.300003,88.400002,89.699997,4050500,57.580437
"2006-06-16",89.699997,90.849998,89.300003,90.849998,2572000,58.318634
"2006-06-19",92.099998,92.199997,88.612,88.949997,3583500,57.098995
"2006-06-20",88.949997,90.681999,88.902,89.984001,2532000,57.762737
"2006-06-21",90,95.856003,89.807999,95.601997,6715000,61.369053
"2006-06-22",94.699997,95.449997,94.043999,94.143997,4167000,60.433144
"2006-06-23",94.162003,95.998001,94.099998,95.559998,3455500,61.342083
"2006-06-26",96,97.269997,95.300003,96.860001,2013000,62.176586
"2006-06-27",96.862,97.117996,94.709999,94.709999,2487500,60.796432
"2006-06-28",95.760002,95.760002,92.919998,94.501999,3530000,60.662945
"2006-06-29",95,97.800003,94.75,97.543999,3870000,62.615665
"2006-06-30",97.400002,98.888,96,98.230003,2589500,63.056019
"2006-07-03",98.43,99.900002,98.099998,99.370003,1050000,63.787785
"2006-07-05",97.970001,101.494003,97.860001,100.522003,3939000,64.52729
"2006-07-06",100.601997,100.898003,99.713997,100.148003,1931000,64.287231
"2006-07-07",100.150002,101.767998,98.860001,99.012001,2722500,63.558037
"2006-07-10",99.084,100.400002,97.010002,97.699997,3099500,62.71579
"2006-07-11",97.5,97.5,95.209999,96.127998,3586000,61.706699
"2006-07-12",96.010002,96.722,94.379997,94.68,2437500,60.777218
"2006-07-13",93.949997,94.947998,92.480003,93.169998,3065000,59.807896
"2006-07-14",93.169998,94.297997,91.222,92.832001,2294500,59.590939
"2006-07-17",92.482002,93.540001,91.599998,92.292,1612000,59.244297
"2006-07-18",93,93.489998,91.400002,92.197998,1800000,59.18396
"2006-07-19",92.599998,94.402,92.031998,94.199997,2951000,60.46907
"2006-07-20",95.150002,95.150002,92.199997,92.599998,2278500,59.441986
"2006-07-21",92.599998,92.800003,90.396004,90.400002,2640000,58.029774
"2006-07-24",91.641998,93.358002,90.903999,93,2434000,59.698776
"2006-07-25",92.599998,92.599998,89.223999,91.050003,4093500,58.447014
"2006-07-26",91.050003,91.300003,89.599998,90,1880500,57.772999
"2006-07-27",90,91.099998,88.730003,89.068001,2433000,57.174725
"2006-07-28",89.400002,90.970001,89.400002,90.699997,1947000,58.222343
"2006-07-31",90.32,92.262001,89.603996,92.239998,2187500,59.210911
"2006-08-01",93,93.68,91,92.272003,3033500,59.231453
"2006-08-02",92.599998,93.015999,90.601997,91.019997,2097500,58.427776
"2006-08-03",91.019997,92.68,90.545998,91.613998,1834000,58.809074
"2006-08-04",96.800003,97.416,95.332001,97.143997,7314500,62.358917
"2006-08-07",96.900002,97.896004,96.900002,97.360001,3795500,62.497543
"2006-08-08",97.5,98.790001,97.152,98,4684000,62.908401
"2006-08-09",98.510002,98.797997,96.650002,97.040001,4294500,62.292118
"2006-08-10",97.199997,97.884003,95.300003,95.300003,32463000,61.175186
"2006-08-11",94.919998,95.578003,92.416,92.982002,6363000,59.687225
"2006-08-14",94.300003,94.559998,92.150002,92.279999,4140000,59.23658
"2006-08-15",93.370003,93.800003,92.199997,93.400002,3557000,59.955555
"2006-08-16",93.400002,94.169998,93.001999,93.550003,3128500,60.051823
"2006-08-17",93.199997,93.860001,92.599998,93,2397000,59.698776
"2006-08-18",92.949997,92.949997,91.959999,92.269997,2292500,59.23016
"2006-08-21",92.269997,92.272003,90.510002,91.029999,2083000,58.434181
"2006-08-22",91.028,91.905998,89.543999,90.279999,2814000,57.952744
"2006-08-23",89.75,90.040001,88.800003,89.120003,2965500,57.208103
"2006-08-24",89.160004,89.599998,87.702003,89.099998,4035000,57.19524
"2006-08-25",89.099998,89.938004,88.730003,89.695999,1723500,57.577854
"2006-08-28",89.800003,89.93,87.085999,87.449997,4287000,56.136097
"2006-08-29",87.449997,87.741997,85.157997,87.489998,4916000,56.161777
"2006-08-30",87.998001,88.400002,85.800003,86.849998,3975000,55.75095
"2006-08-31",86.470001,88.057999,86.089996,88,1961500,56.489155
"2006-09-01",88.050003,88.82,87.300003,88.417999,2119000,56.757477
"2006-09-05",88.419998,88.877998,87.732002,88.877998,1752000,57.052769
"2006-09-06",88.751999,89.82,88.400002,88.879997,2976500,57.135048
"2006-09-07",88.484001,89.297997,87.874001,88.202003,1965000,56.699211
"2006-09-08",89.339996,89.339996,88.099998,88.739998,1572500,57.045036
"2006-09-11",88.741997,89.223999,87.821999,88.587997,2092000,56.94735
"2006-09-12",89.199997,91.150002,88.699997,90.900002,3367000,58.433567
"2006-09-13",90.540001,92.398003,90.204002,91.400002,2792500,58.754974
"2006-09-14",91.407997,92.117996,90.650002,90.75,2508500,58.337135
"2006-09-15",93.440002,95.012001,92.620003,94.449997,6693000,60.715664
"2006-09-18",94,95.68,93.800003,94.620003,4083000,60.82494
"2006-09-19",95.412003,95.412003,93.019997,93.531998,2148500,60.125488
"2006-09-20",93.919998,94.349998,91.603996,92.015999,2912500,59.150955
"2006-09-21",92.056,93.486,91.970001,92.809998,2368000,59.661396
"2006-09-22",92.449997,92.720001,91.543999,92.325996,1668000,59.350262
"2006-09-25",92.274002,94.349998,91.959999,93.851997,3361500,60.331223
"2006-09-26",93.851997,94.400002,93.276001,94.110001,1691000,60.497082
"2006-09-27",94.160004,96,94.160004,95.870003,2959000,61.628441
"2006-09-28",96.099998,96.575996,94.599998,95.339996,1991500,61.287762
"2006-09-29",95.800003,95.811996,94.440002,95.650002,1691000,61.487034
"2006-10-02",95.400002,95.402,92.940002,93.370003,2261500,60.021393
"2006-10-03",93.800003,95.199997,93.370003,95.199997,2490500,61.197758
"2006-10-04",94.900002,98.199997,94.685997,97.853996,3509500,62.903851
"2006-10-05",97.739998,98.627998,96.830002,98.349998,2524000,63.222679
"2006-10-06",98.150002,98.540001,97.400002,98.160004,1769500,63.100529
"2006-10-09",97.779999,104.910004,97.702003,104.297997,6282000,67.046257
"2006-10-10",103.598,103.795998,100.07,100.598,4815000,64.667793
"2006-10-11",100.400002,101.697998,99,99.800003,3501500,64.154793
"2006-10-12",100.400002,101.07,99.110001,99.998001,3184000,64.282051
"2006-10-13",99.949997,101.598,99.736,100.178001,2374500,64.397804
"2006-10-16",100.010002,101.309998,99.601997,100.650002,2081000,64.701195
"2006-10-17",107.001999,107.001999,102.003998,103.300003,16251500,66.404701
"2006-10-18",103.601997,103.601997,101.024002,101.449997,5655000,65.215485
"2006-10-19",101.650002,102.050003,100.017998,100.199997,3862000,64.411926
"2006-10-20",100.199997,100.461998,98,98.036003,3581500,63.020821
"2006-10-23",98.419998,100.650002,97.040001,100.650002,6075500,64.701195
"2006-10-24",101.054001,102.218002,98.393997,101,4947500,64.926201
"2006-10-25",101.980003,101.998001,99.300003,99.300003,3521000,63.83337
"2006-10-26",99.302002,100.056,97.860001,99.889999,3121000,64.212646
"2006-10-27",100.779999,102.057999,99.802002,101.059998,4116500,64.964752
"2006-10-30",101.059998,101.18,99.82,99.996002,2554500,64.280785
"2006-10-31",100.300003,101.190002,99.029999,100.199997,3265000,64.411926
"2006-11-01",100.199997,102.699997,99.949997,100.265999,5602000,64.454346
"2006-11-02",99.666,100.902,99.398003,100.230003,3354500,64.431213
"2006-11-03",100.309998,101.599998,99.400002,100.209999,3109500,64.418365
"2006-11-06",100.636002,102.610001,100.260002,102.367996,3272000,65.805595
"2006-11-07",101.980003,103.300003,101.629997,101.93,2640500,65.524033
"2006-11-08",101.199997,101.779999,100.400002,100.944,3176000,64.890182
"2006-11-09",100.900002,101,98.804001,99.057999,2771000,63.677807
"2006-11-10",99.599998,100.400002,98.806,99.164001,2682000,63.745941
"2006-11-13",99.199997,100.342003,98.199997,99.795998,3314500,64.152245
"2006-11-14",100.290001,102.900002,99.839996,102.744003,4911000,66.047318
"2006-11-15",101.949997,106.599998,101.802002,106.501999,7770500,68.463081
"2006-11-16",106.001999,108.800003,106,108.010002,6365500,69.432465
"2006-11-17",107.599998,109.396004,106.699997,107,7097000,68.783211
"2006-11-20",107.290001,109,106.059998,108.32,4564500,69.631737
"2006-11-21",108.32,110.559998,108.099998,110.400002,3840000,70.968842
"2006-11-22",111.099998,111.099998,109.57,110.772003,2447500,71.207932
"2006-11-24",110.772003,111.594002,109.592003,110.648003,1013500,71.12825
"2006-11-27",110.400002,110.402,106.410004,106.554001,4145500,68.496521
"2006-11-28",106.774002,107.977997,105.211998,107.398003,3672000,69.03904
"2006-11-29",107.400002,108.697998,105.625999,107.807999,3559500,69.302605
"2006-11-30",108,108.297997,106.295998,107.120003,2409000,68.860329
"2006-12-01",107.120003,107.519997,105.400002,106.279999,2757000,68.320343
"2006-12-04",106.389999,106.910004,105.440002,106.620003,2907000,68.53891
"2006-12-05",107,108.699997,106.599998,108.362,2971500,69.658745
"2006-12-06",107.599998,109.400002,107.510002,108.290001,2679500,69.693481
"2006-12-07",108.650002,109.487999,107.400002,107.730003,2648500,69.333115
"2006-12-08",107.730003,109.253998,107.276001,109.227997,2772000,70.29715
"2006-12-11",109.377998,110.066002,108.300003,108.627998,2759500,69.911034
"2006-12-12",108.828003,109.403999,107.730003,108.351997,2469500,69.733391
"2006-12-13",108.900002,109.038002,106.199997,106.384003,3043000,68.46682
"2006-12-14",106.699997,107.260002,105.699997,105.900002,2682500,68.155319
"2006-12-15",106.169998,106.991997,106.120003,106.599998,2488000,68.605835
"2006-12-18",106.620003,106.947998,105.073997,105.400002,1787500,67.833549
"2006-12-19",105.25,107.033997,104.367996,106.991997,2627000,68.858109
"2006-12-20",106.529999,106.615997,104.75,104.900002,2440000,67.511742
"2006-12-21",105.5,105.624001,101.220001,102.806,4507000,66.164108
"2006-12-22",102.806,103.510002,101.337997,102.199997,2650500,65.774078
"2006-12-26",101.849998,102,100.610001,101.634003,1879000,65.409813
"2006-12-27",101.800003,102.559998,101.800003,102.157997,1458000,65.747055
"2006-12-28",102.171997,102.629997,101.758003,102.589996,1491500,66.025055
"2006-12-29",102.400002,102.599998,101.699997,101.949997,1656500,65.613174
"2007-01-03",103.192001,105.139999,103.192001,104.599998,3981500,67.318665
"2007-01-04",104,105.386002,103.734001,105.360001,2590000,67.8078
"2007-01-05",105.360001,106.353996,104.924004,105.853996,2196500,68.125732
"2007-01-08",106.199997,106.980003,105.433998,106.980003,2040000,68.850426
"2007-01-09",106.940002,107.650002,106.431999,107.598,2144500,69.248154
"2007-01-10",107.220001,110.790001,107.022003,110.674004,4263500,71.227791
"2007-01-11",110.639999,111.980003,109.68,111.334,3629000,71.652534
"2007-01-12",111.300003,114.896004,111.153999,114.800003,4965000,73.883209
"2007-01-16",114.800003,115.598,113.059998,113.949997,3808500,73.336143
"2007-01-17",113.949997,116.800003,113.433998,116.400002,4341000,74.912941
"2007-01-18",117,118,114.834,115.5,4290000,74.333725
"2007-01-19",115.199997,116,114.482002,115.466003,3234500,74.311867
"2007-01-22",115.980003,116.120003,113.449997,114,2567000,73.368355
"2007-01-23",114.400002,116.884003,113.307999,116.870003,3636500,75.215446
"2007-01-24",116.940002,119.260002,116.421997,118.307999,4240000,76.140884
"2007-01-25",118.739998,118.739998,115.382004,115.800003,2802000,74.526787
"2007-01-26",116.580002,117.800003,115.362,117.772003,3021500,75.795929
"2007-01-29",117.786003,118.389999,115,115.169998,3097000,74.121323
"2007-01-30",111,114.863998,109.491997,113.650002,9216000,73.143112
"2007-01-31",114.040001,114.5,112.43,112.660004,3259000,72.505959
"2007-02-01",113.400002,115.599998,113.059998,115.564003,3070000,74.374924
"2007-02-02",115.099998,116,114.199997,115.779999,2500500,74.513901
"2007-02-05",116.25,116.279999,114.419998,115.519997,1790000,74.346581
"2007-02-06",115.519997,116.199997,114.730003,115.816002,1734500,74.537109
"2007-02-07",115.940002,117.531998,115.073997,117.470001,2447500,75.601578
"2007-02-08",117.400002,117.524002,116.094002,116.837997,1734000,75.194839
"2007-02-09",117.150002,117.440002,113.510002,114.650002,2792000,73.786682
"2007-02-12",114.650002,114.697998,112.440002,112.800003,2361500,72.596039
"2007-02-13",113.599998,114.751999,113.153999,114.400002,2561500,73.625809
"2007-02-14",114.666,115.963997,114.122002,114.599998,2263000,73.754478
"2007-02-15",114.599998,115.961998,114.300003,114.517998,1561000,73.701714
"2007-02-16",114.150002,115.199997,114.005997,114.952003,2081000,73.981041
"2007-02-20",114.954002,115.699997,113.713997,115.400002,2802000,74.269348
"2007-02-21",115.349998,115.666,113.400002,113.454002,3040000,73.016975
"2007-02-22",113.25,113.402,109.573997,110,4932500,70.794006
"2007-02-23",110.050003,110.300003,108.106003,108.970001,4060500,70.131149
"2007-02-26",110.010002,110.199997,107.001999,107.318001,3233500,69.06794
"2007-02-27",106,106.557999,102,102.197998,6573000,65.772812
"2007-02-28",103.889999,108.75,103.244003,107.830002,8502000,69.397446
"2007-03-01",106.199997,110.078003,105.220001,109.045998,6290000,70.180054
"2007-03-02",108.800003,109.638,107.068001,108.050003,4628500,69.539032
"2007-03-05",108.199997,112.426003,107.594002,110.879997,6913000,71.360374
"2007-03-06",112.370003,113.790001,111.848,112.910004,5168500,72.666832
"2007-03-07",112.737999,113.578003,111.774002,112.206001,4465000,72.323952
"2007-03-08",113.169998,114.849998,112.641998,113.538002,5290000,73.18248
"2007-03-09",114.550003,114.550003,112.199997,113.592003,3623500,73.217285
"2007-03-12",113.592003,114.260002,112.622002,113.5,3199500,73.158005
"2007-03-13",113.199997,113.279999,109.982002,110.089996,5217000,70.960022
"2007-03-14",111.400002,113.082001,109.115997,112.793999,6245500,72.702942
"2007-03-15",110.802002,114.998001,106.400002,106.575996,15800000,68.695023
"2007-03-16",107.639999,107.779999,103.702003,105.400002,10265000,67.937057
"2007-03-19",106,107.267998,105,106.050003,6117000,68.35601
"2007-03-20",106.379997,107.169998,105.746002,106.489998,2998500,68.639618
"2007-03-21",106.489998,108.199997,105.653999,108.099998,3179500,69.677353
"2007-03-22",108.68,109.790001,107.001999,108.825996,4299500,70.145309
"2007-03-23",108.825996,109.300003,107.400002,108.167999,2617500,69.721191
"2007-03-26",108.300003,108.741997,107.122002,107.639999,2803000,69.380859
"2007-03-27",107.589996,109.181999,107.150002,107.482002,2551000,69.278992
"2007-03-28",107.472,107.940002,105.440002,105.849998,2983500,68.227089
"2007-03-29",106.599998,106.919998,105.933998,106.222,2575000,68.466866
"2007-03-30",106.099998,107.220001,105.646004,106.491997,2088500,68.6409
"2007-04-02",107.419998,109.199997,106.795998,108.776001,3965000,70.113068
"2007-04-03",108.875999,110.339996,108.571999,110.18,3332500,71.018044
"2007-04-04",110.300003,112.241997,110.199997,111.419998,3436000,71.817299
"2007-04-05",111.402,111.816002,110.542,110.699997,1495500,71.353241
"2007-04-09",111,111.580002,109.636002,110.099998,1345500,70.966476
"2007-04-10",110.25,111.365997,109.690002,110.099998,1356000,70.966476
"2007-04-11",109.982002,110.839996,108.849998,110.099998,1866500,70.966476
"2007-04-12",110.129997,110.938004,109.237999,110.669998,1702500,71.333885
"2007-04-13",111.059998,111.089996,110.204002,110.297997,992000,71.094101
"2007-04-16",110.337997,113,110.297997,111.748001,2645000,72.028709
"2007-04-17",111.75,112.498001,110.900002,111.639999,1554000,71.959091
"2007-04-18",111.639999,112.800003,111.087997,111.720001,1576500,72.010689
"2007-04-19",111.461998,112.489998,110.531998,110.769997,1893500,71.398331
"2007-04-20",111.5,111.961998,110.900002,111.178001,2250500,71.661339
"2007-04-23",111.178001,111.239998,109.25,109.480003,2239000,70.566864
"2007-04-24",109.879997,109.879997,106.157997,106.260002,4051000,68.491364
"2007-04-25",106.779999,106.998001,104.711998,106.139999,3958500,68.414017
"2007-04-26",106.599998,106.699997,103.458,103.75,3941500,66.873489
"2007-04-27",103.800003,105.879997,103.793999,104.398003,2295000,67.291168
"2007-04-30",104.793999,105.800003,103.18,103.349998,2699000,66.615662
"2007-05-01",103.5,104.290001,101.029999,102.519997,4719000,66.080688
"2007-05-02",103.300003,104.445999,102.699997,103.059998,3428000,66.428734
"2007-05-03",103.059998,104.578003,102.889999,104.199997,3354500,67.163559
"2007-05-04",104.199997,104.419998,102.473999,102.980003,2373500,66.377197
"2007-05-07",101.599998,102.620003,100.851997,101.589996,4252500,65.481262
"2007-05-08",101.25,102.5,100.220001,101.75,3087000,65.584366
"2007-05-09",100.949997,102.300003,100.699997,101.389999,2178000,65.352333
"2007-05-10",101.400002,102.181999,99.400002,99.589996,3631000,64.192116
"2007-05-11",105.029999,107.528,102.800003,107.260002,9464000,69.135902
"2007-05-14",107.260002,108.882004,105.650002,105.898003,5070500,68.257996
"2007-05-15",105.940002,106.699997,104.017998,104.68,2813000,67.472939
"2007-05-16",104.879997,105.32,103.099998,104.309998,2845000,67.234451
"2007-05-17",104,105.18,103.283997,104.760002,2789500,67.524513
"2007-05-18",104.851997,105.197998,103.753998,103.980003,2365000,67.021744
"2007-05-21",103.977997,104.160004,102.877998,103,2620500,66.390068
"2007-05-22",102.800003,104.554001,102.5,104.431999,2596500,67.313095
"2007-05-23",104.400002,105.199997,103.814003,103.877998,2572500,66.956017
"2007-05-24",104,104.400002,101.599998,102.449997,2619500,66.035568
"2007-05-25",102.839996,103.148003,102.033997,102.699997,1301500,66.196716
"2007-05-29",103.391998,105.344002,103.199997,105.204002,3450500,67.810707
"2007-05-30",104.400002,105.599998,103.650002,105.57,2496000,68.046623
"2007-05-31",105.699997,106.638,105.699997,106.199997,2584000,68.452675
"2007-06-01",106.589996,107.666,105.290001,107.400002,2396500,69.226173
"2007-06-04",107.400002,107.900002,106.685997,107.050003,1858000,69.000557
"2007-06-05",106.793999,107.980003,106.68,107.853996,2544500,69.518784
"2007-06-06",107.683998,109.099998,107.199997,108.480003,3257000,70.033981
"2007-06-07",108.440002,109.486,106.592003,107.893997,3439500,69.655663
"2007-06-08",108,110.050003,108,109.926003,4690000,70.967484
"2007-06-11",109.989998,112.050003,109.697998,111.414001,3112500,71.928146
"2007-06-12",111.419998,111.709999,109.699997,109.699997,3819000,70.821564
"2007-06-13",110.050003,110.533997,108.624001,110.25,2558500,71.176666
"2007-06-14",109.949997,110.57,109.206001,109.498001,2759000,70.69117
"2007-06-15",110.716003,111.709999,109.746002,110.540001,4187500,71.363884
"2007-06-18",110.230003,110.5,108.599998,109.197998,3221500,70.497505
"2007-06-19",107.220001,109.400002,107.220001,109.255997,3050000,70.534966
"2007-06-20",109.400002,109.944,108.779999,108.779999,2227500,70.227646
"2007-06-21",109.129997,109.889999,108,109.849998,1583000,70.918396
"2007-06-22",109.459999,110.057999,107.989998,107.989998,3241000,69.717636
"2007-06-25",107.800003,108.889999,106.136002,106.68,2304000,68.871887
"2007-06-26",106.660004,107.889999,105.938004,106.18,1692000,68.549095
"2007-06-27",105.599998,108.519997,105.220001,108.431999,2684500,70.002991
"2007-06-28",108.433998,109.43,107.730003,108.096001,1821000,69.786064
"2007-06-29",108.096001,109,106.360001,106.872002,1907000,68.995842
"2007-07-02",107.760002,107.779999,106.374001,106.5,2154500,68.755692
"2007-07-03",107.800003,108.550003,107.202003,107.870003,2017000,69.640152
"2007-07-05",108.400002,111.138,107.870003,111.138,2561000,71.749969
"2007-07-06",111,115.5,108.830002,114.959999,9142500,74.217415
"2007-07-09",114.599998,116.405998,113.410004,114.115997,6383000,73.672562
"2007-07-10",114,114.080002,112.022003,112.160004,5446000,72.409782
"2007-07-11",111.526001,116.512001,110.931999,116.010002,22480000,74.895279
"2007-07-12",116.150002,118.112,115.980003,117.559998,8369000,75.895958
"2007-07-13",117.199997,117.400002,116.040001,116.900002,3571000,75.469849
"2007-07-16",116.800003,119.998001,116.599998,117.260002,5672500,75.702293
"2007-07-17",117.900002,118.199997,115.800003,116.75,4818000,75.373016
"2007-07-18",116.848,117.379997,114.599998,115.528,3795000,74.584145
"2007-07-19",115.900002,117,114.286003,114.400002,2870500,73.855881
"2007-07-20",114.449997,114.650002,112.260002,112.400002,3585000,72.56469
"2007-07-23",112.400002,113.655998,111.040001,111.919998,2870000,72.254829
"2007-07-24",111.400002,111.968002,109.211998,109.800003,5136000,70.886154
"2007-07-25",110.400002,111.601997,107.879997,109.503998,4435500,70.695045
"2007-07-26",108.400002,108.949997,104.519997,107.5,6358000,69.401314
"2007-07-27",107.599998,113.452003,106.515999,111.300003,8242500,71.854515
"2007-07-30",112.793999,114.32,111.900002,114.309998,4297500,73.797775
"2007-07-31",114.998001,115.099998,109.762001,110.5,4066500,71.338074
"2007-08-01",111.003998,113.029999,108.650002,112.274002,4815000,72.483353
"2007-08-02",112.594002,112.786003,110.552002,111.195999,3442500,71.787407
"2007-08-03",111.800003,114.199997,111.199997,111.580002,4807500,72.035309
"2007-08-06",112.199997,114.844002,111.220001,114.844002,4075500,74.142509
"2007-08-07",114.300003,116.737999,113.519997,115.800003,4977500,74.759697
"2007-08-08",115.905998,121,115.905998,121,3702500,78.116814
"2007-08-09",117.800003,121.991997,117.5,118.75,6661500,76.664223
"2007-08-10",119.402,120.412003,117.199997,118.849998,5580000,76.72876
"2007-08-13",120.038002,120.18,116.059998,116.213997,3476500,75.027
"2007-08-14",116.599998,117.542,112.459999,112.459999,5352500,72.603416
"2007-08-15",112.606003,113.400002,107.75,107.980003,6954500,69.711166
"2007-08-16",106.5,107.386002,101.178001,105.900002,14675000,68.36834
"2007-08-17",108.365997,111.112,104.722,108.769997,7378500,70.221191
"2007-08-20",109.029999,109.300003,106.400002,107.524002,4122500,69.416786
"2007-08-21",106.858002,110.800003,106.339996,110.800003,4241000,71.531761
"2007-08-22",111.580002,111.704002,108.849998,109.32,3099000,70.576248
"2007-08-23",109.279999,111.311996,109.279999,111.010002,3163500,71.667328
"2007-08-24",111.012001,112.071999,110.302002,112.071999,3658000,72.352974
"2007-08-27",111.300003,112.139999,111.199997,111.720001,3678500,72.125694
"2007-08-28",111.339996,111.900002,110.708,110.839996,3361500,71.557571
"2007-08-29",111.019997,112.084,111.019997,112.019997,3648000,72.319374
"2007-08-30",112.599998,112.599998,110.139999,110.449997,3001500,71.305809
"2007-08-31",110.823997,112.031998,109.428001,110.959999,2678500,71.635017
