"","MNST.Open","MNST.High","MNST.Low","MNST.Close","MNST.Volume","MNST.Adjusted"
"2004-02-25",0.229167,0.240625,0.229167,0.239167,484800,0.239167
"2004-02-26",0.25,0.25,0.231042,0.23125,283200,0.23125
"2004-02-27",0.248542,0.248958,0.233333,0.248958,734400,0.248958
"2004-03-01",0.25,0.251875,0.235208,0.247917,864000,0.247917
"2004-03-02",0.239583,0.249167,0.239375,0.247083,436800,0.247083
"2004-03-03",0.241875,0.263958,0.241875,0.26125,1492800,0.26125
"2004-03-04",0.272292,0.299792,0.260417,0.287917,4243200,0.287917
"2004-03-05",0.287917,0.29375,0.286458,0.290208,2059200,0.290208
"2004-03-08",0.290625,0.29375,0.279792,0.286667,1617600,0.286667
"2004-03-09",0.279167,0.28875,0.274167,0.288542,715200,0.288542
"2004-03-10",0.287917,0.3125,0.285625,0.300625,2539200,0.300625
"2004-03-11",0.300208,0.301042,0.260417,0.272708,2851200,0.272708
"2004-03-12",0.264792,0.277083,0.264792,0.277083,960000,0.277083
"2004-03-15",0.28125,0.290208,0.272917,0.286458,2860800,0.286458
"2004-03-16",0.291458,0.291458,0.273958,0.282292,940800,0.282292
"2004-03-17",0.282708,0.286458,0.2725,0.286042,1152000,0.286042
"2004-03-18",0.287083,0.290417,0.277292,0.280208,801600,0.280208
"2004-03-19",0.277292,0.284167,0.277292,0.280208,1104000,0.280208
"2004-03-22",0.280417,0.285208,0.233958,0.234375,4920000,0.234375
"2004-03-23",0.234792,0.240625,0.21875,0.23125,6432000,0.23125
"2004-03-24",0.228958,0.257292,0.226875,0.23,4785600,0.23
"2004-03-25",0.235417,0.252083,0.231458,0.250625,1718400,0.250625
"2004-03-26",0.252083,0.264583,0.251042,0.254375,1550400,0.254375
"2004-03-29",0.275833,0.277083,0.262708,0.267083,2798400,0.267083
"2004-03-30",0.259375,0.270208,0.259375,0.269375,2443200,0.269375
"2004-03-31",0.267708,0.291667,0.266667,0.291458,3163200,0.291458
"2004-04-01",0.29125,0.327292,0.283333,0.317917,5155200,0.317917
"2004-04-02",0.35375,0.354167,0.3,0.303125,6168000,0.303125
"2004-04-05",0.303958,0.305208,0.29625,0.302083,3364800,0.302083
"2004-04-06",0.291667,0.304583,0.291667,0.303333,1588800,0.303333
"2004-04-07",0.296875,0.302083,0.291875,0.301458,1041600,0.301458
"2004-04-08",0.291875,0.310417,0.291875,0.308125,1478400,0.308125
"2004-04-12",0.302708,0.319792,0.300417,0.319167,1891200,0.319167
"2004-04-13",0.321042,0.321042,0.310625,0.314792,1056000,0.314792
"2004-04-14",0.315,0.319792,0.309375,0.312292,1089600,0.312292
"2004-04-15",0.311458,0.315625,0.303125,0.307292,921600,0.307292
"2004-04-16",0.308958,0.310833,0.305,0.305,537600,0.305
"2004-04-19",0.306667,0.310208,0.303125,0.3075,417600,0.3075
"2004-04-20",0.304375,0.31,0.302292,0.308333,1027200,0.308333
"2004-04-21",0.308333,0.308333,0.3,0.304167,1132800,0.304167
"2004-04-22",0.299792,0.317708,0.294583,0.312292,1041600,0.312292
"2004-04-23",0.314583,0.3175,0.28125,0.295417,3043200,0.295417
"2004-04-26",0.281042,0.315,0.281042,0.2975,2985600,0.2975
"2004-04-27",0.30375,0.322917,0.300625,0.301458,1608000,0.301458
"2004-04-28",0.305417,0.305417,0.291458,0.302083,408000,0.302083
"2004-04-29",0.290625,0.301458,0.27125,0.281458,1761600,0.281458
"2004-04-30",0.277708,0.298958,0.277708,0.290208,1118400,0.290208
"2004-05-03",0.289792,0.294583,0.284375,0.2875,1238400,0.2875
"2004-05-04",0.289792,0.298958,0.289583,0.29875,1070400,0.29875
"2004-05-05",0.293542,0.294167,0.270833,0.286458,3528000,0.286458
"2004-05-06",0.290417,0.352708,0.28125,0.333333,16651200,0.333333
"2004-05-07",0.333542,0.427083,0.328125,0.410208,41241600,0.410208
"2004-05-10",0.409583,0.414167,0.365833,0.40375,32438400,0.40375
"2004-05-11",0.42375,0.455208,0.398333,0.430833,24763200,0.430833
"2004-05-12",0.424792,0.430833,0.403125,0.42125,13416000,0.42125
"2004-05-13",0.42125,0.42125,0.387292,0.391667,7272000,0.391667
"2004-05-14",0.397917,0.426042,0.38125,0.418958,10896000,0.418958
"2004-05-17",0.401667,0.46,0.385417,0.4475,21988800,0.4475
"2004-05-18",0.456458,0.457292,0.424167,0.441667,19756800,0.441667
"2004-05-19",0.457292,0.457292,0.427292,0.4375,8299200,0.4375
"2004-05-20",0.437292,0.4475,0.414167,0.438542,7723200,0.438542
"2004-05-21",0.451042,0.488542,0.438125,0.486875,25161600,0.486875
"2004-05-24",0.515625,0.530208,0.500208,0.517083,31646400,0.517083
"2004-05-25",0.515417,0.515625,0.487083,0.501458,21465600,0.501458
"2004-05-26",0.5,0.51125,0.489792,0.51125,9931200,0.51125
"2004-05-27",0.510208,0.55875,0.497917,0.555417,31435200,0.555417
"2004-05-28",0.557292,0.561458,0.529792,0.548958,16699200,0.548958
"2004-06-01",0.552292,0.556042,0.487708,0.510417,33105600,0.510417
"2004-06-02",0.5,0.53125,0.497917,0.529375,47246400,0.529375
"2004-06-03",0.489583,0.505208,0.46375,0.488958,56481600,0.488958
"2004-06-04",0.489583,0.500417,0.444167,0.450625,24384000,0.450625
"2004-06-07",0.449792,0.488958,0.435625,0.479167,22574400,0.479167
"2004-06-08",0.472083,0.479167,0.458333,0.465208,7651200,0.465208
"2004-06-09",0.45875,0.465625,0.440625,0.465625,8851200,0.465625
"2004-06-10",0.46125,0.495625,0.456875,0.478542,16392000,0.478542
"2004-06-14",0.476042,0.529167,0.468125,0.517292,25545600,0.517292
"2004-06-15",0.517292,0.523958,0.501042,0.510625,13180800,0.510625
"2004-06-16",0.520625,0.523125,0.508958,0.520208,10051200,0.520208
"2004-06-17",0.527917,0.551042,0.511458,0.543542,19104000,0.543542
"2004-06-18",0.551042,0.5975,0.544792,0.567708,37896000,0.567708
"2004-06-21",0.585417,0.60625,0.49625,0.498542,48993600,0.498542
"2004-06-22",0.490625,0.504375,0.463542,0.491667,36076800,0.491667
"2004-06-23",0.497292,0.515208,0.488333,0.5,13675200,0.5
"2004-06-24",0.506875,0.522708,0.495,0.506667,8529600,0.506667
"2004-06-25",0.503125,0.526042,0.502917,0.524583,29779200,0.524583
"2004-06-28",0.536458,0.552083,0.512917,0.518542,15115200,0.518542
"2004-06-29",0.531875,0.536458,0.502083,0.508542,7392000,0.508542
"2004-06-30",0.51,0.528958,0.501042,0.527708,9480000,0.527708
"2004-07-01",0.510417,0.526042,0.5075,0.510833,6153600,0.510833
"2004-07-02",0.520625,0.520833,0.506667,0.508333,3561600,0.508333
"2004-07-06",0.500833,0.507708,0.46875,0.479583,16118400,0.479583
"2004-07-07",0.471042,0.484167,0.44,0.478958,26798400,0.478958
"2004-07-08",0.474375,0.479583,0.454167,0.463542,6859200,0.463542
"2004-07-09",0.45625,0.463542,0.427083,0.429167,13459200,0.429167
"2004-07-12",0.425625,0.441667,0.369792,0.403958,36009600,0.403958
"2004-07-13",0.402083,0.4125,0.384375,0.391042,14395200,0.391042
"2004-07-14",0.377917,0.398125,0.375208,0.377917,9144000,0.377917
"2004-07-15",0.371875,0.391458,0.369792,0.378542,6432000,0.378542
"2004-07-16",0.395833,0.447292,0.388542,0.428542,34934400,0.428542
"2004-07-19",0.41875,0.430208,0.392917,0.395208,26500800,0.395208
"2004-07-20",0.399792,0.425833,0.396875,0.420417,9043200,0.420417
"2004-07-21",0.42875,0.42875,0.40625,0.416667,5755200,0.416667
"2004-07-22",0.4125,0.430208,0.390625,0.396042,8208000,0.396042
"2004-07-23",0.393333,0.4025,0.37875,0.389792,4660800,0.389792
"2004-07-26",0.384583,0.40375,0.3775,0.396667,7584000,0.396667
"2004-07-27",0.399375,0.410833,0.393125,0.400833,6182400,0.400833
"2004-07-28",0.40625,0.40625,0.386042,0.395417,7358400,0.395417
"2004-07-29",0.397917,0.414375,0.392083,0.413958,4761600,0.413958
"2004-07-30",0.415208,0.434375,0.412917,0.427083,7180800,0.427083
"2004-08-02",0.417292,0.450625,0.415208,0.423542,7790400,0.423542
"2004-08-03",0.425,0.427083,0.420833,0.421875,6422400,0.421875
"2004-08-04",0.425,0.447917,0.423125,0.439375,9523200,0.439375
"2004-08-05",0.492708,0.524792,0.477083,0.490417,48043200,0.490417
"2004-08-06",0.467917,0.508125,0.466875,0.485625,12696000,0.485625
"2004-08-09",0.484375,0.504792,0.484375,0.497292,9240000,0.497292
"2004-08-10",0.497083,0.499167,0.483333,0.49125,11491200,0.49125
"2004-08-11",0.483958,0.484375,0.46875,0.484375,11486400,0.484375
"2004-08-12",0.481042,0.489375,0.469792,0.484375,3926400,0.484375
"2004-08-13",0.489583,0.489583,0.448542,0.464375,8073600,0.464375
"2004-08-16",0.45625,0.466458,0.407917,0.409375,16939200,0.409375
"2004-08-17",0.4125,0.433958,0.405208,0.413125,11227200,0.413125
"2004-08-18",0.407292,0.453333,0.403125,0.453125,12072000,0.453125
"2004-08-19",0.442708,0.454167,0.436458,0.441875,3590400,0.441875
"2004-08-20",0.434375,0.46125,0.430417,0.460625,4809600,0.460625
"2004-08-23",0.463333,0.494167,0.458333,0.482708,9297600,0.482708
"2004-08-24",0.493542,0.499583,0.477083,0.494583,7046400,0.494583
"2004-08-25",0.4975,0.499375,0.48,0.491875,4665600,0.491875
"2004-08-26",0.497917,0.500417,0.479792,0.483958,3480000,0.483958
"2004-08-27",0.492708,0.492708,0.471875,0.474167,2558400,0.474167
"2004-08-30",0.475417,0.489583,0.470208,0.485833,4060800,0.485833
"2004-08-31",0.491667,0.499167,0.481458,0.494583,4814400,0.494583
"2004-09-01",0.5,0.565417,0.494792,0.565,43065600,0.565
"2004-09-02",0.568333,0.583333,0.5425,0.570208,37324800,0.570208
"2004-09-03",0.574167,0.575417,0.545833,0.564583,10588800,0.564583
"2004-09-07",0.572917,0.605833,0.555208,0.569792,34896000,0.569792
"2004-09-08",0.572292,0.580625,0.5525,0.564792,9336000,0.564792
"2004-09-09",0.572917,0.576042,0.5325,0.549792,17856000,0.549792
"2004-09-10",0.555208,0.594583,0.54375,0.593333,23817600,0.593333
"2004-09-13",0.615625,0.630833,0.525,0.5325,98740800,0.5325
"2004-09-14",0.52,0.55625,0.513333,0.54,26851200,0.54
"2004-09-15",0.548125,0.548125,0.509792,0.526667,15288000,0.526667
"2004-09-16",0.52125,0.54375,0.515625,0.523333,10272000,0.523333
"2004-09-17",0.521042,0.530833,0.485625,0.489792,22828800,0.489792
"2004-09-20",0.486667,0.518958,0.486458,0.502917,15643200,0.502917
"2004-09-21",0.510417,0.510417,0.471042,0.471042,25060800,0.471042
"2004-09-22",0.470833,0.495833,0.470208,0.479792,14251200,0.479792
"2004-09-23",0.479167,0.496042,0.478333,0.487708,5601600,0.487708
"2004-09-24",0.482083,0.510208,0.48,0.504167,7454400,0.504167
"2004-09-27",0.495,0.505833,0.491458,0.501042,8140800,0.501042
"2004-09-28",0.4975,0.517292,0.4975,0.5,4185600,0.5
"2004-09-29",0.491667,0.507708,0.491667,0.506042,5020800,0.506042
"2004-09-30",0.508333,0.508333,0.494167,0.5025,4574400,0.5025
"2004-10-01",0.498333,0.54375,0.498125,0.520833,15624000,0.520833
"2004-10-04",0.529375,0.551875,0.522917,0.533125,14520000,0.533125
"2004-10-05",0.545208,0.545208,0.523958,0.527917,3739200,0.527917
"2004-10-06",0.52375,0.5425,0.52375,0.54125,4368000,0.54125
"2004-10-07",0.531875,0.549583,0.531458,0.5325,3768000,0.5325
"2004-10-08",0.537708,0.537708,0.523958,0.527292,3273600,0.527292
"2004-10-11",0.520833,0.53125,0.50625,0.524375,6321600,0.524375
"2004-10-12",0.5125,0.526458,0.5125,0.520833,3768000,0.520833
"2004-10-13",0.516458,0.526458,0.511458,0.512917,4449600,0.512917
"2004-10-14",0.511458,0.520833,0.473542,0.481042,8385600,0.481042
"2004-10-15",0.482708,0.499792,0.473958,0.498333,10425600,0.498333
"2004-10-18",0.501875,0.510208,0.494583,0.504167,4214400,0.504167
"2004-10-19",0.515,0.520833,0.506875,0.515208,4204800,0.515208
"2004-10-20",0.51875,0.528958,0.506042,0.526458,3105600,0.526458
"2004-10-21",0.530208,0.533125,0.517083,0.529792,2697600,0.529792
"2004-10-22",0.529792,0.531458,0.521042,0.521042,1809600,0.521042
"2004-10-25",0.513542,0.537292,0.51125,0.536458,3264000,0.536458
"2004-10-26",0.538125,0.538333,0.51875,0.531458,3873600,0.531458
"2004-10-27",0.5375,0.560625,0.527083,0.541667,6225600,0.541667
"2004-10-28",0.546667,0.555417,0.54375,0.55,3192000,0.55
"2004-10-29",0.55625,0.55625,0.545833,0.552083,2313600,0.552083
"2004-11-01",0.560417,0.560417,0.521667,0.526875,4262400,0.526875
"2004-11-02",0.537917,0.554167,0.527917,0.554167,6283200,0.554167
"2004-11-03",0.561458,0.584583,0.559375,0.578125,13430400,0.578125
"2004-11-04",0.61,0.620417,0.532292,0.540625,51369600,0.540625
"2004-11-05",0.547083,0.558958,0.533333,0.5375,7593600,0.5375
"2004-11-08",0.544792,0.555,0.536458,0.554583,5088000,0.554583
"2004-11-09",0.555417,0.5625,0.536458,0.5625,6604800,0.5625
"2004-11-10",0.5625,0.60875,0.56,0.606667,18916800,0.606667
"2004-11-11",0.608333,0.650625,0.607292,0.644167,38582400,0.644167
"2004-11-12",0.645833,0.671458,0.632083,0.666458,37022400,0.666458
"2004-11-15",0.666458,0.668542,0.644792,0.658542,10948800,0.658542
"2004-11-16",0.660833,0.66125,0.637917,0.649583,8140800,0.649583
"2004-11-17",0.652917,0.66625,0.59625,0.613125,26164800,0.613125
"2004-11-18",0.602708,0.658333,0.598333,0.645833,21792000,0.645833
"2004-11-19",0.633125,0.670417,0.625,0.65625,8937600,0.65625
"2004-11-22",0.666458,0.666458,0.64125,0.659375,4209600,0.659375
"2004-11-23",0.663333,0.697292,0.646042,0.695833,12571200,0.695833
"2004-11-24",0.697917,0.712292,0.6875,0.71125,8308800,0.71125
"2004-11-26",0.71875,0.719167,0.697917,0.704792,3148800,0.704792
"2004-11-29",0.7125,0.71875,0.695208,0.709583,6840000,0.709583
"2004-11-30",0.713333,0.726875,0.704167,0.704167,7204800,0.704167
"2004-12-01",0.708333,0.729792,0.697917,0.724375,11553600,0.724375
"2004-12-02",0.724375,0.72625,0.713958,0.71875,6465600,0.71875
"2004-12-03",0.713542,0.732292,0.707292,0.72375,4305600,0.72375
"2004-12-06",0.728542,0.734375,0.725,0.733958,4329600,0.733958
"2004-12-07",0.734375,0.738333,0.6775,0.689583,8966400,0.689583
"2004-12-08",0.676042,0.69375,0.660833,0.69375,7147200,0.69375
"2004-12-09",0.687708,0.691042,0.658958,0.680208,4257600,0.680208
"2004-12-10",0.691667,0.697917,0.675,0.677083,2995200,0.677083
"2004-12-13",0.687083,0.701667,0.681042,0.691667,4502400,0.691667
"2004-12-14",0.701042,0.708125,0.6875,0.68875,4123200,0.68875
"2004-12-15",0.692708,0.702917,0.685417,0.692292,2606400,0.692292
"2004-12-16",0.691667,0.69625,0.682708,0.683333,3940800,0.683333
"2004-12-17",0.677292,0.688542,0.673125,0.683125,3552000,0.683125
"2004-12-20",0.6875,0.690833,0.663542,0.67,3676800,0.67
"2004-12-21",0.684375,0.684375,0.64125,0.675625,7353600,0.675625
"2004-12-22",0.682292,0.687292,0.675625,0.681042,1828800,0.681042
"2004-12-23",0.684375,0.701458,0.684167,0.7,11126400,0.7
"2004-12-27",0.713542,0.728958,0.712083,0.716667,11832000,0.716667
"2004-12-28",0.718333,0.733333,0.7125,0.729583,11232000,0.729583
"2004-12-29",0.734375,0.760417,0.730417,0.748125,10838400,0.748125
"2004-12-30",0.748125,0.75,0.729583,0.745833,3940800,0.745833
"2004-12-31",0.75,0.766875,0.744792,0.758542,3974400,0.758542
"2005-01-03",0.778958,0.784167,0.748125,0.765417,8529600,0.765417
"2005-01-04",0.761875,0.769583,0.714792,0.733542,11721600,0.733542
"2005-01-05",0.71875,0.735,0.680208,0.698125,13324800,0.698125
"2005-01-06",0.697917,0.721875,0.674375,0.720833,7540800,0.720833
"2005-01-07",0.726667,0.726875,0.699583,0.705417,4603200,0.705417
"2005-01-10",0.70625,0.732292,0.705417,0.715625,6576000,0.715625
"2005-01-11",0.719792,0.728125,0.694792,0.723958,6187200,0.723958
"2005-01-12",0.71875,0.728125,0.702083,0.72125,7972800,0.72125
"2005-01-13",0.716875,0.7625,0.716875,0.74375,8265600,0.74375
"2005-01-14",0.752083,0.776042,0.736458,0.775208,7324800,0.775208
"2005-01-18",0.780208,0.829167,0.76125,0.8125,15556800,0.8125
"2005-01-19",0.820833,0.820833,0.796875,0.8,8236800,0.8
"2005-01-20",0.796875,0.796875,0.751042,0.764375,7118400,0.764375
"2005-01-21",0.771667,0.800208,0.75625,0.781458,3988800,0.781458
"2005-01-24",0.782292,0.80875,0.768333,0.797292,9120000,0.797292
"2005-01-25",0.802917,0.815,0.80125,0.81125,5505600,0.81125
"2005-01-26",0.82375,0.824792,0.794375,0.7975,7992000,0.7975
"2005-01-27",0.802083,0.832917,0.802083,0.820417,6518400,0.820417
"2005-01-28",0.82875,0.857292,0.82375,0.846875,12004800,0.846875
"2005-01-31",0.869792,0.880208,0.834792,0.852083,16368000,0.852083
"2005-02-01",0.858125,0.90625,0.858125,0.902917,14716800,0.902917
"2005-02-02",0.921667,0.921875,0.879167,0.898542,13147200,0.898542
"2005-02-03",0.903125,0.929167,0.898958,0.926875,11006400,0.926875
"2005-02-04",0.930625,0.9575,0.9275,0.956042,9801600,0.956042
"2005-02-07",0.958333,0.989375,0.956042,0.989375,11577600,0.989375
"2005-02-08",0.979167,0.987708,0.826667,0.833333,55612800,0.833333
"2005-02-09",0.827292,0.845625,0.777292,0.790833,38404800,0.790833
"2005-02-10",0.781875,0.858333,0.780417,0.812917,22560000,0.812917
"2005-02-11",0.812917,0.829792,0.776667,0.82,12542400,0.82
"2005-02-14",0.833125,0.895625,0.830625,0.895625,21576000,0.895625
"2005-02-15",0.910208,0.915833,0.8725,0.894583,15873600,0.894583
"2005-02-16",0.892917,0.895833,0.855625,0.881875,15892800,0.881875
"2005-02-17",0.880208,0.892083,0.845833,0.849583,5976000,0.849583
"2005-02-18",0.849583,0.858125,0.815625,0.835208,9264000,0.835208
"2005-02-22",0.833333,0.833333,0.799375,0.804375,8193600,0.804375
"2005-02-23",0.802083,0.839583,0.801458,0.821667,9235200,0.821667
"2005-02-24",0.83125,0.899375,0.81,0.898542,16660800,0.898542
"2005-02-25",0.897708,0.929167,0.871458,0.916042,10881600,0.916042
"2005-02-28",0.927292,0.931875,0.882708,0.912917,5932800,0.912917
"2005-03-01",0.9175,0.9475,0.911042,0.941875,8457600,0.941875
"2005-03-02",0.945833,0.965625,0.922917,0.959583,6840000,0.959583
"2005-03-03",0.966042,0.972708,0.93875,0.955,5664000,0.955
"2005-03-04",0.971042,0.971458,0.945208,0.968958,6475200,0.968958
"2005-03-07",0.959792,0.964583,0.924167,0.944583,6979200,0.944583
"2005-03-08",0.947917,0.964583,0.908333,0.93125,5822400,0.93125
"2005-03-09",0.922083,0.932083,0.877083,0.879792,13723200,0.879792
"2005-03-10",0.887917,0.890417,0.8425,0.851667,14500800,0.851667
"2005-03-11",0.855,0.927083,0.855,0.90125,21638400,0.90125
"2005-03-14",0.973958,1.144375,0.961042,1.136875,156566400,1.136875
"2005-03-15",1.140625,1.226875,1.104583,1.217708,85392000,1.217708
"2005-03-16",1.205417,1.208333,1.130833,1.157917,40353600,1.157917
"2005-03-17",1.171042,1.213542,1.146042,1.192292,18964800,1.192292
"2005-03-18",1.183542,1.207083,1.134167,1.158333,19444800,1.158333
"2005-03-21",1.158333,1.168333,1.107292,1.11875,16862400,1.11875
"2005-03-22",1.120625,1.14125,1.088542,1.09375,16420800,1.09375
"2005-03-23",1.088542,1.114583,1.086458,1.097917,9360000,1.097917
"2005-03-24",1.110417,1.248958,1.109792,1.2475,54624000,1.2475
"2005-03-28",1.239583,1.250625,1.169583,1.217292,36969600,1.217292
"2005-03-29",1.21875,1.250833,1.17375,1.179167,37051200,1.179167
"2005-03-30",1.182292,1.237083,1.182292,1.234583,19276800,1.234583
"2005-03-31",1.232083,1.260417,1.209167,1.248958,34056000,1.248958
"2005-04-01",1.26375,1.284375,1.215417,1.224375,20304000,1.224375
"2005-04-04",1.245833,1.272917,1.226042,1.261458,17726400,1.261458
"2005-04-05",1.26875,1.283125,1.241458,1.276458,11851200,1.276458
"2005-04-06",1.282917,1.289583,1.241667,1.254792,10248000,1.254792
"2005-04-07",1.265,1.265,1.235833,1.258125,5289600,1.258125
"2005-04-08",1.2525,1.276042,1.229167,1.2325,8212800,1.2325
"2005-04-11",1.233333,1.260208,1.198958,1.2175,10401600,1.2175
"2005-04-12",1.21875,1.22625,1.161875,1.208333,17097600,1.208333
"2005-04-13",1.208958,1.208958,1.170208,1.175208,7387200,1.175208
"2005-04-14",1.170417,1.189375,1.135417,1.155417,12240000,1.155417
"2005-04-15",1.147708,1.16125,1.104583,1.116667,10497600,1.116667
"2005-04-18",1.111042,1.183333,1.092292,1.133125,23092800,1.133125
"2005-04-19",1.15375,1.172708,1.087708,1.117708,23971200,1.117708
"2005-04-20",1.138333,1.140417,1.103958,1.109583,11140800,1.109583
"2005-04-21",1.125,1.180208,1.116875,1.168333,18163200,1.168333
"2005-04-22",1.177708,1.177708,1.13125,1.134167,13963200,1.134167
"2005-04-25",1.169375,1.307917,1.1575,1.295208,62616000,1.295208
"2005-04-26",1.301042,1.319792,1.229167,1.23375,34968000,1.23375
"2005-04-27",1.229167,1.257917,1.203958,1.246458,19502400,1.246458
"2005-04-28",1.25,1.259167,1.148958,1.15625,34228800,1.15625
"2005-04-29",1.1875,1.202292,1.122917,1.180833,23481600,1.180833
"2005-05-02",1.195625,1.289375,1.195625,1.288333,39240000,1.288333
"2005-05-03",1.291667,1.382292,1.267083,1.364167,70920000,1.364167
"2005-05-04",1.372917,1.402083,1.326042,1.37625,36100800,1.37625
"2005-05-05",1.392292,1.415208,1.344792,1.355417,34401600,1.355417
"2005-05-06",1.362083,1.405208,1.339583,1.386667,29275200,1.386667
"2005-05-09",1.41625,1.460625,1.377292,1.450208,50851200,1.450208
"2005-05-10",1.527292,1.535208,1.401042,1.415,177604800,1.415
"2005-05-11",1.433542,1.444792,1.343958,1.414583,89155200,1.414583
"2005-05-12",1.407292,1.4475,1.365,1.3725,72355200,1.3725
"2005-05-13",1.354167,1.358333,1.2775,1.297917,70814400,1.297917
"2005-05-16",1.299375,1.392917,1.294792,1.389792,45465600,1.389792
"2005-05-17",1.3875,1.414583,1.370833,1.4025,32952000,1.4025
"2005-05-18",1.416458,1.451875,1.382292,1.44625,29352000,1.44625
"2005-05-19",1.452708,1.453958,1.410625,1.440625,17712000,1.440625
"2005-05-20",1.441667,1.454167,1.412708,1.443333,12513600,1.443333
"2005-05-23",1.462083,1.507917,1.445833,1.499583,28473600,1.499583
"2005-05-24",1.495833,1.498333,1.445625,1.463958,16444800,1.463958
"2005-05-25",1.474167,1.474167,1.433333,1.439792,14937600,1.439792
"2005-05-26",1.444792,1.495,1.444792,1.468333,12801600,1.468333
"2005-05-27",1.471458,1.486875,1.450417,1.48125,5500800,1.48125
"2005-05-31",1.48125,1.5625,1.46875,1.552917,26659200,1.552917
"2005-06-01",1.5575,1.598125,1.515417,1.547708,30840000,1.547708
"2005-06-02",1.554583,1.578958,1.533958,1.5675,10905600,1.5675
"2005-06-03",1.566667,1.593125,1.517292,1.545208,16137600,1.545208
"2005-06-06",1.538542,1.640625,1.537083,1.632708,28387200,1.632708
"2005-06-07",1.640625,1.681667,1.625208,1.676458,29884800,1.676458
"2005-06-08",1.685417,1.71625,1.625208,1.636458,24777600,1.636458
"2005-06-09",1.64,1.705625,1.626042,1.700625,16358400,1.700625
"2005-06-10",1.707083,1.726875,1.669375,1.704167,18009600,1.704167
"2005-06-13",1.726875,1.727083,1.671875,1.683958,16420800,1.683958
"2005-06-14",1.676458,1.696458,1.676458,1.691042,7684800,1.691042
"2005-06-15",1.687708,1.70625,1.672292,1.6875,18916800,1.6875
"2005-06-16",1.68875,1.699375,1.636458,1.695,14308800,1.695
"2005-06-17",1.699167,1.705208,1.678542,1.691042,7483200,1.691042
"2005-06-20",1.677292,1.696458,1.641458,1.688542,12979200,1.688542
"2005-06-21",1.686875,1.806875,1.672083,1.789167,39691200,1.789167
"2005-06-22",1.807083,1.83125,1.756042,1.769375,15456000,1.769375
"2005-06-23",1.775,1.786458,1.708333,1.7225,9609600,1.7225
"2005-06-24",1.712083,1.71875,1.584583,1.686042,38572800,1.686042
"2005-06-27",1.684583,1.749583,1.635833,1.731458,18028800,1.731458
"2005-06-28",1.749792,1.798958,1.712292,1.7875,18052800,1.7875
"2005-06-29",1.80375,1.829167,1.751875,1.794583,15691200,1.794583
"2005-06-30",1.802083,1.841458,1.761458,1.765,20587200,1.765
"2005-07-01",1.796875,1.796875,1.720833,1.768125,10881600,1.768125
"2005-07-05",1.7725,1.870417,1.759583,1.859167,17443200,1.859167
"2005-07-06",1.872917,1.872917,1.822917,1.835417,10944000,1.835417
"2005-07-07",1.811042,1.854167,1.805,1.843958,11126400,1.843958
"2005-07-08",1.854583,1.896875,1.844167,1.895208,10944000,1.895208
"2005-07-11",1.927083,1.989583,1.9,1.979167,15772800,1.979167
"2005-07-12",1.98875,2.024792,1.948333,2.001042,18422400,2.001042
"2005-07-13",2.002083,2.0325,1.960625,2.01875,12436800,2.01875
"2005-07-14",2.030208,2.092083,1.959375,1.992083,25531200,1.992083
"2005-07-15",2,2.0625,1.959583,2.0375,11001600,2.0375
"2005-07-18",2.083333,2.145417,2.078125,2.097708,29851200,2.097708
"2005-07-19",2.11125,2.243958,2.104375,2.2375,26443200,2.2375
"2005-07-20",2.225,2.25,2.0125,2.123333,50736000,2.123333
"2005-07-21",2.125,2.133333,1.984167,2.045833,27182400,2.045833
"2005-07-22",2.045833,2.062292,1.761667,1.91875,76382400,1.91875
"2005-07-25",1.863958,1.960417,1.814375,1.879792,33878400,1.879792
"2005-07-26",1.838542,1.946875,1.833958,1.905417,26246400,1.905417
"2005-07-27",1.921458,2.035208,1.921458,2.027083,31344000,2.027083
"2005-07-28",2.052083,2.059375,1.97625,1.996875,17654400,1.996875
"2005-07-29",2.011667,2.050833,1.903125,1.925,21921600,1.925
"2005-08-01",1.859375,2.00625,1.838333,1.988333,51998400,1.988333
"2005-08-02",1.974167,2.039167,1.932292,1.94375,22435200,1.94375
"2005-08-03",1.937083,2.025,1.927292,2.015,21072000,2.015
"2005-08-04",2.020833,2.020833,1.967917,2.009375,11822400,2.009375
"2005-08-05",2.009375,2.0375,1.895833,1.905417,19132800,1.905417
"2005-08-08",1.9125,2.018333,1.901042,2.011667,33830400,2.011667
"2005-08-09",2.208333,2.229167,1.875,1.941667,87763200,1.941667
"2005-08-10",1.925833,1.980833,1.766667,1.807083,56760000,1.807083
"2005-08-11",1.7825,1.864167,1.710417,1.775833,37173600,1.775833
"2005-08-12",1.824583,1.833333,1.75125,1.827083,19130400,1.827083
"2005-08-15",1.824167,1.8625,1.78375,1.837083,11719200,1.837083
"2005-08-16",1.841667,1.872917,1.772083,1.81625,13262400,1.81625
"2005-08-17",1.797917,1.858333,1.775833,1.8075,9530400,1.8075
"2005-08-18",1.782083,1.814167,1.755417,1.77125,8812800,1.77125
"2005-08-19",1.754167,1.8125,1.752083,1.81,10308000,1.81
"2005-08-22",1.812917,1.914583,1.79875,1.909167,19344000,1.909167
"2005-08-23",1.915,1.943333,1.85125,1.864583,22576800,1.864583
"2005-08-24",1.866667,1.869167,1.7875,1.799167,16452000,1.799167
