"","ROK.Open","ROK.High","ROK.Low","ROK.Close","ROK.Volume","ROK.Adjusted"
"2005-08-01",51.400002,51.400002,50.700001,50.830002,1439900,36.939465
"2005-08-02",50.950001,51.169998,50.650002,50.880001,1485700,36.975807
"2005-08-03",50.75,52.27,50.549999,51.779999,1075400,37.629871
"2005-08-04",51.560001,52.139999,51.349998,51.740002,1080200,37.600788
"2005-08-05",51.599998,52.200001,51.220001,51.450001,995400,37.390049
"2005-08-08",51.369999,51.970001,51.080002,51.16,413700,37.179298
"2005-08-09",51.970001,52.119999,51.290001,51.860001,607900,37.688007
"2005-08-10",51.869999,52.57,51.529999,51.57,614600,37.477249
"2005-08-11",51.25,52.360001,51.25,52.349998,698400,38.210812
"2005-08-12",52.099998,52.27,51.650002,52.169998,534000,38.079441
"2005-08-15",51.849998,52.580002,51.720001,52.580002,661300,38.378674
"2005-08-16",52.25,52.380001,51.790001,51.849998,706000,37.845833
"2005-08-17",51.799999,52.48,51.419998,51.98,580400,37.940739
"2005-08-18",51.73,51.73,51.299999,51.549999,489700,37.626892
"2005-08-19",51.950001,51.950001,51.41,51.619999,524700,37.677979
"2005-08-22",51.700001,51.98,51.200001,51.529999,361600,37.612289
"2005-08-23",51.529999,51.98,50.959999,51.369999,444700,37.495491
"2005-08-24",51.049999,51.459999,50.380001,50.389999,582200,36.780186
"2005-08-25",50.5,50.700001,50.200001,50.419998,704900,36.802082
"2005-08-26",50.419998,50.779999,49.91,50.610001,848000,36.940758
"2005-08-29",50.549999,51.490002,50.259998,51.189999,780500,37.364101
"2005-08-30",50.82,50.82,50.139999,50.75,1065000,37.042953
"2005-08-31",51,52.060001,50.599998,52.040001,1256900,37.984535
"2005-09-01",51.950001,52.439999,51.610001,52.200001,1150900,38.10133
"2005-09-02",52.150002,52.299999,51.799999,52.16,836500,38.072121
"2005-09-06",52.5,53.02,52.27,52.75,589300,38.502785
"2005-09-07",52.5,53.34,52.189999,53.23,624600,38.853127
"2005-09-08",53.099998,53.259998,52.709999,52.77,529900,38.51738
"2005-09-09",52.810001,53.459999,52.77,53.299999,477700,38.904236
"2005-09-12",53.580002,54.369999,53.549999,54.310001,834100,39.641426
"2005-09-13",54.25,54.889999,53.740002,54.400002,744900,39.707127
"2005-09-14",54.299999,54.32,53.650002,53.849998,686800,39.305676
"2005-09-15",53.849998,54.169998,53.549999,53.75,619100,39.232677
"2005-09-16",53.849998,55,53.599998,54.98,1519700,40.130478
"2005-09-19",54.75,54.759998,53,53.209999,816900,38.838531
"2005-09-20",53.18,53.709999,52.610001,52.869999,766100,38.590359
"2005-09-21",52.700001,52.700001,51.779999,52.18,1013600,38.086723
"2005-09-22",52.349998,52.59,52.02,52.200001,796300,38.10133
"2005-09-23",52.099998,53.200001,51.549999,52.98,576500,38.67065
"2005-09-26",52.990002,53.540001,52.48,52.650002,516100,38.429779
"2005-09-27",52.57,53.130001,52.450001,52.5,471200,38.320301
"2005-09-28",52.599998,52.799999,51.880001,52.52,679400,38.334877
"2005-09-29",52.349998,52.790001,51.669998,52.580002,713200,38.378674
"2005-09-30",52.700001,53.299999,52.52,52.900002,527400,38.612263
"2005-10-03",52.720001,53.73,52.57,53.599998,652800,39.123196
"2005-10-04",53.650002,53.860001,53.150002,53.240002,602500,38.860428
"2005-10-05",53.150002,53.150002,51.970001,51.990002,749900,37.948036
"2005-10-06",52,52.369999,51.34,51.799999,753400,37.809353
"2005-10-07",51.900002,51.990002,51.509998,51.75,577500,37.772861
"2005-10-10",51.5,51.720001,50.540001,50.720001,733900,37.021053
"2005-10-11",50.619999,50.939999,50.560001,50.73,667800,37.028358
"2005-10-12",50.669998,51,50.349998,50.91,967700,37.159737
"2005-10-13",50.599998,51.810001,50.599998,51.740002,1402500,37.76556
"2005-10-14",51.75,52.759998,51.48,52.759998,825800,38.510063
"2005-10-17",52.650002,52.75,52.400002,52.639999,863700,38.422489
"2005-10-18",52.400002,52.77,52.18,52.41,880700,38.25462
"2005-10-19",52,52.639999,51.259998,52.580002,667500,38.378674
"2005-10-20",52.330002,52.799999,51.669998,51.970001,693500,37.933437
"2005-10-21",52.200001,52.650002,51.549999,51.790001,692100,37.802048
"2005-10-24",51.790001,52.900002,51.610001,52.450001,794700,38.283787
"2005-10-25",52.450001,53.799999,52.450001,53.400002,1542200,38.97723
"2005-10-26",53.150002,53.810001,52.810001,53.18,1019300,38.816635
"2005-10-27",53.189999,53.220001,52.220001,52.220001,1357100,38.115921
"2005-10-28",52.349998,52.700001,52.150002,52.5,1294400,38.320301
"2005-10-31",52.549999,53.5,52.240002,53.150002,1156500,38.794739
"2005-11-01",53.119999,53.490002,52.450001,52.68,932800,38.451683
"2005-11-02",52.549999,54.52,52.150002,54.119999,1734000,39.50275
"2005-11-03",54.200001,55.939999,54.130001,55.900002,1893300,40.802002
"2005-11-04",55.900002,56.689999,54.860001,55.740002,1758200,40.685204
"2005-11-07",55.740002,57.09,55.23,56.360001,1488500,41.137753
"2005-11-08",55.950001,56.139999,55.439999,55.849998,626800,40.765495
"2005-11-09",55.5,56.790001,55.130001,56.200001,962100,41.186905
"2005-11-10",56.349998,56.459999,55.369999,56.200001,685300,41.186905
"2005-11-11",56.049999,56.380001,55.630001,56.310001,547800,41.267509
"2005-11-14",56.169998,56.700001,56.169998,56.619999,1038900,41.494686
"2005-11-15",56,57.360001,55.889999,56.450001,1694800,41.370113
"2005-11-16",56.599998,56.970001,56.5,56.900002,787500,41.699894
"2005-11-17",56.990002,57.43,56.900002,57.389999,702300,42.05899
"2005-11-18",57.98,57.98,57.240002,57.490002,1410200,42.13229
"2005-11-21",57.400002,57.700001,57.23,57.32,777000,42.007698
"2005-11-22",57.349998,57.419998,56.630001,56.849998,805600,41.66325
"2005-11-23",56.849998,57.130001,56.619999,56.900002,1210500,41.699894
"2005-11-25",56.950001,57.07,56.669998,56.849998,386800,41.66325
"2005-11-28",56.5,56.650002,56.009998,56.150002,894500,41.150265
"2005-11-29",56.200001,56.369999,55.759998,56.150002,1210700,41.150265
"2005-11-30",56.23,56.610001,56.049999,56.43,1149100,41.35545
"2005-12-01",57,59.48,56.939999,59.419998,1775000,43.546711
"2005-12-02",58.610001,59.209999,55.959999,59.009998,1103400,43.246235
"2005-12-05",59.009998,59.73,58.939999,59.389999,1113700,43.524723
"2005-12-06",59.400002,59.84,59.279999,59.470001,892400,43.583351
"2005-12-07",59.349998,59.720001,59.139999,59.580002,1061600,43.663975
"2005-12-08",59.450001,59.75,58.880001,59.18,703800,43.370834
"2005-12-09",59.599998,59.650002,59.009998,59.380001,606900,43.517403
"2005-12-12",59.939999,60.040001,59.509998,59.939999,671300,43.927807
"2005-12-13",59.939999,60.43,59.689999,59.93,755000,43.920483
"2005-12-14",59.98,60.669998,59.869999,60.27,582800,44.169647
"2005-12-15",60.240002,60.43,59.790001,59.939999,550300,43.927807
"2005-12-16",60,60.5,59.75,59.810001,863100,43.832535
"2005-12-19",59.599998,59.709999,58.849998,59.400002,981400,43.532059
"2005-12-20",59.43,59.689999,59.099998,59.169998,809100,43.363499
"2005-12-21",59.299999,59.799999,58.950001,59.27,627800,43.436771
"2005-12-22",59.5,59.5,58.959999,59.150002,792100,43.348843
"2005-12-23",59.380001,59.5,59,59.139999,520200,43.341507
"2005-12-27",59.299999,59.470001,58.349998,58.349998,630500,42.762554
"2005-12-28",58.75,59.419998,58.41,59.32,597400,43.473427
"2005-12-29",59.25,59.990002,59.25,59.810001,661000,43.832535
"2005-12-30",59.599998,59.700001,59.16,59.16,602300,43.356174
"2006-01-03",59.080002,59.900002,58.52,59.810001,808500,43.832535
"2006-01-04",60,60.849998,59.93,60.709999,1067000,44.492088
"2006-01-05",60.41,61.540001,60.400002,61.419998,1088500,45.01244
"2006-01-06",61.919998,62.73,60.860001,62.669998,1397500,45.928516
"2006-01-09",62.610001,64.599998,62.610001,64.349998,1967100,47.159721
"2006-01-10",63.950001,64.580002,63.580002,64.389999,1374800,47.189045
"2006-01-11",64.25,65.379997,64.220001,65.029999,1321900,47.658085
"2006-01-12",65.010002,65.5,64.93,65.029999,1299600,47.658085
"2006-01-13",65.18,65.489998,64.730003,65.019997,565900,47.650738
"2006-01-17",65.300003,66.580002,65.169998,65.709999,1529900,48.156414
"2006-01-18",65.720001,65.720001,64.620003,64.959999,1005900,47.606777
"2006-01-19",65.209999,65.980003,65.209999,65.849998,1213300,48.259007
"2006-01-20",65.849998,65.849998,64.449997,64.519997,1181600,47.284309
"2006-01-23",64.620003,64.730003,63.310001,63.970001,945100,46.881237
"2006-01-24",63.900002,65.370003,63.900002,65.290001,1106100,47.848625
"2006-01-25",66.949997,68.879997,65.900002,66.82,2169600,48.969894
"2006-01-26",66.839996,67.400002,66.25,67.07,1110900,49.153103
"2006-01-27",67.949997,67.949997,66.129997,66.190002,1336800,48.508205
"2006-01-30",66.190002,67.029999,66.010002,66.68,1148100,48.867294
"2006-01-31",66.790001,66.790001,65.839996,66.07,1063300,48.42025
"2006-02-01",65.910004,66.230003,65.349998,65.349998,1370900,47.892582
"2006-02-02",65.400002,65.5,64.800003,65.43,1019000,47.951214
"2006-02-03",65.43,65.480003,64.43,64.489998,934000,47.262337
"2006-02-06",64.550003,66.970001,64.5,66.809998,1069800,48.962563
"2006-02-07",67.050003,68,66.419998,66.870003,1334200,49.006554
"2006-02-08",66.949997,68.599998,66.949997,68.239998,1416300,50.010571
"2006-02-09",68.110001,68.650002,67.93,68.25,784600,50.183369
"2006-02-10",67.75,68.879997,67.699997,68.599998,924800,50.440723
"2006-02-13",68.449997,68.459999,66.93,67.309998,720400,49.492176
"2006-02-14",67.169998,68.809998,66.839996,68.589996,913800,50.433327
"2006-02-15",68.5,68.5,67.959999,68.010002,1108700,50.006886
"2006-02-16",68.019997,68.410004,67.849998,68.279999,732300,50.205414
"2006-02-17",68.599998,69.160004,68.410004,69.029999,931400,50.756889
"2006-02-21",68.75,70.330002,68.650002,69.860001,1075700,51.367172
"2006-02-22",70,70.330002,69.330002,69.68,760900,51.234829
"2006-02-23",69.580002,70,68.860001,69.440002,651700,51.058361
"2006-02-24",69.440002,69.75,68.75,69.190002,661600,50.874538
"2006-02-27",69.25,69.75,68.970001,69.040001,590600,50.76424
"2006-02-28",68.360001,68.550003,67.160004,68.169998,1417600,50.124546
"2006-03-01",68.800003,68.800003,68.169998,68.580002,792300,50.426006
"2006-03-02",68.349998,68.5,67.709999,68.190002,737800,50.139229
"2006-03-03",68.099998,69.32,67.589996,68.349998,744800,50.256893
"2006-03-06",68.300003,68.730003,67.690002,67.989998,709200,49.992184
"2006-03-07",68,68.650002,67.809998,68.620003,814600,50.455414
"2006-03-08",68.620003,68.82,67.879997,68.559998,908600,50.411285
"2006-03-09",68.389999,70.110001,68.339996,70.110001,1178100,51.550987
"2006-03-10",70.110001,70.400002,69.809998,70.349998,883900,51.727474
"2006-03-13",70.349998,71.25,70.269997,71.019997,607400,52.2201
"2006-03-14",71.019997,71.669998,71.010002,71.660004,758400,52.690674
"2006-03-15",71.599998,72.110001,71.470001,72.059998,723200,52.984783
"2006-03-16",72.230003,72.400002,71.419998,71.910004,622900,52.8745
"2006-03-17",72.349998,72.860001,72.07,72.790001,752900,53.521576
"2006-03-20",72.790001,73.959999,72.699997,72.989998,757000,53.668613
"2006-03-21",72.900002,72.959999,71.589996,71.639999,638400,52.675987
"2006-03-22",71.540001,72.470001,71.459999,72.150002,793500,53.050968
"2006-03-23",72.150002,72.379997,71.790001,71.949997,615900,52.903927
"2006-03-24",72,72.230003,71.5,72.089996,609400,53.006851
"2006-03-27",71.919998,72.510002,71.379997,72.300003,538300,53.161282
"2006-03-28",72.639999,72.959999,72.010002,72.230003,508800,53.109806
"2006-03-29",72.150002,73.410004,71.849998,72.339996,700600,53.190689
"2006-03-30",72.440002,73.650002,72.199997,72.550003,480300,53.345097
"2006-03-31",72.25,72.879997,71.910004,71.910004,524700,52.8745
"2006-04-03",72.709999,74.440002,72.239998,73.099998,814200,53.749489
"2006-04-04",72.849998,72.970001,71.82,72.410004,709300,53.242165
"2006-04-05",72.410004,73.269997,72.25,72.889999,652100,53.595093
"2006-04-06",72.620003,74.129997,72.309998,73.980003,929700,54.396564
"2006-04-07",74.050003,74.43,72.830002,73.489998,903200,54.036278
"2006-04-10",73,73.059998,71.839996,72.709999,978300,53.462738
"2006-04-11",72.860001,73.07,70.949997,71.050003,1126100,52.242149
"2006-04-12",71.300003,71.809998,71.029999,71.080002,1262700,52.264217
"2006-04-13",71.080002,73.989998,71.050003,73.559998,1255500,54.087711
"2006-04-17",73.699997,75,73.650002,74.330002,959900,54.653912
"2006-04-18",74.580002,76,74.18,75.830002,1093800,55.756847
"2006-04-19",75.75,77.400002,75.75,77.169998,844800,56.742115
"2006-04-20",77.050003,78.120003,77.010002,77.349998,939700,56.874474
"2006-04-21",77.800003,77.800003,77.040001,77.639999,607200,57.087696
"2006-04-24",77.139999,79.470001,77.139999,78.550003,1147400,57.756821
"2006-04-25",78.449997,78.550003,75.230003,75.650002,1497800,55.624496
"2006-04-26",75.419998,76.889999,75.330002,75.440002,951400,55.470078
"2006-04-27",70.260002,73.5,70.260002,73.400002,3185500,53.970074
"2006-04-28",73.550003,73.610001,71.970001,72.459999,1495000,53.278927
"2006-05-01",72.709999,73.980003,72.019997,72.82,1618000,53.543625
"2006-05-02",73,74.970001,72.900002,74.860001,1843900,55.04361
"2006-05-03",74.860001,75.580002,74.489998,75.459999,1032800,55.484764
"2006-05-04",75.650002,76.629997,75.400002,75.400002,737700,55.440678
"2006-05-05",76.220001,76.779999,75.379997,76.540001,687200,56.278893
"2006-05-08",76.620003,76.989998,75.980003,75.989998,856500,55.874477
"2006-05-09",75.760002,76.139999,75.5,75.949997,669900,55.845066
"2006-05-10",75.699997,76.209999,75.349998,75.730003,705900,55.683311
"2006-05-11",75.900002,75.910004,74.349998,74.370003,865900,54.846264
"2006-05-12",73.949997,74.120003,72.730003,72.980003,1337900,53.821156
"2006-05-15",72,72.150002,71.209999,71.800003,1702500,52.950954
"2006-05-16",71.800003,71.900002,70.809998,71.379997,1374000,52.641209
"2006-05-17",70.75,70.809998,67.160004,68.260002,1867800,50.340271
"2006-05-18",68.449997,68.449997,65.82,65.889999,1661400,48.592445
"2006-05-19",65.900002,67.580002,65.230003,67.5,2301800,49.779789
"2006-05-22",67.5,67.669998,66.300003,67.129997,1606500,49.506927
"2006-05-23",67.349998,69,67.300003,67.860001,1549900,50.045288
"2006-05-24",67.650002,67.910004,65.480003,66.019997,1730300,48.688324
"2006-05-25",66.300003,66.68,65.360001,66.68,1502600,49.175049
"2006-05-26",66.5,68.300003,66.440002,68.029999,1185900,50.17065
"2006-05-30",67.980003,68.410004,67.620003,67.75,1299400,49.964149
"2006-05-31",67.870003,68.82,67.57,68.279999,1250400,50.355022
"2006-06-01",68.080002,69.040001,67.889999,69.029999,754800,50.908134
"2006-06-02",68.989998,69.720001,67.75,68.309998,860300,50.377136
"2006-06-05",68.309998,69.510002,67.309998,67.400002,984500,49.706051
"2006-06-06",67.650002,67.93,66.18,66.5,1309600,49.042309
"2006-06-07",66.75,67.459999,66.110001,66.339996,1063400,48.924313
"2006-06-08",65.650002,66.120003,63.07,65.769997,1550400,48.503956
"2006-06-09",65.650002,66.330002,65.099998,65.5,1014500,48.304836
"2006-06-12",65.959999,66.199997,64.040001,64.040001,1226600,47.228123
"2006-06-13",63.599998,65.050003,62.73,62.849998,1573100,46.350506
"2006-06-14",62.75,63.959999,62.610001,63.41,1051100,46.763504
"2006-06-15",63.900002,65.830002,63.849998,65.68,986300,48.437569
"2006-06-16",65.519997,67.760002,65.510002,67.389999,1905900,49.698685
"2006-06-19",67.040001,67.980003,66.900002,67.629997,1714100,49.875664
"2006-06-20",68.050003,68.970001,66.660004,67.139999,1424600,49.514294
"2006-06-21",67.07,69.139999,67.040001,68.300003,898500,50.36977
"2006-06-22",68.300003,69.540001,68,69.110001,1230400,50.967136
"2006-06-23",68.650002,69.540001,68.199997,69.129997,1176700,50.981884
"2006-06-26",69.300003,70.370003,69.150002,70.160004,740900,51.741497
"2006-06-27",69.989998,70.980003,69.669998,69.830002,958000,51.498116
"2006-06-28",69.989998,70.029999,68.910004,69.629997,699500,51.350605
"2006-06-29",70.099998,72.720001,69.650002,72.589996,1381600,53.533566
"2006-06-30",72.800003,73.400002,71.660004,72.010002,1520000,53.105827
"2006-07-03",72.800003,73.75,72.419998,73.629997,489500,54.300518
"2006-07-05",73.639999,73.669998,72.050003,72.529999,1177100,53.489281
"2006-07-06",72.849998,74.669998,72.849998,73.900002,1246000,54.499657
"2006-07-07",73.910004,74.260002,72.57,72.779999,1082300,53.67366
"2006-07-10",72.779999,73.120003,72.449997,72.599998,606800,53.540924
"2006-07-11",72.07,72.760002,71.800003,72.199997,1398700,53.245941
"2006-07-12",72,72.489998,71.68,72.169998,1166300,53.223835
"2006-07-13",72.169998,72.169998,68.910004,69.260002,1124900,51.077755
"2006-07-14",69.099998,69.110001,67.410004,68.449997,899700,50.480404
"2006-07-17",68.110001,68.160004,66.809998,67.18,872700,49.543797
"2006-07-18",67.349998,67.510002,66,67.300003,758000,49.632313
"2006-07-19",67.400002,69.949997,67.370003,69.339996,1058100,51.136749
"2006-07-20",69.339996,70.110001,67.169998,67.260002,831300,49.602787
"2006-07-21",67.260002,67.260002,65.629997,65.830002,1282400,48.548199
"2006-07-24",65.860001,67.139999,65.860001,66.650002,982200,49.152931
"2006-07-25",66.099998,67.410004,65.75,67.400002,1387900,49.706051
"2006-07-26",62.52,64.959999,59.990002,60.5,3725400,44.617458
"2006-07-27",62.540001,64.699997,61.560001,61.959999,3807600,45.694153
"2006-07-28",61.389999,62.75,59.790001,62.529999,2819500,46.114525
"2006-07-31",62.049999,62.369999,61.09,61.98,2038000,45.708908
"2006-08-01",61.310001,62.400002,61.240002,62.34,1557500,45.974407
"2006-08-02",61.900002,63.34,61.900002,62.57,1348900,46.144016
"2006-08-03",61.57,63.52,61.57,63.23,1151400,46.630756
"2006-08-04",64,64.239998,62.150002,62.549999,903100,46.129265
"2006-08-07",62.349998,62.889999,61.610001,61.720001,957100,45.51717
"2006-08-08",61.740002,62.290001,60.41,60.540001,1498200,44.64695
"2006-08-09",61.200001,61.27,60.080002,60.209999,1465300,44.403561
"2006-08-10",59.810001,61.099998,59.799999,60.849998,1225400,45.043873
"2006-08-11",60.950001,61,59.73,60.200001,603700,44.562717
"2006-08-14",60.799999,61.779999,60.799999,60.990002,1099100,45.147522
"2006-08-15",61.700001,61.82,61.099998,61.259998,823200,45.347374
"2006-08-16",61.259998,62.560001,61,62.5,1330400,46.265289
"2006-08-17",62.700001,62.990002,62.110001,62.299999,830300,46.117249
"2006-08-18",62.299999,62.299999,61.5,61.650002,767600,45.636086
"2006-08-21",61.84,61.84,60.630001,60.880001,864800,45.066086
"2006-08-22",60.610001,61.240002,60.34,60.509998,1018000,44.792191
"2006-08-23",60.599998,61.040001,58.970001,59.220001,1231600,43.837284
"2006-08-24",59.220001,59.52,57.130001,57.59,2157700,42.630684
"2006-08-25",57.380001,57.380001,55.889999,57.099998,2873900,42.267971
"2006-08-28",57.049999,57.099998,56.68,56.91,2408800,42.127335
"2006-08-29",57.099998,57.349998,56.32,57.25,2045900,42.37899
"2006-08-30",55,57.599998,55,56.169998,2875300,41.57954
"2006-08-31",56.400002,56.700001,55.799999,56.380001,1791400,41.734982
"2006-09-01",56.599998,56.939999,56.110001,56.939999,1146400,42.149532
"2006-09-05",56.759998,57.439999,55.849998,57.029999,1894100,42.216141
"2006-09-06",56.549999,56.75,55.889999,55.900002,1513200,41.379677
"2006-09-07",55.5,57.09,55.360001,56.310001,2076400,41.683174
"2006-09-08",56.150002,57.07,56.150002,56.529999,1571800,41.846024
"2006-09-11",55.849998,56.029999,53.490002,53.900002,3214400,39.899189
"2006-09-12",53.91,56.669998,53.91,56.59,2617200,41.890446
"2006-09-13",56.299999,57.32,55.91,57.080002,1386200,42.253159
"2006-09-14",58.5,58.939999,57.759998,57.869999,2198500,42.837955
"2006-09-15",58.18,58.59,57.759998,57.759998,1897300,42.756535
"2006-09-18",57.200001,57.650002,56.77,57.189999,1389900,42.334602
"2006-09-19",56.959999,57.060001,56.139999,56.549999,1627700,41.860832
"2006-09-20",56.450001,56.509998,55.27,55.669998,2974100,41.209404
"2006-09-21",55.560001,55.599998,54.830002,55,1789900,40.713459
"2006-09-22",54.689999,55,54.209999,54.470001,1575800,40.321129
"2006-09-25",54.700001,55.310001,53.849998,55.130001,1423800,40.809673
"2006-09-26",54.75,56.549999,54.619999,56.389999,1460600,41.742397
"2006-09-27",56.189999,57.259998,55.790001,57.119999,1294300,42.282772
"2006-09-28",57.119999,57.790001,56.709999,57.459999,1238000,42.534458
"2006-09-29",57.34,58.650002,57.080002,58.099998,2110200,43.008209
"2006-10-02",58.349998,58.349998,57.349998,58.060001,1487700,42.978603
"2006-10-03",58.060001,58.060001,57.259998,57.450001,1353400,42.52705
"2006-10-04",57.450001,58.060001,57.299999,57.93,2006300,42.882366
"2006-10-05",57.759998,60.419998,57.75,60.279999,1453600,44.621937
"2006-10-06",59.939999,60.740002,59.619999,60.34,1532100,44.666359
"2006-10-09",60.09,60.459999,59.669998,60.200001,1078600,44.562717
"2006-10-10",60.130001,60.43,59.639999,60.25,1385700,44.599731
"2006-10-11",60.240002,60.240002,59.5,60.099998,1285300,44.488697
"2006-10-12",60.200001,60.939999,59.73,60.860001,1998600,45.051292
"2006-10-13",60.990002,61.790001,60.599998,61.689999,1179200,45.665688
"2006-10-16",61.950001,62.490002,61.900002,62.259998,949700,46.087624
"2006-10-17",61.900002,61.939999,60.860001,61.130001,728100,45.251152
"2006-10-18",61.349998,61.959999,60.869999,61.41,753700,45.458424
"2006-10-19",61.25,61.619999,60.880001,61.560001,748000,45.569458
"2006-10-20",61.57,61.57,60,60.689999,1368100,44.925438
"2006-10-23",60.200001,61.25,60,61.110001,1789100,45.236336
"2006-10-24",58.509998,59.799999,58.279999,59.650002,4023100,44.15559
"2006-10-25",59.650002,60.799999,59.639999,60.23,2068100,44.58493
"2006-10-26",60.240002,62.990002,60.209999,62.82,2401600,46.502163
"2006-10-27",62.619999,63.73,62.400002,63.220001,1928300,46.798252
"2006-10-30",63.23,63.529999,62.799999,62.889999,1224200,46.553986
"2006-10-31",62.889999,63.110001,61.75,62,1148700,45.895176
"2006-11-01",62.25,62.5,61.09,61.330002,1991000,45.399208
"2006-11-02",61.310001,61.41,59.98,60.099998,2696800,44.488697
"2006-11-03",60.639999,61.259998,60.290001,60.709999,1547900,44.940254
"2006-11-06",60.75,61.560001,60.400002,61.299999,1468500,45.376999
"2006-11-07",62,64.209999,62,63.200001,2254800,46.783459
"2006-11-08",62.560001,64.32,62.52,64.190002,1498100,47.516289
"2006-11-09",63.939999,64.099998,62.709999,62.82,1155100,46.713207
"2006-11-10",62.57,62.990002,62.400002,62.869999,770300,46.750389
"2006-11-13",62.869999,63.939999,62.700001,63.900002,891200,47.516296
"2006-11-14",63.91,64.150002,62.98,63.939999,911400,47.546043
"2006-11-15",63.689999,64.989998,63.330002,64.629997,1177300,48.059135
"2006-11-16",64.989998,65.279999,64.470001,64.940002,1057400,48.289658
"2006-11-17",64.75,64.760002,63.34,63.68,1442000,47.352718
"2006-11-20",63.5,64.169998,63.41,63.48,731200,47.203983
"2006-11-21",63.700001,64.519997,63.25,64.379997,887500,47.873222
"2006-11-22",64.5,64.940002,64.029999,64.379997,763000,47.873222
"2006-11-24",64.580002,66.019997,64.5,65.370003,504500,48.609402
"2006-11-27",65.379997,65.519997,63.18,63.700001,1462700,47.367565
"2006-11-28",63.369999,63.5,62.529999,63.040001,1209500,46.876812
"2006-11-29",63.139999,64.099998,63.139999,63.900002,817900,47.516296
"2006-11-30",63.830002,65.419998,63.43,65.080002,1266900,48.393761
"2006-12-01",65.449997,65.690002,63.599998,64.07,1592100,47.642719
"2006-12-04",64.470001,65.050003,64.220001,64.82,960200,48.200409
"2006-12-05",63.200001,63.279999,61.619999,62.66,3014200,46.594234
"2006-12-06",62.5,63.759998,62.439999,63.59,1817000,47.285782
"2006-12-07",63.200001,64,62.669998,62.84,1349900,46.728085
"2006-12-08",62.84,63.080002,62.66,62.810001,739400,46.705776
"2006-12-11",62.599998,62.869999,62.009998,62.16,923700,46.222439
"2006-12-12",61.799999,62.32,61.34,62.02,938500,46.118328
"2006-12-13",62.400002,62.830002,61.43,61.650002,1329100,45.843193
"2006-12-14",61.650002,62.939999,61.459999,62.880001,787400,46.75782
"2006-12-15",62.889999,62.98,61.849998,62.009998,1570400,46.110897
"2006-12-18",61.91,62.349998,61.09,61.34,1318900,45.612675
"2006-12-19",60.700001,61.52,60.34,61.259998,964900,45.553181
"2006-12-20",61.09,62.59,60.990002,61.560001,787800,45.776268
"2006-12-21",61.66,62.02,60.82,61.099998,797100,45.4342
"2006-12-22",60.900002,61.380001,60.619999,60.790001,798200,45.203705
"2006-12-26",60.900002,61.509998,60.84,61.380001,451800,45.642433
"2006-12-27",61.389999,62.5,61.389999,62.5,802300,46.475254
"2006-12-28",62.77,63,61.619999,61.98,905400,46.088573
"2006-12-29",61.849998,62.09,61,61.080002,1044400,45.419342
"2007-01-03",61.099998,61.610001,60.540001,60.93,1241200,45.307793
"2007-01-04",60.93,60.959999,59.810001,60.150002,1605800,44.727783
"2007-01-05",60.099998,60.150002,59.32,59.799999,1445900,44.467537
"2007-01-08",59.68,60.43,59.459999,59.990002,946800,44.60881
"2007-01-09",60,60.189999,59.689999,59.939999,821600,44.571629
"2007-01-10",59.490002,60.18,59.450001,60,1231400,44.616253
"2007-01-11",60.049999,60.939999,60.02,60.720001,958500,45.151657
"2007-01-12",60.599998,61.639999,60.59,61.18,1127000,45.49371
"2007-01-16",60.990002,61.470001,60.66,61.09,813300,45.426777
"2007-01-17",61.09,62.099998,60.810001,61.93,713500,46.051403
"2007-01-18",61.919998,62.369999,61.82,61.82,1057900,45.969604
"2007-01-19",61.950001,62.560001,61.57,62.459999,783800,46.445518
"2007-01-22",62.389999,62.549999,61.360001,61.5,825600,45.731663
"2007-01-23",61.509998,63.009998,61.509998,63,1088000,46.847073
"2007-01-24",60.98,62.029999,57.529999,60.5,4352200,44.988068
"2007-01-25",60.5,60.740002,57.619999,58.029999,4539900,43.15134
"2007-01-26",58.419998,58.639999,56.73,58.330002,2851000,43.374432
"2007-01-29",58.580002,59.349998,58.529999,59.25,1552500,44.058529
"2007-01-30",59.150002,60.709999,58.810001,60.32,2564400,44.854198
"2007-01-31",60.099998,61.459999,60,61.209999,1634000,45.51601
"2007-02-01",61.209999,62.349998,61.009998,62.200001,1613000,46.252174
"2007-02-02",62.200001,62.580002,61.860001,62.099998,916300,46.177803
"2007-02-05",61.990002,62.330002,61.73,61.970001,1178900,46.081146
"2007-02-06",61.900002,62.639999,61.709999,62.419998,1295600,46.41576
"2007-02-07",62.799999,63.360001,62.650002,63.169998,1118900,46.973473
"2007-02-08",63.169998,63.650002,62.799999,63.400002,1181600,47.144505
"2007-02-09",63.200001,63.630001,62.950001,63.060001,1544300,46.891674
"2007-02-12",63.650002,63.939999,63.16,63.630001,1775300,47.315529
"2007-02-13",63.98,64.959999,63.880001,64.620003,1344200,48.051697
"2007-02-14",64.519997,65.309998,64.470001,65.160004,956900,48.453236
"2007-02-15",64.879997,65.260002,64.5,65.120003,1147600,48.639969
"2007-02-16",64.75,65.230003,64.330002,64.650002,1051500,48.28891
"2007-02-20",64.650002,64.980003,64.25,64.790001,794100,48.393482
"2007-02-21",64.639999,64.760002,64.309998,64.419998,1126100,48.117115
"2007-02-22",64.599998,65.080002,64.419998,64.769997,1109600,48.378555
"2007-02-23",64.519997,64.709999,64.040001,64.309998,906900,48.03495
